MAT.1.1	Jijajiji palka-jarrija Tapiti-kirlangu-ngurlu manu Yipuruyamu-kurlangu-ngurlu turnu-warnu-ngurlu. 
MRK.4.5+MRK.4.6	“Ngurlu, kujalpalu wantija walyangka tarlangka, ngulajulpalu pardija ngari wita. Putalpalu wiri-jarrija manu kirrirdi-jarrija. Ngarnajulu putaputa yukaja tarlangka walyangkaju, lawa-juku. Manu wantangkulpa-jana jankaja linji-karda ngarnaju rdarrjangkaju ngapa-wangurla.
MRK.4.7	“Ngurlu, kujalpalu wantija marnangka jilkarla-kurlurla warrukirdikirdi, ngulajulu pardija jilkarla-wana. Ngulajulpa-jana jilkarlarlu kurl-mardarnu tarnnga-juku, ngulaju ngurlujulpalu kurl-mardarninja-warnuju tarnnga-juku maju-jarrija. Kulalu wiri-jarrija ngurlu-kurluju, lawa.
MRK.4.8	“Kala ngurlu, kujalpalu wantija walyangka walyirirla, ngulajulu muku purrulyun-pardija ngurrju-juku manu wiri-jarrija. Ngulalu wiri-jarrija ngurlu-kurlu ngurrju-kurlu walya-jangkaju, ngulaju yapaku ngarninjaku. Panu-kari ngurlu marnkurrpa-kurlu, panu-kari panu-kurlu, panu-kari panu-jarlu-nyayirni-kirli ngurlu-kurluju.”
MRK.4.9	Ngula-jangka, Jijaji-jana wangkaja, “Kuja kankulu nyurrurlarlu langa mardarni purda-nyanja-kurlangu, ngulangkujulu purda-nyangka yirriyirri-nyayirnirli!”
MRK.4.10	Ngula-jangka, Jijaji-jana jirrnganja yanu yarlu-kurra yapa-wangu-kurra. Ngula-jangkaju, jirrnganja nyinajalkulpa-jana nyanungu-nyangu-patuku kurdungurlu-patuku manu ngalya-karirlanguku yapaku. Ngulangkujulu japurnu Jijaji, “Yangka yimi-nyayirni-wangu jukurrpa wati-kirli ngurlu panu-kurlu, milki-yirraka-nganpa yungurnalu langa-kurra mani.”
MRK.4.11	Junga-juku, Jijajirlilki-jana pina-yimi-ngarrurnu yimi-nyayirni-wangu jukurrpaju, yirri-puraja-jana yarda, “Kaaturluju yilyajarni yungurna-nyarra yimi-ngarrirni nyanungu-kurlu yangka kuja kajana Warlalja-Wiri nyina yapakuju. Kala ngalya-kariki yapaku, kularna-jana yimi-nyayirni-wangu warraja-mani yungulu langa-kurra-mani.
MRK.4.12	‘Kujarlaju, kuja karna-jana wangka yangka yapa-kariki, nyanyi kajulu paniya-kurlurlu milya-pinja-wangurlu-juku, manu jamulu purda-nyanyi kajulu langa-kurlurlu.
MRK.4.12	Kajilpajulu milya-pungkarla jungangku, ngulaju kajikalurla pina-yani Kaatukulku. Ngula-jangkaju, Kaatu kajika-jana kulu-wangu yawuru-jarri-yijala.’ ”
MRK.4.13	Ngula-jangka, Jijajirli-jana japurnu, “Kula kankulu marda mani nyampuju ngurlu-kurlu yimi-nyayirni-wangu jukurrpa? Nyarrparlulku-yijalankulu milya-pinyi yimi-nyayirni-wangu-kari kajirna-nyarra yimi-ngarrirni? 
MRK.4.14	Yangkangku ngarrkangku, yangka kujalpa warru kujurnu ngurlu, ngula ngurlu, ngulaju Kaatu-kurlangu-piya yimi-piya. Ngula-piyarlu-yijala karna-jana jaruju yimi-ngarrirni warru yapa-patu-kariki.
MRK.4.15	“Panu-kari yapa kalu nyina yirdiyi-piya. Ngurlu kujalu wantija yirdiyirla, kujalu jurlpungku muku ngarnu, ngula-piyarlu-yijala yapangku kalu jamulu purda-nyanyi jaru Kaatu-kurlanguju. Ngula-jangkaju, yanirni kuja-ka Juju Ngawulku, ngulangkuju kajana jurnta kanyi jaruju jurlpu-piyarlu.
MRK.4.16	“Ngalya-kari yapa kalu nyina tarla walya-piya. Ngurlu kujalu wantija tarlangka, kujalu ngarnaju puta yukaja tarlangka, ngula-piyarlu-yijala kalu yapangku jamulu purda-nyanyi jaruju Kaatu-kurlangu, manu kalurla ngungkurr-nyinami jarukuju wardinyi-wiyi. 
MRK.4.17	Jaru kajana putaputa yukami langa-kurra, lawa. Ngaka kajili-jana yapa-karirli rdapakarrkanjarla jinyijinyi-mani, manu kaji-jana majurlangu rdipimi, ngulangkuju kalu wajawaja-maninjarla yampimi Kaatu-kurlangu jaruju.
MRK.4.18	“Ngalya-kari yapa kalu nyina walya-piya jilkarla-kurlu-piya. Purda-nyanyi-yijala kalu Kaatu-kurlangu jaruju. 
MRK.4.19	Puta-ka wiri-jarri jaruju langangkaju. Kala warrarda kalu-nyanurla wajampa-jarri nyiyarningkijarraku manu wartardi-jarri nyiyarningkijarrarla nyanungu-nyangurla. Yulkami kalu-nyanurla warrarda talaku manu jurnarrpaku nyanungu-nyanguku warlaljaku. Ngulangkunya kajana warla-pajirni jaru-kujaku wiri-jarrinja-kujakuju. Kujarra-piya kula kalurla nyinami jukarurru Kaatuku, lawa.
MRK.4.20	“Ngalya-kari yapa kalu nyina walya walyiri-piya. Purda-nyanyi kalu jaru Kaatu-kurlangu, ngulaju kalurla ngungkurr-nyina jarukuju. Jintawarlayi-juku kalurla marlaja wiri-jarri Kaatukuju: Ngalya-kari ngari wita, ngalya-kari wita-karrikarri, ngalya-kari karrikarri-wangu kalurla marlaja wiri-jarri.”
MRK.4.21+MRK.4.22	Jijaji-jana yarda wangkaja, “Kulalpa-nyanu nganangku nyiyarlangu wuruly-mardakarla Kaatu-kujaku, lawa. Kapu jungangku palka-maninjarla nyanyi. Yimi ngaju-nyangu ngulaju jarra-piya. Kuja kalu yapangku wajawaja-mani nyiya mayi, kulalpalu palka-mantarla mungangkaju. Mani kalu jarra, manu yali-kirlirli warru nyanyi kalurla. Yuwayi, jarra yali-kirlirli kajikalu palka-mani nyiyarlangu. Jarra, kuja kankulu rdulinyi mungangka, kula kankulu wuruly-yirrarni kanunjumparra parrajarlaju manu pangkingkaju ngunanja-kurlangurlaju, lawa. Yarlungka kankulu yirrarni yapaku yungulu nyanyi. 
MRK.4.23	Kuja kankulu nyurrurlarlu langa mardarni purda-nyanja-kurlangu, ngulangkujulu purda-nyangka yirriyirri-nyayirnirli!” 
MRK.4.24	Ngula-jangka, Jijaji-jana wangkaja, “Langalu rdilypirr-karriya! Langa-kurra mantalu! Nyiya-puka kajilpankulu-jana yungkarla yapa jinta-kariki, ngula-wanawana kajika-nyarra Kaaturlu yinyi. Junga! Kajika-nyarra maya-kari maya-kari yinyi! 
MRK.4.25	Nganangku-puka yapangku kuja-ka langa-kurra-mani wita Kaatu-kurlangu jaru, ngulaju kapurla Kaaturluju yarda pinarri-mani wiri-nyayirni jaruju. Kala kuja-ka yapa ngana-puka nyina Kaatu-kurlanguku jaruku pinarri-jarrinja-wangu, ngulakuju kapurla jurnta kanyi jaruju.”
MRK.4.26	Jijaji yarda-jana wangkaja, “Ngajulurlu yungurna-nyarra yirri-pura yimi-nyayirni-wangu jinta-kari Kaatu-kurlu yangka kuja kajana Warlalja-Wiri nyina yapakuju. Kaatu-kurlangu turnu ngulaju ngurlu-piya kuja kajana watingki warru kijirni kuja-purda kuja-purda yungu-nyanu mangarri wiri-mani. 
MRK.4.27	Ngula-jangka, munga-kari munga-kariji-ka jarda ngunami watiji, parra-kari parra-kariji-ka yakarra-pardinjarla warru wapami. Purrulyun-pardimi-ka walya-jangka ngurluju. Purrulyunpa-jangka-ka wiri-jarrilki. Ngarrkangkuju-ka nyanyi parrangkaju. Ngulaju kula kajana milya-pinyi nyarrpa mayi kuja kalu wiri-jarri. 
MRK.4.28	Walyangka ngurrjungka kalu purrulyun-pardi. Purrulyunpaju-ka pardi wita-wiyi, ngula-jangkaju-ka wiri-jarrimirra, ngula-jangkaju-ka wujulypalku palka-jarri. Ngula-jangka, kuja-ka wujulypa lakarn-pardi, ngula-jangkaju-ka ngurluju warrajalku nyina lakarn-pardinjarla. 
MRK.4.29	Yukuri-jangka, linji-jarrilki-ka, ngulakuju karla jangkardu yanirni junma-kurlulku watiji. Jarnjarn-pakarnilki kajana ngurlu-kurluju mangarri ngarninjakungarntirliji. Ngula-piyarlu-yijala kapu-jana Kaaturlu warru turnu-mani yapa nyanungu-nyangu yungu-jana Warlalja-Wirilki nyina.”
MRK.4.30	Jijaji-jana yarda wangkaja, “Nyiya-piya kalu nyina yapaju Kaatu-kurlangurla turnungka yangka kuja kajana Warlalja-Wiri nyina? Marda kalu nyina ngari marnkurrpa-mipa. Ngulaju ngula-juku. 
MRK.4.31	Kaatu-kurlangu turnu ngulaju wita-nyayirni-piya ngurlu-piya jirdi-piya kuja-ka wita-wiyi yirrarni walyangkaju ngurluju watingkiji. 
MRK.4.32	Ngula-jangkaju, ngakarrangakarralku kuja-ka pardimi watiya wiri watiya-kari-piya-wangu, ngula-kurraju kalu yanirni jurlpu panu-jarlulku. Yuwalilki kalu ngurrju-mani watiyarla yamangka wiringkalku. Ngula-piya-yijala Kaatu-kurlangu turnu. Jalangu marda kalurla marnkurrpa-mipa nyina yapaju. Ngulaju ngula-juku. Ngaka kapulurla nyina yapa panu-nyayirni Warlalja-Wiriki.” Kujanya-jana Jijajiji wangkaja yapakuju.
MRK.4.33	Nyampurra-piya jukurrpa yimi-nyayirni-wangu-piya kala-jana yimi-ngarrurnu panu. Yimi-ngarrurnulpa-jana jaru yirriyirrirli yapaku yungulu milya-pinja-yani wita-kari wita-kariji. 
MRK.4.34	Ngulalpa-jana Jijaji wangkaja yapa-kariki, kala-jana yimi-ngarrurnu jukurrpa yimi-nyayirni-wangu-mipa. Kuja kala nyinaja nyanungu-nyangu-patu-kurlu kurdungurlu-patu-kurlu yapa-wangurla, ngulakuju kala-jana ngaka-yijala ngulangka yimi-nyayirni-wangu warraja-manu muku.
MRK.4.35	Ngula-jangkaju, parrangka jintangka-juku wanta yukanja-warnurla, Jijaji-jana wangkaja nyanungu-nyanguku kurdungurlu-patukulku, “Yanirlipa pawurturla mangkururla murrarninginti-kari-kirra.” 
MRK.4.36	Junga-juku, kangulu nyanungu-nyangu kurdungurlu-paturlu pawurturla-juku. Wungujukulu yanu. Junga-juku, ngulangkajukulu-jana yapaju yampinja-yanu pirntinyarra mangkururla. Panu-karirlijili-jana puraja-juku pawurtu-patu-kari-kirlirli-yijala. 
MRK.4.37	Murrarni-nginti mangkurukuju murnma-juku kulkurru-juku, ngapa wiri-jana jangkardu wangkanja-yanurnu. Pawurtuju ngarra ngapa-kurralku yukayarla. Ngapajulpa parnkanjarni yanu manu parnkanjarni yanu, manulpa warralywarraly-wantija pawurtu-kurraju, manulpa wiri-jarrinja-yanulku ngapaju pawurturlaju. 
MRK.4.38	Kalanpa Jijaji ngunanya purdangirli pawurturla jakangka katarlpirla. Ngulalu yakarra-manu kurdungurlu-paturlu, manulurla purlanjarla wangkaja, “Tiija, kula kanpa-nganpa wajampa-jarri mayi nganimpaku? Kalakarlipa muku yukami ngapangka, manu kalakarlipa muku palimi!”
MRK.4.39	Junga-juku, Jijajirli yakarra-pardinjarla ngarrurnu mayawunpa, “Wurdungu-jarriya!” Manu ngapaku wangkajarla, “Yatayi-jarriya!” Junga-juku, mayawunpaju pulya-jarrijalku, manu ngapa wirijilpa pulya-jarrijalku. 
MRK.4.40	Jijaji-jana wangkaja nyanungu-nyangukuju kurdungurlu-patuku, “Nyiya-jangkankulu lani-jarrija? Kula kankujulu marda wala nyina ngajuku?”
MRK.4.41	Ngula-jangkajulpalurla kurdungurlu-patulku marlaja paa-karrija, manulpalu-nyanu wangkanja-yanu, “Ngana nyampuju wati kuja kajana wangka mayawunpaku manu ngapaku? Purda-nyanyi kapala mayawunparlu manu ngapangku wilji-wangurlu ngula-palangu wangkanjarla rdamu-pakarnu.”
MRK.5.1	Ngula-jangka, Jijaji manu nyanungu-nyangu kurdungurlu, jingijingi yanulu ngapangka mangkuru Kaliliyirla murrarninginti-kari-kirra ngurrara-kari-kirra kujalpalu yapa nyinaja yirdiji Karaja-wardingki-patu. 
MRK.5.2+MRK.5.3+MRK.5.4+MRK.5.5+MRK.5.6	Yalirla ngurrararla, parntarrijalpalu pirli wiri-jarlu pirnki-kirli-kangukangu. Yalirlanya kalalu-jana milyingka yirrarnu yapa yurnunurruju. Yalirla pirnki-patu-wanarla kala nyinaja wati jinta warungka-nyayirni juju-kurlu, kala nyinaja yangarlu. Parra-kari parra-karirli yalumpu-wardingki-paturlu yapangkuju kalalu warurnu warrarda waku-jarra manu wirliya-jarra ngalyipi-piya-kurlurlu manu jayini-kirlirli pajirninja-kujaku nyanungu-kujaku. Lawa-juku! Kala wurrangku-juku rdilyki-pungu ngalyipi-piyaju, jayiniji kala ngulaju turl-pakarnu. Kula nganangku pirrjirdi-nyayirnirli warikarla. Parra wiri munga wiri kala nyinaja pamarrparla pirnki-wana, manu kala-nyanu rdulykurdulykurr-pajurnu pirli-kirlirli, manu kala yulaja warrarda manu purlaja warrarda tarnnga.
MRK.5.2+MRK.5.3+MRK.5.4+MRK.5.5+MRK.5.6	Junga-kirli kujalu pirntinyarra-kurra-jarrija Jijaji manu nyanungu-nyangu kurdungurlu, yangka watingki juju-kurlurlu warrawarra-kangulpa-jana. Kujalu jitijalku pawurtu-jangka, wapirdi parnkaja-jana purrju-juku. Parnkanjarla mirdijirrpijirrpi pirri-manu kamparru-juku Jijajikiji. 
MRK.5.7+MRK.5.8	Ngula-jangka, wangkajalkurla Jijajiji, “Nyuntu juju ngawungawu, jurnta wilypi-pardiyarla nyampuku watiki!”
MRK.5.7+MRK.5.8	Ngula-jangkarluju, yangkangkuju watingki purlanjarla payurnu Jijajiji, “Nyarrpa-maninpaju ngajuju? Nyuntujunpa Jijaji Ngalapi-nyanu Kaatu-kurlangu yangka kuja-ka kankarlarra nyina Warlalja-Wiri-jiki yapaku manu pirlirrpa-kariki. Wiyarrpa karnangku warlkirninjarla wangkami Kaatu-kurlangurla yirdingka, yampiyaju murrumurru-maninja-wangurlu!”
MRK.5.9	Ngula-jangka, Jijajirli payurnu, “Nyiyanpa nyuntuju yirdiji?”
MRK.5.9	Junga-juku, yalu-manu, “Ngajujurna yirdiji ‘Panu-jarlu-nyayirni’. Panu-jarlu karnalu jujuju nyina kaninjarni nyampurla watingka. 
MRK.5.10	Yampiya-nganpa nyampurla-juku jurrkungka ngurrararla yilyanja-wangurlu! Wiyarrpa-nganpa yampiya!”
MRK.5.11	Ngula-purujulpalu kutu-juku karrija pamarrparla panu-jarlu-nyayirni nguurrnguurrpaju 2,000-pala, ngulangkajulpalu karrija ngarninja-karra kujalpalu-jana nguurrnguurrpakungarduyurlu yapangku jina-mardarnu. 
MRK.5.12	Ngula-jangka, jujujulurla wangkaja Jijajiki, “Yilyaya-nganpa yali-kirra nguurrnguurrpa-kurra yungurnalu-jana yaarl-yuka palkangka!”
MRK.5.13	Junga-juku, Jijaji-jana wangkaja, “Ngulaju ngula-juku. Yaarl-yukayalu-jana nguurrnguurrpaku!” Ngula-jangka, jujujulurla jurnta wilypi-pardija watiki, yaarl-yukajalkulu-jana nguurrnguurrpakuju. Ngula-jangkaju, junga-juku, ngaamalyamalya rdakardaka-parnkanja-yanulu pamarrparla kaninjarra-kari ngapa-kurra. Ngulajulu muku julyurl-wantija ngapa-kurra. Tarnngajukulu yukanjarla palijalku yalirla-juku ngapangka.
MRK.5.14	Yangka yapangku kujalpalu-jana nguurrnguurrpa jina-mardarnu, ngula-patujulu pirri-parnkaja kuja-purda-kari kuja-purda-kari jaru-kurlu kirri-kirra manu ngurra-kari ngurra-kari-kirra yalumpurla-juku ngurungka. Kujalu-jana yimi-ngarrurnu panu-kariki yapaku yangka nguurrnguurrpa-patu kujalu palija ngapangka, ngulakujulu panu-karilki yanurnu nyanjaku nguurrnguurrpakuju. 
MRK.5.15	Ngula-jangka, yanurnulurla Jijajiki yangka kirri-wardingki-patu, ngulalu nyangu yangkaju wati warungka-wangulku kujalpa nyinaja jurnarrpa-kurlulku. Kujalu nyangu, ngulakujulurla lani-jarrijalku. 
MRK.5.16	Yalumpurla-juku, ngalya-kari yapajulpalu karrija, kujalu yangka nyangu Jijaji kuja-jana juju yilyaja wati-ngirli nguurrnguurrpa-kurra. Ngulalu-jana nyampu-paturlu yimi-ngarrurnu kirri-wardingki-patuku. 
MRK.5.17	Ngula-jangkaju, Jijajikilirla wangkaja jinta-juku jaruju, “Yanta nyampu-ngurlu nguru-ngurluju!”
MRK.5.18	Junga-juku, pina-warrkarnu pawurturla, manu yangka wati warungka-jangka ngularla wangkaja, “Yanirna nyuntu-wana!”
MRK.5.19	Jijajirla wangkaja, “Pina-yanta warlalja-patu-kurra, manu wangkayalku-jana kujangku Kaatu mari-jarrija nyuntuku, kujangku yali-jangka juju-jangka kirlka-manu.” 
MRK.5.20	Junga-juku, ngula-jangkaju, yangkaju wati yanu kirri-patu-kari-kirra nguru-kurra yirdi-kirra Kirri-patu-kurra Karlarla-pala-kurra, ngulaju-jana yimi-ngarrirninja-yanu jaru kuja warungka-jangka Jijajirli parlpuru-manu. Kujalu purda-nyangu yimi nyanungu-nyangu, ngulakujulurla marlaja paa-karrija-nyayirni.
MRK.5.21	Ngula-jangka, Jijajiji kulpari yanu pawurturlaju murrarninginti-kari-kirralku-yijala ngapangka Kaliliyirla. Kujalpa nyinaja pirntinyarrarla, ngula-kurraju turnu-jarrijalkulpalurla yapaju. 
MRK.5.22	Nyampurla turnungka, wati jintalpa karrija yirdi Jayiruju. Jayirujulpa nyinaja Juwu ngulaju jaajikingarduyu wiri. Kuja nyangu Jijaji, ngulajurla kamparru-kirli mirdijirrpijirrpi-jarrinjarla parntarrinjunu wangkanjakungarnti. 
MRK.5.23	Wangkajarla Jijajiki, “Yaruju-jarriya! Warlkirni karnangku, kapurna kirda-puka-jarrimi kanangkaku! Yantarni nyurnuku rdakangku yungunpa marnpirni yungu wankaru nyina!” 
MRK.5.24	Junga-juku, Jijajirliji puraja Jayiruju.
MRK.5.24	Nyampurlaju turnu-warnurlu yurntirninja-yanulpalu-nyanu Jijaji-wanarlu, kujalpalu puranja-yanu. 
MRK.5.25	Ngulangka yapangka panungka, ngula-puruju karntangku jintangku puranja-yanu Jijajiji, ngulajulpa karrija nyurnu wiri yalyukupurda kaninjarni palkangka. Ngulajulpa nyinaja nyurnu yalyukupurda kujalpa warrarda karlinja-yanu 12-palaku yulyurrpuku. 
MRK.5.26	Ngula-puruju, panungku nyangunyangurlulpalu putaputa parlpuru-manu. Muku-jana yungu talaju parlpuru-maninjaku nyanunguku. Lawa! Kulalu parlpuru-mantarla. Ngulajulpa yarda maju-jarrija manu murrumurru-jarrija nyangunyangu-jangkaju. 
MRK.5.27+MRK.5.28	Ngula-jangkaju, yimi purda-nyangulpa-jana Jijaji-kirli, manu-nyanu wangkaja, “Kajilparna marnpikarla Jijaji-kirlangu jurnarrpa, ngulaju kajikarnarla marlaja ngurrju-jarri pina.”
MRK.5.29	Junga-juku, purdangirli-wanarlu puranja-yanu Jijaji. Ngula jurnarrpalku marnpurnu Jijaji-kirlangu. Ngula yungka marnpurnu Jijaji-kirlangu jurnarrpa, ngula-puru-juku yalyuju rdiily-parnkaja karlinja-warnu, manu-nyanu purda-nyangu ngurrjulku rarralypalku. 
MRK.5.30	Ngula Jijaji-kirlangu ngangkayiji wilypi-pardija palka-ngurlu, ngulaju-nyanu purda-nyangu, manu karrinjarlalparla warru wapalwapal-nyangu. Ngula-jangkaju, payurnu-jana, “Nganangkuju marnpurnu jurnarrpaju.”
MRK.5.31	Jijaji-kirlangu-paturlu kurdungurlu-paturlu jangku-manulu, “Nyanyi kanpa-jana nyampu yapa panu, kuja kalu-nyanu yurntirninja-yani ngalipa-nyangu-wanarlu. Nyarrpaku-yijala kanpa-nganpa payirni, ‘Nganangkuju marnpurnu jurnarrpa’ ”
MRK.5.32	Jijajirli warru nyangulpa-jana wurrangku-juku. 
MRK.5.33	Yangka karnta-pardu kuja parlpuru-manu pina, ngulajulpa lani-jarrijalku, manu mirrmirr-karrijalpa Jijaji-kijakuju. Pina-yanurnu, mirdijirrpijirrpi-jarrinjarla parntarrinjunu Jijajiki kamparru, manu wangkajarla, “Ngajurnangku marnpurnu jurnarrpaju.”
MRK.5.34	Jijaji wangkajarla, “Wiyarrpa, nyuntunpaju marlaja parlpuru-jarrija pina kujanpaju wala nyinaja ngajuku. Ngula-juku yanta wajampa-wangu rarralypalku.”
MRK.5.35	Ngula-jangkaju, Jijaji kujalparla wangkaja-juku yangkaku karntaku, ngula-puruju yapajulpalurla wapirdi yanurnu Jayirujuku nyanungu-nyangu-jangka yuwarli-jangka. Wangkajalurla Jayirujuku, “Kari-nganta lawa, nyurru kalu-nyanu waarr-pakarni witamanjirla. Kujarlaju yampiya Pinangkalpa Jijaji payirninja-wangurlu!”
MRK.5.36	Jijajirli-jana purda-nyangu nyampu-patu, ngulalpalurla wangkaja Jayirujuku, wangkajarla Jijajiji, “Wajampa-wangu nyinaya! Wala-pukaju nyinaya ngajuku!”
MRK.5.37	Ngula-jangkaju, Jijajirli-jana warla-pajurnu yapa panu-kariji rdanparninja-kujaku. Marnkurrpa-mipa-jana yajarnu Piita, Jamaji, manu nyanungukupurdangka Jaanu. Ngula-mipa-jana kangu yuwarli-kirra Jayiruju-kurlangu-kurra. 
MRK.5.38	Kujalu yuwarli-kirra yanurnu, Jijajirli-jana nyangu yapa panu kujalpalu-nyanu waarr-pakarnu maringki. 
MRK.5.39	Ngula-jangka, yukajarralkulu yuwarli-kirra, payurnu-jana yapa-patu, “Nyarrparla kankulu-nyanu waarr-pakarni manu yulami kankulu? Lawa, kula kirda-puka-jarrija, jarda-jala-ngarra-ka ngunami nyampuju kurduju.”
MRK.5.40	Kuja-kurraku wangkanja-kurraku, yinkalkulurla ngarlarrija Jijajikiji. Ngula-jangka, kuja-panu-jana muku yilyaja yarlu-kurra yitirli-kirra panu-kariji. Kala Jayiruju manu nyanungu-parnta karnta, manu Piita, manu Jamaji, manu nyanungukupurdangka Jaanu, ngula-mipa-jana kangurnu ruumu-pardu-kari-kirra kujalpa yurntalu-nyanu Jayiruju-kurlangu ngunaja turdurr-ngunanja-warnu. 
MRK.5.41	Jijajirla yarnkaja rdakaku, wangkajarla nyanungu-nyangu-juku jaru, “Talija kumu!” Nyampu wita jaru, ngulaju-ka wangka, “Wita mardukuja, wangka karnangku, yakarra-pardiya!”
MRK.5.42	Ngula-jangkaju, rarrinki yakarra-pardija, manu karrinja-pardija. Ngula-jangkaju, wapajalku warru. Kujalu nyangu wankarulku, ngulakujulurla marlaja paa-karrija-nyayirni. (Nyurnu-wangu-wiyilpa nyinaja 12-palaku yulyurrpuku ngulaju kamina-pardu-juku.) 
MRK.5.43	Ngula-jangkaju, Jijajiji wangkaja-jana, “Yimi-ngarrirninja-wangulu nyinaya! Nyampuju kula yapa-kariki yimi-ngarrirninjaku jaruju. Nyampukulurla mardukujaku witaku yungka mangarri.”
MRK.6.1	Yangka yali-jangka kirri-jangka, Jijaji-jana jirrnganja yanu pina kurdungurlu-patuku nyanungu-nyangu-kurralku kirri-kirra yirdi-kirraju Najariti-kirra. 
MRK.6.2	Ngula-jangkaju, Jarrirtiyi Parra-nyayirni-wangurla, yanurralu yuwarli-kirra jaaji-kirra Juwu-kurlangu-kurra. Ngulangka yungu-jana pinarri-mani yapa panu-juku kujalpalu turnu-jarrinjarla nyinaja. Kujalu wangkanja-kurra purda-nyangu Jijaji, ngulakujulurla marlaja paa-karrija-nyayirni, manulpalu-nyanu payurnu, “Nganangku nyampuju pinarri-manu kuja-ka wangkami nyiyarningkijarra manu-ka manngu-nyanyi rdirrinypa-nyayirnirli? Nyarrparlu kajana parlpuru-mani nyurnu yapaju? 
MRK.6.3	Nyampu wati ngulaju watiya jarntirninjakungarduyu-mipa manu Miiri-kirlangu-jala kaja-nyanu. Nyanungunya-jana papardi-nyanuju Jamajiki manu Jujijiki manu Jutujuku manu Jimaniki, junga mayi kujaju? Manu nyanungukupurdangka ngawurru-nyanu-patu kalu nyinami nyampurla Najaritirla, junga-yijala mayi kujaju?” Ngulanyalpalurla nginji-wangkaja yangka Najariti-wardingki-patuju. Manu ngula-jangka, yapa ngularralurla jayi-wangkaja Jijajiki.
MRK.6.4	Kuja-kurra wangkanja-kurraju Jijajirliji-jana purda-nyanjarla jangku-manulku, “Ngana-puka kuja-ka wati nyina jarukungarduyu warrkiki Kaatu-kurlanguku, kajilpa yantarla kirri-kari kirri-kari-kirra yimiki yirri-puranjaku Kaatu-kurlangu-kurlu, ngulakuju kajikalurla wardinyi-jarrimi manu kajikalurlajinta pulka-pinyi. Kala yapangku ngurrara-jintarlu kula kalu ngurrju-pajirni yali jarukungarduyu, manu kirringkarlu nyanungu-nyangurlarlu warlaljarlu kalu juwa-kijirni.”
MRK.6.5+MRK.6.6	Jijajirlijilpa manngu-nyangu kanunju-karirli ‘nyarrpa kujaju kula kajulu ngungkurr-nyinami manu wala nyinami?’ Kujarlaju, marnkurrpa ngalya-kari-mipalpa-jana parlpuru-manu rdaka-miparlu marnpirninjarlu. Kala yapa panu-kari kapuru-panuju, ngulajulpa-jana kuja-kirli yampija parlpuru-maninja-wangurlu.
MRK.6.5+MRK.6.6	Ngula-jangkaju, Jijajiji warru yanu kirri-kari kirri-kari-wana, manu-jana warru pinarri-manu yapa panu. 
MRK.6.7	Ngula-jangkaju, nyanungu-nyangulku-jana turnu-manu kurdungurlu-patu 12-pala yungu-jana yilyamirra jirrama-kari jirrami-kari ngurra-kari ngurra-kari-kirra. Yilyanjakungarntirli-jana yartarnarri yungu yungulu-jana jurnta yilyami juju maju yapakuju. 
MRK.6.8	Ngula-jangkaju, wangkaja-jana, “Nyurrurlaju karna-nyarra yilyami kirri-kari kirri-kari-kirra kuja-purda-kari kuja-purda-kari. Ngulaju kankulu watiya-mipa kanyi jukati jinta-kari jinta-kari. Yani kankulu miyi-wangu, yakuju-wangu, manu tala-wangu wirrijirla-wangu, lawalu yanta. 
MRK.6.9	Palkangka-juku kankulu yukanjarla kanyi jinta-puka jaatiji manu jamana-kurlangu, lawa panu-karikiji jaatikiji. 
MRK.6.10	Kajinkili kirri-kirra yukamirra, kajili-nyarra yapangku wapirdi nyanjarla kanyirni ngurra-kurra nyanungurra-nyangu-kurra, ngulajulu nyinaka manu ngunaya yalumpurla-juku jintangka ngurrangkaju. Ngurra-kari ngurra-kari-wangulu nyinaya jintangka-kirli kajinkili yarnkamirra yarda. 
MRK.6.11	Kala kajinkili kirri-kari-kirra yukamirra, kajili-nyarra wapirdi nyanjarla purda-nyanja-wangurlu pina-yilyami manu juwa-kijirni, ngulaju yampiyalu-jana. Yantalu-jana jurnta. Mamparl-pinja-warnurlaju, ngulajulu-jana walya jangkardu lurlurl-pungka wirliya-kurlangu-jangka. Kujarluju kapunkulu-jana milki-yirrarni kuja kajana Kaatuju kulu nyina.”
MRK.6.12	Junga-juku, jarnkujarnku yarnkajalkulu wurnalku kirri-kari kirri-kari-kirra kurdungurlu-patu yapa wungu-kari wungu-kari. Kujalpalu wapaja kirri-kari kirri-kari-wana, ngulajulpalu-jana rdipija yapa panu-kariki, wangkajalkulpalu-jana, “Pina-yaninjarlalu yalala-yirraka Kaatu wilji panu-jangka!” 
