GEN.1.1	Puꞌun-puꞌun it langit baw banwa, giyuna it Ampuꞌang Diyus. 
2SA.11.10	Pagkaꞌrut ni David it ega limnangbus si Urias, maat yat kanya, “Unu, daꞌka pagꞌildawun it yapay abut mu it garing ka ngaytu duꞌut alaid? Unuka daꞌka limnangbus duꞌut imyu?”
2SA.11.11	Maat i tubag ni Urias, “Iyan Kaban it Pakiꞌupakat it 
2SA.11.12	Maat siꞌ ni David it ki Urias ngayti, “Magayen siguru situ ka daꞌat kayting aldaw. Dedelem mana i igaring mu.” Aypaꞌ duꞌun paꞌ it Jerusalem si Urias it iting aldaw. 
2SA.11.13	Inimbitar ni David si Urias it pakikaraꞌnen duꞌut kanira. Piyalanguwan ni David si Urias ngayti, takaꞌ ega naga limnangbus si Urias duꞌut kanira it pagdelem. Duꞌun nagay inigaꞌan ya it mga guwardiya ngayti.
2SA.11.14	Pagꞌeyag it aldaw, simnurat si David duꞌun it ki Joab, ipiyataban ya nat ki Urias ngayti. 
2SA.11.15	Maat i duꞌun it surat ya, “Isara mu si Urias kat mga maꞌiꞌiseg nga mga kalaban mi. Pagkaꞌanu kayan paꞌatrasen muy beken, pataꞌnan mu nga mapatay kanya.”
2SA.11.16	Pagkabasa ni Joab it surat ngayti, nagbaklay-baklay kanya duꞌut pagkukulungun nira ngayti nga siyudad. Pagkamuya ya in ariyen manggid i may maꞌiꞌiseg nga mga kalaban nira, duꞌun nay piyatarbukan yat ki Urias. 
2SA.11.17	Pagpanliꞌwan it mga kalaban nira nga garing duꞌut siyudad ngayti, diyarugpaꞌ niray mga taawan ngayti ni Joab. May napatay nirang mga sundaluꞌ ni David, uyut na si Urias.
2SA.11.26	Pagkabaritaꞌ ni Bat-seba it napatay nay asawa ya ngayti, pinlawan ya naga. 
2SA.11.27	Iyan naꞌayaw nay pulaw ngayti, ipiyapisiꞌ na kanya ni David ka nagꞌasawa na sira. Sumakit i pagbebtengen ngaytu ni Bat-seba, lalaki. Temed talagang riyaꞌwayan nga banar it 
2SA.12.1	Aypaꞌ tiyaꞌeg it 
2SA.12.2	Matupaen baw mabakaꞌen nga banar i manggaden ngayti. 
2SA.12.3	Iyan miskin ngayti, pasasangba-sangbat i babay nga uybu-uybun it tupa i kanya. Impet ya it subung nagat pagꞌepet yat mga anak ya, pagkapu-kapuꞌputun ya nga ipagpasbung ya nat anak ya. Pagsaduun yat pangaꞌen baw pagsakpen yat danum nga pagꞌimnun ya.
2SA.12.4	Kaꞌsa may bisitaꞌ nga miyabut duꞌun it manggaden ngayti. Ta, it ega ireg ya nga kat sadili ya nga mga tupa i pisiꞌan it karniꞌen, iti na, kat miskin ngayti, i pinsiꞌ ya nga inimatay nga ipiyasdaꞌ ya it miyabut ngayti duꞌut kanya.”
2SA.12.5	Pagkagneg kayti ni David nakawarak-warak it iseg. Maat ya, “Pagdedngegen ta it 
2SA.12.6	Baw kaꞌilangan pabayadan it kanya it epat nga dubli i binwat ya ngaytu, sabap ega siyanguꞌan yay miskin ngayti.”
2SA.12.7	Iriyapar na ni Natan it ki David ngayti, maat ya, “Ikaw na ngaytu bay paꞌaaten ngayting manggaden. Ta kayti, iyan 
2SA.12.8	Ibinggay ku paꞌ it imu i pamalay-balay baw mga asawa it agalen mu nga si Saul, pati kaꞌadiꞌan gasiꞌ it Israel baw Juda. Ta in kurang payan, may subraꞌ paꞌ sikayan nga makabgay ku. 
2SA.12.9	Ta unuka biyalalaꞌan mu na i ampang ku, aku nga 
2SA.12.10	Ta it binwat muy atkaytung kaꞌulugan, nga biyalalaꞌan mu na aku nga 
2SA.12.11	Maat pay beken nga inaat it 
2SA.12.12	Binwat muytu kat lingeb, muyagan nga rigaen ku ikaw. Maltegan tu it kapuꞌsaan it bangsa ngaytu nga Israel.’”
2SA.12.13	Pagkagneg ni David kayti, maat ya it ki Natan ngayti, “Matuud na bayan nga nagkasalaꞌan aku duꞌun it 
2SA.12.13	Katubag i prupitaꞌ ngayti, “Ta it inamin mu nagay kasalaꞌan mu, pasinsiyaen ya naga yan ikaw. Daꞌka naga yan matay. 
2SA.12.14	Takaꞌ sabap it binwat mu ngaytu, masudi-sudi naytuy 
2SA.12.15	Bawnga miyuliꞌ na si Natan. Tiyuman nga matuud it 
2SA.12.16	Binwat ni David, nagpasanguꞌ-sanguꞌ duꞌun it Ampuꞌang Diyus nga pagayenen i waꞌwaꞌ ngayti nga magsarut. Nagpuwasa kanya baw delem-delem maglinag i bubuntul ya duꞌut kadaꞌtagan it magparadak na lamang. 
2SA.12.17	Inaduꞌun kanya it mga sarig-sarigan nga kat seled it pamalay-balay ya ngayti, inaluꞌaluk kanya nga ega naga pabuntul duꞌut kadaꞌtagan ngayti, temed ega magkaꞌunu-unu nira. Maski pangaꞌen ega magsukdan.
2SA.12.18	Pagꞌikapitu nga aldaw, natay na i waꞌwaꞌ ngayti. Egay magkaꞌurum sumugid duꞌut ki David ngayti, ka pagpipikiren nirang, “In ega magkaꞌaluꞌaluk kanyat egen pay waꞌwaꞌ, simpri subraꞌ nang tumalaluꞌ yan it natay na. Barang muwat paꞌ kanya it ega magayen.”
2SA.12.19	Ta it namuyaan ni David nga mamagyeꞌye-yeꞌyepen i mga taawan ya, timindag kat nakem ya nga natay na i waꞌwaꞌ ngayti. Aypaꞌ miningkut kanya, “Unu,” maat ya, “natay na i waꞌwaꞌ?”
2SA.12.19	“Eeꞌ, Agalen namen, miyatay na.”
2SA.12.20	Pagkagneg ni David, timnindeg na kanya, langkuy namaꞌyuꞌ baw nagpakay siꞌ it magayen. Siminled kanya duꞌut papagsambaan nirat 
2SA.12.21	Iningkut kanya it mga taawan ya ngayti, “Agalen namen,” maat nira, “unu baytuy buwat mu ngaytung atkaytu? Ka iyan egen paꞌ ngayan i waꞌwaꞌ, nagpuwasa ka baw pagsugawan mu kanya. Ta kayti nga patay na kanya, nanlimpiyuꞌ ka na baw kimnaꞌen ka na gasiꞌ.”
2SA.12.22	Katubag si David, maat ya, “Iyan magsarut paꞌ i waꞌwaꞌ, nagpuwasa aku baw magtegel it sugaw ka napikir ku, barang-barang sanguꞌan aku naga it 
2SA.12.23	Ta it kayti nga patay na kanya, unuka magpuwasa aku paꞌ? Unu, makapaꞌuliꞌ ku paꞌ asat kanya i ginawa ya? Urut ku nga mga kaꞌnu-kaꞌnung timpu makatundug aku nagayat kanya, temed maski unu-unuꞌun ku paꞌ, ega nayan kaꞌuliꞌ kanya situt aken.”
2SA.12.24	Biyanga-bangay na ni David si Bat-seba baw nagꞌulid siꞌ sira. Nagdarugmatiꞌ siꞌ i asawa ya ngayti. Sumakit, lalaki. Si Solomon i ipiyangaran nira. Miyaꞌal it 
1KI.2.1	Iyan pagtatanudun ni David nga ega na paꞌlayen kanya, maat ya it anak ya ngayti nga si Solomon, 
1KI.2.2	“Subuk adeꞌdeng naytu i kapaladan ku. Magayen pakagayen-gayen ka baw pakalalaki ka. 
1KI.2.3	Sunudun mu nga pirmi i muꞌsang ipiyagꞌurdin it 
1KI.2.4	Baw pagsisiguruun ku gasiꞌ nga tumanen it 
1KI.2.10	Naꞌbut na nga matuud i kapaladan it adiꞌ ngayti nga si David. Limbengan it kanya, duꞌun nat Siyudad ni David ngayti. 
1KI.2.11	Epat nga pulung taꞌun nga muꞌsa i kaꞌlay it pagꞌadiꞌ ya, ka pitung taꞌun i pagꞌadiꞌ ya duꞌut Hebron baw tulung puluꞌ may tulung taꞌun i duꞌun nat Jerusalem. 
1KI.2.12	Egay beken, si Solomon siꞌ ngayti i nagꞌadiꞌ, ka simnubli na kanya it pagkaꞌadiꞌ it amaꞌ ya. Madali-daliꞌ nakatiꞌen-tiꞌen i pagkaꞌadiꞌ ya ngayti.
1KI.3.1	Nagkakampiꞌ na na Solomon baw adiꞌ it Egipto iyan inasawa ya i anak it adiꞌ ngayti it Egipto. Tiyaban na ni Solomon i babay ngayti duꞌun it Siyudad ni David ngayti. Duꞌun nay piyataꞌidan ya, mintras ega paꞌ naꞌman i kanyang mabakas nga balay baw balay nga papagsambaan nira it 
1KI.3.2	Iyan mga Israelita, pagꞌantengan nirat mga ipagsamba nira, duꞌun lamang it mga papangantengan nga binwat nira duꞌun it mga kamumungsuꞌan, sabap kat iting timpu ega pay ipiyatindeg nga Templo nga Papagsambaang Balay it 
1KI.3.3	Talagang dakulaꞌ nga pagmaꞌal ni Solomon it 
1KI.3.5	Iti nagang delem nga duꞌun paꞌ kanya it Gabaon ngayti, nagpatagaynep it kanya i 
1KI.3.6	Katubag si Solomon, maat ya, “Inildawan mu nga banar baw siyanguꞌan it kamatuudan i amaꞌ ku nga si David sabap it naneꞌteꞌ gasiꞌ i kanyang pagsirbi it imu, masunud kanya nga banar baw mataldeng kat panleteg mu. Ta kayti ipiyasigi mu naga i ildaw mu it kanya, kayti nga piyapagꞌadiꞌ mu naga nga sumubli it kanya i sang kataawan nga anak ya.
1KI.3.7	Kayti, 
1KI.3.8	Ipiyatindeg mu aku nga mamaalaꞌ kat mga taw ngaytu nga piniliꞌ mu, kat mga taw ngaytu nga ega na magkapuurat kabilang i kadakel. 
1KI.3.9	Sana pagꞌangutun ku nga pabastantiyan mu aku it kasepsep isaꞌun kapagꞌadiꞌ akut magayen kat mga taawan mu ngaytu, baw isaꞌun magkakilalaan ku i mataldeng baw maraꞌe-raꞌet. Sabap siyuy makakaya it magꞌadiꞌ kat mga taw ngaytu nga piniliꞌ mu nga ereꞌeret na ngaytu nga kadakel?”
1KI.3.10	Ta, ikiyasagya it Ampuꞌang Diyus i pagꞌangutun ngayti ni Solomon. 
1KI.3.11	Aypaꞌ ka maat i tubag it kanya it Ampuꞌang Diyus, “Ta it atkayan nga ega yay inangut mu, paꞌlayen ka situt banwa, u begayan it kamanggadan, u pandaꞌeg mut mga kalaban mu, in daꞌga iyan i inangut mu, pagkamasepsep baw kakayaan nga mangukuman, 
1KI.3.12	kayti ibgay kuytut imu i pagꞌangutun mu ngaytu. Begayan ku ikaw it talagang ega basta-bastang kasepsep nga maski mga taw paꞌ ngayti it tagnaꞌ u mga taw paꞌ nga sumunud it imu, egay makasbung. 
1KI.3.13	Baw begayan ku naga ikaw it iyan mga bagay nga ega inangut mu nga subung it kamanggadan baw kabantugan nga ega gasiꞌ masbungan it maski siyu pang adiꞌ nga kadengan mu. 
1KI.3.14	Basta mangaꞌgenan ka ga it uyun kat kaꞌirgan ku, baw sunudun mu gat magayen i mga urdin ku baw in unu-unu nga mga taꞌeg ku, nga subung naga it pagsunud it amaꞌ mu nga si David, talagang ildawan ku naga ikaw nga paꞌlayen ka naga situt banwa.”
1KI.3.15	Sikayti nasulag na si Solomon. Pagkasulag ya, natantuwan ya nga piyakisugi-sugidan kanya it Ampuꞌang Diyus duꞌun it tiyagaynep ya ngayti. Pagkaꞌuliꞌ ya duꞌun it Jerusalem, naꞌaduꞌun kanya it sarungaan it Kaban ngaytit Pakiꞌupakat ka nagbuwat kanya it ipagsamba nga pagꞌantengen baw pasalamat nga pagsamba nga may pagꞌantengen gasiꞌ. Bawnga nagpasimpan kanya it dakulaꞌ nga pagkaraꞌnen ka piyasagya ya i muꞌsang mga taawan ya.
1KI.3.16	Ega naꞌlay may naꞌaduꞌun it adiꞌ ngayti nga si Solomon nga duwang kababayan nga panulus niray bilug nira. 
1KI.3.17	Pagꞌabut nira maat it sang kataawan, “Agalen ku, aku baw itu nga babay, sang kabala-balayan kami lamang. Kayti nanganak aku it aken, lalaki i anak ku. 
1KI.3.18	Pagꞌikatlung aldaw nanganak gasiꞌ it kanya, nagsubung kami na nga may anak. Yanayti, duwa-duwa kami lamang duꞌut iti nga balay, egay iꞌiba namen nga maski siyu.
1KI.3.19	Iyan kaꞌsang delem natay i anak it itu nga babay ka siguru napuꞌut. 
1KI.3.20	Ta kayti, binwat ya it ararem paꞌ ngayay delem, pagbangu-bangun ya, pinsiꞌ yay aken ngaytung anak bawnga igiyanti ya i kanya ngaytung anak nga patay na duꞌun it ulid ku. 
1KI.3.21	Pagbangun kut nangyag na, maat paduduꞌun kuy anak ku ngaytu, mamuyaan ku, unu pay paduduꞌun it palan miyatay mana. Pagꞌimuyaꞌ kut magayen, maꞌanuꞌan ku ega anak kuyti i itiꞌen.”
1KI.3.22	Kaꞌampang i sang kataawan ngayting babay, maat ya, “Bilaꞌ, ambut mu! Ega yan matuud i pagꞌaaten mu ngayan. Aken baytung anak i egenen ngaytu. Iyan miyatay ngayti, iyan i imu.”
1KI.3.22	“Bilaꞌ ega,” maat i uꞌna ngayting miyampang, “miyatay ngayti i imung anak. Aken yan i egenen ngayan.” Iti nang iti i pagdadaꞌgan nirang duwa duꞌut adapan it adiꞌ ngayti.
1KI.3.23	Mampang si Solomon, maat ya it sang kataawan ngayti, “Kayti maat mu, iyan egen ngaytu nga waꞌwaꞌ, anak mu. Iyan miyatay na ngayti, iyan i kat iba mu ngaytu. Ta imu gasiꞌ ngaytu, maat mu, talagang imu i egen ngaytung waꞌwaꞌ. Iti, miyatay ngayti, i kanya. Ta kayti, ari matuud?”
1KI.3.24	Ta, egay beken, singkat ni Solomon i sang kataawan nga taawan ya. Maat ya, “Pisiꞌan mu aku it karis.” Namisiꞌ i tiyaꞌeg ngayti baw tiyaban ya duꞌut ki Solomon. 
1KI.3.25	“Kayti,” maat i adiꞌ ngayti, “begsangen i waꞌwaꞌ ngaytu nga egenen ka managasang begsang kamu nga duwa.”
1KI.3.26	Pagkagneg it matuud ngayti nga tagꞌanak, kimneber-keber i seled ya. Magsusgaw kanya nga miyampang, maat ya, “Kagalang-galang nga Adiꞌ, in atkayan na lamang, kanya na i begayan mut waꞌwaꞌ ngayan. Ega lamang it begsangen ngayan.”
1KI.3.26	“Ega,” maat i sang kataawan ngayti, “sigi, begsangen na lamang.”
1KI.3.27	Iyan atkayti na, mampang siꞌ si Solomon ngayti. “Ta in atkayan, ega na begsangen i waꞌwaꞌ ngayan ka ibgay asat uꞌna ngayang miyampang nga babay, ka iyan nga matuud i inaꞌ it waꞌwaꞌ ngayan.”
1KI.3.28	Nabaritaꞌan it muꞌsang mga Israelita i ibiyetangan ngaytit adiꞌ nira nga ukuman. Egay beken, paggalangen nira kanya it kamatuudan, ka natantuwan nira nga binggayan kanyat Ampuꞌang Diyus it ega basta-bastang kasepsep kat pangukuman nga kataldengan.
1KI.9.1	Iyan nakapabwat na ni Solomon i Templo ngayti nga papagsambaang balay it 
1KI.9.2	nagpatagaynep siꞌ it kanya i 
1KI.9.3	Magpaꞌa-paꞌaat i inaat it kanya, “Kayti ibinggay ku nat imu i muꞌsa nga pagꞌangutun mu nga ipagpanalangin mu. Ipiyasiguru ku naytu nga ega basta-basta i balay ngaytu nga papagsambaan mit aken. Maneꞌteꞌ situ i ngaran ku seked it kaꞌnu-kaꞌnu. Talagang tatarimaen ku baw rarasan ku i itung balay it egay katupusan.
1KI.9.4	Baw ikaw gasiꞌ, basta maneꞌteꞌ nga kamatuudan i pagsirbi mut aken, subung naga it amaꞌ mu nga si David, baw basta buwaten mu i muꞌsa nga ipagpabwat kut imu baw sunudun mu i in unu nga urdin ku baw kaꞌirgan ku, 
1KI.9.5	talagang ipasiguru ku nga seked it magtungtung-magꞌinapuꞌ maneꞌteꞌ talaga i pagkaꞌadiꞌ mi situt bangsa ngaytu nga Israel, uyun kat isiyanggup ku ngayan it amaꞌ mu nga si David.
1KI.9.6	Temed in mangindiꞌ ka it aken, u mangindiꞌ i mga anak mu, nga ega sumunud it kumpur mga urdin ku ka sumamba baw simirbi kamu na it bela-belag nga ega na aku, 
1KI.9.7	siguradu nga palꞌiden ku i bangsa ngaytu nga Israel situt banwa ngaytu nga ibinggay kut kanira, baw tananan ku na i balay ngaytu nga papagsambaan it aken. Eeꞌ baꞌ, Templo ngaytu nga ipiyasiguru ku nga ega basta-basta baw inaat ku ngaytu nga maneꞌteꞌ i ngaran ku it egay katupusan. Baw ta, mga Israelita ngaytu, magbaraꞌ na nga susudi-sudiyen mana it beken nga mga bangsa. 
1KI.9.8	Ipasuꞌrub na i Templo ngaytu. Ta siyu-siyu yan nga makapsag nga makalteg, makapanaꞌgey. Yanayan lamang, yan i maꞌampang nira, maat yan nira, ‘Unuka atkayan i binwat it 
1KI.9.9	Ta, tubagen sira nga magꞌaat, ‘Sabap it nangindiꞌ sirat 
1KI.11.1	Temed ta, dakel na nga mga babay nga taga belag nga bangsa i naꞌirgan ni Solomon ngayti nga inasawa ya. Puyra pat anak ngayti it adiꞌ it Egipto, nangasawa kanya it mga babay nga taga Moab, taga Edom, bawnga babay it mga Sidonio baw mga Heteo. 
1KI.11.2	Binwat ya ngayting atkayti, liyungpas yay ibiyenge-bengel it 
1KI.11.3	Pitung gatus nga kababayan i asawa ni Solomon nga mga duguꞌ it adiꞌ. Tulung gatus i inasa-asawa ya nga mga uripen. 
1KI.11.4	Ta, yan magurang na si Solomon, narundingan na kanya it mga asawa ya ngayti nga sumamba na it mga pagbete-beteꞌen nga diyus nga kanirang pagsambaen. Aypaꞌ ega naneꞌteꞌ nga tingled i nakem ya kat pagsirbi ya it 
1KI.11.5	Simnamba na kanya it pagbete-beteꞌen nga diyus it mga Sidonio nga si Astarot, baw simnamba na gasiꞌ it ki Nicom, maraꞌway nga pagsambaen it mga Ammonita. 
1KI.11.6	Talagang minwat na si Solomon it karaꞌe-raꞌetan kat panleteg it 
1KI.11.7	Nagpatindeg si Solomon ngayti it mga papagsambaan duꞌun it mungsuꞌ nga kat lebatan manggid nga ayun it Jerusalem. Esa, papagsambaan it ki Cemos, iyan maraꞌway nga pagbete-beteꞌen nga diyus it mga Moabita. Esa gasiꞌ, papagsambaan it ki Moloc, iyan maraꞌway nga pagbete-beteꞌen nga diyus it mga Ammonita. 
1KI.11.8	Piyabwatan ya it kanya-kanyang kaꞌadatan i mga pagbete-beteꞌen nga diyus it kumpur inasawa ya ngayti nga ega kat bangsa ya. Duꞌun na kayti i papangantengan nira it kamangyan baw pagbuwatan nira it mga salisi duꞌut mga diyus nira.
1KI.11.9	Talagang miniseg i 
1KI.11.10	baw ibiyenge-bengel it kanya nga ega sumalya sumamba it mga pagbete-beteꞌen nga mga diyus. Temed ta, ega naneꞌteꞌ i pagsunud ni Solomon it mga inaat ngayti it 
1KI.11.11	Aypaꞌ ka inaat kanya it 
1KI.11.12	Temed sabap gasiꞌ it amaꞌ mu nga si David, egaytu buwaten ku kayti nga egen ka paꞌ. Buwaten ku in anak mu mana. 
1KI.11.13	Temed sabap it talagang dakulay pagmaꞌal ku it ki David nga manigsirbi ku, baw sabap gasiꞌ it Jerusalem ngaytu nga siyudad nga piniliꞌ ku, ega awaꞌan ku i anak mu ngayan it muꞌsang kaꞌadiꞌan, in daꞌga ipaꞌped ku naga i sang kuyunan nga mga tungtung-inapuꞌ ni Israel, nga yay sakpen ya.”
1KI.11.28	May esang taw, lalaki talaga nga may kakayaan, si Jeroboam i ngaran. Iyan namuyaan ni Solomon i kagayen it buwat ni Jeroboam ngayti, binwat kanya ni Solomon nga manigpamaalaꞌ it muꞌsang mga manigbuwat duꞌun it rugar it mga kuyunang mga tungtung-inapuꞌ ni Jose.
1KI.11.29	May esang aldaw nga namasyar duꞌun it liꞌwan it Jerusalem si Jeroboam ngayti. Siyusmu kanya ni Ahias, nga kanyay prupitaꞌ duꞌun it Silo. Esa-esat prupitaꞌ ngayti i magpanaw, gulamen ya baꞌgu paꞌ. 
1KI.11.30	Pagsusmu nira, sakaling inawaꞌ it prupitaꞌ ngayti i gulamen ya ngayti, giniꞌsik-giꞌsik yat sang puluꞌ may duwang giꞌsik. 
1KI.11.31	Bawnga maat yat ki Jeroboam ngayti, “Iya, imuy sang puluꞌ ngaytung giꞌsik, sabap ituy ipagsugid it imu it 
1KI.11.32	Yamanayan yan i maꞌped duꞌut kanya, sang kuyunan mana.
1KI.11.33	Pagbuwaten kuytuy atkaytu sabap it nangindiꞌ na si Solomon it aken. Yanay riyaga ya nga pagsambaen, si Astarot nga pagbete-beteꞌen nga diyus it mga Sidonio, si Cemos nga pagsambaen gasiꞌ it mga taga Edom baw si Moloc nga pagsambaen it mga Ammonita. Talagang ega na kanya nangaꞌgenan uyun kat kaꞌirgan ku. Ega na pagbuwaten ya i mataldeng kat panleteg ku. Ega na gasiꞌ pagsunudun ya i mga urdin ku. Talagang piyasyangan ya na i pangaꞌgenan baw pagsirbi it amaꞌ ya nga si David.
1KI.11.36	Sang kuyunan mana i ipaꞌped ku nga kat anak ni Solomon ngayti, isaꞌun ega naga maꞌawaꞌ i kapagꞌadiꞌ nga mga inapuꞌ ni David situt Jerusalem ngaytung siyudad nga piniliꞌ ku, nga iyan i subuk takenaꞌan it ngaran ku. 
1KI.11.37	Ikaw i papagꞌadiꞌen ku kat beken nga mga Israelita. Ikaw nay mamegbeg it rugar ngaytu nga kupagꞌadiꞌan mu. 
1KI.11.38	In sunudun mu i mga iꞌurdin kut imu baw mangaꞌgenan ka uyun kat kaꞌirgan ku, nga muwat it kumpur masagyaan ku, talagang tabangen ku ikaw. Eeꞌ baꞌ, in sunudun mut kamatuudan i muꞌsang urdin ku, subung it pagsunud ni David nga manigsirbi ku, pabaraꞌen ku nga maneꞌteꞌ i pagkaꞌadiꞌ mi magtungtung-magꞌinapuꞌ, subung nagat ipiyabaraꞌ ku it ki David ngayti. Ibgay kut imu i sang puluꞌ nga kuyunan it Israel. 
1KI.11.39	Talagang rigaen ku i mga kaꞌanak-anakan ni David sabap it pagbuwaten ngaytu ni Solomon, takaꞌ ega nagaytu ipateꞌteꞌ ku it seked kaꞌnu-kaꞌnu i panriga ngaytut kanira.’”
1KI.11.40	Pagkaꞌrut ni Solomon nga kupagꞌadiꞌ si Jeroboam ngayti, talagang kuꞌimatayen ya nga banar, temed ta, nakapalagyu naga si Jeroboam it nandangep duꞌun it adiꞌ it Egipto nga si Sisac. Duꞌun nay tiyaꞌidan ya seked it natay na si Solomon.
1KI.11.42	Siradu nga epat nga puluꞌ nga taꞌun i pagꞌadiꞌ ni Solomon kat bangsa nira nga Israel parabir nabagiꞌ sirat duwang kaꞌadiꞌan. Kaꞌlay ngayti, duꞌun nagat Jerusalem i tiyakenaꞌan ya. 
1KI.11.43	Iyan naꞌbut nay kanyang kapaladan, duꞌun nagay limbengan it kanya it pagkukutaꞌen ngayti nga pagpangaranan it Siyudad ni David.
1KI.12.1	Ta it atkayti, isaꞌun kilalaen kanya it mga taga nurti nga mga Israelita, naꞌaduꞌun si Roboam it piyakamabantug nga lansangan nira nga Siquem. Sabap duꞌun it iting lansangan i piyagtingpedan it mga taga nurti ngayti nga kilalaen i pagkaꞌadiꞌ ni Roboam ngayti. 
1KI.12.2	Kat iting timpu nakaꞌuliꞌ na duꞌut Israel si Jeroboam ngayti nga anak ni Nabat garing duꞌun it Egipto, ka duꞌun i piyalagyuwan ya it pagkuꞌimatayen ngayti kanya ni Solomon. Pagkabaritaꞌ ya it si Roboam nay adiꞌ nga ganti it amaꞌ ya, yapay liꞌid ya duꞌun it Egipto. 
1KI.12.3	Ta, it nakaꞌuliꞌ na kanya, ipiyapisiꞌ kanya it mga taga nurti ngayti, ka sang siraan i naꞌaduꞌun it adiꞌ ngayti nga si Roboam. Pagꞌabut nira maat nira, 
1KI.12.4	“Talagang piyabeꞌgatan kami it amaꞌ mu nga si Solomon it ega basta-bastang kaꞌigpit kat pagsirbi namen it kanya. Ta kayti, pagꞌangutun namen nga, kat pagꞌadiꞌ mut imu, payaꞌnganen mu naga i kaꞌigpit ngayti nga ipiyapanaw it amaꞌ mu. Basta payaꞌnganen mu ga, talagang magayen i pasakep namen it imu.” 
1KI.12.5	Pagkagneg ni Roboam, katubag kanya, “Pikiren ku daꞌan. Katlu kayti bawnga paꞌuliꞌ kamu, baw yan nga maꞌrutan mi in unuy tubag kut imyu.”
1KI.12.12	Nagtaꞌlib i tulung aldaw namagpaꞌuliꞌ na Jeroboam baw mga kaꞌibaan ya ngayti, ka iti i ipiyagꞌaat it kanira it adiꞌ ngayti nga si Roboam nga ipaꞌuliꞌ nira. 
1KI.12.13	Ta it lamang minsiꞌ si Roboam it paꞌiguꞌ-iguꞌ nga magayen duꞌun it mga magugurang nga yay itubag yat mga taw ngayti, ega naga iti i itiyubag ya, ka biyugrak-bugrakan ya ga sira. 
1KI.12.14	Ka paꞌiguꞌ-iguꞌ it mga kaꞌebay-ebayan yay itiyubag yat kanira nga magꞌaat, “Maat mi, mabeꞌgat i ipiyapanaw ni Amaꞌ. Temed kayti, pabeꞌgatan ku paꞌ kamu nga banar. Ka in subuk piyaripdasan ya kamu it riripdas nga kulit it bakaꞌ i binwat, ta, aken nga iripdas it imyu, pagtatakinan nat matatarem.” 
1KI.12.15	Talagang ega inintindi ni Roboam i pagꞌangutun it mga taw ngayti. Temed, pikir ya ngayti, pabetang-betang nagat 
1KI.12.16	Pagkamuya it kadakel ngaytit taga nurti nga mga Israelita it atkayti gay itiyubag it kanira it adiꞌ, miyampang sira nga magꞌaat, “Bilaꞌ, in atkayan, awaꞌen tami na kat nakem tami si David ngayti nga anak ni Jesse baw mga kaꞌanakan ya ngaytu. Muliꞌ tami nay aten nga bangsa it Israel,
1KI.12.17	Mga Israelita ngayti lamang nga magtataꞌid duꞌun it mga lansangan it Juda i naꞌped nga masakep it adiꞌ ngayti nga si Roboam.
