MAT.1.1	Ибрайымның урпағы, Даўыттың урпағы Ийса Масихтың
MAT.27.60	өзиниң жартаста ойылған жаңа қәбирине апарып қойды. Соңынан үлкен бир тасты домалатып, қәбирдиң аўзына қойды да, сол жерден кетип қалды. 
MAT.27.61	Магдалалы Мәриям менен басқа Мәриям сол жерде, қәбирдиң қарсысында отырған еди.
MAT.27.62	Келеси күни, яғный яҳудийлердиң таярлық күнинен
MAT.27.63	оған:
MAT.27.63	– Тақсыр! Ана өтирикшиниң тири ўақтында: «Мен үш күннен кейин қайта тирилемен», – дегени есимизге түсти. 
MAT.27.64	Сонлықтан да, шәкиртлери түнде келип, Оны урлап алып кетип, халыққа: «Ол өлимнен қайта тирилди», – деп айтпаўы ушын, Оның қәбирин үш күнге дейин қараўыллаўға буйрық бериң. Олай етпесек, соңғы жалған бурынғысынан да бетер болады, – деди.
MAT.27.65	Пилат оларға:
MAT.27.65	– Сақшылар бар-ғо. Барып, қәбирди өз билгенлериңизше гүзетиңлер, – деди.
MAT.27.66	Олар барып, тасқа мөр басты да, қәбирге сақшы қойды.
MAT.28.1	Яҳудийлердиң дем алыс күни өткеннен соң, екшемби күни таң сәҳәрде магдалалы Мәриям ҳәм басқа Мәриям қәбирди көриўге келди. 
MAT.28.2	Бирден жер қатты силкинип, Қудайдың периштеси аспаннан түсип келди де, қәбирдиң аўзындағы тасты домалатып алып таслап, оның үстине отырды. 
MAT.28.3	Периштениң түси жылдырымдай болып, кийими қардай аппақ еди. 
MAT.28.4	Сақшылар оннан қатты қорқып қалтырасты ҳәм өли сыяқлы болып, жаны қалмады.
MAT.28.5	Периште ҳаялларға:
MAT.28.5	– Қорқпаңлар! Атанақ ағашқа шегеленген Ийсаны излеп келгенлериңизди билемен. 
MAT.28.6	Ол бул жерде жоқ. Өзиниң айтқанындай, Ол қайта тирилди. Барып, Оның жатқан жерин көриңлер. 
MAT.28.7	Ҳәзир тез Оның шәкиртлерине барып: «Ийса өлимнен қайта тирилипти! Ол сизлерден бурын Галилаға барады. Оны сол жерде көресизлер!» – деп айтып барыңлар. Мениң сизлерге айтатуғыным усы, – деди.
MAT.28.8	Ҳаяллар биресе қорқысып, биресе қатты қуўанысып, қәбирден тез шықты да, Оның шәкиртлерине хабарды жеткизиў ушын асығып жуўырып кетти.
MAT.28.9	Күтилмегенде Ийса олардың алдынан шығып:
MAT.28.9	– Ассалаўма әлейкум! – деди.
MAT.28.9	Олар жақынлап келди де, Ийсаның аяғын қушақлап, Оған табынды. 
MAT.28.10	Сонда Ийса оларға:
MAT.28.10	– Қорқпаңлар! Мениң туўысқанларыма барып айтыңлар, Галилаға барсын. Олар Мени сол жерде көреди, – деди.
MAT.28.11	Ҳаяллар жолда жүргенде сақшылардың гейбиреўлери қалаға барып, болған ўақыяның барлығын бас руўханийлерге айтып берди. 
MAT.28.12	Бас руўханийлер ақсақаллар менен жыйналысып кеңести де, әскерлерге көп ақша берип:
MAT.28.13	– «Түнде бизлер уйықлап атырғанымызда шәкиртлери келип, Оны урлап алып кетти», – деп айтыңлар. 
MAT.28.14	Егер бул хабар ҳәкимниң қулағына жетсе, бизлер оның менен келисип, сизлерди ҳәр қандай бәледен сақлап қаламыз, – деди.
MAT.28.15	Әскерлер ақшаны алып, олардың үйретиўи бойынша иследи. Ал усы сөз яҳудийлердиң арасында бүгинги күнге дейин кең тарқалған.
MAT.28.16	Он бир шәкирти Галилаға, Ийсаның өзлерине айтқан таўына барды. 
MAT.28.17	Олар Ийсаны көргенде, Оған табынды, бирақ гейбиреўлери гүманланды. 
MAT.28.18	Сонда Ийса олардың қасына келип:
MAT.28.18	– Маған аспанда да, жерде де пүткил бийлик берилген. 
MAT.28.19	Сонлықтан да барып, барлық миллетлерди Маған шәкирт қылыңлар: оларды Әкениң, Улдың ҳәм Мухаддес Руўхтың аты менен шомылдырып, 
MAT.28.20	Мениң сизлерге буйырғанларымның ҳәммесин орынлаўды оларға үйретиңлер. Минекей, Мен дүньяның ақырына дейин ҳәмме ўақыт сизлер менен бирге боламан! – деди.
MRK.1.1	Қудайдың Улы Ийса Масихтың
