GEN.1.1	Yakapde hikngä Anätutä kepkät yekäpkät yawän yiwikin. 
GEN.21.27	Tiwänä Abrahamdä sipsip, towiyä gämän yang päkapu, Abimelekge imän, kontrak tahakumäläk. 
GEN.21.28	Unetäkän Abrahamdä sipsip mätexu mängälä 7 päkapu inätä pekut.
GEN.21.29	Pewänä Abimelekgä Abrahamu using inikut. “Sipsip mätexu mängälä 7-u uläkwäxu, inätä yäpuli dasingge peläk?” yang inikut.
GEN.21.30	Iniwän “‘Yanggä gäpma unggwenu Abrahamdä kwayikut,’ yake, sipsip mätexu 7-u uläkwäxu näle kätaxune awäyo,” yang inikut.
GEN.21.31	Äminu uläpäyatdä Anätule umande wamu kitokngä yakumäläkge, kewu uwomu umanä Berseba
GEN.21.32	Unin tahawät wenä tiwän, Abimelekät Fikol amäk äminäle kuhilä uläpä yangu hipdunä Filistia nanäle kewune kukumäläk. 
GEN.21.33	Tixawän Abrahamu pa däkätu Berseba kwayike, Anätu Iwikge Yiwixak Täpäle tumuxu une yakut. 
GEN.21.34	Tikengä Filistia nanäle kewune belakngä yiwikut.
GEN.22.1	Berseba yiwixawängän Anätutä Abrahamde bänip yake kakut. “Abraham,” yawän, Abrahamdä “We!” yang inikut.
GEN.22.2	Tiwänä Anätutä using inikut. “Abraham, wawakga Aisaxu buläkän hikngä uläpä bänipda yangu anatät. Tiwändeyä täpi Moria kewu uwomune kuhon. Tiwänä nätä täwalu däkätu yäwa kakengä, täku undäkäne tänguwi kupän, Aisaxu ofa näle hawi ihikuyok,” yang inikut.
GEN.22.3	Abrahamu kwepdätä gwäsi hikngä enake, hängäläpä donggi tängäne päko peke, puyä äminä täpäyalä äwä wawakngä yang päke kukut. Ku däki ofa häwikge wehike päke, kewu Anätutä inikut womune kukut. 
GEN.22.4	Axuxawän täpduxu gwenalä gwendu apän, kwayiwän enawänu, kep womu malätä kakut. 
GEN.22.5	Kake puyä äminä uläpäyalu using yänikut. “Gilu donggixät ane yiwixätnong. Tixawän Aisakät nitdäkän täku, Anätule sopäsopä puke, tumuk wamu inikengä, hipdunit apsim,” yang yänikut.
GEN.22.6	Tikengä däki ofa hänangge päkulu, wawakngäle imän gwälamikut. Tiwänä inä däkixwäm äwä musuk yang päpän kukumäläk. 
GEN.22.7	Äxuxäwik Aisakgä “Nan” yawän, nanätä “Ina?” yakut.
GEN.22.7	Tiwänä Aisakgä “Ngä, däkixät däkixwämkälu awämäk. Tiwändeyä sipsip mätexu ina tänguke hahim?” yawän, 
GEN.22.8	nanätä using inikut. “Anätutä inä äpme nimik,” yang inikut. Tiwän kukumäläk.
GEN.22.9	Kuhika täwalu Anätutä inikutdäkäne kondoke, alta tahake, däki päko pekut. Peke wawakngä napdä wamäke, tako alta tängäne däki pekulune, enetängä tekut. 
GEN.22.10	Teke musuk täke, wawakngäle guläk matäwikge tändäkngakut.
GEN.22.11	Tiwändeyä Yawele ängelatä yekäwunetä using inikut. “Abraham, Abraham,” yawän, Abrahamdä “We! Nä ane,” yakut.
GEN.22.11	Tiwänä ängelatä using inikut. 
GEN.22.12	“Wawakga malänguyo. Tike hängä täkngatu ile malahayo. Gä Anätule naxälake, wamnä gwälamikgaläk yangu anatät, inale wawakga täpätukänu uläpä Anätule imiläkge doxotnaläk,” yang inikut.
GEN.22.13	Tiwänä Abrahamdä kwayiwän enawän tahakengu, sipsiwu wäwi gwendu songä gitnä tupätuhimune apän, komnäne tapiwän yiwixäwän kakut. Kake, wawakngäle tangge ku täkapu, unggwenunin tänguke, häwän ihikukut. 
GEN.22.14	Tiwän Abrahamdä kewu uwomu umanä “Yawetä äpme nimik,” yang inikut. Ile tiwän äpmasimkäyä “Yawele täwal däkäne äpme nimik” yang using yäkaying.
GEN.22.15	Hipdu Yawele ängelatä yekäwunetä “Abraham” yake, using inikut. 
GEN.22.16	“Abraham, Yawetä gäle using yak. ‘Wawakga täpätukän tiwändeyä doxotnaläkge, nina umande hiyäkände using yänggat.
GEN.22.17	Nätä bänip kwikwik gama, bapuka kuminamu yekäwune nanä äwä haluhalu yanggäne nanä yang bimä meyä hikngä äpme tike, iwalnä sipmäke, iwalnäle taunu towikngä däkngake, päke, yiwitning. 
GEN.22.18	Gätä näle wam gwälamiläkge, bapukale tiwän, kantri kewune nanä undä bänip kwikwixu äpme päning,’ yang yak, Yawetän,” yang inikut.
GEN.22.19	Tiwänä Abrahamu Aisak täpän, hipdu puyä äminäle kuwät, hipdunä Berseba kukin. Täku une yiwikut.
GEN.22.20	Womdu yiwixawänä, Abrahamu using inikin. “Ulapda Naholkät mängätnä Milkaxälu engangu andukngikumäläk. 
GEN.22.21	Yakap täpä Us. Tiwänä ulapnä Bus, Kemuel, 
GEN.22.22	Kesed, Haso, Pildas, Jidla, äwä Betuel yang dukngikut,” yang inikin. Kemuelu Aramde nanä. 
GEN.22.23	Tiwänä Betuelu Rebekale nanä. Milka Naholde mängälu engangu using 8 dukngikut. 
GEN.22.24	Tiwän puyä äminä mängätnäle täkulu umanä Reuma. Ile wawaxu umanä Teba, Gaham, Tahas, äwä Maka yang.
GEN.23.1	Sara krismasnä 127 yiwike kumgut. 
GEN.23.2	Kenankätanu taunu womdu Hebron
GEN.23.3	Gwämyämde yiwikulunetä ku Hit nanä Hebron yiwixayingu using yänikut. 
GEN.23.4	“Nä apuyiwit bä malä nanä. Ge kewu womduhimu täkembä namining, tiwän uhike mängätna une kwayiwit?” yang yänikut.
GEN.23.5	Tiwän Hit nanätä yäkwäle using inikin. 
GEN.23.6	“Abraham bulämbam täpä, gä nin bänäkänkätanu umanda käyä. Ge ninde mätmälu gwälam hikngä däkätu gika kake yawi, doxotnanim. Tiwän axungäk täpä mätmälu undäkäne kwayiyo,” yang inikin.
GEN.23.7	Tiwän Abrahamu enake, “Ginde natäpa konggak,” yang natäke, Hit nanä u yiwikinde kayine guläk puke,
GEN.23.8	using yänikut. “Mängätna kwayiwitde täke natäkengu, näle map päke, Efron Soharde wawaxu gindä täkembä inining? 
GEN.23.9	Tiwän Makpela Hupgänangu Efronde kep kwayimune yiwixak däkäle moning namba naniwän, mätmätnale
GEN.23.10	Efronu Hit nanä uläpä notnäle bänäkänkätan yiwikutnä, notnä taunde yämä däkäne u päkapu yiwikinde kayine, Abrahamu using inikut. 
GEN.23.11	“Bulämbam täpä, natäxayo. Notnambamde kayine using ganinanggenggat. Hupgänanggänu donggamit; tike kewu inä uwomkät gamit. Tiwän axungäk täpä kwayiyo,” yang inikut.
GEN.23.12	Tiwän Abrahamu hipdu yot towixu u yiwikinde kayine guläk puke, 
GEN.23.13	Efronu using inikut. “Gätä täke natäkengu, moningge namba naniwi gama awäyo. Tiwän axungäk täpä une tewit,” yang inikut.
GEN.23.14	Efrondä Abrahamu using inikut. 
GEN.23.15	“Abraham bulämbam täpä, natäxayo. Moning namba kewu uwomdäne silwa meyänä 400 sekel
GEN.23.16	Unin yawän natäpän take tiwän, Abrahamdä silwa Efrondä Hit nanäle kayine yakut using, bisnis ämindä uhikakindäkäne meyänä 400 sekeldä uhikut. 
GEN.23.17+GEN.23.18	Uhiwän, Hit nanä taunde yämäne päkapu yiwikinde kayine, Efrondä kepnä Makpela nanä uwosimu Abrahamde imikut. Kep, hupgänang, äwä pa uwomune nanä yangu undä inäle imikut. 
GEN.23.19	Imän mängätnä hupgänangu Makpela nanä undäkäne täku tekut. Makpelaxät Mamrexälu wäkngäsim wäkngäsim, tiwän Hebronkätan. Tiwänä Hebronu Kenankätan. 
GEN.23.20	Hit nanätä kewu uwom äwä hupgänangu undäkä yangu mätmätnäle tupäkände inäle imikin.
GEN.24.1	Abrahamdä inaka pahakulu, Yawetä bänip kwikwik yämän, nomängän tikin. Tixawän Abrahamu äminäläke hikngä damäsim tikut. 
GEN.24.2+GEN.24.3+GEN.24.4	Puyä äminde kuhiläle yiwixäwik hängä täpänä daying yiwixak täpä using inikut. “Wawaknga Aisaxu mängätnä ane Kenan nanä mayangämiyo. Tike kantrinane ku, mängälä ninaxät nanä täpätu täkapu imiläkge natät. Ge kätakga bakanale kematde täxäwik, Anätu Yawe kepkät yekäpkät pahakut täpäle umande ‘Usingu äpme tahawit,’ yangu hiyäkände hikngä naniyo,” yang inikut.
GEN.24.5	Tiwän puyä äminätä using inikut. “Ngä axu yäwa, mängäla täpätä ane apikge ämbitäwänu, dasing? Täkembä apu wawakga une täke kuwit?” yang inikut.
GEN.24.6	Iniwän Abrahamdä using inikut. “Wawaknga uwomune mahikngä täke kuyo. 
GEN.24.7	Yawe Anätu yekäwune nanä täpätä naniwän, kepna äwä kepnotna yang peke ane apa, hiyäkän wamu using nanikut. ‘Bapukambamde kewu awomu äpme yämit,’ yang nanikut. Ge itä ängelanä gämäxu äpme iningyäpiwän kuxawänä kuwi, mängälä uwomune nana täpätutä ‘Täke’ yangu äpme yawän, wawakngale täkapiläk. 
GEN.24.8	Mängälä täpä gäxät ane apsimäläkge ambitäwänu, hiyäkän wamu Anätule umande yäwiläkgä meyä manggamiyok.
GEN.24.9	Tiwänä puyä äminätä towikngä Abrahamde baki kematde katäkngätä täxäwik, “Wamu u yänggaläk using hikngä äpme tahawit yangu Anätule umande ganinggat,” yang inikut.
GEN.24.10	Abrahamde puyä äminätä hängä gwälamgwälamu Abrahamdäne päke, kamelu Abrahamdäne 10 päke kukut. Kuhika, kewu Mesopotemia kuke, taunu Nahor kundopgut. 
GEN.24.11	Kewu alukwäxawän kundoke, yanggä gäpma, taun kwayimune yiwixak däkäne kuke, kamelu ile inälängän yäniwän puku yiwikin. Täpduxu usä womune, mängälätä yanggä uhiningge kukakinunin.
GEN.24.12	Ge ile tiwän tumuk wamu using yakut. “O Yawe, gä towiknga Abrahamde Anätu. Abrahamu towiknga. Ge Abrahamde gwälam hikngä tahake, gatängamiyo. Tiwän puyä pahawa täke tiwik. 
GEN.24.13	Nä yanggä gäpma andäkane yiwäxäwa, mängälä mätexu taunune nanä yanggä uhiningge aapukaying. 
GEN.24.14	Ge mängälä täpätu apän, ‘Yanggälumändanetä yanggä uhike nami tängopa,’ yang iniwit. Iniwa mängälä uläpätä yäkwäle wamu ‘Tangop. Tiwän kameldalexäyä uhike yäma,’ yang yawänu, ‘Mängälä uläpä puyä äminda Aisakge tuwänguläxunin,’ yang natäke, ‘Gätä towiknga Abrahamde gwälam hikngä alahaläk,’ yang natäpit,” yang inikut.
GEN.24.15	Tumuk wamu ayäxawänggän, Rebeka yanggälumänä gwälamike apgut. Mängälä uläpä Betuelde yäpa. Tiwän Betuelu Nahorkät Milkaxätde wawak. Tiwän Nahoru Abrahamde notnä. 
GEN.24.16	Rebeka nomnä däkä gwälam hikngä. Tiwän mängälä mätek. Wäwi täpätuxälu doyiwikumäläk. Rebeka yanggä gäpmane puku yanggälumänäne uhike, hipdu akopgut.
GEN.24.17	Akopän Abrahamde puyä ämindä yupsäng ku using inikut. “Yanggä yanggälumändane täläxu täkembä nami tängopit?” yang inikut.
GEN.24.18	Iniwän “Täke, bulämbam täpäna,” yang inike, yanggä anggwälamikulu yupsäng täkepuke imän tängopgut.
GEN.24.19	Tiwän mängälä mätexu uläpätä using inikut. “Yanggä kameldalexäyä uhike yäma inä natäpning using tängopning,” yang inikut. 
GEN.24.20	Inike yanggä yanggälumänune nanä kamelde gehanune yupsäng piwän yiwä, hipdu yanggä gäpmane ihapmäke täku uhipäkapu pingyäminggawän, kamelu undä tängopä, täke tikut.
GEN.24.21	Tixawänu puyä äminu uläpä wamu doyake axupitang yiwikut. Yiwixäwik “Nätä natäke apulu, Yawetä äpmembä tahawän, nomänu tiwän kawit,” yang natäxäwik kang yiwikut.
GEN.24.22	Tiwän kamelu tängopäyä, puyä ämindä nomtäpänäle goldä pahakinu gutonggu äwä kätahiwu goldä pahakinu gutongalä yangu yäkngänetä sikut. Nomtäpänäle goldä pahakinu unggutongu meyänä 5 grem. Tiwän kätahiwu goldä pahakinu unggutongalu meyänä 100 grem. Tiwän moningu inulunggä uhinangäsä. 
GEN.24.23	Sikengä using inikut. “Täkembä naniwiläk? Ngä gä iminde yäpa? Nanggale yotkätanu awetnangäsä käyä? Tiwänä äminu näxät apumängu une täke bä petnim?” yang inikut.
GEN.24.24	Iniwän “Nä Betuelde yäpa. Nana Betuelu Nahorkät Milkaxätde wawak,” yang inikut. 
GEN.24.25	Inike unetäkänu using inikut. “Kameldale nakngä äwä awetnangäsä
GEN.24.26	Iniwän puyä äminu uläpätä Yawele sopäsopä puke, däme kepkätan täpu temäke, tumuk wamu using yakut. 
GEN.24.27	“Yawe towiknga Abrahamde Anätu uläpäle uman tängenäkgat. Yawetä towikngale iwikge natäxäwik, gwälam hikngä tahanggak. Ile tahanggak usinggän, näxäyä towikngale notnäle yolune hikngä nanitäkapuk,” yang yakut.
GEN.24.28	Tiwän mängälä mätexu uläpätä ihapmäke, mingäle yolune ku hängä dasingga apän kakulu undä yänikut.
GEN.24.29+GEN.24.30	Rebeka haminä täpätu käyä. Umanä Laban. Rebekatä apän, Labandä nomnäne nomtäpänäle tekut gutongkät kätahiwu kätakngäne pekut gutongatkät dayipgut. Tiwän Rebekatä “Äminu täpätutä using nanik,” yang yäniwän natäke, haminä Labanu äminu uläpäle yupsäng kukut. Kungu kamelnäxät yanggä gäpma däkäne inälängän yiwixäwä dayipgut. 
GEN.24.31	Dayike äminu uläpä using inikut. “Gä Yawetä bänip kwikwik gaminggaxunin. Kepmänu inale yiwixaläk? Yotna aländäkngake, kameldä petnangäsä womkäyä aländäkngat. Ge api kukana,” yang inikut.
GEN.24.32	Iniwän äminu uläpä, puyä ämin notnä, kamel yangu Labande yolune kukin. Kuwä hängäläpä kamelune päko pekinu päkepu pekin. Tiwän kamelde nakngä, gras yang yämike, äminu uläpäxät puyä ämin notnäxätdä bälängä hälutningge yanggä päkapu yämikin. 
GEN.24.33	Tikengä naxu päkapu yämä, äminu uläpätä using yakut. “Nä naxu yupsängu donäpit. Tike wamu natälunin gämäk danikengä näpit,” yang yakut.
GEN.24.33	Yawän Labandä “Täke niniwiläk,” yang inikut.
GEN.24.34	Tiwän äminu uläpätä using yakut. “Nä Abrahamde puyä ämin. 
GEN.24.35	Yawetä towiknga bänip kwikwik imän, hängänämbamgän tikut. Sipsip, towiyä gämän, silwa, gol, puyä äminu mängälä wäwi, kamel, donggi yang imikut. 
GEN.24.36	Towikngale mängälu Sara äminäläke hikngä alikengä, engangä wäwi täpätu dukngikut. Tiwänä towiknga Abrahamdä hängä täpänä undä wawakngä uläpälekän imikut.
GEN.24.37+GEN.24.38	“Tikengä wamu kitokngä hikngä täknga using nanikut. ‘Anätule umande “Usingu äpme tahawit,” yangu hiyäkände hikngä naniyo. Wawakngale mängälu ane Kenan nanä mayangämiyo. Tike nanale notnämbamde kuke, mängälä mätexu ninaxät nanä täpätu täkapu wawakngale imiyo,’ yang nanikut.
GEN.24.39	“Naniwän using inikum. ‘Ngä axu yäwa, mängäla täpätä ane apikge ambitäwänu, dasing tahawit?’ yang iniwa, using nanikut.
GEN.24.40	“‘Nä Yawele wam gwälaminggatde, itä ängelanä äpme iningyäpiwän, ixät kuhimäläk. Tiwän itä gatänggamän, mängälä kepnotna tiwän ninaxät nanä hikngä täpätu äpme täkapu wawakngale imiläk. 
GEN.24.41	Tike kepnotnale kuwi, axotnake mängälä täpätu donggamä kakengu, wamu Anätule umande hiyäkände hikngä u naninggaläk täkngatä meyä donggamik,’ yang nanikut,” yang yänikut, Abrahamde puyä ämindän.
GEN.24.42	Unetäkänu using yänikut. “Äpmanu yanggä gäpma däkäne apukengu, Yawe using init. ‘O Yawe, towiknga Abrahamde Anätu. Malätä hikngä apunggat. Ge nätä ahikngä natäke apulu, gätä gatängamiyo. Tiwän puyä pahawilu nomän tiwik. 
GEN.24.43	Nä yanggä gäpma andäkane yiwixawit. Tixawän mängälä mätexu täpätutä yanggä uhiwikge apänu, “Yanggälumändanetä yanggä uhike nami tängopa,” yang iniwit. 
GEN.24.44	Iniwa mängälä uläpätä yäkwäle wamu “Tängop. Tiwänä kameldalexäyä uhike yäma,” yang naniwänu, “Mängälä aläpä Yawetä towikngale wawakge tuwänguxunin,” yang natäpit,’ yang init.
GEN.24.45	“Tumuk wamu bänipnane ayäxäwakän, Rebeka yanggälumänä gwälamike apuk. Apuke yanggä gäpmane puku yanggälumänäne uhiwän, using init. ‘Yanggä täkembä nami tängopit?’ yang init.
GEN.24.46	“Iniwa yanggä anggwälamixu yupsäng täkepu namike, using nanik. ‘Tängop. Tiwän kameldalexäyä uhike yäma,’ yang nanik. Tiwän tängopa, kameldexäyä uhike yämän tängoying.
GEN.24.47	“Tiwänä ‘Gä iminde yäpa?’ yang init.
GEN.24.47	“Iniwa ‘Nä Betuelde yäpa. Nana Betuelu Nahorkät Milkaxätde wawak,’ yang nanik.
GEN.24.47	“Naniwän, nomnäne nomtäpänäle tengämike, kätakngäne kätahiwu pengämit. 
GEN.24.48	Tikengä sopäsopä puke, dämäna kepkätan täpu temäke, Yawele tumuk tahat. Towiknga Abrahamde Anätu uläpäle uman yatängenat, inale itä towikngale daknotnäle yäpa nätä towikngale wawakge täku imitde nanitäkapuk,” yang yakut.
GEN.24.49	Yänike using yänikut. “Ge gindä towikngale natäke, gwälam tahaningge natäkengu, täke nanining. Tike gwälamu dolahaningge natäkengu, ixäyä täke nanining. Tiwän nä dasingga tahawit yangu natäpit,” yang yänikut.
GEN.24.50	Tiwänä Labankät Betuelkätdä yäkwäle wamu using inikumäläk. “Hängä aläknga Yawetä tahanggak. Ge nindä täke bä täkendo yangu yänangäsändo. 
GEN.24.51	Täke, täke täke kuwiläk. Yawetä natäk using, täku towikgale wawakge imi, mängätnäle täpik,” yang iniwät, 
GEN.24.52	natäke Abrahamde puyä äminu uläpätä Yawele sopäsopä puke, däme kepkätan täpu temgut.
GEN.24.53	Tikengä hängä gol silwa yanggä pahakinu Rebekatä pahanangäsä äwä täwik yangu Abrahamde puyä ämindä yäkngänetä sike imikut. Imikengä bänip gwalängge haminäxät mingäxätde hängä moningu kopsä hikngätä uhikayingunin yämikut. 
GEN.24.54	Tiwänä äminu uläpäxät notnä apginkälu naxu nake, kupilä unggwenune däpmunä une pekin.
GEN.24.54	Kwepdätä enake, äminu uläpätä using yakut. “Nä äpmanu towikngale täkembä kunggawit?” yang yäniwän, 
GEN.24.55	mängälä uläpäle haminkät mingäxätdä yäkwäle wamu using yakumäläk. “Mängälä täpä nihäxät yiwixätna, täpduxu 10 usä apuxuwänä kunong,” yang inikumäläk.
GEN.24.56	Iniwät deyä using yänikut. “Nätä natäke apgumu, Yawetä gatängamän, puyä pahalu nomänu alik. Ge mananindäkngänong. Tewä tokwikngale kunggäwa,” yang yänikut.
GEN.24.57	Yäniwän using inikumäläk. “Mängälä uläpä inina inä mapdä hikngä yäwik,” yang inike, 
GEN.24.58	Rebeka yatäwambät apän “Äminu aläpäxälu äpmanu axuhimäläk?” yang iniwät, “Täke. Äpme kuhim,” yang yakut.
GEN.24.59	Tiwänä Rebeka, mängälä Rebeka kang yiwixak täpä, äwä Abrahamde puyä äminä apgin yangu axuningge tahaxawä, 
GEN.24.60	Rebeka wam gwalängu using imikin. “O Rebeka, gä engangu meyä hikgnäle apekngä däkngawiläk. Tiwän bapukambamdä enake, iwalnä sipmäke, yot gäpanggäpangu päning,” yang inikin.
GEN.24.61	Iniwäyä Rebeka äwä mängälä puyä äminäle päpän pahangämikaying täkwäk yangu kamel tängäne päko yiwä, yolu uwomu teke, Abrahamde puyä äminätä gämäk kuxawän kukin. Abrahamde puyä äminu uläpä using tahake, Rebeka täke kukut.
GEN.24.62	Aisaxu kewu Negep uwomune 
GEN.24.63	Gwendune tukwatde hikngä, songäxätan ku moyo tihikuhika,
GEN.24.64	Tixawän Rebekaxäyä kwayiwän enawänu, Aisaxu tupäkände kakut. Kakengu kamel tängänetä pälängepuke, 
GEN.24.65	“Äminu ätuläpä nin nindupikge apunggaxu imin?” yang inikut, Abrahamde puyä äminun.
GEN.24.65	Iniwänu “Näle towiknga, Aisak,” yang inikut. Tiwän Rebeka täwikngä täke, nomnä omik umukut.
GEN.24.66	Tiwänä Aisaxu puyä äminätä hängä dasinggä tahakulu, undä une inikut. 
GEN.24.67	Tiwänä Aisakgä Rebeka mingä Sarale selyolune initäke koke, mängätnäle täkut. Täke Rebekale täke hikngä natäpgut. Mingätä kupänu butayä täkngane yiwikulu, Rebekatä apungä, Aisakge bäniwu tänguwän epgut.
GEN.25.1	Sara kupänä, Abrahamu mängätnä hipdu täpätuxäyä äläkut. Umanä Ketura. 
GEN.25.2	Tiwän itä dukngikulu, wawakngä 6. Umanä Simran, Joksan, Medan, Midian, Isbak äwä Sua yang. 
GEN.25.3	Joksandä täkake, wawakngä itä towikulu Seba Dedan yang. Tiwänä Dedandä täkake Asu, Letus, äwä Leum yang towikut. Tiwän unetä sakngälake Asu, Letus, äwä Leum yangge bapunä yaxäwik yiwikin. 
GEN.25.4	Tixawänu Midianu, wawakngä 5 towikut. Umanä Epa, Eper, Hanok, Abida äwä Elda yang. Äminu aläkwäxu Abrahamde mängälu Ketulale ayinä.
GEN.25.5+GEN.25.6	Abrahamu mängätnä Sarale mehene päkutde wawakge hängä bänip gwalängge doxungäxäwik uhike yämikut. Yämike Aisaxu inäkän yiwikge natäke yäningyäpiwän, uwomu teke, kewu gusitdä akonggak käwut päku yiwikin. Tiwänä hängänä undä wawakngä Aisakgekän pengämikut.
