GEN.1.1	Худа һәммидин бурун пүтүн аләмни яратти. 
GEN.27.29	Саңа бәхит тилигәнләр бәхит тапқай». 
GEN.27.30	Яқуп Исһақниң дуасини елип чиқип турушиғила, акиси Әсав один қайтип кәлди. 
GEN.27.31	Әсавму гөшни ләззәтлик пиширип, атисиниң алдиға елип кирип: 
GEN.27.31	— Ата, қопуң, мән олап кәлгән о гөшигә еғиз тегип, маңа хәйир­лик дуайиңизни қилиң, — деди. 
GEN.27.32	— Сән ким болисән? — дәп сориди Исһақ. 
GEN.27.32	— Чоң оғлуңиз Әсав болимән, — дәп җавап бәрди Әсав. 
GEN.27.33	Исһақниң пүтүн әзасини титрәк басти вә униңдин сориди: 
GEN.27.33	— Ундақта, һазир маңа о гөшини елип кәлгән ким? Сән келиштин бурун мән уни йәп, униңға хәйирлик дуа қилған едим. Бу бәхит мәңгү униңға мәнсүп болуп кәтти. 
GEN.27.34	Бу гәпни аңлиған Әсав интайин ечинип, үн селип жиғлап туруп: 
GEN.27.34	— Ата, маңиму хәйирлик дуа қилғайсиз! — дәп ялвурди. 
GEN.27.35	— Иниң кирип мени алдап, сениң бәхтиңни еливапту, — деди Исһақ. 
GEN.27.36	Әсав: 
GEN.27.36	— Бу униң мени иккинчи қетим алдиши. Униң Яқуп 
GEN.27.37	Исһақ мундақ җавап бәрди: 
GEN.27.37	— Мән уни саңа ғоҗайин қиливәттим, униң пүтүн қериндаш­лирини униң хизмитидә болидиған қиливәттим. Мән йәнә униңға ашлиқ-түлүк, есил шарапларни беғишлидим. Әй оғлум, әнди мән саңа йәнә немини беримән? 
GEN.27.38	Әсав атисиға йәнә ялвуруп: 
GEN.27.38	— Ата, сизниң пәқәт бирла хәйирлик дуайиңиз барму? Маңиму хәйирлик дуа қилғайсиз! — дәп үн селип жиғлап кәтти. 
GEN.27.39	Андин Исһақ мундақ деди: 
GEN.27.39	«Һосуллуқ топидин үлүшүң йоқтур. 
GEN.27.39	Хасийәтлик ямғур саңа яғмайду. 
GEN.27.40	Сән қиличқа тайинип яшайсән, 
GEN.27.40	Иниңниң хизмитидә болисән! 
GEN.27.40	Лекин сән униңға қарши чиққиниңда, 
GEN.27.40	Униң боюнтуруғидин қутулисән». 
GEN.27.41	Әсав Яқупқа қарита көңлигә өчмәнлик пүкти. Чүнки атиси хәйирлик дуайини Яқупқа қилған еди. У ичидә: «Атам аләмдин өтүшкә аз қалди. Өлүмини узитиветипла, Яқупни өлтүрүветимән!» дәп ойлиди. 
GEN.27.42	Рибәқа башқилардин Әсавниң планини аңлап қелип, Яқупни чақиртип: 
GEN.27.42	— Гепимгә қулақ сал! Акаң Әсав сени өлтүрүп, дәрдини чиқармақ­чи. 
GEN.27.43	Әй оғлум, сән мениң дегинимни қил: дәрһал Һаран райониға, акам Лабанниң йениға қечип кәт. 
GEN.27.44	Акаң Әсавниң аччиғи янғичә, шу йәрдә тур. 
GEN.27.45	У сениң қилғанлириңни унтуп қалғанда, мән адәм әвәтип сени қайтуруп келимән. Немә үчүн бир күнниң ичидә һәр иккиңлардин айрилип қалғидәкмән, — деди. 
GEN.27.46	Рибәқа Исһаққа: 
GEN.27.46	— Мән Әсавниң имансиз хитлардин алған әшу икки аялидин тоюп кәттим. Әгәр Яқупму хитлардин қиз алса, униңдин өлгиним яхши, — деди. 
GEN.28.1	Исһақ Яқупни йениға чақирип, униңға дуа қилип, монуларни буйриди: 
GEN.28.1	— Сән қананлиқ қизларға өйләнмә. 
GEN.28.2	Паддан-Аррам райониға берип, анаңниң атиси Бетуелниң өйигә бар. У йәрдә анаңниң акиси Лабанниң қизлиридин бирини ал. 
GEN.28.3	Һәммигә қадир Худа саңа бәхит ата қилип, көп пәрзәнт берип, уларни нурғун милләт қилғай! 
GEN.28.4	У Ибраһимға бәргән вәдиси бойичә саңа вә сениң әвлатлириңға бәхит ата қилғай. Сән һазир мусапир болуп яшаватқан йәрни, йәни Худа Ибраһимға вәдә берип бәрмәкчи болған зиминни саңа тәғдим қилғай! 
GEN.28.5	Шуниң билән Исһақ Яқупни Паддан-Аррам райониға, бовиси аррамлиқ Бетуелниң оғли Лабанниң йениға йолға салди. Лабан Рибәқаниң акиси болуп, Рибәқа болса, Әсав билән Яқупниң аниси еди. 
GEN.28.6+GEN.28.7	Әсав Исһақниң Яқупқа дуа қилип, уни Паддан-Аррамға өйлинишкә әвәткәнлигидин, шундақла Исһақ униңға дуа қилғанда, қананлиқ қизларға өйләнмәсликни тапилиғанлиғи һәм Яқупниң ата-анисиниң буйруғи билән Паддан-Аррамға кәткәнлигидин хәвәр тапти. 
GEN.28.8	Әсав буниңдин атиси Исһақниң қананлиқ аялларни яхши көрмәйдиғанлиғини чүшәнди. 
GEN.28.9	Шуңа у Ибраһимниң оғли Исмаилниң йениға берип, аяллириниң үстигә тағиси Исмаилниң қизи Маһалатни алди. Маһалат Небайотниң сиңлиси еди. 
GEN.28.10	Яқуп Бәәршәбадин кетип, Һаранға қарап йолға чиқти. 
GEN.28.11	Күн патқанда у бир йәргә йетип келип, шу йәрдә қонди. У бир ташни бешиға қоюп, йәрдә йетип уйқиға кәтти. 
GEN.28.12	У чүшидә йәрдин таки асманғичә тақишидиған бир пәләмпәйни көрди. Худаниң периштәлири пәләмпәйдә жуқури-төвән меңип жүрәтти. 
GEN.28.13	У йәнә Пәрвәрдигарниң пәләмпәйниң үсти тәрәптә туруп, униңға: «Мән Пәрвәрдигар, боваң Ибраһим вә атаң Исһақ етиқат қилип кәлгән Худа болимән. Мән һазир сән ятқан зиминни саңа вә сениң әвлатлириңға ата қилимән. 
GEN.28.14	Уларниң сани йәрдики қумдәк көп болуп, шәриқтин ғәрипкә, җәнуптин шималға тарқилип, пүтүн зиминни қаплайду. Йәр йүзидики пүткүл милләтләр сән вә сениң әвлатлириң арқилиқ бәхит тапиду. 
GEN.28.15	Мән саңа яр болимән, сән қәйәргә барсаң, сени шу йәрдә қоғдаймән һәм сени бу йәргә қайтуруп келимән. Саңа бәргән вәдәмни әмәлгә ашурмиғичә, сени һәргиз ташлимаймән!» дәватқанлиғини көрди. 
