GEN.1.1	Wattunna napahandu' Puang Allataala umpadadi langi' anna lino, 
MRK.11.21	Iya nakilalai siaham Petrus indo puha naua Puang Yesus teem isamai' lako indo kaju ara. Iya ma'kadam Petrus naua: “O Tuangguhu, petua' siai dio kaju ara puhanna umpanata'i, iya mahekko' siaham.”
MRK.11.22	Iya nauam Puang Yesus: “Katappa'ikoa' Puang Allataala! 
MRK.11.23	Aka maka' ussua inde dio buntu mentieli' tama le'bo', iya la mala si'da tiäkä' tama ke deennia' kamatappasammu. Sapo' maka' bata-batakoa', iya tä' la mala dadi. 
MRK.11.24	Iam too anna kuuaammokoa', iai too umpelaua' längäm Puang Allataala sola ponno kapahhannuam, tä' mala tala untahimaa'. 
MRK.11.25	Anna maka' la ma'sambajangkoa' anna deenni pi'di' penabammua' lako mesa tau, ampunniia' yolo mane ma'sambajangkoa' anna mala naampunniangkoa' kasalaammu Ambemu yabo suhuga.” [ 
MRK.11.26	Sapo' maka' tä'koa' muampunni kasalaanna padammu, iya tä'koa' too duka' la naampunniam kasalaammu Ambemu yabo suhuga.]
MRK.11.27	Iya ma'pasuleim sule lako Yerusalem Puang Yesus sola passikolanna. Pissam wattu mahassanni ma'lao-lao illaam Banua Debata, iya sulem sanaka-naka kapala sando anna to ullatta' Pepaondonganna Musa sola matua ulunna to Yahudi umpellambi'i Puang Yesus 
MRK.11.28	anna nauai: “Aka isanga umpolalam anna umpogau'i inde mai ingganna pa'pogausam, anna menna umbeengko kakuasaam?”
MRK.11.29	Sapo' natimba' naua: “La kukutanaikoa' duka' yolo, puhapia' untimba'i mane kutulasangkoa' duka' menna umbeennä' inde kakuasaam. 
MRK.11.30	Menna umbeenni kakuasaam Yohanes anna si mantedo'i? Puang Allataala haka hupatau haka? Timba'ipia'!”
MRK.11.31	Iya sipa'tula'-tula'um naua: “Mapahhi' la ditimba'i, aka taua hia' manii: ‘Kakuasaanna Puang Allataala,’ iya la nauaammakia' too: ‘Akanna tä'ia' ungkatappa'i?’ 
MRK.11.32	Iya taua hia' manii: ‘Kakuasaanna hupatau,’ iya tä' ohi aka inde Yohanes nakatappa'i asam tau naua: ‘Abana mesa nabi.’ ”
MRK.11.33	Lambi' angga ham pentimba'na lako Puang Yesus naua: “Tä' kiissam la kitimba'i indo pekutanaammu.”
MRK.11.33	Nasuhum naua Puang Yesus: “Maka' susi, iya tä' duka' kuaku la kutulasangkoa' menna umbeennä' kakuasaam nasuhum kupogau' kaha-kaha ia too.”
MRK.12.1	Anna mane umpalao pehapangam Puang Yesus lako indo to mekutana ingngena' naua: “Pissam wattu deem mesa tau umbukka bela' anggur anna nabalai lao pali'. Puhai, umbo'bä'um pallullusam anggur mane umpake'de'i lempo batu la naongei to mangngampa. Puha asanni, iya napa'petesangammi anna le'ba'i lako botto mambela. 
MRK.12.2	Tappana naagiam la matäsä' indo bua anggurna, iya ussuam mesa sabua'na le'ba' umpellambi'i indo to mantesanna aka la natahimaam bahena. 
MRK.12.3	Sapo' sulei lako, iya ke nasakka hi ia, anna natembe' pusoi mane nasuai ma'pasule ma'pala' lo'bä. 
MRK.12.4	Iya ussua pole oom mesa sabua'na le'ba' pole lako indo to mantesam. Sulei lako, natembe' pole oom lambi' basa-basa ulunna anna napakasihi'-sihi'i. 
MRK.12.5	Iya ussua pole oom mesa sabua'na. Sapo' sulei lako, tä'um ia pole' angga natembe', sapo' toko napateim ia. Tä' angga ia mandi inde, sapo' budapi senga'na, deem natembe' anna deem napatei. 
MRK.12.6	Nasuhum angga ham änä' pangkaha'na da'da'. Katampasanna nasua pissammi indo änä'na aka naua inabanna: ‘La nakalaja'um tia pole' inde änä'ku.’ Sapo' sulei lako indo änä'na, 
MRK.12.7	iya sipattuju-tuju oom indo to mantesam naua: ‘Iam too inde to la ullombum kullena tomatuanna. Tapateia' anna mala taalaa' inde bela'na.’ 
MRK.12.8	Lambi' nasakka anna napatei, mane natibei lako bihim bela'.”
MRK.12.9	Puhai umpalao pehapangam Puang Yesus, iya ma'kadam naua: “Aka umbai' la napogausam indo puäna bela'? Tä' mala tala lao napempa'deam indo to mantesanna anna napa'petesangam polei indo bela'na lako tau senga'. 
MRK.12.10	Tä' daka' tiko deem umbata illaam Battakada Debata naua:
MRK.12.10	‘Indo batu natibe tukam,
MRK.12.10	ia leko' di diala dipobatu longkahhim.
MRK.12.11	Kaha-kaha ia too mala dadi aka pa'pogau'na Debata,
MRK.12.11	anna takamängä-mängäia' kita pa'pogausam ia too!’ ” 
MRK.12.12	Sapo' tappana nahingngi pangngulunna to Yahudi indo pa'tula'na Puang Yesus, iya nauam: “Kitaa' napasihim.” Iya umpeäm lalam anna mala disakka Puang Yesus sapo' mahea' lako tau buda sampe napellei bäbäpi.
MRK.12.13	Puhai ia too, ussuam sanaka-naka to illaam kakalebuanna Parisi anna to muundu'i tomahaja Herodes indo pangngulunna to Yahudi umbaba mesa pekutanaam lako Puang Yesus, aka pattujunna umba ke malai napetidom. 
MRK.12.14	Iya umpellambi'im Puang Yesus indo to disua anna natede-tedei naua: “O Tuangguhu, kiissam kiua mesako to umpake tappa' anna sindoho anna moi menna tala ungkahea'i. Aka Iko to umpapada-pada bäbäko hupatau, anna anggako umpepa'guhuam ulalanna Puang Allataala sola undu' lollä.” Anna mekutanai naua: “Situhu' peadasam, sipäto' dakika' umbaja' sima lako tomahaja dio Roma, tä' daka?”
MRK.12.15	Sapo' naissam Puang Yesus pudu' pandenna lila manähäna lambi' ma'kada naua: “Akanna umpalilingannä' tangnga'? Babaampä' mai mesa doi' peha'mua' angku petua'i!” 
MRK.12.16	Iya mualam doi' peha' anna nabeenni. Iya mekutana pole oom naua: “Menna kegamba' anna menna kesanga inde dio doi'?”
MRK.12.16	Iya natimba'im naua: “Gamba'na anna sanganna tomahaja dio Roma.”
MRK.12.17	Iya nauam Puang Yesus: “Maka' susi, iya beennia' tabana tomahaja dio Roma la sipäto'na umbeem, anna beennia' duka' Puang Allataala la sipäto'na umbeem.” 
MRK.12.17	Iya pilla' asam uhhingngii lambi' ma'kada naua: “Tä' deem diola lako.”
MRK.12.18	Puhai ia too, iya sulem sanaka-naka to illaam kakalebuanna Saduki battu diua to tä' ungkatappa'i katuboanna sule to mate umpellambi'i Puang Yesus, anna nakutanai naua: 
MRK.12.19	“O Tuangguhu, puhangkia' nasuhasam Musa illaam suha' pepaondonganna naua: ‘Maka' deem mesa muane mate anna tä'i deem änä'na, iya indo siam solasubunna la umpobainei indo bainena, anna mala deem pessubunna.’ 
MRK.12.20	Iya la maakam ia susi indee: aka pissam wattu deem pitu muane ma'solasubum. Uhuna kebaine indo handam ulua. Sapo' tä'pi deem änä' nasibalii indo bainena anna matem indo muane. 
MRK.12.21	Iya napessullem mesa solasubunna napobaine indo bainena. Sapo' tä'pi masäe napobainena anna mate pole oom duka', tä'pi duka' deem änä'na nasibalii indo baine. Iya susi siam duka' indo solasubum katallunna. 
MRK.12.22	Ma'sahha' tula', sampe indo pitu to ma'solasubum sibala'-bala' umpobaine indo mesa baine sapo' sangngim tä' deem änä' nasibalii. Iya tappana tappu'i indo muane mate asam, iya matem duka' indo baine. 
MRK.12.23	Dadi, maka' lambi'um wattunna la tubo sule to mate, iya mennannam kabam la napomuane indo baine, aka bali asam di napomuane indo to pitu ma'solasubum?”
MRK.12.24	Natimba' Puang Yesus naua: “Inna la muua hia' tia, aka bulingkoa'. Aka tä'koa' muissam manappa kalembasanna Battakada Debata anna tuli tamuissangkoa' ia kakuasaanna Puang Allataala. 
MRK.12.25	Aka susi hia' tia inde ä: maka' too tubom tau sule dio mai alla'na to mate, iya tä'um tia deem to la siala anna tä' toi deem to la ma'pasiala. Sapo' umba susi katuboanna malaika' yabo suhuga tä' kemuane tä' kebaine, la susim too duka' hupatau.
MRK.12.26	Mane deenni, tä' paka' tiko deem umbata diona katuboanna sule to mate illaam suha' Pepaondonganna Musa, indo tulasanna api ma'nala-nala illaam satoo' kaju-kaju naongei buttu kadanna Puang Allataala lako Musa naua: ‘Kaom too inde Puang Allataala to napenombai Abraham, Ishak, anna Yakub?’ 
MRK.12.27	Dadi moinna anna puham mate indo to tallu, sapo' mannassa anna tuboi temo aka anggam to tubo mala umpenombai Puang Allataala. Dadi mannassa anna bulim si'da-si'dakoa'!”
MRK.12.28	Tappana mahassam sipa'tula' Puang Yesus sola indo to illaam kakalebuanna Saduki, iya sulem mesa to ullatta' Pepaondonganna Musa anna napehingngii indo kasitimbasanna. Nahingnginna, tappa naakui illaam penabanna naua: “Tappa' inde pentimba'na Puang Yesus.” Nasuhum mekutana lako naua: “Umbannam kabam handam pahallu dipa'kasallei pada indo pahenta?”
MRK.12.29	Iya natimba'im naua: “Handam too'na pahenta indo to puha napepaondongam Musa naua: ‘Pehingngiia' to Israel, anggam mesa Debatanta, diuaam Puang Allataala. 
MRK.12.30	La ungkamaseia' sola sakalebu penabammu anna mentu' pikkihammu anna mentu' kamatohoammu.’ 
MRK.12.31	Mane deenni: ‘La ungkamaseikoa' padammu hupatau umba susi ungkamasei kalemu.’ Iam too inde dua too'na pahenta. Tä'um deem tando längänna pole.”
MRK.12.32	Iya ma'kadam indo to ullatta' Pepaondonganna Musa naua: “Tappa' tula'mu Tuangguhu, Puang Allataala anggam mesa aka tä'um deem debata senga'. 
MRK.12.33	Anna abana hupatau pahallu la ungkamasei Puang Allataala sola sakalebu penabanna anna mentu' pikkihanna anna mentu' kamatohoanna, anna la ungkamasei padanna hupatau umba susi ungkamasei kalena. Kalando hi tia pa'pogausam susi anna la umpadeem tunuam sola pemala' senga' lako olona Puang Allataala.”
MRK.12.34	Tappana nahingngi Puang Yesus indo tula'na mapia, iya nauaammi: “Saidi' danni anna tamendadingko pakketauanna Puang Allataala.”
MRK.12.34	Lessu'na eta too tä'um pole' deem tau la bahani umpadeem pole pekutanaam lako Puang Yesus.
MRK.12.35	Mahassanni ma'pa'guhu Puang Yesus illaam Banua Debata, iya umpalaom pekutanaam naua: “Maaka hia anna nauai to ullatta' Pepaondonganna Musa: ‘Indo To nalanti' Puang Allataala la mepasalama' peampoanna Daud?’ 
MRK.12.36	Aka Daud duka' to nasahum Penaba Maseho anna nauai:
MRK.12.36	‘Ma'kada Puang Allataala lako Debatangku naua: 
MRK.12.36	Okko'ko dio tandai kanangku
MRK.12.36	sule lako wattunna la kupopa'bukku ingganna balimmu
MRK.12.36	dio olomu lambi' uhhondoi dokko.’ 
MRK.12.37	Dadi makaleso anna ma'kalei Daud muuai: ‘Debatangku To nalanti' Puang Allataala.’ Iya maaka hi susi anna la ia ohi umpoampoi?”
MRK.12.37	Tula'na Puang Yesus napatananni talinga tau buda aka tä' deem pada sanapohäe.
MRK.12.38	Illaam pepa'guhuanna Puang Yesus naua: “Majagakoa' lako to ullatta' Pepaondonganna Musa indana napabulingkoa'. Aka si biasa too ma'lao-lao tama pasa' ma'baju tihui' anna maelo' dipa'kasallei. 
MRK.12.39	Anna si moka muokko' illaam pa'sambajangam ke tä'i dio olo, anna si umpise'i toi ongeam dipa'kasalleinna ke illaanni pa'hame-hameam. 
MRK.12.40	Anna si umpamasingam tula' to balu-balu baine lambi' sule lako banuanna naala. Si naägä'i umpakalando sambajanna anna mala nauaam tau: ‘Tau mapia’ anna ke tau kadake hia. Nasuhum la nalambi' pesämbä' mabanda'na Debata.”
MRK.12.41	Pissam wattu muokko' Puang Yesus untingngajoi patti pehumalasam illaam Banua Debata, anna umpetua'i to umpatama patti bua pemala'na. Iya sulem buda to makaka umbaba doi' anna si buda napatama. 
MRK.12.42	Pissananna iya sulem duka' mesa to balu-balu baine anna mase-mase polepi, umbaba dua doi' gällä handam saidi' angga'na napatama.
MRK.12.43	Iya untambaim passikolanna anna nauai: “Kutulasangkoa', buda puha ia bua pemala'na inde to balu-balu baine anna la ingganna inde to umpatama bua pemala'na. 
MRK.12.44	Aka inde lako tau la'binna ia kullena napatama. Sapo' inde ia to balu-balu baine moi anna mase-mase, napebeem asam ia indo deenna lako kalena, moi anna anggam ia la napotubo.”
MRK.13.1	Tappana messubum Puang Yesus illaam mai Banua Debata, iya ma'kadam mesa passikolanna naua: “Tuangguhu, petua'pi Iko inde dio hindim batu tä' deem pada samatoto' anna inde banua tä' deem pada samapia.”
MRK.13.2	Iya natimba'im naua: “Muita inde banua tä' deem la susi mapianna sapo' tä' deem moi podo la mesa batunna la tiäto' liu sitodo' solana aka pissam wattu la ditaleam asam.”
MRK.13.3	Anna mane le'ba' längäm Tanete Zaitun Puang Yesus sola Petrus, Yakobus, Yohanes, anna Andreas anna muokko'i yabo paka-paka ia, mengngolo libam Banua Debata. Iya mekutanaim naua: 
MRK.13.4	“O Tuangguhu, tulasampakam piham la dadi ingganna indo puha untula' ingngena'? Anna aka la tandana kela lambi'um wattunna la ditaleam?”
MRK.13.5	Sapo' ma'kada Puang Yesus naua: “Majagakoa' indana deenni tau la umbaba bulingkoa'! 
MRK.13.6	Aka la buda too tau sule umboko sangangku anna la buda tau nababa bulim aka la naua: ‘Kaom too inde To nalanti' Puang Allataala.’ 
MRK.13.7	Maka' too uhhingngingkoa' ahhena to sipate-patei anna kahebanna to sibundu'-bundu', iya tä'koa' too la mahea' aka abana hi tia inna la dadi kaha-kaha ia too, sapo' taiapi indo allo ma'katampasanna. 
MRK.13.8	Aka la sipate-patei hupatau anna kahajaam pada kahajaam la sibundu'-bundu'. Anna umba-umba ngei ongeam la dadi lino' kasalle anna la sule kakobeam. Sapo' ia asanna ia too mane pa'pahandusanna kamapi'disam sihhapam mesa baine mane mahassam mangnguhiba'.
MRK.13.9	Sapo' pahallukoa' majaga, aka la disakkakoa' anna dibehokoa' lako to mahhotto' illaam peadasam anna la ditembe'koa' illaam pa'sambajangam. Anna mane dibabakoa' lako olona to ma'pahenta anna tomahaja aka untuhu'ä'. Iya wattu etam too la muongeia' mendadi sa'bingku dio olona. 
MRK.13.10	Aka Kaheba Katilallasam la dipa'paissangam yolo sule lako lili'-lili'na lino. 
MRK.13.11	Mane deenni, maka' too disakkakoa' anna dibabakoa' lako to ma'pahessa, iya tä'koa' la umpakabeba penabammu la muua: ‘Aka amom isanga la diua mentimba'?’ Sapo' wattu eta too la untula'a' indo to napasondoiangkoa' Puang Allataala. Aka indo tula' la umpopentimba'a' taia tula' di kalemu bäbä, sapo' tula'na Penaba Maseho.
MRK.13.12	Anna la kende' too tatta' asu lambi' to ma'solasubum la palla' penabanna umpopepatei solasubunna. Susi toi duka' ambe la umpallasam änä'na anna änä' la umbali tomatuanna sampe napatei. 
MRK.13.13	Anna la nakabassi asangkoa' too tau aka ungkatappa'iä'. Sapo' iai too mentobe manda' anna mengnganti matoto' illaam kamatappasam lako kaleku sule lako ma'katampasanna, tau iam too la dipasalama'.”
MRK.13.14	“Maka' muitakoa' ‘To ungkähä kakadakeam la metallangam,’ ke'de' illaam ongeam tasihatanna la naongei, indo to dio Yudea pahallu sikalumpa' längäm tanete. (Inde kada la pahallu napasalui manappa penabanna to mambata.) 
MRK.13.15	Anna to sulibanna banua tä'um la tama banua muala pahuhunna 
MRK.13.16	anna to mahassam dio bela' tä'um la ma'pasule lako banuanna muala pohebana, anna mala masimpam muäläi kalena le'ba' umpellei indo kamasussaam. 
MRK.13.17	Tä' ia deem pada samasussa lako baine to mahassam kebättä anna to ma'pasusu. 
MRK.13.18	Pa'sambajangkoa' anna mala tä' dadi indo kadadiam ia too illaam wattu palauham. 
MRK.13.19	Aka wattu eta too la kende' pi'di' tanggana-gana. Pi'di' susi ia too tä'pi deem nasi'dim hupatau handu' napadadinna Puang Allataala inde lino sule lako temo. Sapo' lessu'i too, iya tä'um deem la kende' pole pi'di' susi. 
MRK.13.20	Aka maka' hapanna la masäe wattunna mane napamondai Puang Allataala kaha-kaha ia too, iya tä'um deem la tubo hupatau moi podo la mesa. Sapo' kahana pa'kamasena lako hupatau to puha napilei mendadi umma'na, nasuhum la bale' napamonda kamasussaam ia too.
MRK.13.21	Mane deenni, maka' too deem tau muuaangkoa': ‘Indem indo To nalanti' Puang Allataala!’ battu haka naua: ‘Dionnä!’ iya tä' la umpehingngiia'. 
MRK.13.22	Aka la buda too tau naägä'i naua: ‘Kaom too indo To nalanti' Puang Allataala.’ Anna deem toi la muuai: ‘Kaom too mesa nabi.’ Anna indo tau la deem duka' pa'pogausam mepilla'-pilla' napadadi anna tanda memängä-mängä, aka naua pattujunna: ‘Umba ke deenni tau to puha dipilei kubaba bulim.’ 
MRK.13.23	Dadi la muissanna' unjagai aka puhangkoa' kupayolo lambangam ingganna kaha-kaha ia too.”
MRK.13.24	“Puhai too indo kamasussaam, iya la pi'de mata allo anna tä'um la paindo bulam, 
MRK.13.25	anna la honno'i yabo mai langi' bintä anna ingganna issinna langi' la titehha' bäbä. 
MRK.13.26	Anna wattu eta too ingganna hupatau la naitaä' to disangai Änä' Mentolino tuhum yabo mai langi' illaam gabum naponnoi kakuasaam taditondom anna kamatandeam. 
MRK.13.27	Anna la ussuaä' ingganna malaika'ku lao nahempungannä' ingganna hupatau to puha kupilei illaam inde lino mengkalao illaam mata allo sule sau' katampusam anna mengkalao illaam inde lino sule lako handanna langi'.
MRK.13.28	Diona kaha-kaha ia too, mala diala pehapangam dio mai mesa kaju ara. Maka' too mukku'um tähe'na anna kendaum händäm, iya la muissammia' too muua la bale' sulem kulla' kalando. 
MRK.13.29	La susim too ke muitanna' dadi indo puha kutulasangkoa', iya la muissammia' too duka' muua la bale' sule lakom indo pattujunna Puang Allataala. 
MRK.13.30	Setongam-tonganna, ingganna kaha-kaha ia too la dadi yolo anna mane mate asam ingganna to tubo lapi' temo. 
MRK.13.31	Langi' anna lino la pa'de ke dako'i, sapo' kadangku ia, la da'da' liu sule lako salako-lakona.
MRK.13.32	Sapo' setonganna tä' deem moi podo la mesa tau muissanni wattunna kaha-kaha ia too. Moi malaika' yabo suhuga tala naissanni, moi Änä'na Puang Allataala, anggam mesa-mesanna Ambeku yabo suhuga muissanni. 
MRK.13.33	Dadi la majaga si'da-si'dakoa' aka tä' la muissanna' wattunna. 
MRK.13.34	La sihhapam mesa puäna banua la le'ba', sapo' umbeem kakuasaam sabua'na anna nabahe-baheanni pengkähängam. Anna umpakahi'dii to unjagai ba'ba naua: ‘La majaga si'da-si'dako too le!’ 
MRK.13.35	Iam too anna la majagangkoa' aka tä' la muissanna' wattu kasuleanna indo puäna banua. Battu la mahammo hi, battu la tängä hi bengi, battu la moni hi mäne', battu la mebengngi' di. 
MRK.13.36	Aka toko sule säkä-säkä manii anna nalambi'koa' mamma'. 
MRK.13.37	Inde tula'ku tä' anggam ikoa' kuuaam sapo' kuuaam asam duka' ingganna tau: La majagakoa'!”
MRK.14.1	La dua bengipi mane lambi' oi wattunna dipakahoa' pengkilalaam allo Kalappasanna to Yahudi dio mai kasabuasam anna allo kasalle Hoti Tä' Diboloi Bibi' Hoti. Iya umpeäm lalam kapala sando sola to ullatta' Pepaondonganna Musa la ussakka membuni Puang Yesus aka la napatei. 
MRK.14.2	Sapo' nauai: “Tä' la tapasipatuia' allo kasalle, indana kende'i passikallaam illaam botto.”
MRK.14.3	Pissam wattu dio tondä' Betania Puang Yesus mahassam mangngande illaam banuanna Simon indo to dolengam yolona. Iya sulem mesa baine umbaba mesa buli-buli mapindäm, kessi minnä'-minnä' bubanau' si masulli' allinna. Iya tappa napoloi siahanni ulunna indo buli-buli, anna natolloanni yabo ulunna Puang Yesus tanda pa'pakasallena. 
MRK.14.4	Deem sanaka-naka tau meali-ali muitai, lambi' sipa'tula'-tula' naua: “Aka oom ia duka' gunana minnä'-minnä' masulli' dikatoa-toai? 
MRK.14.5	Dotam tia dibalu' anna ditabaanni to mase-mase allinna, aka maka' la dibalu' deem la si tallu pulo bidä allinna.” Lambi' silele keaha' lako indo baine.
MRK.14.6	Sapo' naua Puang Yesus: “Akanna umpasalakoa' inde baine? Päbäi mammi napateem. Aka inde napateem, mesa pa'pogausam mapia lako kaleku. 
MRK.14.7	Aka to mase-mase ia la sola-sola liukoa'. Malaa' umpamoloi ke abanai deenna' kamamaseammu. Sapo' Kao-Kao tä'kia' la sola liu. 
MRK.14.8	Iya inde ia baine napogau' loppo'um ia indo malanna napogau'. Aka inde natolloiä' minnä'-minnä'na temo, napogau' loppo'um ia indo la dipogau' ke dilamummä'. 
MRK.14.9	Setongam-tonganna, umba-umba naongei Kaheba Katilallasam dipa'pakahebaam, etam too duka' la dipotulasam pa'pogausanna inde baine anna mala dikilalai liu.”
MRK.14.10	Deem mesa to tihekem sapulo dua passikolanna Puang Yesus isanga Yudas Iskariot, le'ba' umpellambi'i sanaka-naka kapala sando aka illaam penabanna maelo' la umbalu' Puang Yesus. 
