GEN.1.1	Blŭng-a Kră Yang 'Bok Kei-Dei pơjing plĕnh păng teh. 
EXO.17.2	Thoi noh kon pơlei tơhil hăm Môis khan: Ăn kơ lu nhôn đak nhă bĕ. Môis tơl khan: Liơ mă lu iĕm wă tơhil hăm inh? Liơ lu iĕm wă pơlong lăng Kră Yang lĕ?
EXO.17.3	Kon pơlei oei tơ noh ưh kơ đei đak, rơhing 'maih nhă, na hil jŏk kơ Môis khan: Liơ ih chông ba lu nhôn lĕch đơ̆ng dêh Êyiptơ, wă kơ lu nhôn, kon sâu nhôn păng sem dơrong lôch rơhing kơ đak?
EXO.17.4	Môis krao apinh Kră Yang khan: Inh wă pơm liơ hăm kon pơlei 'nâu? Lu sư 'maih wă klơ̆m inh păng tơmo!
EXO.17.5	Kră Yang tơl Môis: Năm bĕ 'bơ̆t anăp kon pơlei chĕp 'long jra mă ih teh tơ đak krong Nil sơ̆ păng, chông ba lu kră bơngai Isơrael, na năm hơdai ih. 
EXO.17.6	Inh gô dơ̆ng 'bơ̆t anăp ih, kơpal tơmo tơ kông Hôrêp; ih athei teh tơmo noh, na đak gô lĕch đơ̆ng lăm tơmo noh wă ăn kơ kon pơlei nhă. Môis pơm hloi thoi noh 'bơ̆t anăp măt lu kră kon pơlei Isơrael.
EXO.17.7	Sư krao anăn anih noh Masaa păng Mêrib yua kơ kon pơlei Isơrael hil jŏk păng pơlong lăng Kră Yang, khan: Hăm đei Kră Yang oei hăm lu bơ̆n ưh?
EXO.17.8	Kơplah noh, kon pơlei Amalek năm wă tơblah hăm kon pơlei Isơrael tơ Rêphiđim. 
EXO.17.9	Môis khan kơ Jôsuê: Rơih iŏk bĕ lu bơngai nuih kơtang, năm tơblah hăm kon pơlei Amalek; năr dơning inh gô dơ̆ng tơ kơpal groi, chĕp 'long jra Kră Yang 'Bok Kei-Dei lăm ti. 
EXO.17.10	Jôsuê pơm hloi thoi nơ̆r Môis khan kơ sư, tơblah hăm kon pơlei Amalek; na Môis, Arôn păng Hur tŏk tơ kơpal groi kơjung. 
EXO.17.11	Wă Môis yơ̆r ti tơ kơpal, lei jei kon pơlei Isơrael wă tơjruh ti sư jei kon pơlei Amalek. 
EXO.17.12	Ti Môis rơgah boih Arôn păng Hur iŏk tơmo dan kơ sư tơoei, na bre sư dơ̆ng 'bar pah chĕp tơiung ti Môis tơ kơpal; na ti sư oei yơ̆r dĭng truh tơ năr mơ̆t. 
EXO.17.13	Jôsuê iŏk đao gưm blah tŭk lu linh păng kon pơlei Amalek.
EXO.17.14	Kră Yang khan kơ Môis: Athei chih tơdrong 'nâu lăm sơ̆p hla bơar akar wă 'blŏk hơdơ̆r păng tơbăt ăn kơ Jôsuê Inh gô sŭt pơgoh ưh pă đei bu 'blŏk kơ bơngai Amalek lăm teh âu dơ̆ng.
EXO.17.15	Môis pơdơ̆ng minh pôm chơnang soi, krao anăn Kră Yang Hla-kơ inh 
EXO.17.16	Sư khan: Đei bơngai yơ̆r hla-kơ Kră Yang ling-lang, na Kră Yang tơblah hăm bơngai Amalek đơ̆ng jơhnơr 'nâu truh tơ jơhnơr nai.
EXO.18.1	Jêthrô, 'bok soi dêh Madian tơnei Môis, kơtơ̆ng dôm tơdrong Kră Yang 'Bok Kei-Dei đei pơm ăn kơ Môis hăm kon pơlei Isơrael păng Kră Yang chông ba kon pơlei Isơrael lĕch đơ̆ng dêh Êyiptơ thoi yơ.
EXO.18.2	Sư chông ba hloi Sêpôra, akăn Môis, mă Môis ăn sư wih ngôi tơ hnam 'bă sư. 
EXO.18.3	Hăm 'bar 'nu kon drŏ-nglo sư, minh 'nu anăn sư Gersôm,a yua kơ Môis khan boih inh chă năm oei pơdơh tơ char lu tơmoi, 
EXO.18.4	păng minh 'nu anăn Êliêser,b yua kơ sư đei khan Kră Yang 'Bok Kei-Dei 'bă inh tơgŭm păng pơklaih inh đơ̆ng đao gưm Pharaôn.
EXO.18.5	Na, Jêthrô, tơnei Môis năm chông ba 'bar 'nu kon drŏ-nglo păng akăn Môis, năm ngôi apong tơ anih char glă, anih Môis oei pơdơh jê̆ kông Kră Yang 'Bok Kei-Dei. 
EXO.18.6	Jêthrô athei đe năm khan kơ Môis băt: Inh Jêthrô tơnei ih năm ngôi apong tơ ih hơdai hăm akăn ih păng 'bar 'nu kon drŏ-nglo ih.
EXO.18.7	Môis năm sơng tơnei sư, drap tơ teh kơkuh păng chŭm sư, apinh jet gia dih băl hăm oei 'lơ̆ng akâu. Na mơ̆t lăm bơsŭn. 
EXO.18.8	Môis ră roi ăn kơ tơnei sư băt tôm tơdrong Kră Yang pơm kơ Pharaôn păng bơngai Êyiptơ sư kư̆m roi gah lu bơngai Isơrael dôm tơdrong pơmat-tat truh kơ lu sư rok trong păng Kră Yang tơgŭm pơklaih lu sư liơ liơ.
EXO.18.9	Jêthrô lăm jơhngơ̆m sư hiôk chơt dêh kơ dôm tơdrong mơsêh mă Kră Yang pơm păng pơklaih kon pơlei Isơrael đơ̆ng ti lu bơngai Êyiptơ. 
EXO.18.10	Na Jêthrô pơma khan: Trŏ bơnê ư-ang kơ Kră Yang tơpă! Tơ'ngla pơklaih boih lu iĕm lĕch hlôi đơ̆ng ti bơngai Êyiptơ păng đơ̆ng ti Pharaôn. 
EXO.18.11	Dang ei inh băt boih Kră Yang tih hloh kơ đĭ-đăng yang, yua kơ Sư pơklaih lu iĕm đơ̆ng ti lu bơngai Êyiptơ mă pơm kơ lu iĕm kơnê̆ dêh. 
EXO.18.12	Jêthrô, tơnei Môis, pơyơ̆r tơmam soi 'buh păng dôm tơmam pơyơ̆r nai ăn kơ Kră Yang 'Bok Kei-Dei; đơ̆ng noh Arôn păng lu kră bơngai Isơrael sŏng sa hơdai hăm tơnei Môis 'bơ̆t anăp Kră Yang 'Bok Kei-Dei.
EXO.18.13	Truh pơgê năr đơ̆ng rŏng, Môis hơ-oei sek tơlang kơ kon pơlei; kon pơlei dơ̆ng 'bơ̆t anăp sư đơ̆ng pơgê truh tơ kơsơ̆. 
EXO.18.14	Tơnei Môis 'bôh dôm tơdrong Môis pơm kơ kon pơlei, na sư khan: Kon pơm kiơ kơ kon pơlei? Liơ ih hơ-oei na đĭ-đăng kon pơlei dơ̆ng tăp dăr kơ ih đơ̆ng pơgê hrôih truh tơ kơsơ̆ thoi noh?
EXO.18.15	Môis tơl: 'Noh yua kơ kon pơlei sư năm tơ inh wă kơ băt Kră Yang 'Bok Kei-Dei wă kơ lu sư pơm thoi yơ. 
EXO.18.16	Tơdah lu sư đei tơdrong kiơ, lei lu sư năm tơ inh, wă kơ inh tơlang ăn kơ tơdrong lu sư păng bơtho tơblang ăn lu sư băt tơdrong juăt Kră Yang 'Bok Kei-Dei.
EXO.18.17	Mă-lei tơnei sư khan dơ̆ng: Dôm tơdrong ih pơm noh ưh kơ trŏ ôh. 
EXO.18.18	Tơpă, ih hăm kon pơlei oei hơdai ih gô rơdu rơmơ̆n ưh kơ weh ôh, tơdrong noh trăp dêh kơ ih, minh 'nu ih pŭ ưh kơ kĕ ôh. 
EXO.18.19	Na dang ei, athei mơ̆ng bĕ, inh bơtho tơ'bôh kơ ih, hơpơi apinh Kră Yang oei hơdai ih. Ăn kơ ih jing bơngai tang măt ăn kơ kon pơlei 'bơ̆t anăp Kră Yang 'Bok Kei-Dei păng roi dôm tơdrong lu sư 'bơ̆t anăp Kră Yang 'Bok Kei-Dei. 
EXO.18.20	Ih athei bơtho tơtă ăn tơdrong juăt Kră Yang, 'Bok Kei-Dei tơ'bôh ăn kơ lu sư oei arih sa thoi yơ păng tơdrong kiơ gơh pơm. 
EXO.18.21	Lei na rơih iŏk bĕ lăm kon pơlei dôm bơngai drŏ-nglo gơh hơgei hlôh wao, băt hli yom kơ Kră Yang 'Bok Kei-Dei mă tơpă, areh kơ tơdrong ưh kơ trŏ, na pôk lu sư pơm bơngai wei-lăng minh-rơbâu 'nu, minh-hrĕng 'nu, kơ pơđăm-jĭt 'nu, kơ mơjĭt 'nu bơngai. 
EXO.18.22	Wă kơ lu sư chă sek tơlang ăn kơ kon pơlei rim năr. Tơdah đei tơdrong truh tih, lu sư athei ba tơ ih; na mă dôm tơdrong iĕ, lu sư chă sek tơlang kơdih. Lei na tơdrong jang ih hơiơch 'biơ̆; lu sư gô wang pŭ tơdrong jang hơdai ih. 
EXO.18.23	Tơdah ih pơm thoi noh păng Kră Yang 'Bok Kei-Dei kư̆m ăn thoi noh mơ̆n, ih gô kĕ pơm keh đang đĭ dôm tơdrong jang păng đĭ-đăng kon pơlei kư̆m đei jơhngơ̆m hiôk hơđơ̆ng wih brŏk tơ hnam.
EXO.18.24	Thoi noh Môis chu nơ̆r tơnei sư, pơm kiơ̆ dôm tơdrong tơnei sư bơtho boih. 
EXO.18.25	Na, Môis rơih hloi lu bơngai drŏ-nglo gơh hơgei đơ̆ng lăm kon pơlei Isơrael, pôk ăn pơm yŏng wei-lăng kon pơlei kơ minh-rơbâu 'nu, kơ minh-hrĕng 'nu, kơ pơđăm-jĭt 'nu, kơ mơjĭt 'nu bơngai; 
EXO.18.26	lu sư chă sek tơlang kơ kon pơlei ling-lang. Dôm tơdrong anat lu sư ba ăn tơ Môis sek mă-lei lu sư sek tơlang dôm lu tơdrong iĕ 'bônh.
EXO.18.27	Đơ̆ng noh, Môis ba tơnei sư wih tơ dêh sư kơdih.
EXO.19.1	Đơ̆ng rŏng kơ lu sư lĕch đơ̆ng dêh Êyiptơ, 'nao pêng khei kon pơlei Isơrael truh tơ char glă Sinai. 
EXO.19.2	Lĕch đơ̆ng Rêphiđim năm truh tơ char glă Sinai păng oei pơm bơsŭn pơdơh 'bơ̆t anăp kông.
EXO.19.3	Môis tŏk tơ kông năm tơ Kră Yang 'Bok Kei-Dei, Kră Yang krao sư đơ̆ng kơpal kông khan: Ih athei roi ăn kơ adrĕch Jakôp păng roi tơbăt dơ̆ng kơ kon pơlei Isơrael: 
EXO.19.4	Lu iĕm 'bôh boih dôm tơdrong Inh pơm kơ bơngai Êyiptơ, Inh pôk glơng lu iĕm thoi kơpal pơnăr sem klang, wă chông lu iĕm tơ Inh. 
EXO.19.5	Na, tơdah lu iĕm chu yom Inh păng wei răk dôm tơdrong Inh pơgơ̆p pơkă, lei lăm đĭ-đăng kơ dêh char, lu iĕm boih jing tơmam gĭt Inh. Mă khan đĭ-đăng teh đak jing tơmam Inh ngăl. 
EXO.19.6	Gah lu iĕm jing teh đak 'bok soi păng adrĕch adrung kon pơlei 'lơ̆ng rơgoh Inh, noh boih nơ̆r ih gô pơma hăm kon pơlei Isơrael. 
EXO.19.7	Môis wih krao akŭm lu kră, na roi ăn kơ lu sư dôm nơ̆r Kră Yang đei pơkă ăn athei sư pơma. 
EXO.19.8	Đĭ-đăng kon pơlei minh jơhngơ̆m tơl khan: Lu nhôn gô pơm kiơ̆ dôm tơdrong Kră Yang pơkă, Môis roi hloi kơ Kră Yang kiơ̆ thoi nơ̆r kon pơlei pơma. 
EXO.19.9	Kră Yang khan kơ Môis: Inh gô năm tơ ih lăm hơmơ̆l hơ'bơ̆l; wă kơplah Inh pơma dơnuh hăm ih, na kon pơlei Isơrael kơtơ̆ng wă kơ lu sư lui gơnang kơ ih ling-lang, Môis roi kơ Kră Yang nơ̆r kon pơlei Isơrael đei pơma. 
EXO.19.10	Kră Yang khan kơ Môis: Ih năm bĕ tơ kon pơlei, Isơrael athei kon pơlei hơmet akâu kơdih mă 'lơ̆ng rơgoh năr 'nâu păng năr dơning, athei lu sư pih ao tai.
EXO.19.11	Ăn kơ lu sư kơchăng lăm năr mă pêng, yua năr noh Kră Yang wă jur tơ kơpal kông Sinai 'bơ̆t anăp kon pơlei. 
EXO.19.12	Na ih athei war găn jum dăr kơ kông păng pơkă khan kơ lu sư: Athei kơchăng ưh kơ gơh tŏk tơ kơpal kông, dah hơtŭt 'bơm jơ̆ng kông, bơngai bu hơtŭt 'bơm kông đe gô pơlôch. 
EXO.19.13	Gô klơ̆m pơlôch sư păng tơmo dah prah hăm hră; 'nĕ kơ ăn ti pel 'bơm bơngai noh, mă bơngai dah sem dơrong hơtŭt 'bơm kơ kông noh ưh kơ ăn arih ôh. Dĭng mưh kơtơ̆ng đe hlôm tơgiĕp na kon pơlei gơh năm tŏk tơ kông.
EXO.19.14	Môis jur đơ̆ng kông năm tơ kon pơlei, athei lu sư wei hơmet akâu mă 'lơ̆ng rơgoh păng pih ao tai lu sư. 
EXO.19.15	Na sư khan kơ kon pơlei: Lăm năr mă pêng lu iĕm athei kơchăng, 'nĕ năm jê̆ bơngai drŏ-kăn ôh.
EXO.19.16	Pơgê năr mă pêng, đei grơ̆m glaih kơmlat, hơmơ̆l kok hơ'bơ̆l dêh gom tơ kơpal kông păng kơtơ̆ng đei jơwa hlôm tơgiĕp re dêh pơm kơ đĭ-đăng kon pơlei oei lăm bơsŭn hli tơrơ ngăl. 
EXO.19.17	Môis chông kon pơlei lĕch đơ̆ng bơsŭn năm tơ'bơ̆p Kră Yang 'Bok Kei-Dei; na kon pơlei gô tơ jơ̆ng kông. 
EXO.19.18	'Nhui gom jơ̆p kơ kông Sinai, yua kơ Kră Yang jur tơ lăm ŭnh: 'Nhui ŭnh noh tŏk tơ kơpal kơjung nhen thoi đơ̆ng tơnuh ŭnh tih păng jơ̆p kơ kông pơpơ̆ dêh. 
EXO.19.19	Păng Jơwa tơgiĕp re rai dêh; kơplah noh Môis pơma, na Kră Yang 'Bok Kei-Dei tơl sư jơwa thoi grơ̆m. 
EXO.19.20	Kră Yang jur kơpal kơ̆l kông Sinai, Krao Môis tŏk tơ kông Môis tŏk hloi. 
EXO.19.21	Kră Yang khan kơ Môis, ih jur bĕ khă kon pơlei 'nĕ kơ năm tơkan tơ jê̆ wă lăng Kră Yang, kơnh hli kơ lơ bơngai gô lôch. 
EXO.19.22	Mă lu 'bok soi hai mưh wă năm jê̆ Kră Yang athei hơmet akâu sư mă 'lơ̆ng rơgoh, tơdah ưh kơnh Kră Yang kư̆m pơrăm lu sư.
EXO.19.23	Môis roi kơ Kră Yang: Kon pơlei ưh kơ gơh tŏk tơ kông Sinai ôh, yua kơ Ih đei tơtă kơ inh: Athei war găn jum dăr kơ kông păng wă 'măn anih kông noh 'lơ̆ng rơgoh.
EXO.19.24	Kră Yang khan kơ Môis, ih jur bĕ na chông ba Arôn tŏk hăm ih, mă-lei dôm lu 'bok soi păng kon pơlei 'nĕ kơ năm hlôi kơ war găn na tŏk tơ Inh, kơnh Inh pơlôch pơrăm lu sư.
EXO.19.25	Na, Môis jur đơ̆ng kông năm, roi ăn kơ kon pơlei băt tơdrong noh.
EXO.20.1	Kră Yang 'Bok Kei-Dei pơma dôm nơ̆r 'nâu, khan: 
EXO.20.2	Inh Kră Yang 'Bok Kei-Dei iĕm, pơklaih boih iĕm đơ̆ng dêh Êyiptơ, đơ̆ng pơm đĭch đam.
EXO.20.3	Minh 'nu Inh đĕch, iĕm 'nĕ kơ đei lu yang nai.
EXO.20.4	Iĕm 'nĕ kơ pơm lu rup man kơdih, kư̆m 'nĕ pơm rup ayơ nhen thoi tơmam tơ kơpal plĕnh ti, dah tơ ala teh âu, dah tơ lăm ala đak sŭng. 
EXO.20.5	Iĕm 'nĕ drap kơkuh 'bơ̆t anăp lu rup noh păng kư̆m 'nĕ kơ soi sơmah kơ lu sư, yua kơ Inh boih Kră Yang 'Bok Kei-Dei iĕm, Inh Kră Yang 'Bok Kei-Dei băt kơ gar, dah bơngai bu areh kơ Inh, Inh gô jô̆ yoch đơ̆ng sư na phak truh tơ kon sâu se sư pêng puăn jơhnơr, 
EXO.20.6	păng gô 'mêm dôm rơbâu jơhnơr kơ bơngai bu 'mêm kơ Inh păng wei răk khôi juăt Inh tơtă.
EXO.20.7	Iĕm 'nĕ yua anăn Kră Yang 'Bok Kei-Dei iĕm wă pơma kư̆ kă, yua kơ Kră Yang ưh kơ achăng ôh bơngai bu yua anăn Kră Yang 'Bok Kei-Dei mă pơma kư̆ kă.
EXO.20.8	Athei 'blŏk kơ năr tơpơh wă pơm năr giĕng. 
EXO.20.9	Iĕm athei pơm đĭ tơdrong jang kơdih lăm tơdrâu năr. 
EXO.20.10	Mă-lei năr mă tơpơh wă khan năr pơdơh kơ Kră Yang 'Bok Kei-Dei iĕm: Lăm năr 'noh ih, kon drŏ-nglo, kon drŏ-kăn, đĭch đam sem dơrong ih, dah tơmoi oei lăm hnam ih, 'nĕ kơ jang minh tơdrong kiơ ôh; 
EXO.20.11	yua kơ lăm tơdrâu năr Kră Yang đei pơjing plĕnh, teh, đak dơsĭ păng đĭ-đăng tơmam tơ lăm noh, năr tơpơh sư pơdơh: Na Kră Yang sơkat ăn pŭn hiôk kơ năr tơpơh wă 'măn pơm năr giĕng 'lơ̆ng rơgoh.
EXO.20.12	Athei chu yom kơ mĕ 'bă ih, wă kơ ih gơh arih sot tơ kơpal teh mă Kră Yang 'Bok Kei-Dei đei ăn.
EXO.20.13	'Nĕ kơ pơlôch bơngai.
EXO.20.14	'Nĕ plah klo kăn đe, 'nĕ pơm pơyô kư̆ kă.
EXO.20.15	'Nĕ kơ tơtông klĕ.
EXO.20.16	'Nĕ pơm kơdranh hơlĕnh kơ bôl buăl.
EXO.20.17	'Nĕ 'nhĕng kơ hnam đe, kư̆m lê̆ kơ 'nhĕng akăn đe, dah đĭch đam drŏ-nglo, drŏ-kăn, rơmo, aseh, dah mŭk tơmam đe.
EXO.20.18	Kơplah đĭ-đăng kon pơlei kơtơ̆ng grơ̆m păng jơwa tơgiĕp, 'bôh chêr 'blêt kơmlat, kông lĕch 'nhui, lu sư hli tơtey dơ̆ng tơ ataih. 
EXO.20.19	Kon pơlei khan kơ Môis: Apinh Ih jah pơma hăm lu nhôn na lu nhôn gô mơ̆ng 'nĕ ăn kơ Kră Yang 'Bok Kei-Dei pơma hăm lu nhôn, kơnh hli kơ lu nhôn lôch. 
EXO.20.20	Môis tơl khan: Lê̆ kơ hli, yua kơ Kră Yang 'Bok Kei-Dei jur wă pơlong lăng lu iĕm, wă kơ iĕm đei jơhngơ̆m hli yom kơ sư, na huay kơ pơm yoch hăm sư. 
EXO.20.21	Na kon pơlei dơ̆ng đơ̆ng ataih, Môis năm jê̆ hơmơ̆l hơ'bơ̆l mă Kră Yang 'Bok Kei-Dei oei lăm noh.
EXO.20.22	Kră Yang khan Môis: Ih athei khan kơ kon pơlei Isơrael thoi âu: Lu iĕm 'bôh boih Inh đơ̆ng kơpal plĕnh pơma hăm lu iĕm; 
EXO.20.23	na, 'nĕ kơ man rup yang kơdih iĕm păng hu dah maih na pơting hăm Inh.
EXO.20.24	Ih athei pơm kơ Inh minh pôm chơnang soi păng teh, kơpal noh athei pơyơ̆r tơmam soi 'buh hăm tơmam soi hiôk-hian triu dah rơmo, tơ rim anih ayơ mă Inh ăn athei 'blŏk hơdơ̆r kơ Anăn Inh, Inh gô năm tuh ăn tơdrong pŭn hiôk kơ ih tơ noh. 
EXO.20.25	Tơdah ih pơm kơ Inh minh pôm chơnang soi păng tơmo, 'nĕ kơ yua tơmo pơm păng ti, yua kơ đe blah tơmo păng ti, lei gô pơm kơ chơnang noh jing 'mê̆-'mach. 
EXO.20.26	Ih 'nĕ tŏk hăm kung dah wă năm tơ chơnang soi kơnh 'bôh tơdrong brao ih.
EXO.21.1	'Nâu tơdrong tơtă ih athei tơbăt ăn kơ kon pơlei pơla: 
EXO.21.2	Tơdah ih răt đĭch đam bơngai Hêbrơ, sư gô bơ̆jang lăm tơdrâu sơnăm truh sơnăm mă tơpơh gô achăng ăn kơ sư rơngei. Ưh kơ 'mong jên ôh. 
EXO.21.3	Dah sư mơ̆t minh 'nu lei gô achăng sư minh 'nu dah sư mơ̆t đei akăn, kư̆m achăng tơlĕch hloi hăm akăn sư. 
EXO.21.4	Tơdah tơ'ngla sư chă ăn kơ sư akăn păng dah akăn sư rơneh kon drŏ-nglo dah kon drŏ-kăn, lei sư lĕch rơngei minh drô̆ sư đĕch, kon păng akăn sư gô oei tơ tơ'ngla sư, 
EXO.21.5	mă-lei tơdah đĭch đam sư pơma hơdah; inh 'mêm kơ yŏng tơ'ngla păng kon akăn inh, inh ưh kơ 'maih rơngei ôh, 
EXO.21.6	lei yŏng tơ'ngla sư gô chông ba sư năm 'bơ̆t anăp 'bok sek tơlang đơ̆ng Kră Yang 'Bok Kei-Dei, na athei sư năm jê̆ tơ 'măng dah năm jê̆ jrăng 'măng, đơ̆ng noh tơ'ngla sư athei iŏk kơnho tôt đon sư; na sư gô bơ̆jang kơ tơ'ngla sư dĭng đĭ chăl arih.
EXO.21.7	Tơdah bơngai bu tĕch kon drŏ-kăn sư pơm đĭch đe, kon drŏ-kăn 'noh ưh kơ gơh rơngei ôh thoi đĭch đam drŏ-nglo, 
EXO.21.8	tơdah tơ'ngla adrol hlôi iŏk đĭch đam pơm akăn, na đơ̆ng rŏng kơ 'noh ưh kơ wă dơ̆ng, lei gơh ăn kơ đe bu mă tĕch sư huai iŏk dơ̆ng, ưh kơ gơh tĕch ăn kơ bơngai tơmoi. 
EXO.21.9	Tơdah tơ'ngla sư wă rơ̆ng kơ kon tơdăm sư, lei athei bơtho tơ'bôh lăng sư nhen thoi kon drŏ-kăn sư kơdih. 
EXO.21.10	Tơdah tơ'ngla sư đei iŏk oei kơ bơngai drŏ-kăn nai na gah akăn sư blŭng-a sư ưh kơ gơh tơjur hơtŭch, lê̆ tơmam sa, hơbĕn ao păng tơdrong 'mêm băl klo kăn. 
EXO.21.11	Na tơdah yŏng tơ'ngla sư ưh kơ pơm kiơ̆ pêng tơdrong 'nâu, lei adruh 'noh gơh rơngei ưh pă kăl kơ 'mong jên huai iŏk.
EXO.21.12	Bơngai bu teh pơlôch bơngai, đe gô sek tơlang pơlôch sư. 
EXO.21.13	Mă tơdah bơngai 'noh ưh kơ pơrơ̆ng wă pơlôch. Mă-lei yua kơ 'Bok Kei-Dei pơjao bơngai lôch 'noh lăm tơpang ti sư, na Inh gô tơ'bôh ăn kơ sư minh anih wă kơdâu ôn. 
EXO.21.14	Tơdah bơngai bu pơrơ̆ng chă đon wă 'maih pơlôch đe. Mă đơ̆ng sư ôn tơ anih chơnang soi kơ Inh, kư̆m athei rôp păng pơlôch sư.
EXO.21.15	Bơngai bu teh 'bă dah mĕ sư kơdih, đe gô sek tơlang pơlôch sư.
EXO.21.16	Bơngai bu rôp tơtông bơngai păng tĕch, dah oei rôp bơwei lăm ti sư, đe gô sek pơlôch sư.
EXO.21.17	Bơngai bu blei hiap 'bă dah mĕ sư kơdih, đe gô sek pơlôch sư,
EXO.21.18	Tơdah đei 'bar 'nu bơngai tơtôn tơteh băl, bơngai âu teh bơngai to păng tơmo dah chok păng ti, ưh kơ mah truh kơ lôch mă-lei sư pă gơh iung, 
EXO.21.19	tơdah oei gơh iung chĕp 'long jra năm chă ngôi tơ 'nguaih bơngai mă teh noh đe gô mơnat ăn yoch sư. Mă-lei athei duh jên hơmet tơdrong jĭ kơplah dôm năr sư păn păng rong truh kơ sư klaih praih hiôk pran.
EXO.21.20	Tơdah yŏng tơ'ngla iŏk 'long teh đĭch đam sư drŏ-nglo dah drŏ-kăn păng lôch hloi đơ̆ng ti sư, đe kư̆m athei phak tơmal sư, 
EXO.21.21	mă-lei tơdah đĭch đam sư oei arih minh 'bar năr, tơ'ngla sư ưh kơ yoch, yua kơ sư noh tơmam yŏng tơ'ngla sư.
EXO.21.22	Tơdah đei tơtôn tơteh băl, hăm minh 'nu bơngai oei anăp, pơm kơ nge sư huŏng, mă-lei huay kơ đei jĭ răm nai, lei bơngai teh đe 'noh athei duh kiơ̆ kơ klo sư hơgăt păng ăn jên kư̆m kiơ̆ kơ 'bok sek tơlang.
EXO.21.23	Mă-lei tơdah đei tơdrong răm kiơ nai dơ̆ng, na ih gô iŏk răm tơdrong arih 'mong tơdrong arih. 
EXO.21.24	Răm măt 'mong măt, răm hơnĕnh 'mong hơnĕnh, răm ti 'mong ti, răm jơ̆ng 'mong jơ̆ng. 
EXO.21.25	Pơtŏk 'mong pơtŏk, pham kơdơ̆k 'mong pham kơdơ̆k, rơka 'mong rơka.
EXO.21.26	Tơdah bơngai bu teh 'bơm măt đĭch đam drŏ-nglo dah drŏ-kăn, pơm kơ sư măt tol, athei ăn kơ sư rơngei yua kơ măt sư tol, 
EXO.21.27	tơdah bơngai bu pơm kơ đĭch đam drŏ-nglo dah drŏ-kăn sư hiong minh pôm hơnĕnh, athei ăn kơ sư rơngei, yua kơ hiong hơnĕnh.
EXO.21.28	Tơdah đei rơmo tơ̆m bơngai drŏ-nglo dah drŏ-kăn na lôch hloi, rơmo 'noh athei klơ̆m pơlôch hăm tơmo, mă-lei đe ưh kơ gơh sa 'nhĕm sư ôh, na tơ'ngla rơmo, noh gơh klaih. 
EXO.21.29	Mă-lei dah rơmo noh juăt kơ gơlŭng tơ̆m đe păng đe roi boih kơ tơ'ngla sư, na tơ'ngla sư oei ưh kơ chĭt wei sư 'mơ̆i, na rơmo noh oei tơ̆m pơlôch minh 'nu bơngai drŏ-nglo dah drŏ-kăn, đe gô klơ̆m pơlôch rơmo noh păng tơmo păng kư̆m pơlôch tơ'ngla sư dơ̆ng mơ̆n. 
EXO.21.30	Dah đe athei tơ'ngla rơmo 'noh duh, tơ'ngla sư khŏm duh kiơ̆ kơ đe hơgăt. 
EXO.21.31	Tơdah rơmo tơ̆m minh 'nu hơ'lơ̆p drŏ-nglo dah drŏ-kăn, lei đe kư̆m gô pơm kiơ̆ tơdrong juăt 'nâu, 
EXO.21.32	tơdah rơmo tơ̆m 'bơm đĭch đam drŏ-nglo dah drŏ-kăn, tơ'ngla rơmo athei duh pêng-jĭt hlak sêikơla jên hu ăn kơ tơ'ngla sư; na rơmo 'noh gô klơ̆m pơlôch păng tơmo.
EXO.21.33	Tơdah bơngai bu pơih 'măng sơlŭng dah mă sir hơlŭng na ưh kơ klơ̆p hơmet, na dah rơmo aseh huŏng tơ lăm noh, 
EXO.21.34	tơ'ngla sơlŭng gô duh jên ăn kơ tơ'ngla rơmo, mă-lei sem dơrong mă lôch 'noh ăn kơ tơ'ngla sơlŭng. 
EXO.21.35	Dah rơmo bơngai âu tơ̆m rơmo bơngai nai na lôch hloi, 'bar 'nu bre sư athei tĕch rơmo mă oei arih 'noh, asong băl jên păng asong băl 'nhĕm rơmo mă lôch 'noh mơ̆n. 
EXO.21.36	Mă-lei tơdah tơ'ngla rơmo băt kơ rơmo sư juăt kơ gơlŭng, dah tơ̆m păng ưh kơ bơngơ̆t wei-lăng, tơ'ngla sư athei iŏk rơmo duh 'mong rơmo arih, mă-lei rơmo lôch 'noh oei lê̆ kơ tơ'ngla sư.
EXO.22.1	Bơngai bu tơtông klĕ rơmo dah triu, klaih kơ noh pơlôch dah tĕch lê̆, sư athei duh pơđăm tŏ rơmo ăn kơ đơ̆ng minh pôm rơmo păng puăn tŏ triu ăn kơ đơ̆ng minh pôm triu, 
EXO.22.2	tơdah bơngai tơtông klĕ oei chơkơ̆ 'măng na đe rôp păng teh pơlôch, bơngai teh pơlôch ưh kơ đei yoch.
EXO.22.3	Mă-lei tơdah teh pơlôch kơplah 'năr đĭ lĕch boih, 'noh sư pŭ yoch pơlôch bơngai. Mă-lei tơdah teh pơlôch kơ'năr boih, sư pŭ yoch pơlôch bơngai, bơngai tơtông athei duh; tơdah ưh kơ đei kiơ, thoi noh đe gô tĕch sư, yua kơ tơdrong tơtông klĕ sư. 
EXO.22.4	Dah tơmam mă bơngai tơtông kah đei iŏk, rơmo, aseh, dah triu, oei 'bôh arih lăm tơpang ti sư, lei bơngai tơtông khŏm duh hơgăt 'bar.
