GEN.1.1	Di katbuan, Dwata mimò langit na banwe. 
MAT.5.6	Nun kafye i dad to bitil na malinum i katlu Dwata,
MAT.5.6	du fabsolan ale kadang.
MAT.5.7	Nun kafye i dad to kamdo i dademela to,
MAT.5.7	du kando ale Dwata.
MAT.5.8	Nun kafye i dad to matlu i nawala,
MAT.5.8	du site ale kadang Dwata.
MAT.5.9	Nun kafye i dad to smafye i dademela to,
MAT.5.9	du matlo ale dad ngà Dwata.
MAT.5.10	Nun kafye i dad to fanlayam mdà di matlu nimòla,
MAT.5.10	du gakuf ale di kagot Dwata.
MAT.5.11	“Nun kafyeyu ku nadoy gamu i dad to, na fanlayam gamu, na ku dnalamla gamu di kdee bung sasè làyu nimò du mdà di ksasatuyu di deg. 
MAT.5.12	Salngad ani i kaflayamla dad tugad Dwata di muna, taman too gamu flehew du bong untungyu kadang di langit.
MAT.5.13	“Gamu dad togu, di kagbolyu di dad to di tah tanà gambet gamu i kahì du gamu gumdà i kafye di dale. Kabay ku magwè i nem i kahì, talandè kibò fye fasfulê i neman. Na ku én knè i kahì talandè gukmamu dun, tatì alò bat na ndà i dad to.
MAT.5.14	“Na di kagbolyu di dad to di tah tanà lê gamu gambet i salò. Ku fkahta di lunsud, ku ditù gugnean di tah i bulul là gbuni dun. 
MAT.5.15	Na i to mtam i salò, laan snukub dun. Bay ku ntaman i salò, toon fagfan gufkahan, du fye mite i kdee dad to. 
MAT.5.16	Salngad én gamu, tooyu fneng i salòyu di kdee dad to, du fye teenla dad fye nimòyu, na dnayenla i Màyu di langit.”
MAT.5.17	Na man fa Dyisas, “Nangyu fandam ku i duengu salu dini di tah tanà, du kayègu fnang dad flalò blé Dwata fagu di ku Mosis na i tdò i dad tugadan. Làgu sa fnang, bay fitegu i glut kimen dun. 
MAT.5.18	Tulengu gamu i kaglutan, di klo i nun tanà na langit, landè lana di flalò Dwata balù tukay du mti gdohò i kdee. 
MAT.5.19	Na taman balù simto mlafà balù alò satu flalò Dwata, na léan tdò di demen dad to i klafà dun, mdanà kenen di kdee to di kagot Dwata di langit. Kabay ku simto mimen kdee flalò Dwata na tdoan di demen to i kimen dun, too kenen mdatah to di kagot Dwata di langit. 
MAT.5.20	Taman mangu di gamu silang gamu gakuf di kagot Dwata ku mdatah fa i katluyu di katlu i dad to tamdò i flalò Dwata na i dad Farisi di kimenla i flalò Dwata.”
MAT.5.21	Na fadlug Dyisas tamdò, manan, “Talingeyu i gal tdò di dad to di muna fa, manan, ‘Nang gamu manò, na ku simto manò, nebeyu di gumukum du fye nukum.’ 
MAT.5.22	Kabay ani mangu fa di gamu, balù simto to flabè i demen to gablà nukum di gal gumukumyu. Na lêman i to smilo i demen to, gablà nukum di dad mdatah mukum. Na lêman i to ku manan, ‘Landè kamu ge,’ du mdà di kalbutan satu to, gablà kenen fanlayam Dwata di lanaw lifoh.
MAT.5.23	“Taman ku tadéén ge di gudamsù di Dwata, na nun fanam blé di Dwata, bay nun gafaldamam salà tamgimoam di demem to, 
MAT.5.24	funam tnagak i blém na mdà ge salu di to én na fnafyem klom samfulê du mlé i dsuam di Dwata.
MAT.5.25	“Na ku nun to fsalà ge na neben ge di usay fye ku funa gamu stulen alò gamu du fye gasil sulê di gusafyeyu di là gamu fa gafat di ganlal, du ku takel ge ditù, ken blén ge di to mukum du kenen gmadè ku tan kiboan ge. Na i to mukum blén ge di dad fulis na i fulis fbilanggù ge. 
MAT.5.26	Na tulengu gamu i kaglutan, ku mkel ani di ge, silang ge galwà di bilanggù ku taftim bnayad i salaam.”
MAT.5.27	Na fadlug Dyisas tamdò, manan, “Talingeyu i gal tdò manan, ‘Nang ge mlafà i yaanam.’ 
MAT.5.28	Kabay ani mangu di gamu, balù simto to meye di satu libun ise yaanan na nibalan tagamsalà kenen du tanlafaan yaanan di fandaman. 
MAT.5.29	Taman ku i matam kwanan mebe ge di kimò sasè, baling fye fa ku tanwilam na batam, du fye là ge fles mimò sasè. Fye fa ku lana satu matam na nun nawam landè sen, di sikof i laweham na baling ge bat di lanaw lifoh. 
MAT.5.30	Na lêman ku i kmalam gsen di kwanan mebe ge di kimò sasè, baling fye fa ku kanlangam na batam, du fye là ge fles mimò sasè. Fye fa ku lana satu alel di laweham di sikof i laweham, bay baling ge gsalu di lanaw lifoh.”
MAT.5.31	Na man Dyisas fa, “Na nun gal tdò di muna fa, ‘Balù simto to mkah i yaanan, là fakay ku laan blé di kenen i fafil gugmadè takahan kenen.’ 
MAT.5.32	Kabay ani mangu di gamu, balù simto lagi mkah i yaanan i là mlafà kenen gamsalà di Dwata, du i kakahan kenen gumdà i yaanan mlafà kenen ku lêman mwè yaan i libun kahan. Na i lagi mwè i libun takah ani lê gakuf kenen di kagsalaan.”
MAT.5.33	Na fadlug Dyisas tamdò, manan, “Talingeyu i gal tdò di dad to, manan, ‘Ku smafà ge, nang tmulen kéng, bay toom dnohò i fakangam di Dwata.’ 
MAT.5.34	Kabay ani mangu di gamu, nang gamu smafà. Hae, nang gamu smafà fagu di langit, du én sa i gusudeng Dwata di kagotan. 
MAT.5.35	Na nang gamu smafà fagu di tanà, du én gumdà i blian. Na nang gamu smafà fagu di Dyérusalém, du én sa syudad Dwata i too mdatah harì. 
MAT.5.36	Na nang gamu smafà fagu di uluyu, balù sbalu wakyu làyu gagan fbukay ku demen fafitam. 
MAT.5.37	Kabay di ktimelyu ku mayè gamu, manyu ‘hae’, na ku là gamu mayè, manyu ‘là’, du ku smafà gamu fa én ksafà tnùyu fdu di ku Satanas.”
MAT.5.38	Na man Dyisas fa, “Talingeyu i gal tdò di dad to, manan, ‘Ku nun to fatduk i satu matayu, fatdukyu satu kenen mata. Na ku nun to falmo satu kifanyu, lêyu falmo satu kifanan.’ 
MAT.5.39	Kabay ani i mangu di gamu, nang gamu malas sasè di to mimò sasè di gamu. Kaflingenta dun ku nun to smamfak gamu di bali bawehyu di kwanan, lêyu nà i balin du fsamfakyu kenen. 
MAT.5.40	Ku nun to mebe gamu di usay, du fye gwean saulyu, lêyu blé kenen i tahà sigalyu. 
MAT.5.41	Na ku nun to mleges gamu mebe i knakifan kel di kawag i satu kilumitru, nebeyu kel di lwe. 
MAT.5.42	Na ku nun to mni di gamu, banléyu kenen, na fandemyu i to mayè mdem di gamu.”
MAT.5.43	Na fadlug Dyisas tamdò, manan, “Talingeyu i gal tdò di dad to, manan, ‘Kandom i dad demem sgalak, na knangam nawa,’ kun, ‘i dad to dmuen ge.’ 
MAT.5.44	Kabay ani mangu di gamu, kandoyu i dad dmuen gamu, na dnasalyu i dad to mlayam gamu. 
MAT.5.45	Na ku ani nimòyu too dnilè dad to na gamu dad ngà i Màyu di langit, du Dwata là alò di dad to matlu i gufnengan i duh na gumlén i ulen bay balù di dad to i là matlu na mimò sasè. 
MAT.5.46	Nangyu fandam ku nun untung blé Dwata gamu ku én alòyu kando i dad to kamdo gamu. Landè gusahal i nimòyu di nimò dad to sasè gambet dad to gal mwè bayad buhis, du galla kando i dad to kamdo dale. 
MAT.5.47	Na salngad én, ku alò én gustulenyu i dademeyu sgalak landè gusahal i nimòyu di nimò dad to là gmadè Dwata, du balù dad to là gmadè Dwata stulen ale di dademela sgalak. 
MAT.5.48	Taman tooyu snikof i kakdoyu di kdee dad to, du fye sikof i katluyu salngad di Màyu di langit.”
MAT.6.1	Na fadlug Dyisas tamdò, manan, “Di kimòyu i dad nimòyu di Dwata too gamu fgeye, du fye ise én duenyu mimò dun du fite di dademe to, du ku én nimòyu, landè untung gdawatyu mdà di Màyu di langit.
MAT.6.2	“Taman ku nun tabeng bléyu di dad to landè knun, nangyu fgadè dun gambet i nimò dad to gal mféw di tafan ale mlé déén di gudee dad to di gal gusatdoito na di kilil dalan, du alòla kayè ku dag i dad to i nimòla. Na tulengu gamu i kaglutan, alò kdag i dad to gusen i untungla. 
MAT.6.3	Kabay gamu, ku nun bléyu di dad to landè, nangyu fgadè balù di dademeyu sgalak, 
MAT.6.4	du fye gbuni i kabléyu, na i Màyu di langit i mite kdee nimòyu di gugbunin, kenen sa i mlé gamu untung.”
MAT.6.5	Na fadlug Dyisas tamdò, manan, “Ku dmasal gamu di Dwata nangyu ganbet i dad to flingu ale fye to. Ku dmasal ale, too ale mayè tadag di gal gusatdoito dad Dyu, na di kilil i dalan fye teen dad to i nimòla. Na tulengu gamu i kaglutan, alò kdag i dad to gusen i untungla. 
MAT.6.6	Kabay gamu, ku dmasal gamu fusuk gamu di sibayyu na tnakabyu, na dmasal gamu di Màyu i là teen. Na i Màyu mite kdee nimòyu di gugbunin, kenen sa i mlé gamu untung.
MAT.6.7	“Na ku dmasal gamu nangyu fandee i manyu landè gukmamu gambet nimò i dad to dmasal di dad ise glut dwata,
MAT.6.8	Nangyu ale ganbet du tasana gadè i Màyu i kanlidùyu di là gamu fa mni di kenen. 
MAT.6.9	Kabay gambet ani i fye kdasalyu,
MAT.6.9	Màmi déén di tah langit,
MAT.6.9	kayèmi moon ku kdee dad to mangamfù di ge.
MAT.6.10	Kayèmi ku ge magot i kdee dad to,
MAT.6.10	na ku gdohò i kdee knayeam dini di tah tanà
MAT.6.10	salngad kagdohoan déén di langit.
MAT.6.11	Blém gami gablà knaanmi di duh ani.
MAT.6.12	Na nlifetam i dad salàmi,
MAT.6.12	salngad klifetmi salà i dad to gamsalà di gami.
MAT.6.13	Nangam faloh di gami i dad tilew gamgebe gami di salà,
MAT.6.13	bay falwaam gami di ku Satanas gumdà i kdee sasè.
MAT.6.14	“Na ku nlifetyu salà i dademe to gamsalà di gamu, nlifet i Màyu di langit gamu salà. 
MAT.6.15	Kabay ku làyu nlifet salà i demeyu to là nlifet i Màyu di langit gamu salà.
MAT.6.16	“Na ku fwasa gamu, nangyu flidù bawehyu gambet i dad to gal flingu ale fye to, du én nimòla fitela di bawehla na too ale bitil,
MAT.6.17	Kabay gamu ku fwasa gamu samwat gamu na lngauf, 
MAT.6.18	du fye landè dad to dmilè i kafwasayu. Na i Màyu di langit i là teen mite i kdee nimòyu di gugbunin, na kenen i mlé gamu untung.”
MAT.6.19	Na fadlug Dyisas tamdò, manan, “Nang gamu samtifun knun dini di tah tanà, du alò falmo i kanok na tnéé ku demen tnaku i dad to. 
MAT.6.20	Kabay én gusamtifunyu knun ditù di langit, du ditù landè kanok gafalmo dun na laan tnéé, na landè to gfusuk du tmaku dun. 
MAT.6.21	Hae, du ku nè gusamtifunyu i knun tooyu knabas, én sa gumnè i nawayu.
MAT.6.22	“I matayu gambet i salò di lawehyu. Ku fye i keyeyu fakayyu man matlu i fandamyu, na gambet langub lwa klamang lawehyu, 
MAT.6.23	bay ku sasè i keyeyu, sasè fandamyu na gambet langub kifu klamang lawehyu. Na ku sasè i keyeyu na fandamyu too gamu mnè di gukmifun.
MAT.6.24	“Landè kibò flifan di lwe amu, du ku lwe amu satu to knangan nawa satu na kanbongan nawa satu ku demen nimenan satu na snilon satu. Ku too bong nawayu i knun na làyu gimen Dwata du landè kibò flifan di lwe.
MAT.6.25	“Taman ani mangu di gamu, nangyu fsamuk i nawayu gablà di knèyu dini di tah tanà, i galyu knaan na ninum, na gablà di lawehyu ku tan klaweh galyu lsak. Mabtas fa i nawata di knaan, na i lawehta di klaweh. Na ku gablé Dwata di gamu i lawehyu na nawayu, kan ku fsamukyu nawayu gablà di knaan na klaweh?
MAT.6.26	“Fandamyu dad anuk di bnas mayeng di langit. Là ale mla ku demen kamtu, landè fol gumusekla i ulê i flala, bay fankaan ale i Màyu di langit. Na gamu too mabtas fa di dad anuk. 
MAT.6.27	Nun kè di gamu tmugad i klawilan balù tukay fagu di kafsamuk i nawan gablà di kliduan? Landè sa. 
MAT.6.28	Na tan fa ku fsamukyu nawayu gablà di klawehyu? Fandamyu dad bulek di bnas, ku tan kibò ktabòla. Là ale faflayam meye klidùla na là ale mimò klawehla. 
MAT.6.29	Kabay ani mangu di gamu, balù Harì Solomon di too nun knunan, landè klawehan gasngad di kafye baweh i satu bulek nimò Dwata. 
MAT.6.30	Na fandamyu, landè kabtas dad bulek di bnas mto duh ani bay fayah mlanas na bat di lifoh. Ku kanlaweh Dwata i dad bulek di kafye én, laan gamu kè kanlaweh du too gamu mabtas? Tay, too tukay i ksaligyu! 
MAT.6.31	Taman nangyu fsamuk nawayu, na nangyu man, ‘Tanè gumwèmi i knaanmi? Tanè gumwèmi ninummi? Tanè gumwèmi klawehmi?’ 
MAT.6.32	Hae, du én nimò dad to là gmadè Dwata du toola fanngabal kdee ani, bay i Màyu di langit tasana gmadè i kdee klidùyu. 
MAT.6.33	Kabay gamu, ani nimòyu, funayu fdatah di nawayu kagot Dwata gamu, na klalòyu katlun, na blén di gamu kdee kanlidùyu. 
MAT.6.34	Taman nangyu fsamuk nawayu gablà di klidù fayah, du dee i dad klidù di mduh ani. Silangyu fandam i dad klidùyu ku takel.”
MAT.7.1	Na fadlug Dyisas tamdò, manan, “Nang gamu mukum i demeyu to, du fye là gamu nukum Dwata. 
MAT.7.2	Ku tan i ukumyu demeyu to salngad i ukum Dwata gamu, na ku tan kablat ukumyu i demeyu to salngad kablat ukum Dwata gamu.
MAT.7.3	“Kan ku neyem i tukay salà gambet fuling di mata i demem to, bay tatiam bayà i bong salà gambet i bateng di ge mata? 
MAT.7.4	Na kan ku manam, ‘Nwègu kun i fulingam,’ na blaam nun bong bateng di ge mata. 
MAT.7.5	Tay, tatì ge flingu fye to, funam nwè i bong bateng di ge mata, du fye, fye kitem di kweam fuling di mata i demem to.
MAT.7.6	“Na di ktulenyu i kaglut Dwata, ku nun to là mayè flinge nangyu fadlug tulen di dale. Hae, nangyu blé di dad ayem i nfun Dwata du kenla gamu baling nakét. Na nangyu bat di dad sdè dad too mabtas du balingla sa sandà.
MAT.7.7	“Mni gamu di Dwata, na banlén gamu, mngabal gamu na fiten di gamu i fanngabalyu, na mbal gamu fusuk na lanwan di gamu i takab. 
MAT.7.8	Du balù simto mni di Dwata, gamdawat sa kenen, na balù simto mngabal, fite Dwata di kenen i fanngabalan, na balù simto mbal fusuk, lanwa Dwata di kenen i takab.
MAT.7.9	“Gamu dad lagi nun dad ngà, ku mni dad ngàyu fan, bléyu kè batu? 
MAT.7.10	Ku mni nalaf, bléyu kè ulad? Là sa. 
MAT.7.11	Balù tagnè gamu dad gamsalà, knean fulung gamu mlé fye di dad ngàyu. Mdatah fa déén i kfulung Màyu di langit mlé kafye di dad mni di kenen.”
MAT.7.12	“Na ku tan kayèyu nimò i demeyu to di gamu, én nimòyu di dale, du én sa i gumtatek kdee flalò blé Dwata fagu di ku Mosis na i tdò i dademe tugadan.”
MAT.7.13	Na fadlug Dyisas tamdò, manan, “Neyeyu du fye fusuk gamu di fital dalan salu di nawa landè sen, du mabal i gufusuk na too mula kagu déén di dalan salu di lanaw lifoh, na too dee dad to magu déén. 
MAT.7.14	Kabay i dalan salu di nawa landè sen too fital i gufusukan na too malima nagu, na là dee to mite dun.”
MAT.7.15	Na fadlug Dyisas tamdò, manan, “Too gamu fgeye du nun dad to flingu ale tugad mdà di Dwata. Salu ale di gamu gambet dad mnalam lmanaf bilibili, bay i too glut kagkahla salngad di labè ayem di bnas gal falmo. 
MAT.7.16	Én gudmilèyu ku fye ale di ulê nimòla, salngad di dad munge dilè di bungela. I walad banal là munge i bunge grép, na i samfinit là munge i bunge fig. 
MAT.7.17	Salngad én, i fye kayu, munge fye, na i sasè kayu, munge sasè. 
MAT.7.18	I fye kayu là gambunge sasè, na i sasè kayu là gambunge fye. 
MAT.7.19	Na gukel kdee kayu là munge fye, nbek na ntam. 
MAT.7.20	Taman én gudmilèyu i dad ise glut tugad Dwata fagu di dad sasè nimòla.
MAT.7.21	“Di kdee dad to tamlo deg, ‘Amu,’ là ku i kdeela gfusuk di kagot Màgu di langit. Én alò gfusuk i dad to mimen i knayean. 
MAT.7.22	Di kakel i duh kukum kadang, dee dad to fakdo di deg, manla, ‘E Amu, làmi kè tdò i Tnalù Dwata, na fagu di dagitam falwàmi dad busaw, na gamgimò gami i dee tnikeng.’ 
MAT.7.23	Kabay én mangu di dale, ‘Làta gamu dilè. Fawag gamu di deg, du gamu dad to mimò sasè.’
MAT.7.24	“Na taman kat to mlinge i dad tdògu na mimen dun, salngad ale di to too fulung faldam du déén gufdakan gumnean di bong batu. 
MAT.7.25	Na kel i bong ulen, na dmunuk na mbal i bong nus fsalu di gumnean, bay laan fugen du déén gugafdak i dad lahan di tah batu. 
MAT.7.26	Kabay kat to mlinge i tdògu, bay là mimen dun, salngad kenen di satu to là fulung faldam du déén gufdakan gumnean di falak. 
MAT.7.27	Na kanto mulen na dmunuk na mbal i bong mgal nus fsalu di gumnean, tatì fugen na mti malbà.”
MAT.7.28	Na kafnge kman Dyisas ani too tikeng i kdee dad to di katdoan, 
MAT.7.29	du too nun glalan di katdoan, là salngad di katdò i dad tamdò i dad flalò blé Dwata fagu di ku Mosis.
MAT.8.1	Na di kasol Dyisas mdà di bulul gutamdoan, too dee dad to mlalò kenen. 
MAT.8.2	Na nun satu lagi tanfig fdadong di kenen, na lkuad di munan, manan, “Amu, ku beg ge mayè gaganam fgulê deg di tduk fagsik deg ani.”
MAT.8.3	Na nagot Dyisas kenen, manan, “Mayè agu sa. Mgulê ge nan.” Na too glut, tamgulê i tfigan. 
MAT.8.4	Na man Dyisas di kenen, “Nangam tulen ani di balù simto to, bay én nimoam mdà ge, na fitem laweham di bà di Dwata na nebem di kenen i dsù di Dwata fgadè ku Mosis, du én i gugmadè i dad to too glut tamgulê ge.”
MAT.8.5	Na salu Dyisas di lunsud Kafernaum. Kakelan déén nun satu kafitan dad sundalu mdà di banwe Roma smite kenen du mni tabeng, 
MAT.8.6	manan, “Amu, én lifangu tatì milè di gumnègu du là galyak lawehan na too sasè kaflayaman.”
MAT.8.7	Na man Dyisas di kenen, “Salu agu ditù du fye fangulêgu kenen.”
MAT.8.8	Kabay man i kafitan, “Amu, là agu gablà ku fusuk ge di gumnègu. Alò ge talù na mgulê i lifangu. 
MAT.8.9	Gadègu ani, du balù agu mdanà di dad mdatah ganlal, nun sa dad sundalugu mdanà fa di deg, na ku nun dekgu mdà, mdà sa. Na ku dekgu salu dini, na gasil salu dini. Na ku nun dekgu lifangu mimò balù i tan déén, nimoan. Mdatah fa ge, ku nun manam, mgimò sa.”
MAT.8.10	Kaklinge Dyisas i manan, too kenen tikeng, na man Dyisas di dad to mlalò kenen, “Tulengu gamu i kaglutan, landè fa to teengu di bel Israél salngad ani i bong kafaglutan. 
MAT.8.11	Na ani mangu gamu, kadang di fulé duh, nun dee dad to ise Dyu kel mdà di klamang banwe, mdà di gusut i duh na di gusdafan, na kmaan ale di saféd ale Abraham, Isaak, na Dyékob di kagot Dwata di langit. 
MAT.8.12	Kabay dee dad Dyu gakuf moon di kagot Dwata du bel Israél, bay balingan ale bat di lwà di gukmifun, déén di gumlanula na gukminggat i kifanla.”
MAT.8.13	Na lêman talù Dyisas di kafitan dad sundalu, manan, “Fakay ge mulê, du tamgimò i fnaglutam.” Na glut sa, du salngan di kman Dyisas dun, tamgulê i lifan kafitan i dad sundalu.
MAT.8.14	Kafnge én salu ale Dyisas di gumnè Fiter. Di kfusukan teenan i tewe Fiter libun milè déén du too minit i lawehan. 
MAT.8.15	Na fdadong Dyisas na nagotan i kmalan, na magwè i initan. Na gasil kenen mték, na fles mlé kenen knaan.
MAT.8.16	Na di kasdaf i duh, nebe i dad to di ku Dyisas dee dad to nun busaw, na falwaan i dad busaw fagu alò di taluan na fanguléan i kdee nun tduk. 
MAT.8.17	I nimò Dyisas ani dunan i gman Isaya, i tugad Dwata, manan,
MAT.8.17	“Kenen mwè dad lyaloito,
MAT.8.17	na fgulê dad tdukito.”
MAT.8.18	Na di satu duh, teen Dyisas too dee dad to stifun di safédan, taman manan di dad gal mlalò kenen, “Mifal ito i lanaw.” 
MAT.8.19	Na di là ale fa mdà nun satu to gal tamdò dad flalò blé Dwata fagu di ku Mosis fdadong di kenen, na manan, “To Tamdò, magin agu ge balù nè gusalum.”
MAT.8.20	Na man Dyisas di kenen, “Fandamam i kalima di klalò deg, du i dad tuyun, nun ilib gumulêla, na dad anuk di bnas, nun fulalla, bay deg, i dnagit Tingà To, balù gumilègu, landè.”
MAT.8.21	Na nun satu to gal mlalò ku Dyisas, manan di kenen, “Amu, faloham agu mulê funa du lbanggu mà.”
MAT.8.22	Kabay man Dyisas, “Bayaam i tamati. Én lambang dun i dad to mati, i dad to là fa gamfun nawa landè sen. Kabay ge, fles ge mlalò deg.”
MAT.8.23	Na kafnge én, myak Dyisas di aweng na magin dad to gal mlalò kenen. 
MAT.8.24	Na di kifalla i lanaw nkel ale i bong mgal nus di talà na maglam lwek i awengla, na fan fnò yéél. Kabay Dyisas, kudang. 
MAT.8.25	Taman fdadong dad mlalò kenen, du nukatla, manla, “E Amu, tnabengam gami! Tafan ito galnab, mlimas ito kadang!”
MAT.8.26	Na man Dyisas, “Kan ku likò gamu? Tukay kadì i ksaligyu.” Na tadag kenen na nngakan i nus na dad lwek, na mbaling too lanél i lanaw.
MAT.8.27	Kite dad lagi én, too ale tikeng, na sasalek ale, manla, “Tan bung to ani? Balù nus na lwek mimen kenen.”
MAT.8.28	Kakel ale Dyisas di banwe Gadara di faltù i lanaw, nun gsitongan lwe lagi nun busaw. Lamwà ale mdà di dad ilib gulambang i dad to. Na too ale labè, na taman landè to gal magu déén. 
MAT.8.29	Na di ksitongla ku Dyisas mkit ale, manla, “Ge Tingà Dwata, tan i kiboam gami? Salu ge dini kè, du fanlayamam gami balù ise fa bangan?”
MAT.8.30	Na nun dee dad sdè nifat samwel mdadong déén. 
MAT.8.31	Na fakdo i dad busaw, manla, “Ku falwaam gami, dekam gami fusuk di dad sdè ditù.”
MAT.8.32	Na man Dyisas, “Na, ditù gamu.” Taman lamwà ale di lwe to én, na fles fusuk di dad sdè. Na i kdee dad sdè mti mila masol di bilil na gtufa di lanaw, na sdulê mlimas.
MAT.8.33	Di kite i dad to mifat i dad sdè ani, mila ale salu di lunsud, na tulenla kdee mgimò di dad sdè na di dad lagi nun busaw. 
MAT.8.34	Na kdee dad to mdà di lunsud mlinge ani, salu ale ditù di ku Dyisas. Di kitela kenen fakdo ale fye ku tnagakan i banwela.
