GEN.1.1	A tung in Pathian in lei leh van a siam.
NUM.12.4	Thakhat in 
NUM.12.5	 meipi ding ah a hong paisuk a, puanin kongkhak ah a hong ding a, Aron leh Miriam a sam a; a nih un a hong paisuk uhi. 
NUM.12.6	Aman, “Ka thu ngaikhia un. Na lak ua zawlnei na om uleh amah kiang ah kei 
NUM.12.7	Ka sikha Mosi bel huchibang ahi kei. Ka inkaw tengteng ah a muanhuai hi. 
NUM.12.8	Amah toh paukam in thuguk omlou in teltak in ka kihou ding ua; 
NUM.12.9	Huchi in 
NUM.12.10	Puanin tung a meipi a kikhinta hi. Ngai in, Miriam vuk bang a ngou in a hong phakta a; Aron in Miriam a en a, ngai in, phak a na hita maimah hi. 
NUM.12.11	Huchi in Aron in Mosi kiang ah, “Ka toupa aw, ka tung uah khelhna nga mahmah ken. Haihuaitakin ka na hihta ua, ka na khialta uhi. 
NUM.12.12	A nu sul apan sisa phial mahmah a a hongpawt bang in amah omsak ken” a chi hi.
NUM.12.13	Huchi in Mosi in, “Pathian aw, damsak nawn dihve:” chi in 
NUM.12.15	Huchi in giahphual pua ah ni sagih sung Miriam khumtuam in a om hi. Miriam a pilut nawn ma un mipite a kisuan kei uhi. 
NUM.12.16	Huaikhit in mipite Hazeroth apan a pawt ua, Paran gamdai ah giahphual a sat uhi.
NUM.13.1	Huan, 
NUM.13.2	“Israel suante ka piak, Kanan gam va enkhe ding in mi sawl in. A nam inkaw chih ua mi, a intekpa pen lak a mi khatchiat na sawl ding” a chi hi.
NUM.13.3	Mosi in Paran gamdai apan 
NUM.13.4	Hiaite a min uh ahi: Reuben nam lak a mi Zakur tapa Shammua. 
NUM.13.5	Simeon nam lak a mi Hori tapa Shaphat. 
NUM.13.6	Judah nam lak a mi Jephunneh tapa Kaleb. 
NUM.13.7	Issakar nam lak a mi Joseph tapa Igal. 
NUM.13.8	Ephraim nam lak a mi Nun tapa Oshea. 
NUM.13.9	Benjamin nam lak a mi Raphu tapa Palti. 
NUM.13.10	Zebulun nam lak a mi Sodi tapa Gaddiel. 
NUM.13.11	Joseph nam, Manasseh nam a chih uh, lak a mi Susi tapa Gaddi. 
NUM.13.12	Dan nam lak a mi Gemalli tapa Ammiel. 
NUM.13.13	Asher nam lak a mi Mikael tapa Sethur. 
NUM.13.14	Naphtali nam lak a mi Vophsi tapa Nahbi. 
NUM.13.15	Gad nam lak a mi Maki tapa Geuel.
NUM.13.16	Hiaite gam enkhe dia Mosi in a sawlte min ahi. Nun tapa Oshea Mosi in Joshua a chi hi.
NUM.13.17	Huchi in Mosi in Kanan gam enkhe ding in amaute a sawl a, a kiang uah, “Simlam lampi ah paiphot unla, tangte ah kahtou un. 
NUM.13.18	Huai gam bangchibang ahia, huai a teng mipite a hat uh hia, hatlou, a tawm uh leh a tam uh; 
NUM.13.19	A tenna gam uh a hoih hia hoihlou, a omna khuate uh bangchibang ahia, puanin maimah hia, kulh nei; 
NUM.13.20	Huai gam lei thau ahi hia, lei gawng, gammang om hia omlou chih va enkhia un. Hangsantak in om unla, huai gam theigahte honpua un” a chi hi. Tu grep gah masa gah hun laitak ahi.
NUM.13.21	Huchi in a kuan touta ua, huai gam Jin gamdai apan Hamath lutna Rehob tan in a enkhe vek uhi. 
NUM.13.22	Simlam ah a hohtou phot ua, Hebron a va tung ua, huai ah Anak suan Ahiman, Sesai leh Talmai a om uhi. Hebron bel Aigupta gam a Zoan kilam ma kum sagih a kilam khinta ahi. 
NUM.13.23	Eskil guam a va tung ua, huai ah grep gahbom khat a hiang toh a sattan ua, chiang in mi nih in a zawng uhi. Theibuhfai leh theipite leng a pua uhi. 
NUM.13.24	Huai mun Eshkol phaizang a sa ua; Israel suante’n huai a grep bom a satkhiak ziak un.
NUM.13.25	Ni sawmli zoh in gam etkhiakna apan a hong kiknawnta uhi. 
NUM.13.26	Huchi in Paran gamdai a Kadesh ah Mosi leh Aron leh Israel suan mipi tengteng kiang a hongtung ua, a kiang uah leh mipi tengteng kiang ah thu a hontun ua, huai gam theite a ensak uhi. 
NUM.13.27	A kiang ah, “N’on sawlna gam ah ka va hoh ua, bawngnawi leh khuaizu luanna a na hingei ngut a; hiai a gam thei ahi. 
NUM.13.28	Himahleh a gam a mi tengte mi hat pipi ahi ua, khuate leng kulh nei, thupi taktak ahi. Anak suante leng ka va mu uhi. 
NUM.13.29	Amalekte simlam gam ah a teng ua; Hitte, Jebuste, Amorte, tang gam ah a teng uh. Kanante tuipi gei leh Jordan lui dung ah a teng uh” chi in a hilh uhi.
NUM.13.30	Huchi in Mosi ma ah Kaleb in mipite a daisak khipkhep a, “Kisa tou zok ni, va latou zok ni, i zou ngeingei ding uh” a chi hi.
NUM.13.31	Himahleh a hohpihte’n, “I va zou thei vek kei ding e, ei sang in lah a hatzaw ngal ua” a chi uhi. 
NUM.13.32	Huchi in Israel suante kiang ah, “Ka va gam etkhiak uh gam, enkhe dia ka va vakna uh, asung a mi tengte nekkhit hatmi ahi ua; a mi om ka muhte uh mi awmkhauh pipi ahi uh. 
NUM.13.33	Huai ah Anak suante, miliante, awmkhauh pipi ka va mu ua; khaupe banglel in ka va kimu ua, amau leng khaupe ek banglel in a honmu uh” chi’n a hoihlou lam in a gen uhi.
NUM.14.1	Huan omkhawm tengteng aw suak in a kap ua; huai zan in mite a kap uhi. 
NUM.14.2	Israel suan tengteng Mosi tung leh Aron tung ah a phun ua; omkhawm tengteng in a kiang uah, “Aigupta gam ah Pathian in honthat geih hileh aw! Ahihkeileh gamdai ah hon na that geih hileh aw! 
NUM.14.3	Bang a chia namsau a si maimah dia Pathian in hiai gam a honpi ahi diam aw? I zi leh i tate lah mat maimah ding ahi ngal ua. Aigupta gam a kiknawn ei adia hoihzaw lou ding hia? a chi uhi. 
NUM.14.4	Huchi in a kihou khawm ua, heutu bawl ni e, Aigupta gam ah kiknawn ni” a chi uhi.
NUM.14.5	Huchi in Mosi leh Aron Israel suan mipi omkhawm tengteng ma ah a khupboh uhi. 
NUM.14.6	Nun tapa Joshua leh Jephunneh tapa Kaleb, gam va enkhete lak a telte’n a puan uh a botkek uh. 
NUM.14.7	Israel suan omkhawm tengteng kiang ah, “Enkhe dia ka va vakna gam uh gam hoih tak ahi. 
NUM.14.8	I tung ua 
NUM.14.9	 tung ah helkei phot le uchin. Huai gam a mite leng lau sam kei un. I an ding uh ahi ua, a kihumbitna uh bangmah ahi kei. 
NUM.14.10	Himahleh omkhawm tengteng in suang a den a sawm ua; huchi in 
NUM.14.11	Huchi in 
NUM.14.12	Hipi in ka gawt dia, ka in-gamsak dia, nangmah ah amau sang a thupi leh thilhihthei zaw nam ka bawlkhe zawmai ding” a chi hi.
NUM.14.13	Mosi in 
NUM.14.14	Hiai gam a teng mite a hilh ding uh. Hiai mite lak ah nang 
NUM.14.15	Hiai mite na thahgam leh na minthanna za namte’n 
NUM.14.16	 hiai mite kichiam a, a chiam gam a a pi theihlouh ziak in gamdai ah a thatta hi, a chi ding uh. 
NUM.14.17	Tuin k’on ngen ahi, ka 
NUM.14.18	 lungneltak, migitna hau, thulimlouhnate, tatleknate ngaidam zel; mawh a a sehte khah ngeiloupa, pate thulimlouhna tate, tate tasawnte, suan thumna leh suan lina tan a gawtzel ahi, na chi hi. 
NUM.14.19	Na migitna a thupi bang ngei leh Aigupta gam apan tutan a na ngaihdam bang in mipite thulimlouhna ngaidam in” a chi hi.
NUM.14.21	Himahleh kei ka hin bang in 
NUM.14.22	Aigupta gam leh gamdai a ka thupina leh ka thillamdang hihte mu a, huchi pipi a leng sawmvei tak hon ze-et lailai a, ka thu zuilou lai mi tengteng in; 
NUM.14.23	a pipute uh kiang a kichiam a ka chiam huai gam a mu kei hial ding uh. A lak ua kei hon ngaineute mawngmawng in leng a mu sam kei ding uh. 
NUM.14.24	Ka sikha Kaleb in bel lungsim dang a put a, a honzuih taktak ziak in, amah zaw a va hohna gam ah ka pilut dia, a suante’n huai a luah ding uhi. 
NUM.14.25	Phaizang a Amalekte leh Kanante teng uh ahihman in Zingchiang in kihei unla, Tuipi San lampi lam gamdai ah lut un” a chi hi.
NUM.14.27	“Hiai mi thulimlou omkhawmte, ka tung a phunphunte bang tan ahia ka dohzoh ding? Israel suante phunna, ka tung a a phunnate uh ka za hi. 
NUM.14.28	A kiang uah, Ka hinna lou in ka gen ahi, ka bilbuk ngei a na gen bang un na tung uah ka hih ding hi. 
NUM.14.29	Na luang uh gamdai ah a puk dia; na lak ua simsa mi tengteng, kum sawmnih apan a tunglam ka tung a phun teng, 
NUM.14.30	Banzak hial a, k’on omsak ding, ka chih gam ah Jephunneh tapa Kaleb leh Nun tapa Joshua kia loungal na lut kei ding uh. 
NUM.14.31	Himahleh mat ding lel ahi ding uh, na chih uh na tate uh ka pilut dia, na ngaihneu uh gam a thei ding uhi.
NUM.14.32	Nou bel na luang uh hiai gamdai ah a puk ding hi. 
NUM.14.33	Na tate uh gamdai ah kum sawmli sung a vakvai ding ua, gamdai a na luangte uh a mawk man masiah na kizuakna uh amau a thuakloh ding uhi. 
NUM.14.34	Gam na va etkhiak ni zah uh, ni sawmli, ni khat tang in kum khat zel, kum sawmli sung na tatlekna uh na thuak loh ding ua, huchi in ka thuchiam ka hihlamdan dan na thei ding uhi. 
NUM.14.35	Kei 
NUM.14.36	Gam enkhe dia Mosi mi sawl hong kiknawnte’n, gam omdan a hoihlou lam a gen un amah tung ah omkhawmte a phunsak hi. 
NUM.14.37	Huai gam omdan a hoihlou lam a gente ngei 
NUM.14.38	Gam enkhe dia hohte lak a Nun tapa Joshua leh Jephunneh tapa Kaleb bel a si kei uhi.
NUM.14.39	Mosi in huai thute Israel suan tengteng a hilh a; huchi in mipite’n nakpitak in a sun uhi. 
NUM.14.40	Huchi in zingsangpi in a thou ua, mualvum ah a hohtou ua, “Ngai in, hiai ah ka hongpai uh. 
NUM.14.41	Mosi in, “Tu a bangdia 
NUM.14.42	Na kiang ua 
NUM.14.43	Na ma uah Amalekte leh Kanante a om uhi. Namsau a thah na hi phet ding uh. 
NUM.14.44	Himahleh mualvum a hoh a tum ua; himahleh 
NUM.14.45	Huchi in huai mual a om Amalekte leh Kanante a hong kuansuk ua, a hong dou ua, Hormah tanpha in a satpuk phengphung uhi.
NUM.15.1	Huan, 
NUM.15.2	Israel suante houpih inla, a kiang uah, tenna ding a gam k’on piakna na tun chiang un, 
NUM.15.3	 kiang a mei a thillat ahihkeileh haltum thillat ahihkeileh thuchiam tangtun dia kithoihna ahihkeileh noumau ut thu a thillat ahihkeileh Ankuanglui hunbi ahihkeileh ganhon lak ahihkeileh belamhon lak ahihkeileh 
NUM.15.4	 kiang a thillat lan mi peuhmah in tangbuang thillat, tangbuang nelte ephah mun sawm a khen, mun khat, sathau hin mun li a khen, mun khat a mek a lat ding ahi. 
NUM.15.5	Dawn thillat dia uain hin mun li a khen, mun khat haltum thillat ahihkeileh kithoihna belamnou khat adia na bawl ding uh ahi. 
NUM.15.6	Belamtal a tangbuang thillat, tangbuang nelte, ephah mun sawm a khen, mun nih, sathau hin mun thum a khen, mun khat mek na bawl ding uh ahi. 
NUM.15.7	Dawn thillat dia 
NUM.15.8	Haltum thillat ding ahihkeileh thuchiam tangtun dia kithoihna ahihkeileh 
NUM.15.9	Bawngtal lat toh kiton in tangbuang thillat tangbuang nelte ephah mun sawm a khen, mun thum sathau hin kimkhat a mek na lat ding uh ahi. 
NUM.15.10	Dawn thillat dia uain hin kimkhat, 
NUM.15.11	Huchibang in bawngtal ahihkeileh belampa ahihkeileh belamnou, ahihkeileh kelnou ahi ding ahi. 
NUM.15.12	A tamdan uh dungzui zel in na bawl ding ua, a tamdan uh dungzui zel in na lan ding uhi. 
NUM.15.13	Huai gam a piang tengteng in hichibangzelin 
NUM.15.14	Namdang mi na kiang ua tengsa him ahihkeileh kuapeuh na kiang ua teng zelzel ding hiamte’n leng 
NUM.15.15	Na suante uh leh mipite leh namdang na kiang ua omte adia leng dan khat kia a om ding ahi. 
NUM.15.16	Nou ading leh na kiang ua namdang omte ading in dan khat leh hih dan kibang khat kia a om ding, a chi hi.
NUM.15.18	Israel suante houpih inla, a kiang uah, hichi ahi dia, k’on pina ding gam na va tun ua, 
NUM.15.19	huai gam tanghou na nek chiang un, 
NUM.15.20	Na tanghou mek masakpen lak ua beu khatvei thillat dia na lat ding uh ahi. Buhphual a vei thillat dia na vei bang un na vei ding uhi. 
NUM.15.21	Na suante uh tan in na tanghou mek masakpen uh 
NUM.15.22	Hiai thupiak tengteng, 
NUM.15.23	 thu a piak tung apan na suante uh tan adia Mosi zang a thu a piak tengteng chihna ahi. 
NUM.15.24	Hichi ahi dia, omkhawmte’n theilou a, a hihkhak uh ahihleh, omkhawm tengteng in haltum thillat 
NUM.15.25	Siampu in Israel suan omkhawm tengteng ading in kilemna a bawlsak dia, ngaihdam ahi ding uh. Theilou a hihkhak a hih ziak leh a thillat uh 
NUM.15.26	Israel suante omkhawm tengteng ngaihdam ahi ding ua, a lak ua namdang omte leng; mipi tengteng in a hihkhak uh a hih ziak in.
NUM.15.27	Min theilou a thil a hihkhelh leh khelhna kithoihna ding in kelnu khat kum khat a upa a lat ding ahi. 
NUM.15.28	Theilou a 
NUM.15.29	Theilou a hihkhialmi ading in, Israel suante, huai gam a piangte ading leh namdangmi na lak ua omte ading in leng dan khat na neih ding uh ahi.
NUM.15.30	Himahleh tup mawng a hihkhial ahihleh, huai gam a piang hiam, namdang hiam leng hitaleh 
NUM.15.31	 thu a musit a, a thupiak a bohsiat ziak in, huai mi satkhiak ding ahi, a thulimlouhna mawh aman a paw ding, chi in, a chi hi.
NUM.15.32	Israel suante gamdai a omlai un mi khat Sabbath ni a sing tom a mu uh. 
NUM.15.33	A sing tom mumite’n amah Mosi leh Aron leh mipite kiang ah a honpi uhi. 
NUM.15.34	Bangchi a hih ding ahia chih genkhiak nailouh a hih ziak in tanna in ah a khum uhi. 
NUM.15.35	 Mosi kiang ah, hiai mi hihlup ngeingei ding ahi, giahphual pua ah mipi tengteng in suang in a deng ding uh, a chi hi. 
NUM.15.36	Huchi in 
NUM.15.38	Israel suante kiang ah, a suante uh tanpha a, a puanmong ua a gei bawl ding leh a mong teng gei a a dum khak ding in gen in. 
NUM.15.39	Huai a mong na et ua, 
NUM.15.40	Ka thupiak tengteng na theihgige ua na zuih ua, na Pathian uh adia na sianthou theihna ding uh ahi. 
NUM.15.41	Na Pathian uh hidia Aigupta gam apan nou hon pikhepa 
NUM.16.1	Levi tapa Kohath, huai tapa Izhar, huai tapa Korah pen Eliab tapate, Dathan leh Abiram leh Peleth tapa On leh Reuben tate’n mite a pi ua; 
NUM.16.2	Israel suante, mi tallang deuhdeuh mipi lak a heutu vaihawmmi dia telte lak a mi za nih leh sawmnga toh Mosi ma ah a va kisa uhi. 
NUM.16.3	Mosi leh Aron kalh in a kikhawm ua, a kiang uah, “Na uang lua uh, Na uang lua uh, mipite a siangthou chiat ua, 
NUM.16.4	Mosi in huai a zak in a mai a leisi in a khupboh hi. 
NUM.16.5	Korah leh a pawlte tengteng kiang ah, “Zingchiang in 
NUM.16.6	Hichi in hih un, Korah leh a pawlte tengteng aw, zingchiang in meilaknate tawi unla; 
NUM.16.7	Huai ah mei koih unla, 
NUM.16.8	Mosi in Korah kiang ah, “Nou Levi tapate aw, ngaikhia unla, 
NUM.16.9	 biakbuk nasep sem ding leh, khawmpi na sem dia khawmpite ma ading a, amah kiang a hon om naisak dia, Israel Pathian in Israel khawmpite apan nou a hon omsak, nou adia thil neuchik phet a kilang hia? 
NUM.16.10	Amah kiang ah a hon om naisakta a, na kiang a na unau Levi tapa tengteng, siamputna leng na zong ua hia? 
NUM.16.11	Huaiziak in nang leh na pawl tengteng 
NUM.16.12	Mosi in Eliab tapa Dathan leh Abiram a samsaka; “Amau k’ong paitou kei ding uh. 
NUM.16.13	Gamdai a honthat dia nawitui leh khuaizu luanna gam apan n’on pikhiak thil neuchik ahi hia? Ka tung uah na kilalsak nawn ngal a. 
NUM.16.14	Nawitui leh khuaizu luanna gam ah n’on pilut kei a, lou ding leh grephuan gou ding lah n’on pe kei a; hiai mite mitte na mialsak ding maw? Ka hong paitou kei hial ding uh” a chi uh.
NUM.16.15	Huchi in Mosi a heh mahmah a, “
NUM.16.16	Mosi in Korah kiang ah, “Zingchiang in nang, na mi kikhawmte leh Aron 
NUM.16.17	A meilakna uh tawi chiat uhenla, gimlim buak uhen. 
NUM.16.18	Huchi in michih in a meilakna uh a tawichiat ua, mei a koih ua, gimlim a buak ua, Mosi leh Aron toh Kihoupihna puanin kongkhak ah a va ding uhi. 
NUM.16.19	Korah in mipi tengteng a ma ah Kihoupihna puanin kongkhak ah a omkhawm sak a; mipi tengteng kiang ah 
NUM.16.20	 Mosi leh Aron a houpih a, 
NUM.16.21	“Hiai mite apan kihui khia un, amau ka hihmang guih theihna ding in” a chi hi.
NUM.16.22	Amau a khupboh ua, “Pathian aw, sa tengteng kha Pathian, mi khat khelh ziak in mipi tengteng tung ah na heh dia hia?” a chi uhi.
NUM.16.24	“Mipite kiang ah, Korah, Dathan leh Abiram puanbuk apan kihemkhia un” chi in gen in, a chi hi.
NUM.16.25	Mosi a thou tou a, Dathan leh Abiram kiang ah a vahoh a; Israelte upate’n a zui uhi. 
NUM.16.26	Omkhawmte kiang ah, “Hiai migiloute puanin apan pawtkhia un. A bangmah uh khoih kei un, huchilou in zaw a khelhna tengteng uah na pangkha ding uh” chi in a gen hi. 
NUM.16.27	Huchi in Korah, Dathan leh Abiram puanbuk apan a pawtkhe duamduam ua; Dathan leh Abiram a puanin ua pan a hong pawtkhia ua, a puanin kongkhak uah a zite, a tapate leh a tanu neu chikchikte uh toh ading uhi. 
NUM.16.28	Mosi in, “Keimah lungsim a pawtkhia ahi kei a, hiai thilhih ding in 
NUM.16.29	Hiai mi tengteng dan banglel a a sih ua, mi tengteng gawt banglel a gawt a hih uh leh Pathian in kei hon sawllou ahi ding. 
NUM.16.30	Himahleh 
NUM.16.31	Hichi ahi a, huai thu tengteng a gen khit in a nuai ua lei a hong khangkham phok hi. 
NUM.16.32	Lei in a kam a ka a, a inkuan un Korah mi tengteng, a neih tengteng utoh a valhkhin vekta hi. 
NUM.16.33	Huchi in amau leh amau a tengteng Sheol ah hing in a tum vek ua, lei in a kam a chihkhum a, omkhawmte lak apan a mangthangta uhi. 
NUM.16.34	Huchi in a kim ua Israel tengteng a kikou husa uah a taizak ua, lei in ei leng a honvalh kha ding, a chi uhi. 
NUM.16.35	 apan mei a hong pawtkhia a, gimlim lan mi za nih leh sawmnga a hong kanglumta hi.
NUM.16.37	Aron tapa siampu Eleazar kiang ah thu gen inla, aman mei apan meilaknate lakhe ding in hilh in, thil siangthou ahi ngal a. 
NUM.16.38	A hinna tung mah a hiai mikhialte meilaknate maitam khuhna kuang ding in sek hi uhen, 
NUM.16.39	Siampu Eleazar in mi kangte dal meilaknate a la a; maitam khuhna ding in a sekta hi. 
NUM.16.40	Israel suante adia theihgigena hi ding in huchi a Aron tate hilou namdang himhim, 
NUM.16.41	Himahleh a zingsang in, 
NUM.16.42	Hichi ahi a, Mosi leh Aron tung a mipi a phunkhawm lai un, Kihoupihna puanin lam a en ua; ngai in, meipi in a honkhuh a, 
NUM.16.43	Mosi leh Aron Kihoupihna puanin kongkhak ah a hoh uhi. 
NUM.16.44	 Mosi a houpih a: 
NUM.16.45	“Hiai mipi lak apan kihemkhia un, amau ka hihmang guih theihna ding in” a chi hi.
NUM.16.45	Amau a mai ua leisi in a khupboh uhi. 
NUM.16.46	Mosi in Aron kiang ah, “Na mei lakna tawi inla, maitam apan mei koih inla; gimlim buak inla, mipi kiang ah paipih meng inla, amau a di’n kilemna bawl in. 
NUM.16.47	Aron in Mosi gen bang in a tawi a, omkhawmte lak ah a tailut a, ngai in, huai hipi mipi lak ah a hongleng pan a; gimlim a buak a, mipi ading in kilemna a bawl hi. 
NUM.16.48	Misi leh mihing kikal ah ading a, hipi a khawlta hi. 
NUM.16.49	Huchi in Korah tungtang thu a site simlouh, hipi a si tengteng sing khat leh sang li leh za sagih ahi uh. 
NUM.16.50	Aron Kihoupihna puanin kongkhak a Mosi kiang ah a kiknawn a, huchi in hipi a khawlta hi.
NUM.17.1	Huan, 
NUM.17.2	Israel suante houpih inla, a inkuan chih a tuam ding in chiang khatchiat, a inkuan uh dungzui zel a a intek pen tengteng zah, chiang sawmlehnih la inla; a chiang uah a min uh gelh in. 
NUM.17.3	Levi chiang ah Aron min gelh inla; a inkuan chih uh ading in chiang khat zel ahi ding ahi. 
NUM.17.4	Kihoupihna puanin thutheihsakna ma ah na koih dia, huai ah i kimu ding. 
NUM.17.5	Hichi ahi ding a, ka tel ding mi chiang a sel ding; huchi in Israel suante na tung a a phunna uh ka daisak ding, a chi hi.
NUM.17.6	Mosi in Israel suante a houpih a, a intekpen tengteng in amau inkuan chih a tuam ading, intek pen chih in chiang khatzel, chiang sawmlehnih a pia uhi. Huaite lak ah Aron chiang leng a tel sam hi. 
NUM.17.7	Mosi in theihoihna biakbuk ah 
NUM.17.8	A zing in hichi ahi a, Mosi theihpihna puanin ah a va hoh a; ngai in, Levi inkuante adia Aron chiang a na sel a, pakmum a suah a, a pakpalh a, vaisuaklu min a suang hi. 
NUM.17.9	Mosi in 
NUM.17.10	 Mosi kiang ah, “Helhat tate ahi uh chih theihsak zelna ding in Aron chiang theihpihna bul ah koih nawn in. Huchi in ka tung a a helna uh na daisak thei ding, a sihlouhna ding un” a chi hi. 
NUM.17.11	Huchibang in Mosi in 
NUM.17.12	Israel suante’n Mosi kiang ah, “Ngai in, ka si ua, ka mangthang uh, ka vek un ka mangthang uh. 
NUM.17.13	 biakbuk kiang nai a hongpai peuhmah a si ding uh. Kou leng si in ka mangthang ding u maw?” a chi uhi.
NUM.18.1	Huan, 
NUM.18.2	Na unaute, Levi suante leh na pa inkawte hon tawnpih in, huchi a amau Mun Siangthou tung a khelhna toh kisai a mohpuakna a lak theihna ding un. Nang leh na tapate’n bel siampu hihna toh kisai thil hihkhelhte ah mohpuakna na lak ding uh ahi. 
NUM.18.3	Nna nasep a honhuh ding ua, puanin nasep tengteng a tang ding ua, himahleh Mun Siangthou tuium-belsuan leh maitam pen honnaih kei uhen, a sihlouhna ding un, amau hiam, nang hiam in leng. 
NUM.18.4	Puanin nasepna tengteng ah kihoupihna puanin na pen a tang ding uh. Nam dangte’n nou a honnaih ding uh ahi kei hi. 
NUM.18.5	Nang Mun Siangthou nasep leh maitam nasep pen na tang ding, Israel suante tung a hehna a om nawnlouhna ding in. 
NUM.18.6	Ngai in, ke’n na unau Levite, Israel suante lak apan ka telkhia a, Kihoupihna puanin ah a sem ding uh. 
NUM.18.7	Nang leh na tapate’n maitam leh puanzak sunglam thu ah na siampu nasep uh na sem ding uh. Nang na sem dia; siampu nasep na sep ding in k’on pia hi. Namdang hong kigolh peuhmah thah ahi ding uh, a chi hi.
NUM.18.9	Mei adia keptuam, thillat siangthoupente nang a ahi ding uh. A thillat teng uh, tangbuang thillat hiam khelhna thillat hiam mawhna thillat hiam tantuan thillat tengteng nang leh na tapate tantuan ahi uh. 
