MAT.1.1	Carte de generațiune a luĭ Iisusŭ Christosŭ hilĭlu alŭ Davidŭ hilĭlualŭ Avraamŭ.
MAT.25.2	Çinçi din ele erau mintimene, și çinçi nebune. 
MAT.25.3	Açéle nebune, cându ’și luară căndilele a lorŭ, nu luară și untu‐lemnu cu nĕse. 
MAT.25.4	Ma mintimenĕle luară untu‐lemnu în vasele a lorŭ, de adunŭ cu căndilele a lorŭ. 
MAT.25.5	Și cara s’amână ginerĕle, lĕ vine somnu a tutulorŭ, și dorm̄ia. 
MAT.25.6	Ma în am̄iaḑă nópte s’avḑi ună bóçe: Écă ginerĕle v̄ine, eșițĭ s’lu așteptațĭ. 
MAT.25.7	Atunçea se sculară tute açéle virghine, și ’șĭ îndrépseră căndilele a lorŭ. 
MAT.25.8	Ma nebunele ḑîseră a mintimenelorŭ: Dați‐nĕ de untulemnulŭ a vostru, că căndilele a nóstre s’astingŭ. 
MAT.25.9	Și mintimenele respunseră și ḑiseră: Nu ași, s’nu çeva de nu nĕ agiunge niçi a nóuĕ, niçi a vóuĕ; ma cama ghine duçețĭ‐vĕ la açelĭ ce vindu, și acumpărațĭ‐ve. 
MAT.25.10	Și cându açéle s’duseră s’acumpĕră, vine ginerĕle și açele çe era îndrépte, întrară cu elŭ la nuntă, și se înclĭse ușa. 
MAT.25.11	Apoĭa v̄inŭ și alante virghine, și ḑicŭ: Dómne, Dómne, desclide‐nĕ. 
MAT.25.12	Iară elŭ respunse și ḑîse: Dealihea vĕ ḑicŭ, că nu vĕ cunoscŭ.
MAT.25.13	Stațĭ decara deșcepțĭ, că nu scițĭ ḑiua niçi óra în care hilĭlu a omŭluĭ va s’v̄ină.
MAT.25.14	Că 
MAT.25.15	Și a unuĭ lĭ déde çinçi talanțĭ, a altuĭ doĭ, iară a altuĭ unŭ, a cuĭ‐çido după putérea luĭ, și fugi tru óră. 
MAT.25.16	Și s’duse açelŭ çe luă çinçilĭ talanțĭ, lucră cu nĕșĭ, și féçe alțĭ çinçi talanțĭ. 
MAT.25.17	Așițe și açelŭ cu doĭ amintă și aestu alțĭ doĭ. 
MAT.25.18	Iară açelŭ çe luă unŭlu, s’duse, săpă în locŭ, și ascunse asimea a domnu‐sĕuĭ.
MAT.25.19	După multu timpu vine domnulŭ açelorŭ servitorĭ, și lĕ căftă cuitéla. 
MAT.25.20	Și vine açelŭ çe luă çinci talanțĭ, și aduse alțĭ çinçi talanțĭ, și ḑîse: Dómne çinçi talanțĭ m̄ĭ aĭ dată, écă alțĭ çinçi amintaĭ cu nĕșĭ. 
MAT.25.21	Lĭ ḑise domnu‐sĕu; ghine o bunŭ și credinciosŭ servitorŭ; tră puține fuși credinciosŭ, 
MAT.25.22	Și vine și açelŭ çe luă doĭ talanțĭ și ḑise: Dómne doĭ talanțĭ mĭ aĭ dată, écă alțĭ doĭ talanțĭ amintaĭ cu elĭ. 
MAT.25.23	Și lĭ ḑise a luĭ domnu‐sĕu: Ghine a bunŭ și credinciosŭ servitorŭ; tră puține fușĭ credinciosŭ tră multe va s’te bagŭ; întră tru bucuria a domnu‐tĕuĭ. 
MAT.25.24	Și cându vine açelŭ çe luă unŭ talantu, ḑîse: Dómne, eu te cunosceamŭ că escĭ unŭ omŭ strimtu la inimă: séçerĭ acolo, iu nu semenașĭ; și adun̄ĭ d’acolo iu nu împărțîșĭ. 
MAT.25.25	Și me asperiaĭ, și me dușŭ de ascumșu talantulŭ a tĕu în locŭ; écă‐lŭ al tĕu.
MAT.25.26	Respunse domnu‐sĕu, și lĭ ḑise: O rĕu și lenevosŭ servitorŭ; aĭ sciută că séçerŭ iu nu semĕnaĭ, și adunŭ d’iu n’am impărțită. 
MAT.25.27	Prindea decara s’ daĭ asimea mea la bancherŭ, și venindaluĭ eŭ, era s’lĭau a meu, cu amitatecŭlu. 
MAT.25.28	Tr’açea luațĭ de la elŭ talantulŭ, și dațĭ‐lu la açelŭ çe are ḑéçe talante. 
MAT.25.29	Că tutŭ aceluĭ çe are, va s’lĭ se da, și va s’lĭ se adav̄gă. Iară de la açelŭ ce nu are, și açea çe are va c’lĭ se lĭa de la nĕsŭ. 
MAT.25.30	Și pre servitorŭlu açelŭ rĕa arucațĭ‐lu tru întunéreculŭ açelŭ de afóră. Acolo va s’hibă plângérea și scărcicarea dințilorŭ.
MAT.25.31	Iară cându va s’v̄ină hilĭlu a omŭluĭ, în gloria luĭ, și tuțĭ sânțilĭ anghelĭ cu elŭ, atunçea va s’șédă pre scamnulŭ de gloria luĭ. 
MAT.25.32	Și tute gintele va să s’adună înaintea luĭ, și va s’despartă ună de alantă, cumŭ pecurarŭlu desparte oĭle de căpri; 
MAT.25.33	și va s’bagă oĭle la drépta și căprile la stănga luĭ.
MAT.25.34	Atunçea amirălu va s’ḑică la açelĭ din drépta luĭ: Venițĭ ghine cuvêntațĭ a Tată‐mĕuĭ, moștenițĭ amirărilĭa îndréptă a vóuĕ, de la façerea lumelĭeĭ. 
MAT.25.35	Că eramŭ agiunŭ și m̄ĭ dédetŭ s’mâcŭ; m̄ĭ fu séte și m̄ĭ dédetŭ s’ beau; streinŭ eram și me preadunatŭ; 
MAT.25.36	golŭ și me învescutŭ; lângedŭ și me vizitatŭ; tru înclĭsóre eram, și vinitŭ la mine. 
MAT.25.37	Atunçea va s’lĭ respundă drepțilĭ, și va s’lĭ ḑică: Dómne; cându te veḑumŭ agiunŭ și’țĭ dédemŭ mâncare: ică că ți‐era séte, și’țĭ dédemŭ s’beaĭ? 
MAT.25.38	Cându te veḑumŭ streinŭ și te preadunămŭ? Ică golŭ, și te învescumŭ? 
MAT.25.39	Cându te veḑumŭ lângedŭ, icî tru înclĭsóre, și vinemŭ la tine? 
MAT.25.40	Și amirălu va s’respundă și va s’lĕ ḑică a lorŭ: Dealihea vĕ dicŭ a vóuĕ, câtŭ féçetŭ a unuĭ din aești m̄içĭlĭi a meĭ frațĭ, a m̄ié m̄ĭ féçetŭ. 
MAT.25.41	Atunçea va s’ḑică și acelorŭ de la stânga: Duçețĭ‐vĕ de la mine blăstemațĭlĭi în focŭlu eternu, care éste îndreptŭ tră diavolŭlu și anghelĭi a luĭ. 
MAT.25.42	Că eram agiunŭ și nu m̄ĭ dédetŭ s’măcŭ; mĭ fu séte și nu m̄ĭ dédetŭ s’beau; 
MAT.25.43	streinŭ eram, și nu me preadunatŭ; golŭ, și nu me învescutŭ; lângedu și tru înclĭsóre și nu me vizitatŭ. 
MAT.25.44	Atunçea, va s’li respundă și elĭ ḑicêndŭ: Dómne cându te veḑumŭ, agiunŭ, ică avéĭ séte, ică streinŭ, ică golŭ ică lângedŭ, ică tru înclĭsóre, și nu te agiutămŭ? 
MAT.25.45	Atunçea va s’lĕ respundă, și va s’lĕ ḑică: Dealihea vĕ ḑicŭ catŭ nu avețĭ faptă a unuĭ din aesti m̄içilĭi, niçĭ a mié nu mĭ avețĭ faptă.
MAT.25.46	Și aesti va să s’ducă tru pedépsă eternă, iară drepțilĭ tru bană eternă.
MAT.26.1	Și fu că după çe fini Iisusŭ tute aeste sbórĕ, ḑîse câtrĕ discipulĭi a luĭ. 
MAT.26.2	Scițĭ că după dóue ḑile v̄ine paștele și hilĭlu a omŭluĭ se preda tra să se cruçifică. 
MAT.26.3	Atunçea ’se adunară Archiereilĭi și Cărturarĭlĭi și Marĭlĭi a poporŭluĭ tru oborŭlu a Archiereŭluĭ, care se clĭema Caiafa, 
MAT.26.4	și ’șĭ sburîră tra s’acață pre Christolu cu vulpilĭe, și s’lu omóră. 
MAT.26.5	Ma ḑîçea: Nu în sĕrbătóre, tră s’nu s’facă turburare în poporŭ.
MAT.26.6	Și cându era Iisusŭ în Bithania, în casa leprosŭluĭ Simonŭ, 
MAT.26.7	vine la elŭ ună mulĭére, cu unŭ vasŭ de alabastru cu mirŭ multu scumpu, și ’lŭ turna pre capŭlu a luĭ cându ședea la mésă. 
MAT.26.8	Ma discipulĭi cându veḑură, s’năiriră și ḑiseră. 
MAT.26.9	Tră çe s’facă aestă chérdere? Că aestu mirŭ putea să se vindă scumpu, și să s’da la órfăn̄ĭ. 
MAT.26.10	Ma Iisusŭ cându cunoscu aestă, lĕ ḑîse: Câ‐çe o turburațĭ mulĭérea? Că ea bunŭ lucru m̄ĭ féçe a m̄ié. 
MAT.26.11	Că orfán̄ĭlĭi lĭ avețĭ tot‐una cu voĭ, ma mine nu me avețĭ tot‐una. Că 
MAT.26.12	ea çe versă aestu mirŭ pre trupŭlu a m̄eŭ, o féçe tră îmmormêntarea mea.
MAT.26.13	Dealihea vĕ ḑîcŭ: iu çe‐do çe va să s’predică aestu vănghelĭu, în tută lumea, are să se ḑîcă açea çe féçe ea, tră aduçérea aminte a lĭeĭ. 
MAT.26.14	Atunçea unŭlu din açelĭ doi‐sprĕ‐ḑéçe, care se ḑîçea Iuda Iscariotŭ, s’duse la Archiereĭ, și ḑîse: 
MAT.26.15	Çe va s’m̄ĭ dațĭ, și eu s’vĕ lŭ predau? 
MAT.26.16	Și açelĭ lĭ déderă treĭ ḑeçĭ de argințĭ. Și de atunçea căfta óra s’lu preda.
MAT.26.17	Și la întân̄ia ḑiuă a azimelorŭ, se aprochiară discipulĭi de Iisusŭ și lĭ ḑiseră: Iu veĭ să îndrégemŭ tra să măçĭ paștele? 
MAT.26.18	Și elŭ lĕ ḑise: Duçețĭ‐vĕ în çetate la cutare, și ḑîcețĭ lĭ: Invețătorŭlu ḑîçe: Timpulŭ m̄ĭ se aprochie, la tine va s’facŭ paștele deadunŭ cu discipulĭi a m̄eĭ. 
MAT.26.19	Și féçeră discipulĭi cumŭ lĕ dimândă Iisusŭ, și îndrépseră paștele.
MAT.26.20	Și cându întunecă 
MAT.26.21	Și când mânca eĭ, lĕ ḑise: Dealihea vĕ ḑîcŭ că unŭlu din voĭ va s’me preda. 
MAT.26.22	Și elĭ se învirinară multu, și înçepură s’ḑică a luĭ, orĭ care de nĕșĭ: 
MAT.26.23	Nu çeva de escu eu Dómne? Iară elŭ respunse și ḑîse: Açelŭ ce mólĭe de adunŭ cu mine cu mâna în blidŭ, açelŭ va s’me preda. 
MAT.26.24	Hilĭlu a omŭluĭ s’duçe precumŭ éste scriată tră elŭ: ma, ca vaĭ de açelŭ omŭ, prin care hilĭlu a omŭluĭ s’preda; cama ghine era tră nĕsŭ, s’nu era faptŭ. 
MAT.26.25	Atunçea Iuda açelŭ çe predéde respunse și ḑîse: Rabbi nu çeva de escu eŭ? Lĭ ḑîçe: Tine dîseșĭ.
MAT.26.26	Și cându elĭ mânca, luă Iisusŭ pânea, ’lĭ déde urăciunea, o frâmse și o déde a discipulĭlorŭ, a luĭ, și lĕ ḑîse: Luațĭ mâncațĭ aestu éste trupŭlu a m̄eu. 
MAT.26.27	Și apoĭa luă scafa, o mulțumi, și o déde a lorŭ, și lĕ ḑîse: 
MAT.26.28	Bețĭ de tru aestă tuțĭ; că aestŭ éste sângele a m̄eu, a noŭluĭ testamentŭ, care s’vérsă tră mulțĭ tră lĭertarea pecatelorŭ. 
MAT.26.29	Ma vĕ ḑicu că de aó ’nainte nu va s’beau de aestu pomŭ a v̄itĕlĭeĭ, până la ḑiua açea, cându va s’lu beau cu voĭ din noŭ, tru amirărilĭea a Tataluĭ‐m̄eŭ.
MAT.26.30	Și după çe cântară unŭ psalmu, eșira la muntele a masin̄ĭlorŭ.
MAT.26.31	Atunçea ḑîse câtrĕ elĭ Iisusŭ: In aestă nópte tuțĭ va s’vĕ scandalisațĭ în mine; că éste scriată: „Va s’batŭ pecurarŭlu, și va să se respândéscă oile a cupielĭeĭ“. 
MAT.26.32	Iară după înv̄iarea mea, va s’m̄érgu înainte de voĭ în Galilea. 
MAT.26.33	Ma Petru rĕspunse și lĭ ḑise: Și tuțĭ cara să se scandaliséscă în tine, eŭ vêr‐nă óră nu va s’me scandalisescu; 
MAT.26.34	ḑîse câtrĕ elŭ Iisusŭ. Dealihea ḑîcŭ a țié, că în nóptea aestă înainte ca s’cântă cocotŭlu, de trei orĭ va s’te lépeḑĭ de mine. Petru ḑise a luĭ; 
MAT.26.35	S’lipsire și s’morŭ cu tine, nu va s’me lépedŭ de tine. Ași ḑîseră și tuțĭ discipulĭi.
MAT.26.36	Atunçea Iisusŭ v̄ine deadunŭ cu elĭ la unŭ locŭ, çe s’clĭema Ghetsimani și lĕ ḑîçe a discipulĭlorŭ. Ședețĭ aóçe până s’m̄ergu acolo să me înclĭnŭ.
MAT.26.37	Și luă cu elŭ Petrulŭ și doilĭi hilĭ aluĭ Zevedeŭ, și înçepu să se învirinéḑă, și să lĭ v̄ină mare ângusă. 
MAT.26.38	Atunçea ḑîse câtre elĭ. Multŭ învirinatŭ m̄ĭ éste sufletŭlu până la mórte; arĕmănețĭ aó și stațĭ descepți cu mine.
MAT.26.39	Și s’duse puținŭ ma năinte, căḑu pre față și se ruga, ḑîcêndŭ: Tatălŭ a m̄eu, s’fure cu putință, la s’trécă de la mine aestă scafă; Iară nu cumŭ voiŭ eu, ma cumŭ vreĭ Tine. 
MAT.26.40	Și v̄ine la discipulĭi, lĭ află iu dorm̄ia, și lĭ ḑiçe a luĭ Petru; Ași, nu pututŭ să stațĭ deșcepțĭ ună óră cu mine? 
MAT.26.41	Hițĭ deșcepțĭ, și rugați‐vĕ tra s’nu întrațĭ în cărtire. Că duhŭlu éste desceptu, ma trupŭlu neputinciosŭ.
MAT.26.42	Iară, a dóua óră s’duse și se rugă ḑîcêndŭ: Tatălŭ a m̄eu s’éste că nu se póte s’trécă de la mine aestă scafă tra s’nu o beau, la s’facă vrérea ta.
MAT.26.43	Și vine și lĭ află iară dorm̄indaluĭ; 
MAT.26.44	Că oclĭlĭ lĕ era îngreunațĭ Și îlĭ alăsă, și s’duse iară și se rugă a treia óră, ḑîcêndŭ iară açéle sbórĕ.
MAT.26.45	Atunçea vine la discipulĭ și lĕ ḑiçe: dorm̄ițĭ de tora încolo, și v’arăpăsațĭ. 
MAT.26.46	Écă s’aprochie óra, și hilĭlu a omŭluĭ s’preda în măn̄ĭle a pecătoșĭlorŭ. Sculațĭ‐vĕ; la s’m̄érgemŭ; écă s’aprochie açelŭ çe me preda.
MAT.26.47	Și cându elŭ nică sbura, écă Iuda unŭlŭ de doĭ‐spĕ‐ḑéçĭlĭi vine, și cu elŭ mulțime mare cu lémne și cu cuțite, de la Archiereĭ și Aușĭlĭi a poporŭluĭ. 
MAT.26.48	Și açelŭ çe lŭ predéde, lĕ déde semnu, și lĕ ḑîse: Care va s’lŭ bașŭ, açelŭ éste, acățațĭ lu. 
MAT.26.49	Și vine îndreptu la Iisusŭ și lĭ ḑîse: 
MAT.26.50	Bucură‐te Rabbi. Și lŭ bășă. Iară Iisusŭ lĭ ḑîse: óspe tră çe venișĭ? Atunçea s’aprochiară elĭ, băgară măn̄ĭle pre Iisusŭ, și lŭ açățară.
MAT.26.51	Și écă unŭ din açelĭ çe era cu Iisusŭ tése mâna, scóse cuțitŭlu a luĭ, și agudi servitorŭlu a Archiereŭluĭ, și ’lĭ tălie uréclĭea. 
MAT.26.52	Atunçea Iisusŭ ḑîse açeluĭ: Intórnă‐țĭ cuțîtŭlu la locŭlu a luĭ, că tuțĭ carĭ au luatŭ cuțîtŭ, de cuțîtŭ va s’chéră. 
MAT.26.53	Ică minduescĭ că nu potŭ 
MAT.26.54	Cumŭ decara va să se împlinéscă scripturĭle, că ași prinde să se facă?
MAT.26.55	In açea óră Iisusŭ ḑîse a mulțimilĭei; Ca la vr’unŭ furŭ avețĭ eșită cu cuțîte și cu lemne s’me acățațí? Tute ḑilele la voĭ ședeam învețândaluĭ în templu și nu me acățatŭ. 
MAT.26.56	Ma aeste tute s’féçeră tra să se ĭmplinésçă scripturĭle a profețílorŭ. Atunçea toțĭ discipulĭi lŭ alásará și fugiră.
MAT.26.57	Iară açelĭ çe acățară Iisusŭ, ’lŭ aduseră la Archiereŭlu Caiafa, iu era adunațĭ cărturarĭlĭi și Aușĭlĭi. 
MAT.26.58	Și Petru s’duçea după nĕsu de departe, până tru oborŭlu a Archiereŭluĭ. Și întră înăuntru, și ședea cu servitorilĭi, tra s’védă finitŭlu. 
MAT.26.59	Ma archiereilĭi și aușilĭi și tută adunarea căfta marturie minciunósă contra luĭ Iisusŭ, tra s’lu omóră; 
MAT.26.60	ma nu aflară; cu tute că vineră mulțĭ martorĭ minciunoșĭ, nu aflară. Apoĭa veninda‐luĭ doĭ martorĭ mincĭunoșĭ ḑiseră: 
MAT.26.61	Aestu ḑîse: Potŭ s’aspargu biserica alŭ Dumneḑĕu, și în treĭ ḑiles’o adaru. Și se sculă Archiereŭlu și lĭ ḑîse: Nu respunḑĭ çeva? 
MAT.26.62	Çe mărturisescu aeștĭ contra ta? 
MAT.26.63	Iară Iisusŭ tăçea. Și respunse Archiereŭlu și lĭ ḑîse: Te giurŭ pre v̄iŭlu Dumneḑĕu, să nĕ ḑîçĭ s’éste că tine esci Christolu hilĭlu alu Dumneḑeu. 
MAT.26.64	Iisusŭ lĭ ḑiçe: Tine ḑîseșĭ; ma vĕ ḑîcŭ; De aó înainte va s’vedețĭ hĭlĭlu a omŭluĭ șeḑêndu la drépta putérelĭeĭ, și venîndŭ pre nuorĭlĭi a çerŭluĭ. 
MAT.26.65	Atunçea archiereŭlu ’șĭ arupse straniele, și dîse: Elŭ blastemă; çe nĕ lipsescu marturĭ? 
MAT.26.66	Ecă tora lĭ avḑîtu blăsmarea. Çe vĕ se pare? Și açelĭ respunseră și ḑîseră: 
MAT.26.67	Stepsitŭ éste tră mórte. Atunçea lu ascuçhiéră pre față, și lŭ bătură; iară alțĭ lĭ déderă palme ḑicêndŭ: 
MAT.26.68	Christóse, profitisea‐nĕ care éste açelŭ çe te agudi?
MAT.26.69	Iară Petru ședea afóră tru oborŭ; și s’aprochie de nĕsŭ ună servitóre, și lĭ ḑîse: Și tine eraĭ cu Iisusŭ Galileanŭlu. 
MAT.26.70	Ma elu se lepădă înaintea tutulorŭ și ḑîse: Nu sciu çe ḑîçĭ. 
MAT.26.71	Și cându eși la pórtă, ’lŭ veḑu altă servitóre, și ḑîse açelorŭ de açolo. Și aestŭ era cu Iisusŭ Nazarianŭlu. 
MAT.26.72	Și iară se lepăda cu giuratŭ, că nu cunoscu omŭlŭ. 
MAT.26.73	După puținŭ iară s’aprochiară açelĭ çe stătea acolo, și ḑiseră a luĭ Petru: Dealihea și tine unŭ din elĭ escĭ; că de pre sborŭlu a tĕu te cunoscĭ.
MAT.26.74	Atunçea înçepu s’anătheméḑă și săgiură, că nu cunoscŭ omŭlu. Și tru‐óră cocotŭlu cântă. 
MAT.26.75	Și ’șĭ aduse aminte Petru de sborŭlu a luĭ Iisusŭ, care lĭ avea ḑîsă, că înainte ca s’cântă cocotŭlu, de treĭ orĭ va să te lépăḑĭ. Și eși afóră și plâmse amarŭ.
MAT.27.1	Și cându aperi, féçeră sborŭ tuțĭ archiereilĭi și aușilĭi a poporŭluĭ, contra luĭ Iisusŭ, tra s’lŭ omóră. 
MAT.27.2	Și decara lŭ legară, lŭ duseră și lŭ predéderă la Guvernatorŭlu Ponțiu Pilatŭ.
MAT.27.3	Atunçea Iuda care lŭ avea predată, cându veḑŭ că Iisusŭ fu giudecatŭ tră mórte, s’tunusi și turnă năpoĭ treĭ ḑeçĭlĭi de argințĭ a archiereilorŭ și aŭșilorŭ, și ḑîse: 
MAT.27.4	Feciu pecatŭ că am predată sânge nestepsitŭ. 
MAT.27.5	Ma elĭ ḑîseră: Çe nĕ éste a nóuĕ? Tine veḑĭ tr’aestă. Ș’arŭcă argințilĭ în templu, fugi, și s’duse de se spinḑură. 
MAT.27.6	Iară archiereĭlĭi, luară argĭnțĭlĭ și ḑîseră: Nu prinde s’lĭ băgămŭ în casa templuluĭ, că éste prețŭ de sânge. 
MAT.27.7	Și decara féçeră sborŭ acumperară cu elĭ agrulŭ a Olarŭluĭ, tră îngroparea strĕin̄ĭlorŭ.
MAT.27.8	De açea açelŭ agru s’clĭemă agrulŭ a sângeluĭ până în ḑiua de astă‐ḑĭ. 
MAT.27.9	Atunçea se împlini açea çe fu ḑîsă prin profetŭlu Ieremia care ḑîçe: „’Șĭ luară treĭ ḑeçĭlĭi de argințĭ prețulŭ a vindutŭluĭ, care fu tin̄isitŭ de hilĭi a luĭ Israilŭ; 
MAT.27.10	și lĭ déderă tră agrulŭ a Olarŭluĭ, precumŭ mĭ dimândă Domnulŭ“. 
MAT.27.11	Iară Iisusŭ stătu înaintea guvernatorŭluĭ și guvernatorŭlu lŭ întrebă ḑîcêndŭ: Tine esci amirălu a Iudeĭlorŭ? Și Iisusŭ lĭ ḑîse:
MAT.27.12	Tine ḑiçĭ. Și cându s’acuză de câtrĕ archiereĭ și de aușĭ, nu respunse çeva.
MAT.27.13	Atunçea Pilatŭ ḑîse câtrĕ elŭ: Nu avḑĭ câte mărturisescu contra ta? 
MAT.27.14	Și nu lĭ respunse la niçi unŭ graiu, în câtŭ guvernatorŭlu se mira multu.
MAT.27.15	Iară la serbătóre lipsea ca guvernatorŭlu să sălăghiéscă a poporŭluĭ din înclĭsóre, unŭ care vrea elĭ. 
MAT.27.16	Și avea atunçea în înclĭsóre, unŭ omŭ avḑîtŭ care se clĭema Baraba. 
MAT.27.17	Și cându elĭ s’adupară lĕ ḑise Pilatŭ: Care vrețĭ s’vĕ sălăghiescu, Baraba, ică Iisusŭ care s’ḑîçe Christosŭ? 
MAT.27.18	Că scia că de pismă l’avea predată.
MAT.27.19	Ma cându elŭ ședea pe scamnu de giudecată, petrecu la elŭ mulĭérea luĭ ḑicêndŭ: S’nu lĭ façĭ çeva açeluĭ îndreptu, că multe pățĭi tră nĕsŭ astăḑĭ în v̄isŭ.
MAT.27.20	Ma archiereilĭi și aușilĭi înduplecară mulțimea tra s’çéră Baraba, iară Iisusŭ s’lu chéră. 
MAT.27.21	Și respunse guvernatorŭlu, și lĕ ḑîse: Care din amêndoĭ vrețĭ s’vĕ sălăghiescu? Șĭ açelĭ ḑîseră: Baraba. 
MAT.27.22	Pilatŭ lĕ ḑîçe: Çe s’lu facŭ decara Iisusŭ care s’dîçe Christosŭ? Tuțĭ lĭ ḑîseră: 
MAT.27.23	Să se cruçifică. Iară guvernatorŭlu ḑîse: Ma çe rĕŭ are faptă? Iară açelĭ cama multu striga și ḑîçea: Să se cruçifică. 
MAT.27.24	Și Pilatŭ cara veḑu că çeva nu póte s’facă, ma cama multă vrévă s’façe, luă apă ’șĭ spelă mân̄ĭle a luĭ înaintea mulțimilĭeĭ, și ḑîse: Nestepsitŭ escu de sângele aestuĭ dreptu; voĭ vedețĭ tr’aestă. 
MAT.27.25	Și tutŭ poporŭlu respunse și ḑîse: Sângele a luĭ s’hibă asupra nóstră și asupra hilĭlorŭ a nostrorŭ.
MAT.27.26	Atunçea lĕ sălăghi Baraba, iară pre Iisusŭ, după çe lŭ bătŭ, lŭ déde tra să se cruçifică. 
MAT.27.27	Atunçea ostasĭlĭi a Domnitorŭluĭ Iuară pre Iisusŭ la pretoriu, și adunară ningă nĕsŭ tuta banda a ostașilorŭ. 
MAT.27.28	Și lŭ desvescură și lŭ învescură cu hlamidă aroșe. 
MAT.27.29	Și ’lĭ împlătiră ună corónă de schin̄ĭ, lĭ o apuseră pre capŭ, și ună calame la mâna lĭ dréptă; și îngenuclĭară d’înaintea luĭ, și ’șĭ arîdea de elŭ, ḑîcêndŭ: 
MAT.27.30	Bucură‐te amiră a Iudeilorŭ. Și ascuipară preste elŭ, și luară călamea, și lŭ batea preste capŭ. 
MAT.27.31	Și după çe ’șĭ bătură peză de elŭ, îlŭ desvescură de hlamidă, și lŭ învescură cu straniele aluĭ, și ’lŭ duseră s’lŭ cruçifică. 
MAT.27.32	Și cându eșia afóră, aflară unŭ omŭ Kirineanŭ, care se clĭema Simonŭ; pre açelŭ lu acățară angarie tra s’lĭ pórtă cruçea. 
MAT.27.33	Și cându viniră la locŭlu numitŭ Golgotha, care s’ḑîçe locŭlu a Capățîneĭ, lĭ déderă tra s’bea puscă amestecată cu hére; și gustândaluĭ nu vru s’bea.
MAT.27.34	Și după çe ’lŭ cruçificară, lĭ împărțiră stran̄iele, șî arŭcară șcurta, tra să se împlinéscă açea çe fu ḑîsă, prin profetŭ: 
MAT.27.35	’Șĭ împărțiră veștimêntele a méle între elĭ, și tră stran̄ĭlu a m̄eu arŭcară șcurta. 
MAT.27.36	Și șeḑêndaluĭ, lu aveglĭa acolo.
MAT.27.37	Și lĭ băgară de asupră capŭluĭ a luĭ acuzarea luĭ scrisă: AESTU „ESTE IISUSŬ AMIRĂLU A IUDEILORŬ.“
MAT.27.38	Atunçea cruçificară deadunŭ cu elŭ și doĭ furĭ, unŭlu ’n‐a‐drépta, și unŭlu ’n‐a‐stânga.
MAT.27.39	Și açelĭ çe treçea pre ningă nĕsŭ, ’lŭ îngiura și ’șĭ legăna capetĕle a lorŭ ḑîcêndŭ: 
MAT.27.40	Tine care aspargĭ templulŭ, și în treĭ‐ḑîle lŭ adarĭ, ascăpă‐te pre tine. S’éste că esci hilĭlu alŭ Dumneḑĕŭ, depune‐te de pre cruçe. 
MAT.27.41	Așițe și Archiereĭlĭi ’șĭ bătea peză deadunŭ cu Cărturarĭlĭi și aușĭlĭi și ḑîçea: 
MAT.27.42	Alțĭ ascăpă, elŭ singurŭ nu póte să se ascapă; s’éste că éste amiră aluĭ Israilŭ, la s’depună tora de pre cruçe, și s’lŭ credemŭ. 
MAT.27.43	Spéră în Dumneḑĕu; la s’lu ascapă tora s’éste çă lŭ va; 
MAT.27.44	că ḑîse: Hilĭlu alŭ Dumneḑĕu escu. Tutŭ ași și furĭlĭi carĭ era deadunŭ cu elŭ cruçificațĭ, ’lu îngiura.
MAT.27.45	Iară de la óra șése, s’féçe întunérecŭ preste tutŭ locŭlu, până la óra nóuĕ.
MAT.27.46	Și pre la óra nóuĕ strigă Iisusŭ cu bóçe mare, ḑîcêndu: „Ili, Ili, lama sabahtani?“ Care va s’ḑîcă „Dumneḑĕŭlu a m̄eu Dumneḑeŭlu a m̄eu, câ‐çe me alăsașĭ?“ 
MAT.27.47	Iară niscânțĭ din açelĭ carĭ ședea acolo, cându avḑîră ḑiçea: „Că pre Ilia strigă elŭ“. 
MAT.27.48	Și tru óra unŭ din elĭ, alĕgă și luă unŭ sfungŭ, lŭ umplu cu puscă, și cara lu băgă tr’ună călame, lĭ déde s’bea. 
MAT.27.49	Iară alanțĭ ḑîçea: Alăsațĭ la svedemŭ dise va s’v̄ină Ilia s’lu ascapă.
MAT.27.50	Atunçea Iisusŭ iară strigă cu bóçe mare, și déde duhŭlu.
MAT.27.51	Și écă curtina a templuluĭ s’arupse în dóuĕ, din susŭ până în ghiosŭ; și locŭlu s’cutremură, și chetrele s’disicară și mormênțĭlĭ s’desclĭseră, 
MAT.27.52	și multe trupurĭ de sânțĭ, carĭ era morțĭ se sculară.
MAT.27.53	Și decara eșiră din mormênțĭ după înv̄iarea luĭ, întrară în sânta çetate, și se spuseră la mulțĭ.
MAT.27.54	Iara sutașŭlu și açelĭ çe era cu elŭ de aveglĭa Iisusŭ, cându veḑură cutremurŭlu, și açéle çe s’féçeră, s’aspĕriară vêrtosŭ, și ḑîseră: Dealihea hilĭlu a luĭ Dumneḑĕu fu aestu.
MAT.27.55	Și era acolo multe mulĭerĭ çe mutria de departe, și carĭ avea vinită după Iisusŭ din Galilea, și lĭ servia; 
MAT.27.56	Intre carĭ era Maria Magdalena, și Maria muma luĭ Iacovŭ și a luĭ Iosi, și muma a hilĭlorŭ a luĭ Zevedeŭ.
MAT.27.57	Si cându întunecă, vine unŭ omŭ avutŭ din Arimathea cu numa luĭ Iosifŭ care și elŭ fu discipulŭ aluĭ Iisusŭ.
