MAT.1.1	Rìfuu yì ɗi Yeesus Kiris man à Davit, man à Abiraham ɗi ri fɛlɛ: 
LUK.9.48	à kpaa ɓɔ lɛ: Ŋwaànɛ à ghàɓi maa ŋwɔɓti ànɛ ɓi ɗii ɗyɛ̀m, di mɛ̀ɛmiɗ innɛ à ghàɓi; fɔɔnnɛ mum ǹcèm ànɛ à ghàɓi mɛ̀ à ghàɓi girig roànɛ à romgày mɛ̀ ɓisuulɛ roànɛ à ɓiì ɓiisɛɛ ki ghɛnɛɛ lɛsàaag ɓi nyìinyìm wìn, nnyɛɛ cee mìniìcèm.
LUK.9.49	Nni Zyaŋ à tòòghrɛ̀ngà, à kpaa lɛ: Ǹɗesàg! tyàa ghɛɛ ŋwaàdɛŋ, di a nànaɓ ɓiɓeɓtàg ɓi mɛghay ɓi ɗii ɗyɔɔ, nni tyàa rèegh nyi, ɓisuulɛ à yingag ɓi nɗaŋ wis. 
LUK.9.50	Fɔɔnnɛ Yeesus à ɓàkà Zyaŋ lɛ: Kɛ̀ ɓi règ nyi, ɓisuulɛ, ŋwaànɛ à yin ɓiì ɗùùɗuu ri mìni, à rì ɓi gàm yìn.
LUK.9.51	Yɛ̀ɛ mɛ̀ru mɛ lɛ Yeesus a pɛsɛn ɓi ziinɛ mɛ ɓaghà dì mɛ ti jàŋbog, à rengà rì ǹɗem wii wucem lɛ, à kɛ̀ɛ a Yorisalɛm. 
LUK.9.52	Fɔɔnnɛ à lokà kì romì ɓum beèbɛ̀y. Ɓumɓɛ̀n ɓɛ roŋì bee, ɓɛ kpaŋ ɓi maa kìlɔ̀ŋ àdɛŋ ànɛ a Samari lɛ ɓɛɛ pegsɛn ɓìɓan ɓi ɓi rìyù ɗii, 
LUK.9.53	kìɓan kifog ɓɛ ghaɓkà ɓi nyi wɔɔ ɓisuulɛ à ɓaghà ɓiì kɛ̀nkɛ̀ni a Yorisalɛm. 
LUK.9.54	Yɛ̀ɛ Zyaŋ rì Zyag ɓɛ ghɛngà fɔlɔɔ, ɓɛ tɔg nyi lɛ: Kan! tì yin lɛ tì tɔg lɛ ɗuu ɗyɛɛ sɛn yì aɗyoo ɗyɛɛ ɗigsi ɓumɓɛ? 
LUK.9.55	Nni à lɔ̀ɔ̀ghrɛ̀ngày à nyɛɛdɛ̀n ɓɔ, à kpaa lɛ: Ɓì yii ɓi nya rìkuu ɗi ǹghay ɗi ɗi ri ɓi mìni. 
LUK.9.56	Ɓisuulɛ, Man à mum à yùghà ɓi lɛ a ɗimzi ɓyɛɓ ɓi ɓum, à yùghà lɔŋ ɓyɔ kì ghɛɓsii. Fɔɔnnɛ ɓɛ kɛngà ɓi maa kìlɔ̀ŋ àdɛŋ.
LUK.9.57	Yɛ̀ɛ ɓɛ ɓaghà ɓi bee, ŋwaàdɛŋ à kpaaghà Yeesus lɛ: Ǹɗì wɔ̀ ɓiì nɔ̀ɔ̀tii jàŋbimiɗ ìnɛ ù kɛ̀ɛ. 
LUK.9.58	Nni Yeesus à ɓàkà nyi lɛ: Ɓìbina ɓi ri rì mɛ̀kuɓi, tììlì ti aɗyòò rì ɓìlaa, kìɓan kifog, Man à mum à rì kɛ̀ɛ̀ jàŋ inɛ a fɔɔ̀sag wɔɔ. 
LUK.9.59	Fɔɔnnɛ Yeesus à kpaaghà ŋwaàmbog lɛ: Nɔ̀ɔ̀ti mɛ̀. Roànɛ̀n à ɓàg nyi lɛ: Ka cenɛn mɛ̀, nka ɓas̀ kì ɓòmi seŋi wɛ̀m. 
LUK.9.60	Yeesus à ɓàg nyi lɛ: Càra ɓìloŋ ɓyɛɛ ɓom̀ ɓìloŋ ɓyaa, kìɓan kifog wɔ̀ɔ̀ kɛ̀na kì kakalii ɓum ɓɔlɛ à kìlɔ̀ŋ ki Bɛ̀ll. 
LUK.9.61	Nni ŋwaàdɛŋ à kpaatìghà nyi lɛ: Kan, ǹɗì wɔ̀ ɓiì nɔ̀ɔ̀tii, nni ka càra mɛ̀, ǹghesɛn yì naa yɛ̀m ì ɓum. 
LUK.9.62	Yeesus à ɓàg nyi lɛ: Ŋwaànɛ à rì lɛ, i à ɓeegh kìɓan, à tumɛn kɔ, wɔ̀lɛ kɛ̀ɛ kì kɔ lɛ, a fèfeg ɓiɓan ɓidɛŋ ɓi nyi ajɛ̀m, à ghɛ̀ɛ̀sɛɛ ɓi ri kìlɔ̀ŋ ki Bɛ̀ll.
LUK.10.1	Ajɛ̀m ìnɛn, Kan à ɓɔ̀ɔ̀dìghà ɓɛ̀yilàg ɓɛdɛŋ mɛ̀tin mɛraa rì ǹtɛ̀ɗ à log ɓɔ kì romì beèbɛ̀y ɓɛ̀sɛ̀ɛ̀ ɓɛɓɛɛ̀ ɓɛɓɛɛ̀, ɓi bàn rì ɓi jàŋ yicèm yi nyimiɗ à ghɛ̀ɛ̀sɛ̀ngà wɔɔ ki kɛ̀ɛ. 
LUK.10.2	Nni à kpaaghà ɓɔ lɛ: Mɛ̀saŋ mɛ teghɛɛ lɛɛ̀gwey, kìɓan kifog ɓɛ̀kìì-ɓìsay lɛsàg; ɓɔ̀ŋzaaghna min ŋwaànɛ à rì rì mɛ̀saŋ lɛ, a rom yì ɓɛ̀kìì-ɓìsay ɓɛ ɓɛɛ sàŋ nyi mɛ̀saŋ. 
LUK.10.3	Kɛ̀ɛna, ǹɗomi mìni fɛlɛ yɛ̀ɛ ɓɔn ɓɛ jɔ̀ɔ̀ ɓi nyìinyìm à ɓìmonɗo. 
LUK.10.4	Kɛ̀ ɓi teɗ mɔ̀ɔ̀ni, nsoò ɓàm, nsoò gòò, kɛ̀ ɓì tògsi mum ɓi bee. 
LUK.10.5	Mɛɛ mɛcèm mɛ ɓi ɗiŋii wɔɔ, kaliina ɓumɓɛ miì lɛ: Fyòoog à Bɛ̀ll a ɓa ɓi mɛɛ mɛ. 
LUK.10.6	I ŋwaà fyòoog à rì ɓi mɛɛ mɛncèm fyòoog wìn a ɓiì kɔ̀rii a lɔ̀ŋkii. Wɔ̀lɛ i ŋwaà fyòoog à yin ɓi mɛɛ mɛǹ, fyòoog wìn a ɓiì sugtii yi mìni ɓi nyòò. 
LUK.10.7	Kɔ̀riina lɔŋ ɓi mɛɛ mɛǹ, ɓi ɗiɗì ɓi ki nɔnɔ ɓyom ɓi ɓɛ faa mìni wɔɔ, ɓisuulɛ, ǹkìì-kìsay a ghɛɛ̀sɛɛ kì ɓaà rì mɛ̀lèɓ; kɛ̀ ɓi dèŋdèŋ lɛ, ì ɓì rì ɓi naa ìnɛ, ɓì cee ɓi ìnɛ. 
LUK.10.8	Bàn bimiɗ ìnɛ ɓì rì ɓiì ɗiŋii miì, i ɓɛ ghaɓi mìni lɛ syeesyee, ɓi ɗi com kìcèm ki ɓɛ ɓiì faà mìni wɔɔ. 
LUK.10.9	Wɔ̀ɔ̀ziina ɓɛ̀roroɓ ɓɛ̀cèm ɓɛ ɓi bàn ìnɛn, ɓì kpaa ɓɔ lɛ: Kìlɔ̀ŋ ki Bɛ̀ll ki ti mìni jàŋbog. 
LUK.10.10	Kìɓan kifog, bàn bimiɗ ìnɛ ɓì rì ɓiì ɗiŋii miì, ì ɓumɓɛ miì ɓɛ ghaɓi ɓi mini, kpaŋdɛɛna ɓi beègwey, ɓì kpaa lɛ: 
LUK.10.11	Tì kùri kùrùɓu ànɛ ɓi bàn yìn ànɛ àa maɓkii ɓìsi ɓi mɛ̀kòò lɛ a ɓa fɛlɛ yɛ̀ɛ wusìnɛ̀ɗ wis. Kìɓan kifog yiina lɛ, kìlɔ̀ŋ ki Bɛ̀ll ki ti mìni jàŋbog. 
LUK.10.12	Ǹkalii mìni lɛ: ŋwosi ɓɛyɔ̀m ɓaa ɓiisɛn ɓi ki nyɛnì rì ɓumɓɛ a Sɔdɔm yɛ̀ɛ à ri nyɛn ri ɓumɓɛ ɓi bàn ìnɛ̀n.
LUK.10.13	Nyìighnyìg rì wɔ̀ Korazɛŋ, nyìighnyìg rì wɔ̀ Bɛdsayida, lɛ i dàm yi ɓiɓan yi yi mɛ kìlɛn yi fɛ a lɔ̀ŋkin yɛɛ kilɛn fɔlɔɔ a Tiir, rì a Sidɔŋ, di ɓumɓɛ wɔɔ ɓɛ lɔɔ̀ghrɛ̀ngà mɛ̀rem fìɗyàɓ, ɓɛ waatàg mɛ̀kùtì, ɓɛ ki siŋɗɛn kiɓu, lɛ ɓɛɛ resi ɓum bim ìnɛ ɓɛ woogh ɓisuu ɓiɓe ɓyaa. 
LUK.10.14	Nni yiina lɛ, Bɛ̀ll à ri nyɛn ri mìni a cee rìnyɛn ɗi à ri nyɛn ri Tiir nsoò lɛ rì Sidɔŋ ŋwosi ɓɛyɔ̀m. 
LUK.10.15	Nni wɔ̀ Kapɛrinawum, u fèfeg nya lɛ, ù ɓiì ɓɔɔgh ù kpaŋ aɗyoo? Èe èe ù ɓiì sɛnì, ù kpaŋ a nyɔ̀ɛ̀y. 
LUK.10.16	I mum à woogh mìni, di mɛ̀ nnɛ à woogh; ŋwaànɛ à ɓeni mìni di à ɓèni mɛ̀; wɔ̀lɛ i mum à ɓèni mɛ̀ di, à ɓèni girig roànɛ à romgày mɛ̀.
LUK.10.17	Fɔɔnnɛ ɓɛ̀yilàg mɛ̀tin mɛraa rì ǹtɛ̀ɗ ɓɛ sugtighày rì kìnyàà, ɓɛ kpaa Yeesus lɛ: Kan, nsoò ɓìɓeɓtàg ɓi mɛghay ɓyɛɛ ririsi ɓisi di tì fwààdɛɛ ɓyɔ ɓi ɗii ɗyɔ̀ɔ̀. 
LUK.10.18	Yeesus à kpaa ɓɔ lɛ: Mɛ̀ ǹghɛngà di Satàn a kɔ̀sɛɛ yì aɗyòò, à kpì fɛlɛ yɛɛ̀ ŋwàaŋwàɗ. 
LUK.10.19	Ghɛɛna lɛ, mɛ̀ɛ nfaa mìni ìtèɗ wulɛ ɓi kɛɛ̀kɛɛ ɓi nyoo, rì ɓi tìrèè, ɓi ki dùŋzag ìteɗ wu bènàbena ànɛ lɛ Satàn wùcèm; fɔɔnnɛ com kaa kì ɓi wààdɛŋ. 
LUK.10.20	Kìɓan kifog, kɛ̀ ɓi ɓiisɛn ki nyàànyaa lɛ, ɓìɓeɓtàg ɓi mɛghay ɓyɛɛ̀ ririsi mini, nyàànyaana lɔŋ lɛ mii min mɛ ti mɛ̀ kànɛn ɓi ɗyoo ɓi ɗùm. 
LUK.10.21	Ɓi cààmɛ̀n kɔm̀ kiǹ, Kìtɛntɛ̀ɛ̀n ki Nghay ki kìghà lɛ Yeesus a wog kìrɔɔ lɛɛ̀gwey, à ki kpaa lɛ: Tààta, wàànɛ ù làmii lɛ, rì ɗyoo rì zi, ǹfaa wɔ̀ ɓìtògsɛ̀n lɛ ù nyamgàkà ɓɛ̀yiì-ɓìɓan, rì ɓum ɓɛ ɗyomzɛ̀n ɓìɓan ɓi; rì tì lɛ, ù kìghà lɛ ɓyɛɛ yilɛn a ɓɔɓti ɓɛsàg. Ɛ̀ɛ̀ Tààta, ǹtògsaagh yɛ̀ɛ ki nɗɔɔ wɔ̀ lɛ kɛɛ kilɛn fɔlɔɔ.
LUK.10.22	Seŋi wɛ̀m à faghà mɛ̀ ɓìɓan ɓìcèm, fɔɔnnɛ ŋwaàdɛŋ à yii ɓi ghɛn yɛ̀ɛ ri lɛ Man i ki yin lɛ Tààta rì ghɛn yɛɛ ri lɛ Tààta, i ki cee ɓi lɛ Man, rì roànɛ Man à rèsii Tààta. 
LUK.10.23	Fɔɔnnɛ Yeesus à nìmɓɛ̀ngà a ɓɛ̀yilàg, à kɔ̀ŋɗɛ̀n ɓɔ lɛ: Mààgh rì mìni lɛ, ɓi seesee ɓiɓan ɓi. 
LUK.10.24	Ɓisuulɛ kigwey ki ɓɛkpaŋzì-ɓìɓan, rì mɛ̀fòm, ɓɛ ɓaghà rì zày ìnɛ lɛ ɓɛɛ ghɛǹ ɓìɓan ɓi mìnii seesee ɓi, wɔ̀lɛ ɓɛ ghɛngà ɓi ɓyɔ; ɓɔ tì rì zày ìnɛ lɛ, ɓɛɛ wog ɓìɓan ɓi mìnii wowog ɓi wɔ̀lɛ ɓɛ wokà ɓi ɓyɔ.
LUK.10.25	Fɔɔnnɛ kìtèetèɗ ki ǹɗèsàg-ɓìdɔ̀gsɛna ki pɛsɛngày lɛ, kɛɛ feèghrɛn Yeesus, ki tɔg nyi lɛ: Ǹɗèsàg, cɛ kɛɛ̀ki ǹghɛ̀ɛ̀sɛɛ kì kìi ɓi ɗi lɛ m̀ɓa rì cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀? 
LUK.10.26	Nni Yeesus à ɓàkà nyi lɛ: Cɛ kɛɛ ri kì kànɛn ɓi ɓìdɔ̀gsɛna ɓi Bɛ̀ll, ù ti ù ɓààyì la miì? 
LUK.10.27	Ŋwaànɛn à ɓàg Yeesus lɛ: Ù ghɛ̀ɛ̀sɛɛ kì keesii Kan Bɛ̀ll wɔ̀ɔ̀ rì ǹɗem wɔɔ wucèm, rì ǹghay wɔɔ kicèm, rì ìtèɗ wɔɔ wucèm, rì mɛ̀yitì mɔɔ mɛcèm, ù ki keesi ti romum ànɛ à wuɓsɛɛ wɔ̀ yɛ̀ɛ wɛ̀ɛmiɗ. 
LUK.10.28	Yeesus à ɓàg nyi lɛ: Ù konaagh kì ɓàagh; nni kìya fɔlɔɔ, di u ɓa rì cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀. 
LUK.10.29	Kìɓan kìfog yɛ̀ɛ ŋwaànɛ̀n à kɔ̀nkɔ̀ngà lɛ, a resi lɛ à rì saaɗ à mum, nni à tɔkà Yeesus lɛ: Ghɛn yɛ̀ɛ rì romum ànɛ à wuɓsɛɛ mɛ̀? 
LUK.10.30	Yeesus à ɓàg tì nyi lɛ: Ŋwaàdɛŋ yɛ̀ɛ pɛsɛ̀ngà a Yorisalɛm lɛ à kɛ̀ɛ a Zyeriko, fɔɔnnɛ ɓɛ̀zyaàzyaa ɓɛ ɓangà nyi, ɓɛ ɓatàg ɓyom ɓii, ɓɛ ki ɓog nyi, ɓɛ càɗ nyi ǹɗèè rì nyɔ̀ɛ̀y. 
LUK.10.31	Ŋwos anɛ̀n, pìrɛɛtìrɛ̀ àdɛŋ à ròŋighà girig bee yɔ̀miɗ inɛ̀n, nni yɛ̀ɛ à ghɛngà ŋwaànɛ ɓɛ̀zyaàzyaa ɓɛ kulà ànɛ̀n à kɔŋ bee ɓɛg àmbog. 
LUK.10.32	Fɔɔnnɛ ŋwaàdɛŋ ànɛ ɓi boo ì mum ì Levi à kpaagà girig ɓi jàŋ inɛ̀n à ghɛn ŋwaànɛ̀n, à ghaàgh girig lɛ reeeɓ, kɛ̀ɛ ɓɛ̀ŋmɛn. 
LUK.10.33	Kìɓan kìfog, muu Samari àdɛŋ à kɛ̀nkɛ̀ngà rìkɛ̀ɛ̀, nni à yùghà kì kpaŋì ŋwaànɛ à nɔ̀nɔ̀ŋìghà ànɛ̀n jàŋbog, nyìighnyìg ì kì nyi rì ŋwaànɛ̀n. 
LUK.10.34	Fɔɔnnɛ à tyoŋdɛ̀ngà nyi a nyoo, à foŋ lɛ, rì mɔɔ rì mɛ̀rɔ̀g ɓi beŋ, à ki kàŋ yɔ, à pɛ̀sì min nyi, à kɔ̀ɔ̀sì nyi ɓi jàɗki yiì aɗyòò, à kɛ̀n ɗì nyi a mɛɛ mɛ ɓɛ̀kèn ɓɛɛ̀ laayi miì à kì nyi ɓìɓan ɓìcèm ɓi ɓi kɔɔ̀kɔ̀nɛ̀ngà lɛ a ki nyi. 
LUK.10.35	Ɓi duri tana nni muu Samari ànɛ̀n à sɔ̀ŋìghà tìraŋ̀ ti mɔ̀ɔ̀ni ɓɛ̀hɔnɗɛ̀ɗ ɓɛɓɛɛ̀, à fa mɔ rì ŋwaànɛ à kɔ̀mɛ̀ngà naa ì ɓɛ̀kèn inɛ̀n, à kpaa nyi lɛ: Rɔ̀ɓa mɛ̀ kì ɓèŋɓeŋi ŋwaànɛ, i ki kpaŋi lɛ ù sagtɛɛ tì mɔ̀ɔ̀ni mɛdɛŋ aɗyòò ɓi mɛ ǹcàri mɛ ɓi rìɓèŋ ɗi ù rì nyi ɓiì ɓèŋɓeŋi, ǹlèɓ wɔ̀ mɔ di ǹti ɓiì suùgh. 
LUK.10.36	Fɔɔnnɛ Yeesus à tɔkà min ǹɗèsàg-ɓìdɔ̀gsɛna ànɛ ɓɛ totòkà ànɛ̀n ɓɛɛ nyi lɛ: Ɓi ɓum ɓɛ kiraa ɓɛ̀n, roàbe nnɛ wɔ̀ɔ̀ ghɛɛ lɛ, à ɓiisɛɛ ki wuɓsɛɛ ŋwaànɛ ɓɛ̀zyaàzyaa ɓɛ kulà ànɛ̀n? 
LUK.10.37	Roànɛ̀n à ɓàg nyi lɛ: Mɛ̀ ǹghɛɛ lɛ, muu Samari ànɛ à wokà ŋwaànɛ̀n nyìighnyìg yɛ̀ɛ wuɓsɛɛ nyi. Nni Yeesus à kpaaghà min ǹɗèsàg-ɓìdɔ̀gsɛna anɛ̀n lɛ: Wɔ̀ɔ̀ kɛ̀na u kilag girig fɔlɔɔ.
LUK.10.38	Yɛ̀ɛ ɓɛ ɓaghà ɓi bee, nni Yeesus à ɗiŋìghà ɓi kìlɔ̀ŋ kidɛŋ, fɔɔnnɛ giɓ adɛŋ ɗii lɛ Maata, à ghàɓkà nyi a mɛɛ mii. 
LUK.10.39	Giɓ anɛ̀n à ɓaghà rì geni a giɓ ɗii lɛ Marii, nnyɛɛ kɔ̀righà Kan a mɛ̀kòò, à wowòg ɓìtòkì ɓii. 
LUK.10.40	Maata nyii ɓaghà ǹɗem rì gɛ tìtom anɛ à ghɛ̀ɛ̀sɛ̀ngà kì kìlɛɛ, ɓisuu righàɓ ɗi ɓɛ̀kèn; fɔɔnnɛ à yùghà kìkpaà Kan lɛ: Ki yeesii ɓi wɔ yɛ̀ɛ gèni wɛ̀m à càri mɛ̀ rì gìlɛ̀n cɛ̀ncɛm? Kali ɓà nyi lɛ a yu mɛ̀ kì gheŋzii. 
LUK.10.41	Kan à ɓàg Maata lɛ: Maata wɔ̀, u kpuukputɛ̀n, nɗem wɔɔ wu ki cɛɛcɛɛ̀rɛ̀n ɓi ɓìɓan lɛɛ̀gwey. 
LUK.10.42	Wɔ̀lɛ kìɓan kifog kɛɛ ri rì gɛɓsɛ̀n; Marii àa ɓɔ̀ni gàɓ ì syeesyee; ɓaa ɓàtɛn ɓi nyi yɔ̀.
LUK.11.1	Ŋwos adɛŋ, Yeesus à ɓɔ̀ɔ̀ɓɔ̀ŋzìghà ɓi jàŋ idɛŋ; yɛ̀ɛ à lègsìghà bɔ̀ŋzɛ̀n nni n-yilàg wìì adɛŋ, à kpaaghà nyi lɛ: Kan, rèsàg ɓìsi yɛ̀ɛ ti ɓɔ̀ŋzag, fɛlɛ yɛ̀ɛ Zyaŋ à rèsàkà ɓɛ̀yilàg ɓii, lannɛ ɓɛɛ ɓɔŋzag. 
LUK.11.2	Yeesus à kpaa ɓɔ lɛ: Cààmɛ̀n kìcèm ki ɓi ɓɔ̀ɔɓɔŋzàg, kaliina lɛ:
LUK.11.2	Tààta! Ɗii ɗyɔɔ ɗyɛɛ ɓa ɗì tɛnɛn;
LUK.11.2	kìlàmì kɔɔ kɛɛ yu.
LUK.11.3	Ɓɛ̀ŋwos ɓɛ̀cèm faa ɓìsi ɓìɗilàg ɓi ɓi ghɛɛ̀sɛɛ rì ɓìsi ɓi bimiɗ a ŋwos.
LUK.11.4	Cenɛn ɓìsi ɓìɓe ɓis, lɛ ɓìsi girig tì ti tì cenàg ŋwaànɛ à kaa ɓìsi kìɓan.
LUK.11.4	Kɔ̀ɔ ki càɗ ɓisi lɛ ti kpi ɓi mɛ̀fèèghrɛn ɓiɗùm.
LUK.11.5	Nni à kpaatìghà ɓɔ lɛ: I kìbog ki ɓi mìni ki ri rì rìghan, nni rìghan ɗiǹ ɗi yuù nyi kì ghɛɛ̀ rì ǹɗem-irù, ɗi kpaa nyi lɛ: Reŋkàŋ wɛ̀m, ɓɔ̀rɛn ɓà mɛ bìrɛs yiraa, 
LUK.11.6	lɛ reŋkàŋ wɛ̀m àdɛŋ à rìì rìkɛ̀ɛ̀, nni à kpaŋi a lɔ̀ŋkɛm̀, fɔɔnnɛ ǹki yin ɗi com ki lɛ, ǹfa nyi à ɗi. 
LUK.11.7	Nni i roànɛ̀n à ɓàghiì nyi wɔɔ ɓi naa lɛ: Kɔ̀ɔ̀ yeesi mɛ màa mɛ sìmdɛ̀n, rì mɛ̀ rì ɓɔn ɓɛm, tì mɛ nɔ̀ŋi ɓi zi, ǹ-yiidi lɛ m̀pɛ̀sɛ̀n tì aɗyòò lɛ ǹfa wɔ̀ bìrɛs. 
LUK.11.8	Ǹkalii mìni lɛ, àa soo pɛ̀sɛɛ ɓi aɗyòò lɛ a fa nyi bìrɛs, ɓi ɗii ɗi lɛ reŋkàŋ wìì, à rì ɓiì pɛ̀sɛɛ aɗyòò, à fa nyi com kìcèm ki roànɛ̀n à tɔɔgh nyi lɛ a caɗ nyi lɛ fyòoog kɛ̀ɛ yeesi nyi. 
LUK.11.9	Fɔɔnnɛ ǹkpaatii mìni lɛ, lɔnina, fɔlɔɔ nnɛ ɓɛ ri mìni ɓiì faà; kaana, fɔlɔɔ nnɛ ɓì ɓiì tanɛɛ, ɓooghna ìsuunaa, fɔlɔɔ nnɛ ɓɛ ri mìni wɔ ɓiì nɛmì; 
LUK.11.10	lɛ mum ǹcèm ànɛ à lɔni com, ɓɛ ti ɓɛ falàg nyi kɔ̀, roànɛ à kaa, à ti à tanàg, fɔɔnnɛ roànɛ à ɓoogh naa, ɓɛ ti ɓɛ nɛngì nyi yɔ̀. 
LUK.11.11	Ghɛn anɛ ɓi mìni yɛɛrì lɛ, à ɓa rìkuu ɗi seŋi ɗi lɛ, i man à lɔni bìrɛs, nyii fa man ànɛ̀n gɔ̀g, nsoò lɛ i man à lɔni nyi kìzɛn, nyii fa man ànɛ̀n nyoo ɓi sìg à kìzɛŋ? 
LUK.11.12	Nsoò lɛ i à lɔni nyi ɗìg, nyii fa man fìrèè fi taataɓɓɛ̀n? 
LUK.11.13	I mìni ɓɛ ɓì rì ɓìɓeɓtàg ɓi ɓum ɓi yii rìfa ɗi ɓɔn ɓin ɓɛsyeesyee ɓɛ ɓyom, lannɛ Tààta ànɛ à rì aɗyòò à ɓiì rɔ̀ɓi kɛ̀ɛ fa Kitɛntɛ̀ɛ̀n ki Nghay a ɓumɓɛ ɓɛ tɔɔgh nyi kɔ̀?
LUK.11.14	Yeesus à nànàɓkà kìɓeɓtàg ki nghay ki ki pɛɛ̀zìghà mum mùm-mùm, nni yɛ̀ɛ kìɓeɓtàg ki nghay kìn ki kpagà, ŋwaànɛ à ɓaghà mùm-mùm anɛ̀n à tòòghrɛ̀n; fɔɔnnɛ gwìy ì ɓum ìnɛ ì ɓaghà wɔɔ ì kuuràkà kìɓan kiǹ. 
LUK.11.15	Kìɓan kifog ɓum ɓɛdɛŋ ɓɛ kpaa lɛ: Ɓi-tèɗ wu Bɛlzeɓul ànɛ àrì rìfòm ɗi ɓiɓeɓtàg ɓi mɛghay innɛ a nànaɓ ɓiɓeɓtàg ɓi mɛghay. 
LUK.11.16	Ɓi ɗi lɛ, ɓɛɛ feèghrɛn nyi, ɓɛ̀ro ɓɛdɛŋ ɓɛ tɔkà nyi lɛ a resi ɓɔ kìrèmzɛnà kidɛŋ ki ki resii lɛ ìtèɗ wu a kìki ɓiɓan miì, wu riì aɗyòò. 
LUK.11.17	Yɛ̀ɛ Yeesus à yighà ɓɛ̀fèg ɓaa, nni à kpaaghà ɓɔ lɛ: Kìlɔ̀ŋ kìcèm ki ki ghasɛɛ gàɓ yiɓɛɛ̀ lɛ kɛɛ ɗuu rì kɔmiɗ, ki ri ɓiì cuù, à kpaŋ yɛ̀ɛ mɛɛ mɛcèm mɛ ɓi kìlɔ̀ŋ kin mɛ ɓiì kpìlaagh. 
LUK.11.18	Nni i Satàn a ti ǹghasɛn gàɓ yiɓɛɛ̀, lɛ a ɗuù rì nyimiɗ, lannɛ kìlɔ̀ŋ kii ki ri ɓiì kɛ̀ɛ asu; yɛ̀ɛ mìniì kalag lɛ, mɛ̀ɛ nànaɓ ɓìɓeɓtàg ɓi mɛghay rì ìtèɗ wu Bɛlzeɓul? 
LUK.11.19	I mɛ̀ɛ nki nànaɓ min ɓiɓeɓtàg ɓi mɛghay rì ìtèɗ wu Bɛlzeɓul, ɓɔn ɓin ɓɔɔ̀ nànaɓ ɓyɔ rì ìtèɗ wu ghɛn? Fɔɔnnɛ ɓɔn ɓin ɓɔmiɗ ɓɛɛ faa gɛ mìni zɔɔ ɓi kìɓan kiǹ. 
LUK.11.20	Kìɓan kifog, i ki rì lɛ nnànaɓ ɓiɓeɓtàg ɓi mɛghay rì ìtèɗ wu Bɛ̀ll fɔlɔɔ a rèsii lɛ, kìlɔ̀ŋ ki Bɛ̀ll ki ti a lɔ̀ŋkin. 
LUK.11.21	I kìtèetèɗ ki mum ki ki ri rì ɓyom ɓi ribaŋì kɛɛ̀ ɓèŋɓeŋ mɛɛ mɛ kɔ, ŋwaà yin lɛ à kòm ɓyom ɓii. 
LUK.11.22	Wɔ̀lɛ i ŋwaànɛ à cee ŋwaànɛ̀n ɓi-tèɗ à kpaŋi, à kwiy nyi, à ɓàtɛ̀n ɓyom ɓi ribaŋì ɓi ŋwaànɛ̀n àa ǹɗì rì ǹtyweeyi miì, à kàɓsag ɓyom ɓii ɓìcèm ɓi à ɓàtaagh. 
LUK.11.23	Mum bimiɗ ànɛ à yin ɓi gàm yɛ̀m, a ɗùùɗuu ri mɛ̀, fɔɔnnɛ roànɛ à ɓasɛɛ ɓi ri mɛ̀ ɓi rìtaŋzɛ̀n, à rì roànɛ à rì ɓi rìtyàŋzì.
LUK.11.24	Cààmɛ̀n kìcèm ki kìɓeɓtàg ki nghas̀ ki kpaŋi mum ɓi nyoo, ki kɛǹ kì dèŋdeŋi ɓi kìgbag ki jàŋ ɓi rìkaakàà ɗi rifɔɔsɛ̀n; i kaa rɔ̀ɓ kɛ̀ kɛɛ̀ ghɛn jàŋ i rìfɔɔsɛ̀n, ki kpaa lɛ: Ǹɗì ɓiì sugtii ɓi naa ìnɛ mɛ̀ɛ m̀pɛ̀sɛɛ yì miì. 
LUK.11.25	I ki sugtii yì, ki tanɛ̀n lɛ mɛɛ mɛ ti lɛ, mɔ mɛ fyɔngakɛn, mɛ ki ɓa ti mɛ rɛ̀ŋɛn, 
LUK.11.26	ki kɛɛ̀dì min, ki teɗtìì ɓìɓeɓtàg ɓi mɛghas̀ ɓidɛŋ taàɓɛ̀ɛ̀ ɓi ɓi cee kɔ ɓi rìnyɛn, ɓi ɗiŋì ɓi naànɛ̀n ɓi kɔrì miì. Fɔɔnnɛ siitòn a rìɓa à ŋwaànɛ̀n à rì ɓiì ɓeɓtɛɛ à cee rìɓa ɗi à ɓaghà ǹtonto.
LUK.11.27	Yɛ̀ɛ Yeesus à kpaaghà fɔlɔɔ, nni giɓ à toòghrɛ̀ngà jɛ̀ɛ̀ aɗyòò ɓi nyìinyìm à ɓum, à kpaa nyi lɛ: Mààgh rì giɓ anɛ à tɛ̀tɛ̀kà wɔ̀ ɓi ɗùm ɗii, à ki nyɔŋzi wɔ mɛlì mii. 
LUK.11.28	Wɔ̀lɛ Yeesus à ɓàkà nyi lɛ: Ɓumɓɛ ɓɛɛ̀ kìki lɛ, ɓɛ wowòg jɛ̀ɛ̀ ì Bɛ̀ll ɓɛ ki ɓèŋɓeŋ yɔ̀, ɓɛɛ ri kom̀ ɗì ɓɛ̀mààgh.
