MAT.1.1	Hên né dɔ̀gɔ̀tì bɔ̀ nùàr Yeésò *Kristò. À né *ndùté ndùtù Davîd; Davîd né ndùté ndùtù Abrahâm.
MRK.9.3	Bɔ̀ cɔ̀gɔ̀ yoòr seèn ŋa seér bɔ̀ dé wuwulê, wula ŋuerré seér dé ŋuerrê, gèh wulâ dé sâ ká doó dɔɔ́ŋ, nuaá mé nde né bú bɔɔ́ komo teèn sam. 
MRK.9.4	Bɔ̀ nuaré déì kar yuo kelà toò bɔɔ̀n ndɔ. Lé naâ *Elî bɔ̂ Músì. Bɔ́ bɔ̀ Yeésò né sòn tueé den. 
MRK.9.5	Piêr ye Yeésò a: «Nùà fèh-njèh, kwá béh den le kɔ hên, béh sie pàgà tagár, dé yeè cén, dé Músì cén, dé Elî cén ndɔ.» 
MRK.9.6	Sâ Piêr tueé nderré weh né mbaá, veéh né bɔ́ njèh bɔɔ́.
MRK.9.8	Bɔ̀ mbɔ̀ŋ yeé ke cu, bɔ́ nuaré déì teèn ŋéné cú, le lom aá Yeésò.
MRK.9.9	Bɔ́ yeé baá ké te tòre suagá cuû, Yeésò luɔm bɔ́, ye bɔ́ a: «Càŋ a bɔ́ bí tueé nuaré déì njií mé bí ŋenè naâ hên. Bí kwá lɔ́ lè biì, kɔ loù mé *Huaán Nùàr komo yuo aá lè cio, sâ ye.» 
MRK.9.10	Bɔ́ ŋgweé sòn seèn ndɔ. Mé njéh mene, bɔ́ né lètenè bɔɔ̀n bieé kuú, ye: «À ye nyí nde né te cio komo yuo; sâ ye naàn?»
MRK.9.12	Ye bɔ́ a: «Né bɔ̀n! Elî ndeè né kɔɔ́ waá lɔgɔ̂, te à sie nyegé cu bɔ̀ njèh dɔɔ́ŋ. Á, dé mé bɔ́ nyagá kwaá né te mvù Càŋe, ye né môn, Huaán Nùàr nde né gèr kókoó ŋené, wa bɔ́ nde né bú seb ndɔ nɔ? 
MRK.9.13	Mé njéh mene, mè tueé bí, Elî lé naá giì waâ, bɔ̀ nùàr bú sie seér cu faá bɔ́ gwaán nê nɔ. Ŋgweéh sâ né faá bɔ́ lɔ naâ felè seèn te mvù Càŋe nyagá kwaá mà.»
MRK.9.14	Bɔ́ wa ké kwarè bɔ̀ mbɔ̀ŋ seèn déì, bɔ́ ŋene cìlì nùàr né kwarè bɔɔ̀n kaáŋ den. Bɔ́ bɔ̀ *njí-sóù né njèh saán den ndɔ. 
MRK.9.15	Bɔ̀ nùàr yeé nde ŋene njií Yeésò mân, geí yɔgɔ́ bɔ́ mbaá. Bɔ́ sɔm doò, bɔ́ nde bú kwa weh ndɔ. 
MRK.9.16	À ye bɔ̀ mbɔ̀ŋ seèn a: «Bí bɔ̀ njí-sóù saán den né kei wa?» 
MRK.9.17	Nuaré déì deên yí lètenè bɔ̀ nùàr, ye bú a: «Nùà fèh-njèh, mè la weh ndeè naâ wò mé huaán mò; à né mé càŋ yoòr, né bú sòn sie huné. 
MRK.9.18	Mɔ baá bú ŋaâ, né yeé bú doó jɔgɔ́ si, fuú né bú sònò yuo, à né nyie yieé, à né nab ndɔ. Mè la naâ bɔ̀ mbɔ̀ŋ yeè dua, te bɔ́ kwɔgɔ sɔm bú, né bɔ́ taré yɔgɔ́.»
MRK.9.19	Yeésò deên ndɔ, ye bɔ́ a: «Jue ka bí bɔ̀ dúágá-tie bɔ̀! Hên béh bí née cu-re heèh wa? Mè bí seŋ den cu nde né heèh ndɔ wa? Wèh ndê mé huaán sâ kán.» 
MRK.9.20	Bɔ́ weh ndeè mé huaán ká yoòr seèn ndɔ. Càŋ doô yeé nde ŋene njií Yeésò mân, à jilí komo si huaán hèllè doó mé terreb. Huaán né mé fuú sònò teré seér. 
MRK.9.21	Yeésò ye tele a: «Lé bú mân bɔɔ́ duɔɔ́m naâ heèh wa?» Tele ye bú a: «Lé naâ sâ à née huaán maàn ye. 
MRK.9.22	Né yeé bú tuar jɔgɔ́ si, jɔgɔ si cu bú dùà, ye te nyí wula bú. Mɔ wò nde né bɔɔ́ komo, kɔ́ yeè béh jere, wò gam béh teèn.» 
MRK.9.23	Yeésò deên ndɔ, ye bú a: «Wò ye: mɔ mè nde né bɔɔ́ komo sé wa? Mɔ nùàr né temé cén yoòr Càŋ kwaá njií, dɔɔ́ŋ nde gi né bɔɔ́ komo.» 
MRK.9.24	Tele huaân doô lɔgɔ njií ké ter ndɔ, ye bú a: «Mè né gi temé kwaá njií dág. Njèh cén, mè dɔɔ́ŋ kwá kòmò bèh; gàm yeè mè teèn.»
MRK.9.25	Yeésò yeé ŋene bɔ̀ nùàr baá ká yoòr bɔɔ̀n kem ndeê, à pam njií càŋ hèllè ndɔ, ye bú a: «Wò tándulu mé né nùàr sòn mé tie duagá hên, mè jue né wò, yùò kélà lè huaán hên nɔɔ́ŋ. Càŋ a bɔ́ wò yila ŋgweé cu teèn.» 
MRK.9.26	Càŋ doô sɔm kéŋ ndɔ, jilí komo si huaán hèllè doó mé terreb, yuo kela sa. Huaán doô den lom faá komó nɔ. Bɔ̀ nùàr lé naá giì tueé ye: à kuú né lòù. 
MRK.9.27	Yeé baá ménâ, Yeésò sie sɔm bú ter, à yuo njebá ndɔ.
MRK.9.28	Yeésò bɔ́ bɔ̀ mbɔ̀ŋ seèn yeé baá ké gwò léláŋ bɔɔ̀n, bɔ́ ye bú a: «La bɔɔ́ naâ naàn mé béh bú kwɔ́gɔ́ kòmò ŋgwéh wa?» 
MRK.9.29	Yeésò ye bɔ́ a: «Gèh càŋ bú sâ, kɔ bɔ́ né lom Càŋ dua, bɔ́ kwɔgɔ ye bú.»
MRK.9.30	Bɔ́ yuo doó sâ. Bɔ́ yeé baá te tàbè Galilê kelá, Yeésò gwàn cú mé bɔ̀ nùàr kɔ bèh mé à né teèn. 
MRK.9.31	Lòù sam, à lé naâ bɔ̀ mbɔ̀ŋ seèn njèh feh, ye bɔ́ a: «*Huaán Nùàr nde né beè bɔ̀ nùàr yilá, bɔ́ wula sɔm bú. Mɔ bɔ́ wula sɔm aá bú, te cieé tagáre à nde cuù né lè cio komo yuo.» 
MRK.9.32	Mé njéh mene, bɔ̀ mbɔ̀ŋ lé ŋgwé kòmò ná ŋgwêh. Bɔ́ mé Yeésò bíé njí ŋgwéh ndɔ, veéh lé naâ bɔ́ sie yɔgɔ́.
MRK.9.33	Bɔ́ wa ké Kapernahûm. Bɔ́ yeé baá ké gwò, Yeésò bie njií mé bɔ̀ mbɔ̀ŋ, ye bɔ́ a: «Bí la ceceér saán gɔɔ́ naâ kei wa?» 
MRK.9.34	Bɔ́ sòn kòmò ŋgwéh. Sâ ceér dueè bɔ́ la naâ saán gɔ ye: «Dé koô lètenè beèh né neì wa?» 
MRK.9.35	Yeé baá ménâ, Yeésò den nde doó ndɔ, à yilá njiî bɔ̀ mbɔ̀ŋ dé yulà cùɔ̀b fà doô, ye bɔ́ a: «Nuaá mé gwaán né feh lètenè bɔ̀ mbeî deèn, bú a: dèn sér ka bɔ̀ mbeî dɔɔ́ŋ kɔɔ́, à ŋa seér kwer bɔɔ̀n dɔɔ́ŋ ndɔ.» 
MRK.9.36	Jomo sâ à weh njebá kwaá huaán déì ká toò bɔɔ̀n, à kumó weh bú, ye bɔ́ a: 
MRK.9.37	«Nuaá mé né huaán déì faá bú hên nɔ sie nyegé, mɔ à bú sie nyegé né felè mò, sâ à sie nyegé né mè. Nuaá mé né mè sie nyegé, mè mé huún sìè nyégé lòm ŋgwéh, né bêh Tele mò mé lé temà naâ mè, fà dɔɔ́ŋ.»
MRK.9.38	Jâŋ deên ndɔ, ye Yeésò a: «Nùà fèh-njèh, béh la naâ nuaré déì ŋené, à lè bɔ̀ŋ beèh sam, à né bɔ̀ tándulu kwɔgɔ́, à bɔ́ kwɔgɔ́ den né mé yilí yeè; béh la naâ bú yiín.» 
MRK.9.39	Yeésò ye bú a: «Bí té bú yín. Mɔ nùàr né fém mé yilí mò bɔɔ́, sâ à yilí mò kɔɔ́ bɔ́ béh ndé ŋgwéh. 
MRK.9.40	Mɔ nùàr béh bùnò ŋgwéh, sâ à né jomo beèh. 
MRK.9.41	Mè né tueé ye bí a, nuaá mé kwe haá cegé mene bí léláŋ nòmò, ye bí né bɔ̀ nùàr *Kristò dɔɔ́ŋ, nùà sâ nde né sàgà kwa.»
MRK.9.42	«Bɔ̀ huaán tetɔɔ̂r mé né temé yoòr mò kwaá njií hên, nuaá mé dɔr njií cén déì lè veéne, nde né mé gèr kwaré. Sâ nùà hèllè ye, mé sòn gèr hèllè bɔ́ wèh ndé mé nyí ké sòn nòmò koô, bɔ́ jɔ́gɔ́ kàgà kwá nyí nyèn tuagaà, bɔ́ vela si njií kɔ nyí dùà.
MRK.9.44	Ké doó sâ, bí bɔ̀ ŋgu nde né cu dɔɔ́ŋ jueé den; we teèn nyímé bèh ndɔ.]
MRK.9.45	«Mɔ gule yeè wò te veên dɔr yií né kɔɔ́, sâ téná sɔ̀m bú tenà. Huɔm kela né yɔ̀ŋ mé gule cén kwaà; wanɔɔ́ŋ mɔ wò né mé gule fà seŋ den, bɔ́ nde né gùm yeè dɔɔ́ŋ tuar si njií. [ 
MRK.9.46	Ké doó sâ, bí bɔ̀ ŋgu nde né cu dɔɔ́ŋ jueé den; we teèn nyímé bèh ndɔ.]
MRK.9.48	Ké doó sâ, bí bɔ̀ ŋgu nde né cu dɔɔ́ŋ jueé den; we teèn nyímé bèh ndɔ. 
MRK.9.49	Bɔ́ nde né nùàr dɔɔ́ŋ mé we temá, bɔ́ waá túɔ́m teèn.
MRK.10.1	Yeésò yuo doó sâ, à nde te tàbè Judê, à nde sela yuo kela Jurdên kèb yágà ndɔ. Cìlì nùàr bilí wa cuù ŋgún, à yila cu bɔ́ njèh faá bèh jomò nɔ feèh.
MRK.10.2	Sâ bɔ̀ *Farisiên déì né doó teèn, bɔ́ ŋgoró ndeè Yeésò sòn felá, bɔ́ ye bú a: «*Sóú beèh né yeé jolo mé nùàr sɔm véh wa?» 
MRK.10.3	Yeésò ye bɔ́ a: «Músì lɔ ye bí a naàn wa?» 
MRK.10.4	Bɔ́ ye bú a: «À lɔ ye: mɔ nùàr nde aá véh sɔm, bú a: nyàgà há bú mvù beè, à sɔm ye bú ma.»
MRK.10.5	Yeésò deén baá-re ndɔ, ye bɔ́ a: «Músì lɔ ménâ jue kuú naâ felè dúágá-tie biì; 
MRK.10.6	wanɔɔ́ŋ ké bèh duɔɔ̂m, Càŋ yeé si gi aá wɔ́ŋ, à lé naâ nùàr meé, dé siîb cén, dé vêh cén. 
MRK.10.7	Né dé cî mé nùàr nde né tele mé meí si lɔɔ́, à nde kwa veèh, 
MRK.10.8	bɔ́ bú den te bɔ́ fà dɔɔ́ŋ ŋa lom cén. Sâ tueé né ye: kènê bɔ́ fà sam cuú, bɔ́ baá seér njèh cén. 
MRK.10.9	Mɔ né mân, njií mé Càŋ nyɔgɔ́ bilí gi aá, ndɔ́g nùàr a, té gè sɔ̀m.»
MRK.10.10	Bɔ́ yeé baá ké gwò, bɔ̀ mbɔ̀ŋ bie cu bú njèh teèn. 
MRK.10.11	À ye bɔ́ a: «Nuaá mé sɔm véh, jɔgɔ cu déì ká jomo, cum aá gwɔ̀m beè veèh kèn, à sâ kuú né yàgà. 
MRK.10.12	Ma mé yuo gwà siîb, nde cu déì jɔgɔ́ dɔɔ́ŋ, kuú taré né yàgà ndɔ.»
MRK.10.13	Bɔ̀ nùàr né mé bɔ̀ huaán tetɔɔ̂r ká yoòr Yeésò weh ndeê, te à kema njií bɔ́ be yoòr. Bɔ̀ mbɔ̀ŋ nde seér cu dé bɔɔ̀n dé ndeè. 
MRK.10.14	Yeésò yeé nde ŋene njií ménâ, à deên ndɔ, ye bɔ́ a: «Bí kwá bɔ̀ huaán ndeè ká yoòr mò, bí té bɔ́ yín. Bí kɔ́ɔ ye, *Lò Càŋ né dé bɔ̀ɔ́ mé den né faá bɔ́ nɔ. 
MRK.10.15	Mè né tueé ye bí a, nuaá mé Lò Càŋ mé temé seèn mene faá huaán maàn nɔ wèh ŋgwéh dɔɔ́ŋ, teèn yílá ndé ŋgwéh.» 
MRK.10.16	Jomo sâ à kumó bilí bɔ́ beè seèn, à ba bɔ́ be felè, à kulú bɔ́ ndɔ.
MRK.10.17	Yeésò yeé baá mé gò, nuaré déì dula waà, cemmé nde toò seèn, ye bú a: «Nùà fèh-njèh dé bagaà né wò. Hên, mè bɔɔ́ nde né naàn, te mè kwa ye yɔ̀ŋ dé tètàgà wa?» 
MRK.10.18	Yeésò ye bú a: «Wò mè nùà bagaà yilá né mé ŋgei wa? Nùà bagaà gi cegé né Càŋ. 
MRK.10.19	Wò né gi *sóú kɔɔ́, ye: Té feh wúlá; té yàgà ndé; té yíb ŋúɔ́b; té nuaré déì nyeén yoòr cɔ̀ kwá, té nùàr njèh beè nágá wèh; ŋgwé sòn tele yeè mé meí yeè ndɔ.» 
MRK.10.20	Nùà doô ye bú a: «Nùà fèh-njèh, mè lé jolo duɔɔ́m naâ ménâ, sâ mè née ndà ye, mè né yeé bɔ̀ dé sâ jolo gií.»
MRK.10.21	Sâ nùà hèllè né Yeésò yoòr yilá ndɔ. Yeésò ke njií bú, ye bú a: «Le cu née wò njèh cén ye; ndé gò sɔ̀m bɔ̀ njèh yeè, wò geé haá njií bɔ̀ saám bɔ̀ kàgàlɔ̀ŋ sâ, te wò kwa seér ŋgúlú dé ké ter te vulúu. Jomo sâ wò ndeè, wò bele mè ndɔ.» 
MRK.10.22	Te nùà hèllè yeé nde ŋgweé njií dé sâ mân, à munó njií gi ŋgúlú seèn dɔɔ́ŋ, à curú kuún, à durú yuo seér aá doó sâ lòù.
MRK.10.23	Yeésò bele seér ndɔ, à ke njií bɔ̀ mbɔ̀ŋ seèn, ye bɔ́ a: «Nde né taré mé bɔ̀ lilieê bɔ̀ yila *Lò Càŋ.» 
MRK.10.24	Bɔ̀ mbɔ̀ŋ yeé nde ŋgweé njií mân, hiím su njií bɔ́ doó. Yeésò den cuù, ye bɔ́ a: «Bɔ̀ huaán mò, te Lò Càŋ yilâ né taré. 
MRK.10.25	Ŋgweéh né taré mé ŋgelobà yila kela te lɔ́ŋ kɔ̀gɔ̀târ wa? Né ménâ mé nùà lieê ndɔ; te Lò Càŋ yilâ taré kela nde né dé seèn mé dé ŋgelobà.» 
MRK.10.26	Te ŋgòr hên hiím nyegé cu ye baá-re bɔ̀ mbɔ̀ŋ, bɔ́ né lètenè bɔɔ̀n bieé kuú ye: «Sâ, mɔ né mân, nuaá mé nde né yili yuo né neì?» 
MRK.10.27	Yeésò ke njií bɔ́ ndɔ, ye bɔ́ a: «Taré yɔgɔ́ né bɔ̀ nùàr, beè Càŋ táré ŋgwéh, njeré déì bú táré yɔ́gɔ́ bèh.»
MRK.10.28	Yeé baá môn, Piêr ye bú a: «Ŋgweéh béh hên vu lɔ gi aá bɔ̀ njèh beèh sâ, béh bele wò ma.» 
MRK.10.29	Yeésò ye bú a: «Mè né tueé ye bí a, mɔ nuaré déì vu lɔ gwà seèn wa, né bɔ̀ bei mé bɔ̀ dìm seèn wa, né bɔ̀ tie seèn wa, né mene tele bɔ̂ meí, né mene ŋuna mé bɔ̀ ŋueèh seèn, mɔ à bɔ́ vu lɔ né felè mò, à bɔ́ vu lɔ né felè Njàgà Bagaà, 
MRK.10.30	sâ à nde cu né méménâ te mbeí yuiî kwa yɔgɔ́ keéh, à kwa cu nde né bɔ̀ gwà o, bɔ̀ dìm bɔ́ bɔ̀ bei o, bɔ̀ tie o, bɔ̀ meí o, bɔ̀ huaán o, bɔ̀ ŋueèh o, dɔɔ́ŋ à nde gi né bɔ́ cafanê kwa gií, à teèn kwa bilí cu mé bùnò mene. Te à ndeè loù sâ kwa bilí cu mé yɔ̀ŋ tètàgà mene. 
MRK.10.31	Mè tueé bí: nùàr kókoó lètenè bɔ̀ ké toò bɔ̀ nde gi né ké jomo kelá seér; nùàr kókoó lètenè bɔ̀ ké jomo bɔ̀ kela seér cu ké toò.»
MRK.10.32	Kènê bɔ́ baá ceér dueè, bɔ́ baá ké Jerusalem ŋaá ndeé. Yeésò né ké toò bɔ̀ mbɔ̀ŋ seèn kɔɔ́. Bɔ̀ mbɔ̀ŋ né lom mé veéh dé gècên. Bɔ̀ɔ́ mé né jomo bɔɔ̀n veéh gi né ménâ ndɔ.
MRK.10.32	Yeé baá mân, Yeésò weh bɔ̀ mbɔ̀ŋ yulà cùɔ̀b fà doô, à tueé kwaá bɔ́ njií mé nde aá bú kwa ndɔ, 
MRK.10.33	ye bɔ́ a: «Hên béh bí ŋaá nde baá ké Jerusalem sâ. Wa ké teèn, bɔ́ nde né *Huaán Nùàr beè bɔ̀ *ŋgàŋ sèmè dé kokoô, mé bɔ̀ *njí-sóù jɔgɔ́ yií. Bɔ̀ sâ bɔ̀ nde né ju felè seèn tená, te bɔ́ wula bú wulà. Bɔ́ nde né bú beè bɔ̀ lòù bɔ̀ jɔgɔ́ yií. 
MRK.10.34	Bɔ̀ lòù bɔ̀ nde né bú selé, bɔ́ kulu su bú dèh yoòr, bɔ́ nde né bú lobo, bɔ́ wula sɔm bú ndɔ. Kɔ baá cieé tagár, à komo yuo cu ye lè cio.»
MRK.10.35	Jomo sâ bɔ̀ ŋunà Jebedê Jâk bɔ̂ Jâŋ ndeè ye Yeésò a: «Nùà fèh-njèh, njií mé béh nde né wò dua hên, béh ye te wò gwaán ménâ.» 
MRK.10.36	Yeésò ye bɔ́ a: «Bí jue né kei wa?» 
MRK.10.37	Bɔ́ ye bú a: «Mɔ wò ndeè baá ké te kɔgɔ, wèh kwá béh kwarè yeè bèh *sùsùm ndɔ, déì den te be gaâ, déì den te be ŋgoù yeè.» 
MRK.10.38	Yeésò ye bɔ́ a: «Njií mé bí né bieé hên, bí kɔ́ ŋgwéh, wanɔɔ́ŋ bí nde né ŋgàb jelâ faá mè nɔ jɔgɔ́ ŋueé komo wa? Bí nde né nòmò Càŋ faá mè nɔ kou komo ndɔ wa?» 
MRK.10.39	Bɔ́ ye bú a: «Béh nde né bɔɔ́ komo.» Ye bɔ́ a: «Né bɔ̀n, bí nde né ŋgàb mò ŋueé, bɔ́ nde né bí nòmò Càŋ faá mè nɔ kou ndɔ. Dé sâ nde gi né ménâ dág. 
MRK.10.40	Njèh cén, dé te be gaâ mé be ŋgoù mò deèn, beè mò sam. Bɔ̀ɔ́ mé Càŋ lé nyegé kwaá naâ bèh denè sâ mé bɔ́, kwa nde né kɔɔ́.»
MRK.10.41	Bɔ̀ mbɔ̀ŋ dé yulà doô yeé nde ŋgweé njií ménâ, temé yulá gi bɔ́ lè mé Jâk bɔ̂ Jâŋ. 
MRK.10.42	Yeésò yeé ŋene aá môn, à yilá njiî bɔ́ ká toò, ye bɔ́ a: «Bí né kɔɔ́ ye, bɔ̀ nùàr né bɔ̀ mgbèémgbè mé tàbè hihiné faá nùàr nɔ weh; bɔ̀ mgbèémgbè hèllè né bɔ́ lòù tuú; bɔ̀ kokoô bɔ̀ né bɔ́ ménâ tuú taré ndɔ. 
MRK.10.43	Dé biì, bú a, té lètenè biì ménâ dèn. Nuaá mé gwaán né nùà koô lètenè biì ŋaâ dɔɔ́ŋ, bú a, ŋá sér nùà seê bɔ̀ mbeî kɔɔ́. 
MRK.10.44	Nuaá mé gwaán né feh lètenè biì deèn, bú a, ŋá sér kwer bɔ̀ mbeí seèn dɔɔ́ŋ kɔɔ́ ndɔ. 
MRK.10.45	Mè tueé bí, *Huaán Nùàr ndé ná ŋgwêh ye te bɔ́ bɔɔ́ kwaá nyí seé beè. À tétég nde seér naâ ye te nyí den nùà seê bɔ̀ nùàr, te nyí ŋa weh cio nùàr ŋgún mé húɔ́m nyî.»
MRK.10.46	Bɔ́ wa ké Jerikò ndɔ. Yeésò bɔ́ bɔ̀ mbɔ̀ŋ seèn mé bɔ̀ nùàr ŋgún yeé baá lɔ sâ yuo cuú, sâ tácugó déì né te sòn ceêr njèh dua den. Yilí seèn lé naâ Bartimê, ŋunà Timê. 
MRK.10.47	À yeé baá ŋgweé ye Yeésò nùà Najarêt kela né kɔɔ́ mân, à sɔm hueh, ye: «Yeésò Ŋunà *Davîd, kɔ́ yeè mè jere teèn.»
MRK.10.48	Bɔ̀ nùàr kókoó yeé ŋgweé aá ménâ, bɔ́ nde seér bú lòù, bɔ́ ye bú a: «Máb sòn yeè doó sâ.» Mé njéh mene, à kɔ lom né méménâ ké ter lɔgɔ́ njiî, ye: «Ŋunà Davîd, kɔ́ yeè mè jere teèn.»
MRK.10.49	Yeésò njebá le ndɔ, ye bɔ́ yílá njî bú. Bɔ́ yilá baá-re bú, ye bú a: «Táré yo, wùò ter, à né wò yilá.» 
MRK.10.50	Nùàrè yeé nde ŋgweé njií mân, à wa si njií cɔ̀gɔ̀ wagâ seèn doó, à lɔ wuo ter, à nde yoòr Yeésò. 
MRK.10.51	Yeésò ye bú a: «Wò ye mè a: gàm nyí naàn wa?» Ye Yeésò a: «Nùà fèh-njèh, bɔ́ yeè te mè ŋene njolo teèn.» 
MRK.10.52	Yeésò ye bú a: «Wò né temé yoòr mò kwaá njií, wò yili yuo aá kèn. Ndé-re!» Njolo seèn kwɔgɔ yuo doó sâ ndɔ, à yuo bele Yeésò.
MRK.11.1	Bɔ́ né ka ndeé, bɔ́ wa lè lɔɔ́ Betafajê bɔ̂ Betanî, kwarè Jerusalem. Bɔ̀ lɔɔ́ sâ né ké te tòre, bɔ́ yilá yeé tòr sâ tòr Oliviê. Bɔ́ yeé nde aá Betafajê yilá, Yeésò tema keéh bɔ̀ mbɔ̀ŋ fà déì toò, 
MRK.11.2	ye bɔ́ a: «Bí ndé lè lɔɔ́ toò biì sâ. Mɔ bí baá teèn yilá, bí nde né huaán vuɔmndeè ŋené. Nuaré déì née teèn ŋá lɔ́gɔ́ ŋgwéeh ye, à né te yuiî. Bí sè ndê mé njéh. 
MRK.11.3	Mɔ nuaré déì ye bí a, bí ménâ bɔɔ́ né dé keì wa, bí júée bú a: Nùà Dueè gwaán né bú kɔɔ́, te nyí haá njií cuù bí kènê.»
MRK.11.4	Bɔ́ fɔɔ́n gò ndɔ, bɔ́ wa, bɔ́ ŋene huaán vuɔmndeè né te yuiî coló den, à né tùtúlù gwà sòn ceêr mân. Bɔ́ se weh bú ndɔ. 
MRK.11.5	Bɔ̀ɔ́ mé lé naâ doó sâ yeé ŋene aá ménâ, bɔ́ ye bɔ́ a: «Vuɔmndeè mé bí né se sâ, bí mé njéh bɔɔ́ nde né kei wa?» 
MRK.11.6	Bɔ́ tueé baá-re bɔ́ faá Yeésò la tueé naâ bɔ́ nɔ. Bɔ̀ nùà sâ kwaá lɔ bɔ́ ndɔ.
MRK.11.7	Bɔ́ weh haá njií Yeésò huaán vuɔmndeè doô, bɔ́ né bɔ̀ cɔ̀gɔ̀ suù bɔɔ̀n huaré weh, bɔ́ né bú ŋgètenè teé njií. Yeésò ŋaá den teèn ndɔ. 
MRK.11.8	Nùàr kókoó mbaá né bɔ̀ cɔ̀gɔ̀ bɔɔ̀n ceceér huaré teé njií, bɔ̀ déì né bɔ̀ cù ké ya kwa, bɔ́ né mé njéh ceceér teé ndeé ndɔ. 
MRK.11.9	Léh né lom gè toò mé gè jomo mene sue, ye: «Càŋ né duesé. Kùsèm bú a, kúlú nyégé nuaá mé ndeè né mé yilí seèn hên kulù. 
MRK.11.10	Bɔ̀gɔ̀ tele beèh *Davîd mé komo waà né hên, Càŋ a, kúlú nyégé bú kulù. Vulú a, sén Càŋ seèn.»
MRK.11.11	Yeésò yila nde Jerusalem ndɔ, à kela nde ké gwà Càŋ koô. À yeé ke yɔŋ gi aá bɔ̀ njèh teèn dɔɔ́ŋ, bɔ́ bɔ̀ mbɔ̀ŋ seèn nde cu Betanî, sâ cu nde aá kelá.
MRK.11.12	Cieé ŋaga bɔ́ yuo cu Betanî, sâ cùè baá Yeésò sie. 
MRK.11.13	Bɔ́ yeé baá beré déì, à ŋene njií toú déì
MRK.11.14	À deên ndɔ, ye toú hèllè a: «Ndɔ́g nuaré déì tàb yeè sònò nágá kéh ndé cú.» Sâ bɔ̀ mbɔ̀ŋ né ŋgweé ndɔ.
MRK.11.15	Bɔ́ wa ké Jerusalem. Yeésò yila nde yí cie gwà Càŋ koô. À wa, sâ bɔ̀ nùàr né toón teèn bɔɔ́ den: bɔ̀ déì né go, bɔ̀ déì né ŋge, bɔ̀ déì né kàgàlɔ̀ŋ kwellé. À yeé nde ŋene njií ménâ, à yila bɔ́ cie kwɔgɔ sɔm keêh, à vela ŋellé sɔm gbàgà kàgàlɔ̀ŋ mé kɔgɔ bɔ̀ gò-vɔgɔb bɔ̀ mene. 
MRK.11.16	À gwàn cú dé nuaré déì jɔgɔ kela mé njeré déì bèh sâ. 
MRK.11.17	Jomo sâ à yila bɔ́ njèh feèh ndɔ, ye bɔ́ a: «Ŋgweéh né gi lè mvù Càŋe nyagá den ye: Bɔ́ yilá nde né gwà mò, gwà Càŋ duaà dé nùàr dɔɔ̂ŋ wa? Keí mé bɔɔ́, bí weh kwaá seér aá gùr yîb biì wa?»
MRK.11.18	Bɔ̀ *ŋgàŋ sèmè dé kokoô mé bɔ̀ *njí-sóù yeé nde ŋgweé njií ménâ, bɔ́ duɔɔ́m ceér fɔɔ̂n, te bɔ́ wula sɔm bú. Lòù sam, njií mé à lé naâ feh doô lé naâ bɔ̀ nùàr yoòr yilá. Bɔ̀ kokoô bɔ̀ lé bú veéh naâ dé cî. 
MRK.11.19	Yeé baá liyilì Yeésò bɔ́ bɔ̀ mbɔ̀ŋ seèn yuo lɔ sâ ndɔ.
MRK.11.20	Cieé ŋaga bɔ́ komo yuo, bɔ́ bele cu ceér. Bɔ́ yeé wa baá bèh sâ, bɔ́ ke njií toú hèllè ŋema yuo aá mé jɔgɔb mene. 
MRK.11.21	Piêr munó ko cu njií mé lé kelà naâ, ye Yeésò a: «Nùà fèh-njèh, kè njí toú léílé mé wò lé duagá naâ hên ŋema yuo aá kèn.»
MRK.11.22	Yeésò deén baá-re ndɔ, ye bɔ́ a: «Mè né tueé ye bí a, mɔ bí temé kwaá njií né mé Càŋ, 
MRK.11.23	né mene tòr hên, mɔ bí ye bú a: Ndé kòmò dìè ké dùà kíê, nde né te sòn biì bɔɔ́. Mɔ bí sàn ŋgwéh, bí temé kwaá njií lom né ye njèh mân nde né bɔɔ́, sâ nde né te sòn biì bɔɔ́. 
MRK.11.24	Mè bí tueé né dé cî, ye bí a: mɔ bí baá Càŋ njeré déì dua, bí kwaá lom ndèm, ye bí kwa gi aá kèn, sâ Càŋ bí haá nde né ménâ. 
MRK.11.25	Mɔ bí nde aá Càŋ dua, mɔ temé né bí lè mé nuaré déì yulá, bí jɔ̀gɔ̀ kúlú sɔ̀m gíi cí ye, te Tele biì ké te vulúu kulu sɔm gi veên biì lè seèn ménâ ndɔ. Jomo sâ bí dua ye bú. 
MRK.11.26	Mɔ bí veên bɔ̀ mbeí biì doó kúlú njí ŋgwéh, Càŋ bɔ̀ veên biì lè seèn kúlú sɔ̀m ndé ŋgwéh ndɔ.»
MRK.11.27	Bɔ́ wa cu ké Jerusalem. Yeésò yeé baá cie gwà Càŋ koô gɔ den, bɔ̀ *ŋgàŋ sèmè dé kokoô bɔ́ bɔ̀ njí-sóù mé bɔ̀ kokoô bɔ̀ dé lɔɔ̂ bilí ndeè kwarè seèn, 
MRK.11.28	bɔ́ ye bú a: «Wò bɔ̀ njií hên bɔɔ́ né mé gèh terrèb dé heè? Neì wò jegé naâ kɔɔ́ wa?» 
MRK.11.29	Yeésò ye bɔ́ a: «Mè nde né bí njeré déì bieé ndɔ: mɔ bí né tueé kɔɔ́, mè se ye bí kwɔ̀m dé mò hên. 
