GEN.1.1	Sa ginsugoran gintuga sang Dios ang kalangitan kag ang duta.
GEN.31.20	Si Jacob nagdaya kay Laban nga Aramnon paagi sa iya paglakat nga wala magpahibalo kay Laban. 
GEN.31.21	Gindala ni Jacob ang iya tanan nga mga pagkabutang kag dalidali nga naglakat. Nagtabok sia sa Suba sang Eufrates kag nagpadulong sa kabakuloran sang Galaad.
GEN.31.22	Sang makaligad ang tatlo ka adlaw ginsugiran si Laban nga si Jacob nagpalagyo. 
GEN.31.23	Gindala niya ang iya mga tinawo kag ginlagas niya si Jacob sa sulod sang pito ka adlaw tubtob nalambot niya sia sa kabakuloran sang Galaad. 
GEN.31.24	Sa isa ka damgo sina nga gab-i, ang Dios nagpakita kay Laban nga Aramnon kag nagpaandam sa iya, “Indi mo pagpahugon si Jacob sa bisan ano nga paagi.” 
GEN.31.25	Nalambot ni Laban si Jacob nga nagdulog kag nagpatindog sang iya tolda sa kabakuloran. Si Laban nagpatindog man sang iya tolda sa kabakuloran sang Galaad upod sang iya mga pariente.
GEN.31.26	Si Laban nagsiling kay Jacob, “Ngaa gindayaan mo ako kag gindala mo ang akon mga bata nga babayi pareho sang mga babayi nga nabihag sa inaway? 
GEN.31.27	Ngaa nga gindayaan mo ako kag naglakat ka nga wala gid magsiling sa akon? Kon ginpahibalo mo ako, kuntani ginpalakat ko ikaw nga may kinasadya kag pagkinanta sa musika sang mga tambor kag mga arpa. 
GEN.31.28	Wala mo gid ako pagpahaluka sa akon mga apo kag sa akon mga bata nga babayi sang paglakat nila. Daw ano nga binuang ang ginhimo mo! 
GEN.31.29	Makasarang ako sa paghalit sa imo, pero kagab-i ang Dios sang imo amay nagpaandam sa akon nga nagasiling, ‘Indi mo pagpahugon si Jacob sa bisan ano nga paagi.’ 
GEN.31.30	Nakahibalo ako nga nahidlaw ka na gid sa panimalay sang imo amay, amo ina nga naglakat ka, pero ngaa ginkawat mo ang akon mga diosdios?”
GEN.31.31	Si Jacob nagsabat, “Nahadlok ako, tungod kay naghunahuna ako nga bawion mo sa akon ang imo mga anak. 
GEN.31.32	Pero kon makita mo sa bisan kay sin-o diri ang imo mga diosdios, pagapatyon sia. Sa atubang sang aton mga tinawo subong mga saksi, pangitaa ang mga butang nga imo kag kuhaa ini.” Si Jacob wala makahibalo nga ginkawat ni Raquel ang mga diosdios ni Laban.
GEN.31.33	Si Laban nagkadto sa tolda ni Jacob, sa tolda ni Lea, kag sa tolda sang duha ka suloguon nga babayi, pero wala niya makita ang iya mga diosdios. Dayon nagkadto sia sa tolda ni Raquel. 
GEN.31.34	Si Raquel nagkuha sang mga diosdios kag ginbutang niya sa siyasiya sang kamelyo kag ginpungkoan ini. Si Laban nag-usisa sang bug-os nga tolda, pero wala gid niya ini makita. 
GEN.31.35	Si Raquel nagsiling sa iya amay, “Tatay, indi ka lang magkaakig kon indi ako makatindog sa imo atubang, kay yari ang pamulanon ko.” Si Laban nagpangita sang iya mga diosdios, pero wala niya makita ini.
GEN.31.36	Dayon si Jacob nanginit kag naghambal nga may kaakig kay Laban, “Ano bala ang akon sala? Ano nga kasugoan ang akon ginlapas nga ginlagas mo ako nga may kaakig? 
GEN.31.37	Karon nga nausisa mo ang tanan ko nga mga pagkabutang, ano bala nga pagkabutang ang nakita mo nga imo? Ibutang diri sa atubang sang imo kag sang akon mga tinawo kag sila ang pahukma kon sin-o sa aton ang matarong. 
GEN.31.38	Sa sulod sang baynte ka tuig nga nag-estar ako sa imo, ang imo mga karnero kag mga kanding wala gid mahar-asi kag wala gid ako makaihaw sang imo karnero nga lalaki halin sa imo panong. 
GEN.31.39	Kon ang isa ka karnero mapatay sang talunon nga mga sapat wala ko ina ginaisip sa imo parti, kundi ginaisip ko ina nga akon parti. Ang ginakawat sa adlaw ukon sa gab-i man ginapabayran mo sa akon. 
GEN.31.40	Sa madamo nga tion nag-antos ako sang tagiti sang init kon adlaw kag sang katugnaw kon gab-i kag wala ako matulogi. 
GEN.31.41	Amo ini ang inagihan ko sa sulod sang baynte ka tuig sang akon pag-estar sa imo. Nagpangalagad ako sa imo sa sulod sang katorse ka tuig para sa duha mo ka mga anak nga babayi kag nag-alagad ako sing anom pa ka tuig para sa imo mga panong kag kapulo mo liwatliwaton ang akon suhol. 
GEN.31.42	Kon ang Dios sang akon mga ginikanan, ang Dios ni Abraham, ang Dios nga ginsimba ni Isaac wala mag-upod sa akon, kuntani ginpalakat mo na ako nga wala gid sing dala. Pero ang Dios nakakita sang akon pagpangabudlay kag pag-antos, kag kagab-i ginsaway niya ikaw.”
GEN.31.43	Si Laban nagsabat kay Jacob, “Ini nga mga babayi anak ko, ang ila mga kabataan akon, kag ini nga mga panong akon. Kon sa bagay, ang tanan nga ginatan-aw mo akon. Pero karon, ano ang mahimo ko sa akon mga anak kag sa ila mga kabataan? 
GEN.31.44	Dali, mahimo kita sing kasugtanan, kag magtumpok kita sang mga bato sa pagpahanumdom sa aton sang aton kasugtanan.”
GEN.31.45	Gani si Jacob nagpatindog sang isa ka daku nga bato nga handumanan. 
GEN.31.46	Ginsugo niya ang iya mga tinawo sa pagtipon sang mga bato kag sa pagtumpok sini. Dayon nagkaon sila sa tupad sang tinumpok nga bato. 
GEN.31.47	Si Laban naghingalan sini Jegar-sahaduta,
GEN.31.48	Si Laban nagsiling kay Jacob, “Ining tinumpok nga bato magapahanumdom sa aton nga duha.” Amo ini ang kabangdanan kon ngaa ang lugar ginhingalanan Galeed. 
GEN.31.49	Si Laban nagsiling man, “Kabay nga ang Ginoo magbantay sa aton samtang nagahilayuay kita.” Gani ang lugar ginhingalanan man Mispa.
GEN.31.50	Si Laban nagsiling pa gid, “Kon pintasan mo ang akon mga anak nga babayi, ukon magpangasawa ka sang iban nga mga babayi, bisan nga indi ako makahibalo sini, dumdoma nga ang Dios nagatan-aw sa aton. 
GEN.31.51	Yari ang mga bato nga gintumpok ko sa tunga naton, kag yari ang bato nga handumanan. 
GEN.31.52	Ining tinumpok nga mga bato kag ining bato nga handumanan amo ang magapahanumdom sa aton. Indi ako maglabang sa sining tinumpok nga mga bato sa paggubat sa imo, kag indi ka maglabang sa sining bato nga handumanan sa paggubat sa akon. 
GEN.31.53	Ang Dios ni Abraham kag ang Dios ni Nahor
GEN.31.54	Nag-ihaw sia sing isa ka sapat kag ginhalad niya ini sa bukid, kag gin-agda niya ang iya mga tinawo sa pagkaon. Sa tapos sila makakaon, nagtulog sila didto sa bukid. 
GEN.31.55	Aga pa gid sang madason nga adlaw, ginhalukan ni Laban ang iya mga apo kag mga anak nga babayi sa pagpaalam sa ila, kag naglakat sia pauli.
GEN.32.1	Sang nagapadayon si Jacob sa iya dalanon, may mga anghel sang Dios nga nagsugata sa iya. 
GEN.32.2	Sang pagkakita niya sa ila nagsiling sia, “Kampo ini sang Dios.” Gani, ginhingalanan niya ang lugar nga Mahanaim.
GEN.32.3	Si Jacob nagpauna sing mga tawo sa pagpahibalo sa iya utod nga si Esau sa duta sang Seir nga sakop sang Edom. 
GEN.32.4	Amo ini ang gintugon niya nga ihambal nila: “Ako, si Jacob, ang imo matinumanon nga alagad, nagapanugid sa akon agalon nga si Esau, nga nag-estar ako upod kay Laban kag wala ako magpauli tubtob karon. 
GEN.32.5	May mga baka ako, mga asno, mga karnero, mga kanding kag mga ulipon. Nagapahibalo ako sa imo nga nagalaom nga magmaayo ka sa akon.”
GEN.32.6	Pagbalik sang mga ginsugo ni Jacob, nagsiling sila, “Nagkadto kami sa imo utod nga si Esau, kag nagapadulong na sia sa pagsugata sa imo. May upod sia nga 400 ka mga tawo.” 
GEN.32.7	Si Jacob hinadlukan gid kag indi mapahamtang. Ginbahinbahin niya sa duha ka grupo ang mga tawo nga kaupod niya kag subong man ang iya mga karnero kag mga kanding, mga baka, kag mga kamelyo. 
GEN.32.8	Naghunahuna sia sa iya kaugalingon, “Kon si Esau mag-abot kag magsalakay sang nahauna nga grupo, ang ikaduha nga grupo makapalagyo.”
GEN.32.9	Dayon si Jacob nagpangamuyo, “Dios sang akon lolo nga si Abraham, kag Dios sang akon amay nga si Isaac, pamatii ako! Nagsiling ka sa akon, O 
GEN.32.10	Indi ako takos sang tanan nga kaayo kag katutom nga imo ginpakita sa akon nga imo alagad. Gintabok ko ang Jordan nga wala gid sing bisan ano, kundi baston gid lang, kag karon nagbalik ako nga may duha na ka mga grupo. 
GEN.32.11	Ginapangamuyo ko, luwasa ako sa kamot sang akon utod nga si Esau. Nahadlok ako kay basi nagapadulong sia sa pagsalakay sa amon kag sa pagpamatay sa amon tanan, bisan pa sang mga babayi kag sang mga kabataan. 
GEN.32.12	Dumdoma
GEN.32.13+GEN.32.14+GEN.32.15	Sang makatener si Jacob didto sing isa ka gab-i, nagpili sia sa iya mga dala sing inugregalo sa iya utod nga si Esau: 200 ka babayi nga mga kanding kag baynte ka lalaki nga mga kanding, 200 ka babayi nga mga karnero kag baynte ka lalaki nga mga karnero, traynta ka gatasan nga mga kamelyo nga upod ang ila mga tinday, kwarenta ka mga baka nga babayi, napulo ka mga baka nga toro, baynte ka mga asna kag napulo ka mga asno. 
GEN.32.16	Ginbahinbahin niya ini sa mga panong kag gintugyan niya sa iya mga ulipon ang tagsa ka panong kag ginsingganan niya sila, “Una kamo sa akon, kag butangi ninyo sing antad ang isa ka panong sa isa.” 
GEN.32.17	Ginmanduan niya ang nahauna nga ulipon, “Kon ang akon utod nga si Esau magsugata sa imo kag magpamangkot, ‘Sin-o ang imo agalon? Diin ka makadto? Sin-o ang tag-iya sining mga hayop nga ginadala mo?’ 
GEN.32.18	Magsabat ka, ‘Iya ini sang imo alagad nga si Jacob. Ginapadala niya ini nga regalo sa iya agalon nga si Esau. Si Jacob yara sa ulihi namon.’” 
GEN.32.19	Amo man ini ang ginsiling niya sa ikaduha, sa ikatlo, kag sa tanan nga nagasunod sa mga kasapatan: “Amo ini ang inyo isiling kay Esau kon masugata ninyo sia, 
GEN.32.20	‘Si Jacob nga imo alagad yara sa ulihi namon.’” Si Jacob naghunahuna sa iya kaugalingon, “Palugpayan ko sia sang mga regalo nga akon ginapauna, kag kon magkitaay kami, ayhan patawaron niya ako.” 
GEN.32.21	Pinauna niya ang mga regalo, kag nagpabilin sia sadtong gab-i sa kampo.
GEN.32.22	Sadto nga gab-i nagbangon si Jacob, gindala niya ang duha niya ka mga asawa, ang iya duha ka mga babayi, ang iya onse ka mga kabataan, kag nagtabok sa Suba sang Jaboc. 
GEN.32.23	Sang
GEN.32.24	Pero,
GEN.32.24	Dayon may isa ka tawo nga nag-abot kag nagdumog sa iya tubtob sa kaagahon. 
GEN.32.25	Sang nabatyagan sang tawo nga indi sia makadaog kay Jacob, ginhampak niya si Jacob sa lutalutahan sang iya balikawang, kag nagliw-as ini. 
GEN.32.26	Ang tawo nagsiling, “Buy-i na ako, kay nagapamanagbanag na.”
GEN.32.26	Pero si Jacob nagsabat, “Indi ko ikaw pagbuy-an kon indi mo ako pagbendisyunan.”
GEN.32.27	Ang tawo nagpamangkot, “Ano ang ngalan mo?”
GEN.32.27	Nagsabat sia, “Si Jacob.”
GEN.32.28	Ang
GEN.32.29	Si
GEN.32.29	Pero nagsabat sia, “Ngaa ginapamangkot mo ang akon ngalan?” Dayon ginbendisyunan niya si Jacob.
GEN.32.30	Si Jacob nagsiling, “Nag-atubangay kami sang Dios, kag karon buhi pa gihapon ako.” Gani ginhingalanan niya ang lugar Peniel.
GEN.32.31	Nagabutlak na ang adlaw sang paghalin ni Jacob sa Peniel, kag nagapiangpiang sia tungod sang iya lutalutahan. 
GEN.32.32	Amo ini ang kabangdanan kon ngaa tubtob karon ang mga Israelinhon wala nagakaon sang unod sa lutalutahan sang balikawang tungod kay ginhampak si Jacob sa sini nga bahin.
GEN.33.1	Nakita ni Jacob nga si Esau nagapadulong upod sa iya 400 ka mga tinawo, gani ginpartida niya ang iya mga kabataan kay Lea, kay Raquel, kag sa duha niya ka mga babayi. 
GEN.33.2	Ginpauna niya ang duha niya ka mga babayi kag ang ila mga kabataan, madason si Lea kag ang iya mga kabataan, kag si Raquel kag si Jose sa ulihi. 
GEN.33.3	Si Jacob nag-una sa ila kag nagsaludo sia sing makapito nga ang iya guya nagaduot sa duta samtang nagapalapit sia sa iya utod. 
GEN.33.4	Pero si Esau nagdalagan sa pagsugata sa iya, kag naghakos kag naghalok sa iya. Naghibi sila nga duha. 
GEN.33.5	Sang pagpanghulonghulong ni Esau nakita niya ang mga babayi kag mga kabataan, gani nagpamangkot sia, “Sin-o ining mga kaupod mo?”
GEN.33.5	Si Jacob nagsabat, “Manong, amo ini ang mga kabataan nga tungod sa kaayo sang Dios ginhatag niya sa akon.” 
GEN.33.6	Dayon nagpalapit ang iya mga babayi upod sa ila mga kabataan kag nagsaludo. 
GEN.33.7	Ang madason nga nagpalapit amo si Lea kag ang iya mga kabataan, kag sa ulihi si Jose kag si Raquel nagpalapit kag nagsaludo man.
GEN.33.8	Si Esau nagpamangkot, “Ano yadtong isa ka grupo nga nasugata ko? Para bala sa ano yadto?”
GEN.33.8	Si Jacob nagsabat, “Para yadto sa imo agod magmaayo ka sa akon.”
GEN.33.9	Pero si Esau nagsabat, “Madamo na ang akon pagkabutang, utod ko, imo na lang ina.”
GEN.33.10	Si Jacob nagsiling, “Sigi na, kon wala na gid ikaw sing kaakig sa akon batuna man ang ginaregalo ko sa imo. Karon nga maayo ka gid sa akon, pareho lang nga nagatulok ako sa nawong sang Dios sa akon pagtulok sa imo nawong. 
GEN.33.11	Batuna man ining regalo nga akon gindala para sa imo. Ang Dios maalwan gid sa akon kag ginhatagan niya ako sang tanan ko nga kinahanglanon.” Ginpilit gid niya si Esau tubtob ginbaton na lang niya ini.
GEN.33.12	Si Esau nagsiling, “Maghanda na kita kag maglakat. Magauna lang ako sa imo.”
GEN.33.13	Si Jacob nagsabat, “Nakahibalo ka nga ang kabataan maluya pa, kag ang mga karnero kag ang mga baka may mga tinday nga akon atipanon. Kon patam-an sila sing lakat, bisan isa lang ka adlaw, ang bug-os nga kasapatan magkalamatay. 
GEN.33.14	Kon mahimo, una ka lang sa akon, kag masunod ako sa imo sing hinayhinay lang suno sa kadasigon sang kasapatan kag kabataan tubtob malambot ko ikaw sa Edom.”
GEN.33.15	Si Esau nagsiling, “Ti, kon luyag mo, ibilin ko lang ang iban ko nga mga tinawo sa imo.”
GEN.33.15	Pero si Jacob nagsabat, “Indi na ina kinahanglan. Ang akon lang luyag amo nga magmaayo ka sa akon.” 
GEN.33.16	Gani sadto nga adlaw nagbalik si Esau sa Edom. 
GEN.33.17	Pero si Jacob naglakat padulong sa Sucot, sa diin nagpatindog sia sang iya balay kag sing mga palasilungan sang iya mga kasapatan. Amo ina nga ang lugar ginhingalanan Sucot.
GEN.33.18	Si Jacob nag-abot nga wala man maano sa siudad sang Siquem sa duta sang Canaan, sang iya pagbalik halin sa Mesopotamia. Nagpahamtang sia sang kampo sa latagon nga malapit sa siudad. 
GEN.33.19	Ginbakal
GEN.33.20	Nagpatindog sia sing altar didto, kag ginhingalanan niya yadto nga El, ang Dios ni Israel.
GEN.34.1	Karon si Dina nga anak nga babayi ni Jacob kag ni Lea naggwa sa pagduaw sang mga babayi nga taga-Canaan. 
GEN.34.2	Sang pagkakita ni Siquem kay Dina, gindakop niya sia kag ginlugos. Si Siquem ang anak nga lalaki ni Hamor nga Hevhanon, kag pangulo sadto nga lugar. 
GEN.34.3	Pero nakita niya nga makabilihag sia gani nagtubo ang iya gugma kay Dina, kag gintinguhaan nga maluyag si Dina sa iya. 
GEN.34.4	Dayon si Siquem nagsiling kay tatay niya, “Pasugoi ninyo ining dalaga agod nga akon mangin-asawa.”
GEN.34.5	Nabalitaan ni Jacob nga ang iya bata nga babayi gindagtaan, pero tungod kay ang iya mga anak nga lalaki didto sa latagon nga nagaatipan sang mga hayop, naghipos lang sia anay tubtob nakaabot sila. 
GEN.34.6	Si Hamor nga amay ni Siquem nagkadto kay Jacob kag nagpakighambal sa iya, 
GEN.34.7	sang nagahinampot halin sa latagon ang mga anak nga lalaki ni Jacob. Sang pagkabati nila sini, nakibot sila kag naakig gid tungod sang malain nga butang nga ginhimo ni Siquem kag tungod kay ginpakahuy-an niya ang mga tawo sang Israel paagi sa paglugos niya sang anak nga babayi ni Jacob. 
GEN.34.8	Si Hamor nagsiling sa ila, “Ang akon anak nga si Siquem naluyag gid sa imo bata nga babayi. Kon mahimo ipaasawa sia sa akon anak. 
GEN.34.9	Maghimo kita sing kasugtanan nga mag-alasawahay ang aton mga kabataan. 
GEN.34.10	Dayon sarang kamo makaestar sa amon duta upod sa amon. Sarang kamo makaestar bisan diin nga luyag ninyo, makanegosyo, kag makaangkon sing mga pagkabutang.”
GEN.34.11	Dayon si Siquem nagsiling sa amay kag sa mga utod nga lalaki ni Dina, “Ihatag man ninyo ang akon ginapangayo, kag hatagan ko kamo sang bisan ano nga pangayuon ninyo. 
GEN.34.12	Magsiling lang kamo kon ano nga mga regalo ang luyag ninyo, kag bisan pila ang pangayuon ninyo para sa nobya kay ihatag ko sa inyo, kon inyo lang sia ipaasawa sa akon.”
GEN.34.13	Ang mga anak nga lalaki ni Jacob nagsabat kay Siquem kag sa iya amay nga si Hamor, sa tuyo nga madayaan sila tungod kay gindagtaan ni Siquem ang ila utod nga babayi nga si Dina. 
GEN.34.14	Nagsiling sila sa iya, “Indi namon pag-ipaasawa ang amon utod sa lalaki nga wala matuli, kay kahuloy-an ina sa amon. 
GEN.34.15	Mapasugot lamang kami kon manginsubong kamo sa amon, kag ina kon inyo tulion ang tanan ninyo nga mga lalaki. 
GEN.34.16	Dayon mapasugot kami nga mag-alasawahay ang aton mga kabataan. Magaestar kami upod sa inyo kag mangin-isa kita ka grupo sang mga tawo. 
GEN.34.17	Pero kon indi kamo magpasugot sang amon ginapangayo kag indi kamo magpatuli, dalhon namon sia pauli.”
GEN.34.18	Nakita ni Hamor kag sang iya anak nga si Siquem nga ang ginapangayo daw nagakabagay man, 
GEN.34.19	gani ang pamatan-on wala na mag-usik sing tion sa paghimo sang ginapangayo sa iya, tungod kay naluyag gid sia sa bata ni Jacob nga babayi. Si Siquem ginatahod sing labi sa bug-os nga panimalay sang iya amay.
GEN.34.20	Si Hamor kag ang iya anak nga si Siquem nagkadto sa ginatipunan sang mga tawo sa pwerta sang siudad, kag nagsiling sa ila mga kasimanwa: 
GEN.34.21	“Ini nga mga tawo mainabyanon. Paestaron naton sila diri sa aton duta kag tugotan nga magnegosyo. Ang aton duta may lugar pa man para sa ila. Pangasaw-on ta ang ila mga anak nga babayi kag ipaasawa ta man sa ila ang aton mga anak nga babayi. 
GEN.34.22	Pero ini nga mga tawo magapasugot lang sa pag-estar upod sa aton kag mangin-isa sa aton, kon tulion ta ang tanan naton nga mga lalaki, subong sa ila. 
GEN.34.23	Sa ulihi ang tanan nila nga mga kahayupan, mga pagkabutang, kag mga baka mangin-aton. Gani magpasugot kita nga makaestar sila upod sa aton.” 
GEN.34.24	Ang tanan nga mga pumoluyo sang siudad nagpasugot sang ginhingyo ni Hamor kag ni Siquem kag ang tanan nga mga lalaki gintuli.
GEN.34.25	Sang makaligad ang tatlo ka adlaw, sang ginahapdian pa ang mga lalaki sa ila pagpatuli, ang duha ka mga anak nga lalaki ni Jacob, si Simeon kag si Levi nga mga utod ni Dina, nagkuha sang ila mga espada, nagsulod sa siudad nga wala mahibal-i nga malain ang ila tuyo, kag ginpamatay nila ang tanan nga mga lalaki. 
GEN.34.26	Ginpatay nila si Hamor kag ang iya anak nga si Siquem, ginkuha nila si Dina sa balay ni Siquem kag naglakat. 
GEN.34.27	Sa tapos sang pagpamatay, ang iban nga mga anak nga lalaki ni Jacob nagpanguha sang tanan nga mapuslan nila sa siudad agod sa pagtimalos, tungod kay ang ila utod nga babayi gindagtaan. 
GEN.34.28	Ginpanguha nila ang mga panong, mga baka, mga asno, kag ang tanan nga makuha nila sa siudad kag sa latagon. 
GEN.34.29	Ginkuha nila ang tanan nga mga butang nga mapuslan, gindakop ang tanan nga mga babayi kag mga kabataan, kag gindala nila ang tanan nga makuha nila halin sa mga balay.
GEN.34.30	Si Jacob nagsiling kay Simeon kag kay Levi, “Ginhatagan ninyo ako sing palaligban. Karon ang mga Canaanhon, ang mga Peresnon kag ang tanan nga mga pumoluyo sang duta magadumot sa akon. Wala ako sing madamo nga mga tinawo. Kon magtingob sila batok sa akon kag magsalakay sa akon, ang aton bug-os nga panimalay maubos gid kalamatay.”
GEN.34.31	Pero nagsabat sila, “Indi kami magsugot nga ang amon utod nga babayi pagakabigon nga kaangay sang isa ka babayi nga nagabaligya sang iya dungog.”
GEN.35.1	Ang
GEN.35.2	Gani, si Jacob nagsiling sa iya panimalay kag sa tanan nga kaupod niya, “Ipamilak ang dumoluong nga mga diosdios nga yara sa inyo, dayon magpaninlo kamo kag magsuksok sing matinlo nga mga bayu. 
GEN.35.3	Magahalin kita diri kag magakadto sa Betel, sa diin magahimo ako sing altar sa Dios nga nagbulig sa akon sa tion sang akon kabudlayan, kag nag-upod sa akon bisan diin ako magkadto.” 
GEN.35.4	Gani, ginhatag nila kay Jacob ang tanan nga dumoluong nga mga diosdios nga yara sa ila, kag ginhatag man nila ang ila mga aritos nga ila ginasuksok. Ginlubong niya yadto sa idalom sang kahoy nga terebinto nga malapit sa Siquem.
GEN.35.5	Sang maghalin si Jacob kag ang iya mga anak nga lalaki, ang kahadlok halin sa Dios nag-abot sa mga tawo sa mga banwa sa palibot, kag wala nila ginlagas ang mga anak ni Jacob. 
GEN.35.6	Si Jacob kag ang tanan niya nga mga tinawo nag-abot sa Luz, nga amo na karon ang Betel, sa duta sang Canaan. 
