GEN.1.1	Sang ginsuguran gintuga sang Dios ang kalangitan kag ang kalibutan. 
DEU.31.4	Himuon sang 
DEU.31.5	Itugyan sila sang 
DEU.31.6	Magpakabakod kamo kag magpakaisog. Indi kamo magkahadlok sa ila kay ang 
DEU.31.7	Dayon gintawag ni Moises si Josue kag ginsilingan sa atubangan sang tanan nga Israelinhon, “Magpakabakod ka kag magpakaisog, kay ikaw ang magapangulo sa sini nga katawhan sa pagkadto sa duta nga ginsumpa sang 
DEU.31.8	Pangunahan ka sang 
DEU.31.9	Ginsulat ni Moises ini nga mga sugo kag ginhatag sa mga pari nga mga kaliwat ni Levi, nga amo ang nagadala sang Kahon sang Kasugtanan sang 
DEU.31.10	Dayon ginmanduan sila ni Moises, “Sa katapusan sang kada pito ka tuig nga amo ang tuig nga kanselahon na ang mga utang, sa tion sang Piesta sang Pagpatindog sang mga Payag, 
DEU.31.11	basahon ninyo ini nga mga sugo sa tanan nga Israelinhon kon magtipon sila sa presensya sang 
DEU.31.12	Tipuna ang mga tawo—ang mga lalaki, mga babayi, mga kabataan, kag mga indi Israelinhon nga nagaestar sa inyo mga banwa—agod makapamati sila kag makatuon nga magtahod sa 
DEU.31.13	Himuon ninyo ini agod ang inyo mga kabataan nga wala pa makahibalo sang sini nga mga sugo makabati sini kag makatuon sa pagtahod sa 
DEU.31.14	Nagsiling ang 
DEU.31.15	Nagpakita ang 
DEU.31.16	Nagsiling ang 
DEU.31.17	Sa sina nga adlaw maakig gid ako sa ila kag isikway ko sila. Talikdan ko sila kag malaglag sila. Madamo nga mga katalagman kag mga kabudlayan ang magaabot sa ila, kag sa sina nga tion mamangkot sila, ‘Nag-abot bala sa aton ini nga mga katalagman tungod kay ang Dios wala nagaupod sa aton?’ 
DEU.31.18	Talikdan ko gid sila sa sina nga tion tungod sa tanan nga kalautan nga ila ginhimo paagi sa pagsimba sa iban nga mga dios.
DEU.31.19	“Gani isulat ini nga kanta kag itudlo sa mga Israelinhon. Ipakanta ini sa ila agod mangin saksi ko ini kontra sa ila. 
DEU.31.20	Dal-on ko sila sa maayo kag mapatubason nga duta
DEU.31.21	Kon mag-abot na sa ila ang madamo nga katalagman kag mga kabudlayan, ini nga kanta mangin saksi kontra sa ila, kay indi ini malipatan sang ila mga kaliwat. Nahibaluan ko kon ano ang ila ginaplano nga himuon bisan wala ko pa sila madala sa duta nga akon ginsumpa nga ihatag sa ila.” 
DEU.31.22	Sadto nga adlaw, ginsulat ni Moises ang kanta kag gintudlo sa mga Israelinhon.
DEU.31.23	Ginmanduan dayon sang 
DEU.31.24	Pagkatapos nga nasulat ni Moises ang tanan nga sugo sa libro, 
DEU.31.25	ginmanduan niya ang mga Levita nga amo ang nagadala sang Kahon sang Kasugtanan sang 
DEU.31.26	“Kuhaa ninyo ining Libro sang Kasuguan kag ibutang sa tupad sang Kahon sang Kasugtanan sang 
DEU.31.27	Kay nahibaluan ko kon ano kamo ka rebelde kag katig-a sing ulo. Bisan subong gani nga kaupod pa ninyo ako, nagarebelde na kamo sa 
DEU.31.28	Tipuna sa akon atubangan ang tanan nga manugdumala sang inyo tribo kag ang tanan nga opisyal agod hambalan ko sila sang sini nga mga butang. Kag tawgon ko ang langit kag ang duta bilang saksi kontra sa ila. 
DEU.31.29	Kay nahibaluan ko nga kon patay na ako, magahimo gid kamo sang kalautan kag isikway ninyo ang tanan nga ginasugo ko sa inyo. Sa ulihi, magaabot sa inyo ang mga katalagman kay magahimo kamo sing malaot sa panulok sang 
DEU.31.30	Dayon ginpabati ni Moises sa bug-os nga katilingban sang Israel ang ini nga kanta halin sa umpisa hasta sa katapusan:
DEU.32.1	O langit, pamati kay mahambal ako!
DEU.32.1	O duta, pamatii ang akon mga pulong.
DEU.32.2	Ang akon mga pagpanudlo magatupa pareho sa ulan ukon tun-og.
DEU.32.2	Ang akon mga pulong pareho sa dabodabo sa mga hilamon ukon talithi sa mga tanom.
DEU.32.3	Ibantala ko ang ngalan sang 
DEU.32.3	Dayawon ko ang pagkagamhanan sang aton Dios!
DEU.32.4	Siya ang 
DEU.32.4	husto gid ang iya mga binuhatan, kag matarong ang tanan niya nga mga pamaagi.
DEU.32.4	Matutom siya nga Dios kag wala nagakasala; matarong siya kag husto ang iya mga ginahimo.
DEU.32.5	Pero kamo nagpakasala sa iya kag wala na niya kamo pagkabiga nga iya mga anak tungod sa inyo kalautan.
DEU.32.5	Mga makasasala kag balingag nga henerasyon!
DEU.32.6	Amo bala ini ang inyo ibalos sa 
DEU.32.6	Mga buang-buang gid kamo kag kulang sang pag-intiendi.
DEU.32.6	Indi bala nga siya ang inyo Amay nga nagtuga sa inyo?
DEU.32.7	Dumduma ninyo ang nagligad nga mga tinuig; hunahunaa ninyo ang mga nagligad nga henerasyon.
DEU.32.7	Pamangkuta ninyo ang inyo mga katigulangan kon ano ang mga natabo kay sugiran nila kamo.
DEU.32.7	Pamangkuta ninyo ang inyo mga manugdumala kay ipaathag nila ini sa inyo.
DEU.32.8	Sang ginhatagan sang Labing Mataas nga Dios ang mga nasyon sang ila duta kag sang ginbahin-bahin niya ang mga katawhan,
DEU.32.8	ginbutangan niya sila sang mga dulunan suno sa kadamuon sang mga anghel sang Dios.
DEU.32.9	Pero ang bahin sang 
DEU.32.10	Nakita niya sila sa desierto, sa lugar nga halos wala sing may nagatubo nga tanom.
DEU.32.10	Gin-atipan niya sila kag ginhalungan pareho sa paghalong sang tawo sa iya mata.
DEU.32.11	Ginbantayan niya sila pareho sa agila nga nagabantay sang iya mga buto samtang iya ini ginatudluan sa paglupad.
DEU.32.11	Ginahumlad niya ang iya mga pakpak sa pagsalo kag pagdala sa ila.
DEU.32.12	Ang 
DEU.32.13	Ginpagahom niya sila sa mga kabukiran, kag ginpakaon sang mga patubas sang duta.
DEU.32.13	Ginsagod niya sila sang dugos halin sa banglid kag sang lana halin sa 
DEU.32.14	Ginhatagan niya sila sang mga keso kag gatas halin sa mga baka kag karnero,
DEU.32.14	kag ginhatagan sang matambok nga mga karnero kag mga kanding halin sa Bashan.
DEU.32.14	Ginhatagan man niya sila sang pinakamaayo nga mga trigo kag ginpainom sang pinakamaayo nga bino halin sa ubas.
DEU.32.15	Nagmauswagon ang mga Israelinhon
DEU.32.15	Nagtambok sila kag nagbakod, pero gintalikdan nila ang Dios nga nagtuga sa ila,
DEU.32.15	kag ginsikway nila ang 
DEU.32.16	Ginpaimon nila kag ginpaakig ang 
DEU.32.17	Naghalad sila sa mga demonyo nga indi matuod nga dios—mga dios nga indi nila kilala kag bag-o lang nagtuhaw, kag wala pagtahura sang ila mga katigulangan.
DEU.32.18	Ginkalimtan nila ang Dios nga 
DEU.32.19	Nakita ini sang 
DEU.32.20	Nagsiling siya, “Talikdan ko sila, kag tan-awon ko abi kon ano ang ila madangatan,
DEU.32.20	kay malaot sila nga henerasyon, mga anak nga indi matutom.
DEU.32.21	Ginpaimon nila ako sa indi matuod nga dios,
DEU.32.21	kag ginpaakig nila ako sa ila wala sing pulos nga mga dios-dios.
DEU.32.21	Gani paimunon ko man sila sa iban nga katawhan.
DEU.32.21	Paakigon ko sila 
DEU.32.22	Kay ang akon kaakig nagadabadaba nga daw kalayo.
DEU.32.22	Magasunog ini sa duta kag sa tanan nga patubas sini,
DEU.32.22	pati sa kadadalman sang duta,
DEU.32.23	Padal-an ko sila sang mga kalamidad, kag iguon ko sila sang akon mga pana.
DEU.32.24	Pagutuman ko sila; magakalamatay sila sa gutom kag sa balatian.
DEU.32.24	Padal-an ko sila sang mapintas nga mga sapat sa paghalit sa ila kag mga man-og nga dalitan sa pagkagat sa ila.
DEU.32.25	Sa guwa sang ila balay madamo ang magakalamatay sa inaway, kag sa sulod magahari ang kahadlok.
DEU.32.25	Magakalamatay ang mga tigulang, mga pamatan-on, kag mga kabataan.
DEU.32.26	Nagsiling ako nga laptahon ko sila hasta nga indi na sila madumduman sa kalibutan.
DEU.32.27	Pero indi ko pagtugutan nga magpabugal ang ila mga kaaway kag magsiling, ‘Napierdi naton sila. Indi ang 
DEU.32.28	Ang Israel isa ka nasyon nga wala sing kaalam kag pag-intiendi.
DEU.32.29	Kon maalamon lang sila, maintiendihan kuntani nila ang ila madangatan.
DEU.32.30	Paano bala malagas sang isa ka tawo ang isa ka libo nga mga Israelinhon?
DEU.32.30	Paano madaog sang duha ka tawo ang napulo ka libo 
DEU.32.30	Luwas lang kon gintugyan sila sang 
DEU.32.31	Kay ang 
DEU.32.32	Ang aton mga kaaway, nga pareho kalaot sa mga pumuluyo sang Sodom kag Gomora, kaangay sang ubas nga mapait kag makahililo ang bunga,
DEU.32.33	kag kaangay sang bino nga halin sa dalit sang man-og.
DEU.32.34	Nakahibalo ang 
DEU.32.34	ginasupot niya lang anay ini kag nagahulat sang husto nga tion sa pagsilot sa ila.
DEU.32.35	kay magaabot ang tion nga makadalin-as gid sila.
DEU.32.35	Madali na lang mag-abot ang ila kalaglagan. Indi na ini magdugay.”
DEU.32.36	Magahukom ang 
DEU.32.36	kaluoyan niya sila nga iya mga alagad, kon makita niya nga wala na sila sang kusog kag diutay na lang ang nabilin sa ila, ulipon man ukon indi ulipon.
DEU.32.37	Dayon mamangkot ang 
DEU.32.38	Diin na karon ang ila mga dios nga nagakaon sang tambok kag nagainom sang bino sang ila mga halad?
DEU.32.38	Pabuliga sila sa inyo, kag himua ninyo sila nga inyo proteksyon!
DEU.32.39	Tan-awa ninyo karon; ako amo lang gid ang Dios!
DEU.32.39	Wala na sing iban nga dios luwas sa akon.
DEU.32.39	Ako ang nagapatay kag ako man ang nagahatag sang kabuhi; ako ang nagapilas kag ako man ang nagaayo,
DEU.32.39	kag wala sing may makaluwas sa akon mga kamot.
DEU.32.40	Karon, bayawon ko ang akon mga kamot kag magsumpa,
DEU.32.40	‘Subong nga buhi ako sa wala sing katapusan,
DEU.32.41	bairon ko ang nagaidlak ko nga espada kag gamiton ko ini sa pagsilot.
DEU.32.41	Balusan ko ang akon mga kaaway kag pabayaron ang mga nagasikway sa akon.
DEU.32.42	Ang akon pana mabulit sang ila mga dugo, kag ang akon espada magapanglabo sang ila mga lawas.
DEU.32.42	Magakalamatay pati ang mga madakpan sa ila kag ang ila mga pangulo.’ ”
DEU.32.43	Kamo nga mga nasyon, dayawa ninyo ang katawhan sang 
DEU.32.43	Balusan niya ang iya mga kaaway, kag tinluan niya ang iya duta kag ang iya katawhan.
DEU.32.44	Ginhambal ni Moises kaupod ni Josue
DEU.32.45	Pagkatapos hambal ni Moises sini, 
DEU.32.46	nagsiling siya sa mga tawo, “Itanom gid ninyo sa inyo mga tagipusuon ang tanan nga ginhambal ko sa inyo subong. Itudlo man ninyo ini sa inyo mga anak agod matuman nila sing maayo ang tanan nga ginasiling sa sini nga mga sugo. 
DEU.32.47	Ini nga mga sugo indi ordinaryo lang nga mga pulong; ini magahatag sa inyo sang kabuhi. Kon tumanon ninyo ini magakabuhi kamo sing malawig sa duta nga inyo panag-iyahan sa tabok sang Jordan.”
DEU.32.48	Sa sina mismo nga adlaw nagsiling ang 
DEU.32.49	“Magkadto ka sa Moab, sa kabukiran sang Abarim kag magsaka ka sa Bukid sang Nebo nga nagaatubang sa Jerico. Tan-awa didto ang Canaan, ang duta nga ginahatag ko sa mga Israelinhon nga ila panag-iyahan. 
DEU.32.50	Kag dira sa sina nga bukid mapatay ka, kag isimpon ka sa imo mga paryente 
DEU.32.51	Kay duha kamo nadulaan sang pagsalig sa akon sa atubangan sang mga Israelinhon sang didto kamo sa tuburan sang Meriba Kadesh,
DEU.32.52	Gani makita mo lang sa malayo ang duta nga ginahatag ko sa mga Israelinhon, pero indi ka makasulod didto.”
DEU.33.1	Amo ini ang bendisyon nga ginhambal ni Moises nga alagad sang Dios sa mga Israelinhon sa wala pa siya mapatay. 
DEU.33.2	Nagsiling siya,
DEU.33.2	“Nag-abot ang 
DEU.33.2	nagpahayag siya sa aton halin sa Bukid sang Seir pareho sang pagbutlak sang adlaw.
DEU.33.2	Nagsilak siya halin sa Bukid sang Paran.
DEU.33.2	Nag-abot siya upod sa mga linibo ka mga anghel,
DEU.33.2	kag ang iya tuo nga kamot nagabitbit sang nagadabadaba nga kalayo.
DEU.33.3	Ginahigugma gid sang 
DEU.33.3	Ginaprotektaran niya ining mga tawo nga iya pinili.
DEU.33.3	Gani ginasunod nila siya kag ginatuman ang iya mando.
DEU.33.4	Ginhatag sa aton ni Moises ang kasuguan bilang palanublion naton nga mga kaliwat ni Jacob.
DEU.33.5	Nangin hari ang 
DEU.33.6	“Kabay pa nga indi madula ang mga kaliwat ni Reuben bisan diutay lang sila.”
DEU.33.7	Nagsiling si Moises parte sa 
DEU.33.7	“O 
DEU.33.7	Ibalik sila liwat sa mga tribo 
DEU.33.7	Protektari sila kag buligi kontra sa ila mga kaaway.”
DEU.33.8	Nagsiling si Moises parte sa 
DEU.33.8	“O 
DEU.33.8	Gintilawan mo sila sa Masa kag ginsabdong sa tuburan sang Meriba.
DEU.33.9	Nagpakita sila sing dako nga pag-unong sa imo sang sa ila mga ginikanan, mga utod, kag mga kabataan.
DEU.33.9	Gintuman nila ang imo pulong, kag gintipigan nila ang imo kasugtanan.
DEU.33.10	Tudluan nila ang mga Israelinhon sang imo mga pagsulundan kag mga sugo,
DEU.33.10	kag magahalad sila sang mga insenso kag mga halad nga ginasunog sa imo halaran.
DEU.33.11	O 
DEU.33.11	Laglaga ang ila mga kaaway agod indi na makabangon pa.”
DEU.33.12	Nagsiling si Moises parte sa 
DEU.33.12	“Palangga sang 
DEU.33.12	kag ginapalayo niya sila sa katalagman kag ginaprotektaran sa bilog nga adlaw.”
DEU.33.13	Nagsiling si Moises parte sa 
DEU.33.13	“Kabay pa nga pakamaayuhon sang 
DEU.33.14	Kabay pa nga sa bulig sang adlaw magapamunga ang ila mga tanom sang maayo nga mga bunga sa tion sang tigbulunga sini.
DEU.33.15	Kabay pa nga ang ila madugay na nga mga bukid magapatubas sing maayo kag bugana nga mga bunga.
DEU.33.16	Kabay pa nga ang ila duta magapatubas sang pinakamaayo nga mga produkto sa kaayo sang Dios nga nagpahayag sa nagadabadaba nga kahoy-kahoy.
DEU.33.16	Kabay pa nga ini nga mga pagpakamaayo magapabilin sa tribo ni Jose kay labaw siya sa iya mga utod.
DEU.33.17	Ang iya kusog pareho sa kusog sang turo nga baka nga kamagulangan.
DEU.33.17	Ang iya gahom pareho sa gahom sang sungay sang talunon nga baka.
DEU.33.17	Paagi sini laglagon niya ang mga nasyon bisan ang sa pinakamalayo nga parte sang kalibutan.
DEU.33.17	Amo ini ang akon pagpakamaayo sa madamo nga mga katawhan sang Efraim kag Manase.”
DEU.33.18	Nagsiling si Moises parte sa 
DEU.33.18	“Magkalipay ang 
DEU.33.19	Hagaron nila ang mga tawo sa pagkadto sa bukid sa paghalad sang husto nga mga halad 
DEU.33.19	Magaselebrar sila tungod sa madamo nga pagpakamaayo nga nakuha nila sa dagat kag sa baybayon.”
DEU.33.20	Nagsiling si Moises parte sa 
DEU.33.20	“Dalayawon ang Dios nga nagapalapad sang teritoryo sang 
DEU.33.20	Nagakabuhi sila sa sini nga duta pareho sa leon nga handa sa paggus-ab sang butkon ukon sang ulo 
DEU.33.21	Ginpili nila ang pinakamaayo nga duta nga bagay para sa mga pangulo.
DEU.33.21	Kon magtipon ang mga manugdumala sang katawhan sang Israel, ginasunod nila ang mga ginapatuman sang 
DEU.33.22	Nagsiling si Moises parte sa 
DEU.33.22	“Ang 
DEU.33.23	Nagsiling si Moises parte sa 
DEU.33.23	“Ang 
DEU.33.24	Nagsiling si Moises parte sa 
DEU.33.24	“Kabay pa nga pakamaayuhon ang 
DEU.33.24	Kabay pa nga malipay sa ila ang ila kapareho nga mga Israelinhon kag mangin bugana ang ila lana.
DEU.33.25	Kabay pa nga ang mga puwertahan sang ila mga banwa protektado sang mga trangka nga salsalon kag saway,
DEU.33.25	kag kabay pa nga magpabilin ang ila pagkagamhanan samtang buhi sila.
DEU.33.26	Wala sing pareho sa Dios sang Israel.
DEU.33.26	Nagasakay siya sa mga panganod sa pagbulig sa inyo. Sa iya gahom nagaagi siya sa kalangitan.
DEU.33.27	Ang wala sing katapusan nga Dios amo ang inyo dalangpan;
DEU.33.27	alay-ayan niya kamo sang iya wala sing katapusan nga gahom.
DEU.33.27	Ipatabog niya sa inyo ang inyo mga kaaway,
DEU.33.27	kag magsugo siya sa inyo sa paglaglag sa ila.
DEU.33.28	Gani ang Israel magapuyo nga malayo sa katalagman, sa duta nga bugana sang uyas kag duga sang ubas,
DEU.33.28	kag sa diin ang tun-og nga halin sa langit nagahatag sang tubig sa duta.
DEU.33.29	Bulahan kamo, O 
DEU.33.29	Wala sing pareho sa inyo—isa ka katawhan nga ginluwas sang 
DEU.33.29	Ang 
DEU.33.29	kag siya ang magapakig-away para sa inyo.
DEU.33.29	Magakamang ang inyo mga kaaway pakadto sa inyo, kag tapakon ninyo sila sa likod.”
DEU.34.1	Halin sa kapatagan sang Moab, nagsaka si Moises sa Bukid sang Nebo, sa may putokputokan sang Pisga nga nagaatubang sa Jerico. Didto ginpakita sa iya sang 
DEU.34.2	ang bug-os nga duta sang Naftali, ang duta sang Efraim kag sang Manase, ang bug-os nga duta sang Juda hasta sa Dagat sang Mediteraneo,
DEU.34.3	ang Negev, kag ang bug-os nga duta halin sa Patag sang Jerico (ang banwa sang mga palma) hasta sa Zoar.
DEU.34.4	Dayon nagsiling ang 
DEU.34.5	Gani napatay si Moises nga alagad sang 
DEU.34.6	Ginlubong siya sa Moab, sa pulopatag nga nagaatubang sa Bet Peor, pero sa karon wala sing may nakahibalo kon sa diin gid siya ginlubong. 
DEU.34.7	Nagaedad si Moises sing 120 ka tuig sang napatay siya, pero makusog pa siya gihapon, kag maayo pa ang iya panan-aw. 
DEU.34.8	Nagpangasubo ang mga Israelinhon kay Moises didto sa kapatagan sang Moab sa sulod sang 30 ka adlaw.
DEU.34.9	Karon, si Josue nga anak ni Nun ginhatagan sang Espiritu sang kaalam kay ginpili siya ni Moises nga magbulos sa iya paagi sa pagtungtong sang iya kamot sa iya. Gani nagtuman sa iya ang mga Israelinhon, kag ginhimo nila ang tanan nga ginsugo sang 
DEU.34.10	Halin sadto wala gid sing propeta sa Israel nga pareho kay Moises, nga nakilal-an gid sang 
DEU.34.11	Ginpadala sang 
DEU.34.12	Wala sing may nakahimo sang mga gamhanan kag makatilingala nga mga butang pareho sang ginhimo ni Moises sa atubangan sang tanan nga Israelinhon.
JOS.1.1	Sang patay na si Moises nga alagad sang 
JOS.1.2	“Patay na si Moises nga akon alagad. Gani karon magpreparar kamo, ikaw kag ang tanan nga Israelinhon, sa pagtabok sa 
JOS.1.3	Suno sa ginpromisa ko kay Moises, ihatag ko sa inyo ang tanan nga duta nga inyo maabot. 
JOS.1.4	Amo ini ang inyo mangin teritoryo: halin sa desierto 
JOS.1.5	“Wala sing may makapierdi sa imo samtang nagakabuhi ka pa. Magaupod ako sa imo pareho sang akon pag-upod kay Moises. Indi ko ikaw pagbayaan ukon pagpabay-an. 
JOS.1.6	Magpakalig-on ka kag magpakaisog, kay ikaw ang magapangulo sa sining katawhan sa pagpanag-iya sang duta nga akon ginsumpa nga ihatag sa ila mga katigulangan. 
JOS.1.7	Basta magpakalig-on ka lang kag magpakaisog gid. Sundon mo gid sing maayo ang tanan nga kasuguan nga ginhatag sa imo ni Moises nga akon alagad. Indi mo gid ini pag-isikway, agod magmadinalag-on ka sa tanan mo nga ginahimo. 
JOS.1.8	Indi gid pagkalimti nga basahon ang Libro sang Kasuguan. Pamalandungan mo ina adlaw-gab-i, agod mahibaluan mo kon paano mo matuman ang tanan nga nasulat dira. Sa sini nga paagi mangin mainuswagon kag madinalag-on ka. 
JOS.1.9	Dumdumon mo ining akon bilin sa imo: ‘Magpakalig-on ka kag magpakaisog. Indi ka magkahadlok ukon magkaluya, kay 
JOS.1.10	Gani ginmanduan ni Josue ang mga pangulo sang Israel, 
JOS.1.11	“Libuta ninyo ang kampo kag silingon ang mga tawo nga maghanda sila sang ila mga pagkaon kay sa ikatlo nga adlaw halin karon,
JOS.1.12	Dayon nagsiling si Josue sa mga tribo ni Reuben, ni Gad, kag sa katunga sang tribo ni Manase, 
JOS.1.13	“Dumduma ninyo ang ginsiling sa inyo ni Moises nga alagad sang 
JOS.1.14	ang sidlangan nga bahin sang 
JOS.1.15	hasta nga mabaton nila ang kapahuwayan halin sa 
JOS.1.16	Nagsabat sila kay Josue, “Himuon namon ang tanan nga imo ginsiling, kag makadto kami bisan diin mo kami ipadala. 
JOS.1.17	Masunod kami sa imo pareho sa amon pagsunod kay Moises, basta maupod sa imo ang 
JOS.1.18	Pagapatyon ang bisan sin-o nga magkontra sa imo awtoridad kag sa imo ginamando. Magpakalig-on kag magpakaisog ka lang!”
JOS.2.1	Karon, sekreto nga nagpadala si Josue sang duha ka tawo halin 
JOS.2.2	Karon, nabalitaan sang hari sang Jerico nga may nag-abot sadto nga gab-i nga mga Israelinhon sa pag-espiya sa ila. 
JOS.2.3	Gani nagpasugo ang hari sa pagsiling kay Rahab, “Paguwaa ang mga tawo nga nagadayon sa imo balay, kay ari sila sa pag-espiya sa aton lugar.”
JOS.2.4+JOS.2.5+JOS.2.6	Nagsiling si Rahab, “Matuod nga may mga tawo nga nagdayon diri pero wala ako kahibalo kon taga-diin sila. Naghalin sila sang sirom na kag inugsira na gani sang puwertahan sang banwa. Wala ako kahibalo kon diin sila makadto, pero kon sundan ninyo sila gilayon, basi maabtan pa ninyo sila.” (Pero ang matuod, gintago ni Rahab ang duha ka tawo sa atop sang iya balay kag gintabunan niya sang mga ginpang-utod nga mga 
JOS.2.7	Naglakat ang mga tinawo 
JOS.2.8	Sa wala pa makatulog ang duha ka espiya, nagsaka si Rahab sa atop kag 
JOS.2.9	nagsiling sa ila, “Nakahibalo ako nga ginhatag sang 
JOS.2.10	Nakabati kami kon paano ginpamala sang 
JOS.2.11	Hinadlukan kami sang nabatian namon ini kag nadulaan sang kaisog ang kada isa sa amon tungod sa inyo. Kay ang 
JOS.2.12	Gani karon, isumpa ninyo sa ngalan sang 
JOS.2.13	nga indi ninyo ako pagpatyon kag ang akon amay, iloy, mga utod kag ang tanan nila nga panimalay.”
