GEN.1.1	Tetenzük nung Tsüngremi anüng aser alima poktetdaktsü.
EXO.29.22	“San tepung temo, telunglen meyiba temo, temesen, tezüngjang ana meyiba temo, aser tepi tajichiji lepzükang. Kechiaser ibai bendanga agütsüba san tepung lir. 
EXO.29.23	Amtsük tulu ka, totzü enokba amtsük telong ka aser piyazü meinokba amtsük tapu ka 
EXO.29.24	Item chiyungtsü ajakji Aron aser pa jabasotem teka nung amokjang, aser aji KIBUBA tsüngdang tayipshiba tenla ka ama ayipshiang. 
EXO.29.25	Parnok ket nungi nai itemji agia aji tenladak sabang manungji 
EXO.29.26	Aroni meshitettsüba san tepung tekuji nai alangtetang aser aji tayipshiba tenla ama 
EXO.29.27	Tayipshiba tenla kü nem agütsüba san tepung teku aser tepi koba putir shilem lir, aji Aron aser pa jabasotem asoshi lir. 
EXO.29.28	Aji Israel chirtem nungi Aron aser par jabasotem teti asoshi parnok shilem alitsü, kechiaser aji angati agütsüba tenla ka lir, ya Israel purtem nungi parnoki yimjung tenla lir, oda 
EXO.29.29	Aron meyong temeshi sobutsüji pa sülen par jabasotem asoshi alitsü, aji semer parnoki bendanga meshiteta ayutsü. 
EXO.29.30	Aron jabasotem shibasa pa melena putir kümdir aser tenzüktsü asoshi Temeshitiba taktang jagi yidir pai anogo tenetnü tashi putir sobutsüji sobua alitsüla.
EXO.29.31	“Aser nai bendanga agütsüba san tepungji bena arua temeshidak iba shi asotsüla. 
EXO.29.32	Aser sentep süki kiküm nung Aron aser par jabasotemi san chanu shi aser molok nung aliba amtsükji achitsüla. 
EXO.29.33	Temenen tatokba asoshi tenla koba bendanga agütsü, aji parnoki achitsüla. Parnok dak alaka tangar shingaia aji achitsü makok kechiaser ibaji temeshi lir. 
EXO.29.34	Iba bendanga agütsüba shi mesüra amtsükji kar anepdang tashi anüngra aji, mi agi rongtoktsüla; ibaji machitsüla kechiaser aji temeshi lir.
EXO.29.35	“Ni ne dang melaba ajak amato nai Aron aser pa jabasotem bendanga agütsübaji anogo tenet tashi agia iba meshiteta ayuba mapaji inyaktsüla. 
EXO.29.36	Anogo shia temenen pungiba tenla nashi pungchi ka ka tenlatsüla. Iba jagi tenladakji meshitettsü, aser aji meshiteta kümdaktsütsü asoshi totzü mezüang. 
EXO.29.37	Yamaji anogo tenetnü inyakang. Idangji tenladakji kanga junga meshitettsü, aser kechi agisa tenladakji kongshidir temeshi alitsü.
EXO.29.38	“Tenladak anogoshia küm ka techanu san ana-na tenlatsüla. 
EXO.29.39	Sanji anepdang ka aser nikongdang ka ta tenlatsüla. 
EXO.29.40	Mezüngbuba san dakji amzü seret ka totzü temeja hin ka den meyokteper tenlatsüla, aser ano tajemtsü tenla asoshi yi hin ka shilokjang. 
EXO.29.41	San tanabubaji nikongdang tenlatsüla, aser anepdang tenla nung agütsüba ama iba denjia amzü, totzü aser yiji agütsütsüla. Ibaji ni asoshi chiyungtsü tenla amato lir; ni 
EXO.29.42	Putu ajak nung kü dang nenoki süki kikümdong nung ibai arongtsüla. Aser ni idakji kü nüburtem den ajurutepa nenok den jembitsü. 
EXO.29.43	Yangji ni Israel nunger den ajuruteptsü, aser sükiji sentsüwangshi agi meshitettsü. 
EXO.29.44	Ni sentep süki aser tenladakji meshitettsü, aser Aron o pa jabasotemi putir mapa inyaktsü atema ni parnok meshitettsü. 
EXO.29.45	Aser ni Israel nungertem den alitsü, aser ni parnok Tsüngrem asütsü. 
EXO.29.46	Aser parnoki ni 
EXO.30.1	“Ano liangmesen arongtsü asoshi akashia süng agi tenla sabang ka yangluang. 
EXO.30.2	Aji metong nung süklep ka, lenten süklep ka aser touchi nung süklep ana. Kinük pezüsülen ajak kasa aser tezütemjia iba denji kasa dang asütsüla. 
EXO.30.3	Temalen aser tip meketa, aser iba tezüji hon temeja agi yangluang, aser ano aji meketa hon agi yangbangang. 
EXO.30.4	Tenla sabang tamentakdak kübokji hon tayi ana yangluang, aser itemji abentsü asoshi kinük anatsülen süngra ana-na yangluang. 
EXO.30.5	Süngraji akashia süng agi yanglur, idakji hon nülokang. 
EXO.30.6	Aser tezüngzüktepba Ozüng Süngden aliba tenembangba jakdang kong ni ne den ajuruteptsü idakji aliba süngden anasa aliba teyindangba sü jakdangji nai tenla sabangji yuang.
EXO.30.7	“Kodang Aroni anepdang shia milenji renemdir, pai teronem menemba liangmesenji tenla sabang manung arongtsüla. 
EXO.30.8	Nikongdang kodang pai milenji tsüklokdir, pai kasaji inyaktsüla. Liangmesenji putu ajak nung tanen makai teti arongtsüla. 
EXO.30.9	Iba manung memeshitetba liangmesen, mesüra tarongba tenla, mesüra chiyungtsü tenla kecha nenoki metenlatsüla. Ano nenoki iba manung tajemtsü tenla kecha meshiloktsütsüla. 
EXO.30.10	Temenen pungitsü asoshi tenlaba shiruru azüji sabang nung tezü dakji rüklokja küm nung khen Aroni sabangji meshitettsüla. Küm shia teti nenoki yamaji inyaktsüla. 
EXO.30.11	Idangji 
EXO.30.12	“Kodang nai Israel nunger yongsük züngdangdir, idangji parnok dangi lendong marutsü atema nisung shiai 
EXO.30.13	 Yongsük nung dena alir shiai tekülemdak amshiba touzük amato shekel tesadang ka agütsütsüla, aser iba nungjagi 
EXO.30.14	Shirnok yongsük nung dena lir küm metsü nungi temalen züngsem shiai 
EXO.30.15	Taküm tenla temenen nungi pungitsü asoshi 
EXO.30.16	Aser nai temenen pungiba senji Israel chirtem nungi agitsüla, aser aji sentep süki mapa atema bendanga yuang, aji nenok temenen pungitsü asoshi 
EXO.30.18	 “Yongmenyin agi susa ka tetsüng dena yangluang. Aji süki aser tenla sabang na tsüngda yuang aser shitoktsü asoshi idakji tzü enokang. 
EXO.30.19	Aron aser pa jabasotemi iba tzü nungjagi parnok teka aser tetsüng shitoktsüla, 
EXO.30.20	oda parnok süki mesüra tenla sabangi 
EXO.30.21	Parnok masütsü asoshi parnok teka aser tetsüng shitoktsüla. Iba ozüng ya parnok aser parnok semchirtem asoshi teti benshitsüla.”
EXO.30.23	“Teronem menemtsü tzü shekel noklang pungu, teronem menemba süngshi iba tesadang, shekel noklang ana ser tenem, aser teronem menemba ensemtzü noklang ana ser tenem, 
EXO.30.24	aser akashia noklang pungu, temeshidak tatakzük aliba amato oliv totzü hin ka, nai bena arung, 
EXO.30.25	aser nai teronem menemtsü yangluri yangluba teronem ama temeshi temezüba totzü yangluang, aji temeshi temezüba totzü alitsü. 
EXO.30.26	Aser sentep süki, Ozüng Süngden, 
EXO.30.27	langbang aser marok o ausu ajak, milendong aser iba atema oset, aser liangmesen tenladak, 
EXO.30.28	tarongba tenla sabang aser idakji aliba marok-enrok, aser tamentakdak item ajak nung mezütsü asoshi nai aji amshiang. 
EXO.30.29	Aji ajak dang temeshitiba asütsü asoshi nai itemji meshiteta yuang, aser item dak kechi agisa kongshidir itemjia temeshi alitsü.
EXO.30.30	“Aron aser pa jabasotem putir mapa inyakdaktsütsü asoshi nai parnok dak totzü mezüja meshitetang. 
EXO.30.31	Aser Israel nunger dang ya shiang, ibai kü madang nenok putusa putu asoshi temeshi temezüba totzü alitsü. 
EXO.30.32	Ibai nisung mashi-i temang nung meshiloktsütsüla, aser ibai mesüka nenoki kecha meyoktepa meyanglutsüla. Ibai temeshi lir aser ibai dang temeshi alitsü. 
EXO.30.33	Shibaisa iba mesüka meyoktepdir mesüra shibaisa ibai bendanger dak enloktsüdir, pa pei nübur nungi leptoktsü.”
EXO.30.35	aser ibaji teronem menemba yangluri yangluba ama metsü enoka, temeja aser temeshi nai iba jagi yangluang: 
EXO.30.36	aser aji karbo anüka menüngsar sentep süki nung Ozüng Süngden tsüngdang yujang, yangji ni ne den ajuruteptsü, aji na asoshi temeshitiba alitsü. 
EXO.30.37	Aser teronem koba nai yangludir, iba meyoktepba amaji nai pei asoshi meyanglutsüla: aji 
EXO.30.38	Shibaisa ibaji mesüka temenemtsü yangludir, pa pei nübur nungi leptoktsü.”
EXO.31.1	Tang 
EXO.31.2	“Yihuda kidong nungi Uri jabaso Hur chir tenüng agi Bezalel ni shimtetogo, 
EXO.31.3	ni pa Tsüngrem tanelai sünga kümdaktsüogo aser tashi agütsüogo. Ni pa nem tangazükba, aser mapa tapu ajak inyaktettsü tangatetba agütsüogo. 
EXO.31.4	Hon, taribi, aser yongmenyin agi tesangra mapa tapu tapu yanglutsü; 
EXO.31.5	amenoktsü asoshi senti lung akusa-a aser süng agi tapu tapu jiteta yanglutsü asoshi ni pa nem tetangshi shisatsü agütsüogo. 
EXO.31.6	Pa den yaritepa inyaktsü asoshi ni Dan kidong nungi Ahisamak jabaso Oholiab shimtetogo. Ano tangar nisungtem nema ni shisa ka-a aser sangra-a mapa inyaktsü aser ni ashiba ama yanglutettsü parnok nem tesangra shisatsü agütsüogo. 
EXO.31.7	Sentep süki, tezüngzüktepba Ozüng Süngden, iba tesempangba, aser süki nung aliba oset ajak, 
EXO.31.8	langbang aser idakji aliba osettem, milendong atalokdak, hon aser liangmesen arongba osettem, 
EXO.31.9	tarongba tenla sabang aser iba osettem, shitoktsü asoshi tzü ayuba susa aser iba tamendaktsü; 
EXO.31.10	aser tobur junga yangluba süoshitem, Aron aser pa jabasotem putir mapa tenzükdaktsütsü asoshi temeshi putir sobutsü, 
EXO.31.11	temezütsüba totzü, aser temeshidak asoshi teronem menemba liangmesen, ni ne dang melaba ama parnok ajaki inyaktsüla.”
EXO.31.12	Idangji 
EXO.31.13	“Nai Israel chirtem dang jembia yamai shiang, atangji nenoki kü amungnü amungtsüla, kechiaser nenok meshiteta yutsüba 
EXO.31.14	Amungnüji meshiteta mungang kechiaser nenok asoshi ibai temeshi lir. Kari iba anogo memungi mapa kar inyakra, iba nisungji pei nüburtem rongnungi leptoktsü. 
EXO.31.15	 Nenok mapa inyaktsü asoshi anogo troknü tashi kar, saka tenetnübubajibo ni asoshi temeshi anogo lir. Kari iba anogo nungji mapa inyakra pa südaktsütsüla. 
EXO.31.16	Aji asünung Israel nungeri iba anogoji tezüngzüktepba anogo temaitsü ama teti benshitsüla. 
EXO.31.17	Ibai Israel nunger aser ni tsüngda nung teti atema temaitsü ka alitsü, kechiaser ni 
EXO.31.18	Kodang Sinai tenem nung Tsüngremi Mosa den jembibaji anen, Tsüngremi pei temeyong agi lungpak ana nung pa temelaba ozüngtemji zülur Mosa nem agütsü.
EXO.32.2	Aroni parnok dang ashi, “Nenok kinungtsürtem, nenok jala-jabasotemi anua aliba hon küritemji kü dangi bener arung.” 
EXO.32.3	Anungji nisung ajaki pei pei hon küriji Aron dangi bener aru. 
EXO.32.4	 Pai parnok ket nungi itemi agizük, aser aji mulusa-a nashi süngyanglu ka mulutet. Idangji nüburtemi ashi, “Ibai asenok tsüngremji lir o Israel, shibai asenok Ijip lima nungi anir aru!”
EXO.32.5	Kodang Aroni hon agi mulutetba nashi süngyanglu jakdang tenladak sabang ka yanglu, pai yamai sangoktsü, “Asüng 
EXO.32.6	 Tasüngji parnoki yakta shishia tarongba tenla asoshi shiruru ka anir aru, aser yimjung tenla agütsü. Iba sülen parnoki külemi mener chia ajem aser kati ka den asayateptsü tenzük.
EXO.32.7	Idangji 
EXO.32.8	Ni melaba lenmang nungi parnok meyipogo, parnoki hon agi nashi süngyanglu ka muluteta iba nemji tarongba tenla agüja külemdaki. Ibaji parnok tsüngremtem, shibai parnok Ijip lima nungi anir aru ta parnoki ashir. 
EXO.32.9	Ano 
EXO.32.10	Anungji kü ain tulu parnok anema adoka parnok samatsütsü asoshi tang kü kija tokjang. Aser ni na agi kin tulu ka kümdaktsüdi.”
EXO.32.12	Tamajung atema pai parnok anizüka anir aru, tenem nung parnok tepsetdaktsütsü, aser ali jak nungi pai parnok samadaktsütsü atema ta kechiba Ijip nunger nem jembidaktsütsü? Na tetsübutsü ain aitba nungi meyipang, aser ne nübur anema tamajung inyaktsü aliba nungi ne mulung melenshiangma. 
EXO.32.13	 Ne tenzüker Abraham, Isak aser Yakob; parnok dang nai azüngashiba bilemtetangma. Anüng petinu ama ni ne metsü rendaktsütsü, aser ni iba lima indang jembiba ajak ne semchirtemi teti asoshi senmang amangtsü, ya ajak nai nangzükba to bilemtetangma.” 
EXO.32.14	 Anungji 
EXO.32.15	Mosai meyipa oa pei teka nung aliba ozüng lungpak ana koba nung ozüng anatsülen zülua liasü, aji bener tenem nungi meyipa alu. 
EXO.32.16	Lungpakji Tsüngremi züluba liasü, aser iba nung angenpoka züluba ozüngtemjia pai züluba liasü.
EXO.32.17	Kodang Yihusuai nüburtem asatepba olaji angashi, pai Mosa dang ashi, “Tanendak rara ola amai angashir.”
EXO.32.18	Saka Mosai langzü, “Ola ya takok anguba ola masü mesüra tamakok anguba ola-a masü, saka ya kentenba ola ka ama nibo angashir.”
EXO.32.19	Kodang Mosa tanendak anasai aru, pai nashi pungchi süngyanglu aser tsüngsangtepbaji ngua pa kanga ain adok, aser pai lungpakji tenem tsüng nung ondakja aji jaksatsü. 
EXO.32.20	Aser parnoki mulutetba nashi süngyangluji pai bena arua mi nung arong, aser aji auyi küma menüngsar külen tzüma nung paloktsü; aser Israel nüburtem nem aji jemdaktsü. 
EXO.32.21	Pai Aron dang asüngdang, “Nai item nisungtem dak temenen patakati enoktsütsüsa parnoki ne dang kechi inyak?”
EXO.32.22	Aroni langzü, “Kü kibur, na ain sashia tatokma; iba nübur koma majung aji nai meteta lir, 
EXO.32.23	kechiaser parnoki kü dang ashi, ‘Mosa shibai onok Ijip lima nungi anizüka anir aru, pa kechi aküm, onoki memetet; anungji onok len anitsü asoshi onok nem tsüngrem ka yanglujang.’ 
EXO.32.24	Aser ni parnok dang shiba ket nungsa hon agi yangluba osettem ali aji bener arung ta ashi, aser shirnok ket nungsa itemji liasü parnoki aji bener arua kü nem agütsü. Aji ni mi nung enoktsü, aser iba nungjagi nashi süngyanglu ya adok.”
EXO.32.25	Aroni nüburtem jabang mayimi kümdaktsüba ajanga tsükchirtemi sensatsüogo ta Mosai angu. 
EXO.32.26	Anungji pai tanendak süngkhüm nung noktaker ayimtena ashi, “Shibasa 
EXO.32.27	aser pai parnok dang ashi, “Israel Tsüngrem 
EXO.32.28	Anungji Levi chirtemi Mosa o amaji inyak, aser parnoki iba anogo nungji nisung meyi asemshi tepset. 
EXO.32.29	Idangji Mosai parnok dang ashi, “Tanü nenoki pei jabasotem aser adianutem tepsetba ajanga 
EXO.32.30	Asüngji Mosai nüburtem dang ashi, “Nenoki tetsübutsüka temenen menaogo. Saka ni tang 
EXO.32.31	Idangji Mosai 
EXO.32.32	 Aji saka yimlibilema nai parnok tai tokangma; saka yamaji mesüra kaket koba nung nai ne nüburtem tenüng zülua ali iba nungjagi kü tenüngji aidokangma.”
EXO.32.33	Saka 
EXO.32.34	Anungji tang luang aser ni ne dang tuyuba linük jagi nüburtemji anir aramesoang. Ajiang kü tenyar ne jakdang aotsü; aji saka parnok temenen atema ni parnok merenshitsü anogo arudagi.” 
EXO.32.35	Anungji 
EXO.33.2	Ni ne jakdang tenyar ka yoktsü, aser Kanan nunger, Amor nunger, Hit nunger, Periz nunger, Hiv nunger, aser Yebus nunger ajak ni aridoktsü. 
EXO.33.3	Nenok ali temo aser ninang mojitzü yima aliba lima kati aor. Saka nenok tekong temerang asünung, ni nenok lenmang nung samaja lir ta nibo nenok den maotsü.”
EXO.33.4	Kodang nüburtemi iba osang angashi, parnoki mang ayim, aser parnok shingaia kisen aser küri naro magi. 
EXO.33.5	Kechiaser 
EXO.33.6	Anungji Horeb tenem toktsür aodang Israel nungeri joko kisen küri naro magi.
EXO.33.7	Tang Mosai tanendak tezülen, tanendak nungi sükiji apiga bener oagi yangluli asü; aser iba dangji sentep süki ta aja. Aser nisung kari 
EXO.33.8	Kodangsa Mosai sentep süki jagi aitsü apusodir nisungtemi pei süki kikümbang nung noktaker Mosa ajagi mai tashi repranga ali. 
EXO.33.9	Kodang Mosa süki jagi ai idangji mepet tongshi süki kiküm jagi alua noktak aser mepet tema nungi 
EXO.33.10	Kodangsa nüburtemi mepet tongshiji süki kiküm nung noktaka angu, parnoki pei süki kiküm nung apudaka 
EXO.33.11	Aser nisungi pei tembar den jembiba ama 
EXO.33.12	Idangji Mosai 
EXO.33.13	Tang ni ne jakdang taochi ngura, ne lenmangtem kü dang sayuang, anungji ni na metettsü, aser na nungi ni maneni taochi angutsü. Ano iba kin ya ne nübur asütsü asoshi nai shimtet ta bilemtetangma.” 
EXO.33.14	i langzü, “Kü tatenba ne den aotsü aser ne nem anisüngzük agütsütsü.”
EXO.33.15	Mosai langzü, “Ne tatenba onok den marura, onok yang nungi anir tuoma. 
EXO.33.16	Na onok den marura nüburtemi aser ni ne jakdang taochi nguogo ta kodaser metettsü? Alijak nung alir nisung ajak dang nungi ni aser iba nübur balaka kümdaktsübaji na tatenba onok den aoba agi masü no?” 
EXO.33.17	Aser 
EXO.33.18	Idangji Mosai mepishia ashi, “Yimlibilema kü dang ne sentsüwangshi sayuangma.”
EXO.33.20	Ni ne nem kü tejak mungudaktsüli, kechiaser nisungi ni ngur taküm alitsü makok. 
EXO.33.21	Aser 
EXO.33.22	Kodang kü sentsüwangshi süidir, ni na lung jakma nungji yutsüdi, aser ni süitema mao tashi kü teka agi na nembangtsüdi; 
EXO.33.23	aji ser külen kü teka agiendi, idangji nai kü terongdong angutsü, saka kü tejakbo mangutsü.”
EXO.34.1	Tang 
EXO.34.2	Asüngnep aji renema bener Sinai tenem kolaki atung, aser yangji tenem kolak nung nesasa kü madang liang. 
EXO.34.3	Ne den shinga matutsüla, aser tenem anasa nisung shinga mungudaktsütsüla, oda san telok mesüra nashi telok kecha tenem tsüng nungji mechiyimdaktsütsüla”. 
EXO.34.4	Anungji Mosai mezüng amato lungpak ana angentet aser 
EXO.34.6	 Aser 
EXO.34.7	Meyirijangsa meyirijang asoshi taochi sayur, tai, ozüng raksaba aser temenen asoshi tai atoker, saka aji agi kodanga tai menaba meshiteta mekümdaktsür; tsürabur tai atema chirnur dak, semchisemnur dak, putu asembuba aser pezübuba dak tashi mang ayanger.”
EXO.34.8	Mosai yakta ali nung apudak aser 
EXO.34.9	Pai ashi, “Oh 
EXO.34.10	Idangji 
EXO.34.11	Tanü ni ne dang melaba ozüngtem angang. Ni Amor nunger, Kanan nunger, Hit nunger, Periz nunger, Hiv nunger aser Yebus nunger ne jakdang nungi aritoktsü. 
EXO.34.12	Nenok aotsüba lima nisungtem denji tenangzüktepba kecha meyanglutsüla, kechiaser aji oda süra ibaji nenok atema sang tamajung ka asütsü. 
EXO.34.13	 Saka nenoki parnok tenladak, parnok temeshi tongshitem anüka raksatsütsüla, aser parnok Ashera tsüngrem lepzüka yoktsüla.
EXO.34.14	“Nenoki tangar tsüngrem kecha tekülem, kechiaser ni 
EXO.34.15	Ashiko linük nung aliba nisungtem den nai tezüngzükba ka yangluba agi parnok tsüngrem sülen jabujaria anidaktsü, aser parnok tsüngrem dang tepseta tenlatsü, aser kari na jara nenoki tetenlaba shi achitsü; 
EXO.34.16	aser nenok jabasotemi parnok jalatem agidaktsütsü, aser parnok jalatemi parnok tsüngrem sülen jabujaria anidaktsü, aser nenok jabasotema parnok sülen jabujaria anidakdaktsütsü. 
EXO.34.17	 Nenoki pei asoshi süngyanglu tsüngrem kecha teyanglu.
EXO.34.20	 Saka nenoki mezüng mepuba gado shia san chanu ka agi alangzüktsüla. Nai aji malangzükra, iba tekongji raksatsütsüla. Mezüng asoba jabaso ajak alangzükang aser shinga teka tazüng kü dangi marutsüla.
EXO.34.23	“Küm nung asemben tashi nenok tebur shia ni 
EXO.34.24	Nenok jakdang nungi ni kintem kodang aridokdir, nenok litsüji ulushitsü, item benjong asem mapang nungji nenok kü dangi atudang, aser shingaia nenok 
