LUK.1.1	Mullc ômënj ar llôtë pisuprë tas spunë aceli ci sënt fapti ku noj, 
LUK.20.37	Sh Moisiu ari spusë kë morrcjë us injjaxë kënd s'o-kjamë Domnu, Dumëxë all Abraham, Dumëxë a Isak sh Dumëxë a Jakob. 
LUK.20.38	Domnu nu esti Dumëxë a morcëllu, ma acëllor ci sënt jinj, kë tuc bëniaxë ti Dumëxë.” 
LUK.20.39	Astumsëna ndoj farisenj i'j xësërë: “Mvëcëtor, u xësesh mullt gjini”. 
LUK.20.40	Sh nu avja nakërrë tas u trabë më.
LUK.20.41	Dapoja Jezus ll'u xësi: “Kum pot s'xëkë kë Hristollu esti hjij di'a David? 
LUK.20.42	David ishish xësi tu skirëturëli a Psalmu: 
LUK.20.44	Afu David o-kjamë ‘Domne’, kum pôti s'hjibë Ell hjiju a lluj?”
LUK.20.45	Kënd tutë miletja ma avxa, Jezus ll'u xësi a dishepujllu a lluj: 
LUK.20.46	“Vëgjacvë di skribënjjë, ci vra tas fakë peripato ku stranji llunx, shi arësest tas i'j tinjisjastë pit pëx, s'akacë bilokërrë buni pit sinagogi, sh bilokërrë tinjisiti pit jurtii. 
LUK.20.47	Ej arrëqest ci afllë pit kasëli a mujerëllu fërë burbac, sh fak duvai llunx, tas s'i'j vjadë allanc. Ashë ej us ja unë dunueri ma grau”.
LUK.21.1	Jezus skullë oqjë sh vëxu avucjë ci amëna dhorëli a llor tu thesar. 
LUK.21.2	Ell vëxu sh unë mujeri vedu, fukërônjë, ci amënë dau monedhi njic di bëkërrë, 
LUK.21.3	sh xësi: “Darihënja us v'i xëk, kë aistë mujeri fukërônjë, vedu, ari amënatë ma mullt di tuc allanc, 
LUK.21.4	kë ej amënarë ti dhorë tu thesar aca ci ll'u tupuri, ma ija dedi di fukërallëqja a je tutë ci avja adunatë ti bënari”.
LUK.21.5	Kënd ndoj ômënj ma zburra ti tempull, kë kum ara ndrept bun, ku shkëmbi mushati sh ku dhorëli ci avja datë ti Dumëxë, Jezus xësi: 
LUK.21.6	“Us jinë xua kënd di aisti ci vëdec nu us arrëmënë shkëmbë pisti shkëmbë ni rrustunatë”.
LUK.21.7	U tërbarë Jezus: “Mvëcëtor, kënd us'i fakë aisti llukëri, sh kaj us hjibë nojma ci eli ma s'fak?” 
LUK.21.8	Ell xësi: “Zhdikidec oqjë, tas s'nu v'i arrëdë, kë us jinë mullc ômënj pi numa a mja sh us xëkë ‘Est mini’ iti ‘S'apurqë qërollu’. Nu fuxic dupi nësh. 
LUK.21.9	Kënd s'avxac ti polum sh katrauri, nu v'i aspërac, kë aisti llukëri us'i fakë ma ninti, ma fundu nu us jinë di-unôrë. 
LUK.21.10	Un krat us'i skôllë pisti un allt krat, sh un vësëjë pisti un allt vësëjë. 
LUK.21.11	Us kadë tërmet vërtôs, sh tu ndau bilokëri us ajbë llajë ti pëni, sh llëngôrë di murtajë. Us ajbë sh katrauri llëhtrësiti, dit cerl us ajbë semn mari, 
LUK.21.12	ma, ma ninti ci us'i fakë tuti aisti, us v'i akacë sh us v'i agudjastë. Us v'i parada pit sinagogi sh pit hapsanëri, us v'i adukë dininti a ma marrë ali qevërrii di sebepja ali numi a mja. 
LUK.21.13	Ashë us putec tas spunec. 
LUK.21.14	S'hjic vindusic, sh nu v'i stinahorsic ti skëpara a vôstë, 
LUK.21.15	kë mini us v'i dau xhoniaca tas gric zbôrri mintimeni, kit s'nu pôtë içvërr di acej ci avec kondra, tas v'u trakë, shi s'grastë kondra. 
LUK.21.16	Us axhungë pën ako ci sh përincjë, fracjë, kusurinjjë, us v'i allasë tu muzgë, shi us vatëmë ndoj di voj. 
LUK.21.17	Tuc nu us v'i vra di sebepja ali numi a mja, 
LUK.21.18	ma niki un per di kap nu us v'i kadë. 
LUK.21.19	Ku qindurera a vôstë us qërdhësic sufëlltu a vost”.
LUK.21.20	“Kënd s'vëdec Jerusalem avërtit di andarc, s'u shtic kë aspërxera a lluj esti aprôpja.
LUK.21.21	Acej ci sënt tu Judei s'i rrëspëndjastë pit munc, acej ci sënt pit hor, s'nu intrë tu Jerusalem, 
LUK.21.22	kë aisti sënt xëlili ci us'i lla amartiili, shi us'i fakë aca ci esti skëratë.
LUK.21.23	Kavaj di mujerrë greli, sh aceli ci hërrest cilëmanjjë aceli xëli, kë us kadë fukërallëqi mari tu dunei, shi nërreri ti aiç ômënj. 
LUK.21.24	Ej us kadë di tëjëtura ali tëpôrri, shi us'i fake skllav a tuc ômënjllu ci nu pistusest, shi Jerusalem us'i zdrrumënë di paganëjë, pën kënd s'll'u bitisjastë qërollu a llor”.
LUK.21.25	“Us ajbë semnuri pi sôri, pi llunë sh pi steli. Pi llok ômënjjë ci nu pistusest us j'akacë hjevërrë sh frika di bubunusera ali amari sh ali vali. 
LUK.21.26	Ômënjjë us môrë di frikë, sh di ashtëptarea a cëje ci ma kadi pisti llok, kë tutë dunea us'i trunduljastë. 
LUK.21.27	Astumsëna us vjadë Hjiju a Omu ci ma jini di pit nor ku force sh ku tinjii mari. 
LUK.21.28	Kënd s'ahurhjastë s'i fakë aisti llukëri, skullacvë sh skullac kapu kë skëpara a vôstë esti aprôpja”.
LUK.21.29	Dapoja Jezus ll'u spusi unë parabolë: “Vëdec hjicli sh allanc ponj. 
LUK.21.30	Kit s'vëdec kë ar skôsë frrënxë, voj u shtic ci ma s'i aprôqë vjara. 
LUK.21.31	Ashë sh voj, kënd s'vëdec ci ma s'fak aisti llukëri, s'u shtic kë kratu a Dumëxë esti aprôpja. 
LUK.21.32	Darihënja ma v'i xëk, kë aiç ômënj, a shtëlluj qërollu, nu us'u trakë eta ni vëxutë aisti llukëri. 
LUK.21.33	Cerlu sh lloku us qarë, ma zbôrrëli a njeli nu us'i agërshëstë”.
LUK.21.34	“Vëgjacvë tas nu s'i angrakë inëmli pit qefëri, pit mbëtari, shi stinahorëli a shtëjej bani, shi s'nu v'i afllë tu apofasi aca xuë, 
LUK.21.35	kanda s'ara un kurth. Aistë us kadë pisti tuc acej ci bëniaxë pisti tut lloku. 
LUK.21.36	Tjaca s'avec mintja tut qërollu, sh fëcec rixhai tas skëpac di tuti aisti ci us'i fakë, shi s'putec s'stëtec dininti a Hjiju a Omu.” 
LUK.21.37	Tutë xua Jezus mvëca ômënjjë tu tempull, sh nôptja u tërcja tu un bilok ci s'akjëma Muntili a Masënllu. 
LUK.21.38	Tuc ômënjjë s'i zhdëpëta dimjaca tahjëna, tas avxa Jezus tu tempull.
LUK.22.1	Ma s'apurqa jurtia a Pënjllu Fërë Ullôt, ci s'akjëma Pashti. 
LUK.22.2	Prefcjë shi skribënjjë këfta kum s'u bëga n'turmënë Jezus, tas u vëtëma, ma avja frikë di mileti. 
LUK.22.3	Astumsëna Satan intrë lla Juda ci o-kjëma Iskarjot. Ell ara un di dojspërxaxëjë. 
LUK.22.4	Aist nesi s'i ja di hëbari ku prefcjë sh ku asqerjë, kë kum us'u parada tu mënjli a llor, Hristollu. 
LUK.22.5	Ej s'hërësirë mullt shi gëxurë tu unë minti s'i'j dëdja prax. 
LUK.22.6	Ashë, Juda apurqë sh këfta qërollu tas u parada Jezus kënd nu avja ômënj.
LUK.22.7	Kënd vini xua ali jurtii a Pënjllu Fërë Ullôt, kënd s'fëcja kurbani njellu a Pashtëli, 
LUK.22.8	Jezus pëtërku Pjetru shi Gjon, sh ll'u xësi: “Fuxic sh fëcec etëmë cina tas mëkëm Pashtili.” 
LUK.22.9	Ej u tërbarë: “Ju vre s'u fëcem etëmë?” 
LUK.22.10	Jezus ll'u xësi: “Avxac, kënd s'intrac tu kasabai, us afllac un om ci ari unë shtambë ku apë. Ducecvë dupi nës pën lla kasa ju us intrë ell, 
LUK.22.11	sh xëcecij a domësu ali kasi: ‘Mvëcëtoru n'ari pëtërkutë s't'i tërbëm: ju esti dhoma ju putem s'mëkëm Pashtili ku dishepujë a njej?’ 
LUK.22.12	Ell us v'i spunë unë dhomë mari, nxjanë, ci esti faptë etëmë. Ako ashtërracu cina.” 
LUK.22.13	Ej nesërë, l'afllarë tuti kum ll'ovja xësë Jezus, sh u fecërë etëmë cina a Pashtili.
LUK.22.14	Kënd vini qërollu, Jezus s'i apunë ti mëkari dadun ku dishepujë. 
LUK.22.15	Ell ll'u xësi: “Kit am vrutë s'u mëk aist Pashti ku voj, ma ninti ali stërrxeri, 
LUK.22.16	kë, ma v'i xëc, nu us mëk alltôrë di aist Pashti pënd s'i fakë aca tu kratu a Dumëxë.” 
LUK.22.17	Dapoja llo kupa, feci allëvdara ti Dumëxë sh xësi: “Llocu shi përcacu aistë tuc voj. 
LUK.22.18	Mini ma v'i xëk, kë di tora nu us bjeu më jin, pën kënd s'jinë kratu a Dumëxë.” 
LUK.22.19	Dapoja llo pëna, xësi allëvdara, u frrëmsi pëna, ll'u dedi a dishepujllu sh xësi: “Aist esti trupu a njell, ci esti dat ti voj. Fëcecu aistë tas m'i aduqic anjia.” 
LUK.22.20	Ashë, dupi cinë, feci sh ku kupa di jin, sh xësi: “Aistë kupë esti 
LUK.22.21	Ma, ja, mëna a cëlluj ci ma m'i vindi, esti ku mini tu trapeze. 
LUK.22.22	Hjiju a Omu, ma nexi ashë kum esti skiratë, ma kavaj di acell ci ma u vindi.” 
LUK.22.23	Astumsëna, ej ahurhjirë tas trabë un-allant, kë kaj pôti s'ara acell ci us'u fëcja aistë gjëji.
LUK.22.24	Namësa di dishepuj intrë un sherr, kë kaj di nësh us'i akjëma ma mari. 
LUK.22.25	Ma Jezus ll'u xësi: “Vësëjëllu a cëllor ci nu pistusest i'j urseshti ej, sh acej ci sënt pisti nësh, s'i akjamë ômënj ci fak sevapi. 
LUK.22.26	Ku voj nu prindi s'i fake ashë. Ajumtra, ma marrë di voj prindi s'i fakë ma njik, shi kapu a tutëllor si fakë ka ysmeqarru a llor. 
LUK.22.27	Kaj esti ma mari, acell ci esti tu trapezë ama acell ci faci ysmeti? A nu esti acell ci sta tu trapeze? Ma mini est namësa di voj ka acell ci faci ysmeti. 
LUK.22.28	Voj hjic acej ci avec stëtutë ku mini, tu tuti provili a njeli, 
LUK.22.29	sh mini ma v'i allas avau kratu, ashë kum nj'o-llësë anjia Përintili a njell, 
LUK.22.30	ci voj s'putec s'mëkac shi s'bjec tu trapeza a kratu a njell. Voj us stëtec pit fronurrë tas ll'u fëcec gjyqi a dojspërxaci di fisurrë a Izrael”.
LUK.22.31	“Simon, Simon, ja djavollu këftë s'v'i trakë tu cir ka gërru, 
LUK.22.32	ma mini am faptë duvai tas nu t'i dëpërtex di pistusera a ta. Shi tini kënd s'ti torr, fëj ma vërrtosh fracjë a tej.” 
LUK.22.33	Pjetru i'j xësi: “Domne, mini est etum tas jin ku tini, tu hapsani sh tu môrti”. 
LUK.22.34	Ma Jezus j'u turrë: “Pjetër, mini us i'c xëk kë azë nu us ajbë këntatë ninga këkotu, ma ninti ci tini us m'i fac asha tre or, ci nu m'i kënosht.”
LUK.22.35	Dapoja Jezus ll'u xësi: “Kënd v'i pëtërkuj fërë prax, fërë trast sh fërë pëpucë, v'i lipsja cëva?” Ej i'j xësërë: “Içcëva” 
LUK.22.36	Astumsëna Ell ll'u xësi: “Ma tora kaj ari prax, as l'i ja dinëpoj, shi acell ci ari trast. Kaj nu ari këcut as vindë palltollu a lluj shi s'kupërë un jatagan. 
LUK.22.37	Mini us v'i xëk kë, ku mini us'i fakë aca ci esti skërate tu sëmtili Skirëturi ci xëk: ‘
LUK.22.38	Ej i'j xësërë: “Domne, ja aô sënt doj jataganj”. Ell ll'u turrë: “Axhung”.
LUK.22.39	Jezus ishë sh nesi tu Muntili a Masënjllu, kum o-vja zënati, sh dishepujë nesërë dupi Nës. 
LUK.22.40	Kënd axhumsërë ako, ll'u xësi a dishepujllu: “Fëcecij duvai a Dumëxë tas nu këdec tu amartii” 
LUK.22.41	Dapoja s'dëpërtë di nësh kit s'aminë unë shkëmbë, gëxu përdinc sh feci duvai ashë: 
LUK.22.42	“Përinte, ma vre, dëpërtjaxu aistë kupë di mini. Sh ku-tutë-aca asi fakë ashë kum aj xësë tini, nu mini!”
LUK.22.43	Dapoja i'j si funusi un ëngjëll dit cerl shi i'j dedi fuqii. 
LUK.22.44	Kënd o-këcë trumburara ali môrti, ell feci sh ma mullë duvai. Astumsëna sëdôra a lluj s'feci ka qikutë di sënxi ci këdja mpadi.
LUK.22.45	Kënd si skullë, vini lla dishepuj sh j'afllë tu som di stinahori. 
LUK.22.46	Astumsëna ll'u xësi: “Këce ma durnjic? Skullacvë sh fëcec duvai tas nu këdec tu amartii”.
LUK.22.47	Kënd Jezus ma zburra, vinërë unë parei mari ku un di dojspërxacëjë, ci ll'u spunia kala. Aist ara Juda. Ell i'j s'apurqë a Jezus tas u bashë, 
LUK.22.48	ma Jezus i'j xësi: “Judë, ku bëshari ma u vinx Hjiju a Omu?” 
LUK.22.49	Kënd vëxurë ci ma s'fëcja, acej ci ara afigërra di nës, i'j xësërë: “Domne, s'i'j agudim ku jatagan?” 
LUK.22.50	Astumsëna un di nësh o-gudi ysmeqarru a ma marrë a prefcëllor, sh i'j tëjë ureqja ndraptë, 
LUK.22.51	ma Jezus i'j xësi: “Allësacu ku ahtënt!” Dapoja o-këcë ku mëna ureqja a lluj sh u vindikë. 
LUK.22.52	Jezus ll'u xësi a prefcëllor, asqerëllor sh aushëllor ci avja vinitë ti nës: “Avec vinitë tas m'i lloc ku jatagan sh ku lemi, kanda s'aram fur? 
LUK.22.53	Mini aram kathi xuë ku voj tu tempull, sh nu m'i akëcat, ma aistë esti sahatja a vôstë sh qërollu llaj.”
LUK.22.54	Dapoja o-këcarë, u llôrë Jezus sh o-dusërë lla kasa a ma marrë a prefcëllu, shi Pjetru nëxja dënëpoj di dëparti. 
LUK.22.55	Ako avja aprasë un fok namësa di oborr, ara apunac tuc dadun sh Pjetru ara namësa di nësh. 
LUK.22.56	Unë ysmeqarë u vëxu Pjetru apunat ningi fok, i'j mpëlltë oqjë sh xësi: “Sh aist om ara ku nës”. 
LUK.22.57	Ma Pjetru u feci asha sh xësi: “Mujeri, mini nu u kënost acell.” 
LUK.22.58	Pucën ma nëpoj, un allt u vëxu Pjetru sh xësi; “Sh tini esht un di nësh”. Ma Pjetru xësi: “Nu est, more om.” 
LUK.22.59	Dupi vërrë sati, sh un allt bëgë çëçôrrë: “Darihënja ci sh ell ara ku nës, kë esti galileas.” 
LUK.22.60	Ma Pjetru xësi: “Bre om, nu u shtiu ti ci ma zburrac”. Sh di-unôrë, ni bitisit zborru, këntë këkotu. 
LUK.22.61	Astumsëna Jezus s'turrë sh vëxu Pjetru. Alluj i'j s'i aduqirë zbôrrëli a Jezus kënd i'j xësi: “Azë, ma ninti ci us këntë këkotu, tini us m'i fac asha tre or”. 
LUK.22.62	Dapoja ishë nafôrë sh pllëmsi ku boci.
LUK.22.63	Ômënjjë ci u vëgja Jezus, s'arrëdja ku nës shi u bëtja. 
LUK.22.64	Ej i'j lëgarë oqjë sh u tërba: “Afllu kaj t'i agudi?” 
LUK.22.65	Shi u nxhura ku mullti allti zbôrri.
LUK.22.66	Kënd s'feci xuë, s'i adunarë aushjë a ômënjllu, ma mërjë a prefcëllu, a skribënjllu, sh o-dusërë Hristollu lla konsullu a llor, 
LUK.22.67	sh i'j xësërë: “Ma esht Hristollu, spunëni”. Ma Hristollu ll'u xësi: “Shi s'v'i xëk nu us m'i pistusic, 
LUK.22.68	sh ma s'v'i treb nu us nj'u turrac, 
LUK.22.69	ma di tora 
LUK.22.70	Astumsëna tuc xësërë: “A esht tini Hjiju a Dumëxë?”
LUK.22.70	Shi Hristollu ll'u xësi: “Voj ma u xëcec. Mini est”.
LUK.22.71	Sh ej xësërë: “Ci alltë provë n'i lipseshti? Ovxëm ishish di gura a lluj”.
LUK.23.1	Astumsëna parea di ômënj s'i skullë, o-dusërë Hristollu lla Pilat 
LUK.23.2	sh ahurhjirë tas spunia ti nës: “Okëcëm aist om ci skutja ômënjjë a noç di kala bunë. Ell nu j'allasë tas i'j pulltjastë xhelepja a Cezar, o-kjamë sinia a lluj ‘Hristo’ shi xëci kë esti vësëjë.” 
LUK.23.3	Astumsëna Pilat u tërbë: “Tini esht vësëjë a ômënjllu di Judei?” Hristollu j'u turrë: “Tini ishish ma xëc.” 
LUK.23.4	Dapoja Pilat ll'u xësi a prefcëllu shi a omënjllu: “Nu ma ved vërr steps lla aist om”. 
LUK.23.5	Ma ej xëcja: “Ell i'j skôllë ômënjjë pi çiçôri sh i'j mvjacë tu tutë Judea, di Galilea pën aô”.
LUK.23.6	Kënd avxë aistë, Pilat tërbë nakë ara galileas aist om. 
LUK.23.7	Kit llo di hëbari kë Hristollu vinia di biloku ju ma marrë ali qeverrii ara Herod, u pëtërku lla nës, pedhis ci Herod ara tu Jerusalem aceli xëli. 
LUK.23.8	Kënd u vëxu Hristollu, Herod s'hërësi mullt. Ell avja mullt qëro ci vra s'u vëdja, kë avja avxatë ti nës, shi vra tas u vëdja, kënd fëcja vërrë çudii. 
LUK.23.9	Ell u tërbë mullt, ma Hristollu nu i'j turrë xhuvapi. 
LUK.23.10	Ako ara sh ma mërjë a prefcëllu shi skribënjjë, ci u nxhura ku mulltë inati. 
LUK.23.11	Sh Herod ku andarcjë a lluj s'arrëdja ku Jezus. Dapoja j'amënarë pi numëri unë pelerinë skëpërôsë shi u pëtërkurë lla Pilat. 
LUK.23.12	Aca xuë Herod shi Pilat s'fecërë ôspic un-ku-allant, kë ma ninti ara tu hasmëllëqi.
LUK.23.13	Astumsëna Pilat adunë ma mërjë a prefcëllor, domnjë sh ômënjjë 
LUK.23.14	shi ll'u xësi: “Nj'avec adusë aist om, sh i'nj xëcec kë ell i'j skôti ômënjjë dit kali. Ja, mini u tërbaj dininti a vôstë, ma nu afllaj lla aist om stepsu ci ma nj'xëcec, 
LUK.23.15	niki Herod, kë ell u pëtërku lla noj. Aist nu ari faptë cëva tas u vëtëmëm.” 
LUK.23.16+LUK.23.17	Tjaca us u dunuest sh us'u sëlëgjest. 
LUK.23.18	Astumsëna ej aurrarë tuc dadun: “Vatëmu aist, sh sëlëgjë Baraba.” 
LUK.23.19	Baraba o-vja hjiptë tu hapsani ti unë katraullë ci ara faptë tu kasabai sh ti unë vëtëmari. 
LUK.23.20	Pilat, ci vra s'u sëlëgja Hristollu, i'j tërbë napoj ômënjjë, 
LUK.23.21	ma ej aurra sh xëcja: “Kurrfusicu, kurrfusicu!” 
LUK.23.22	Sh napoj, a treôra ell ll'u xësi: “Këce, ci steps ari faptë? Nu ma afll lla Nës vërr llath, tas u dunuest ku môrti, tjaca us'u vërjest sh us'u sëlëgjest”. 
LUK.23.23	Ma ej napoj ku bôci analltë këfta tas u kurrfusjastë. Aurrara a llor s'fëcja totëna sh ma vërtôsë. 
LUK.23.24	Astumsëna Pilat dedi apofasi tas u dunua. 
LUK.23.25	Sëlëgji omu ci avja këftatë, acell ci ara hjipt tu hapsani ti vëtëmari, sh ll'u dedi Hristollu kum vra ej.
LUK.23.26	Kënd ma o-ducja ti kurrfuseri, llôrë unë farë di Simon di Kirena, ci ma vinia dit agur, sh i'j nkërkarë kërucja tas u cënia dupi Hristollu. 
LUK.23.27	Unë parei mari di ômënj nëxja dupi nës. Namësa di nësh, ara shi ndau mujer, ci agudja qeptu sh pëllnxja ti nës, 
LUK.23.28	ma Hristollu s'turrë kiti nësi, sh ll'u xësi: “Hjijili a Jerusalem, nu pëllnxec ti mini, ma pëllnxec ti voj sh ti cilëmanjjë a voç. 
LUK.23.29	Us jinë xëlili ci us xëkë: ‘Hara di mujerrë shterpi, hara di aceli ci nu amëntarë pote, sh sinu ci nu hërri.’
LUK.23.30	Astumsëna us ahurhjastë s'll'u xëkë a muncëllor:
LUK.23.30	sh a lloku 
LUK.23.31	Shi ma kë us fakë ashë ku lemu moj, ci us fakë ku uskatu?”
LUK.23.32	Ej adusërë sh doj allc kriminelënj tas i'j kurrfusjastë dadun ku Hristollu. 
LUK.23.33	Kënd axhumsërë lla biloku ci s'akjëma “Kafka” kurrfusirë ako Hristollu sh doj allc, un di na ndrapta sh allant di na stënga. 
LUK.23.34	Dapoja Hristollu xësi: 
LUK.23.35	Ômënjjë stëtja ako sh vëdja kum mërjë s'arrëdja sh xëcja: “Allanc i'j skëpë. Ma kë ell esti Hristollu a Dumëxë, Aleptu, as u skapë sh bana a lluj.” 
LUK.23.36	Sh andarcjë s'arrëdja. Ej vinërë, j'adusërë puskë 
LUK.23.37	sh i'j xësërë: “Ma esht vësëjë a judenjllu, skapë sinia a ta!” 
LUK.23.38	Pisti kapu a lluj ara skëratë: “Aist esti vësëjë a judenjllu.” 
LUK.23.39	Un di kriminelënjjë, kurrfusit tu këruci, ma u nxhura sh i'j xëcja: “Nu esht tini Hristollu? Skapë sinia a ta!” 
LUK.23.40	Ma allant u vërji sh i'j xësi: “Nu aj frikë di Dumëxë, tini ci ma strrax unë soji ka Ell? 
LUK.23.41	Noj hjim dunuic ku ndreptjacë, kë ma llom aca ci n'i tukueshti, ti aceli ci avem faptë, ma aist nu ari faptë içvërrë amartii”. 
LUK.23.42	Dapoja xësi: “Jezus, aduqati ti mini kënd s'nex tu kratu a tëll.” 
LUK.23.43	Hristollu i'j xësi: “Darihënja ma c'xëk, azë tini us esht ku mini tu parajsë”.
LUK.23.44	Aprôpja di prrënx, un nor llaj amvëli lloku, pënd tu satja tre dupi prrënx. 
LUK.23.45	Sorrë s'amvëli sh perdja a tempullu s'dësëkë pi disa. 
LUK.23.46	Astumsëna Hristollu gri ku bôci analltë: “Përintële, tu mënjli a tëli ma o-llas sufulltu a njell.” Dupi aisti zbôrri, dedi sufullt. 
LUK.23.47	Kënd vëxu ci s'feci centurion allëvdë Dumëxe sh xësi: “Darihënja aist om ara ndrept”. 
LUK.23.48	Tuc ômënjjë ci ara adunac ako ti vëderi aistë gjëji, bëgarë ôrë ci s'feci, s'turrarë akasë, sh bëtja qeptu. 
LUK.23.49	Tuc kënëskucjë a lluj, dadun ku mujerrë ci o-vja ashtërratë di Galilei, stëtja dëparti sh vëdja aistë ci s'feci.
LUK.23.50	Ako tihjisi un om bun sh ndrept ku numa Jozef. Ell ara un di ômënjjë ali sinedri (kshillu), 
LUK.23.51	ma nu ara tu unë minti ku allanc ti aca ci fecërë. Jozef ara di Arimateja, unë kasabai ali Judei, sh ashtëptja kratu a Dumëxë. 
LUK.23.52	Ell nesi la Pilat, sh këftë trupu a Hristollu. 
LUK.23.53	Astumsëna u dupunë dit këruci, o-vërrti tu unë bukatë di lir, sh u bëgë tu unë grôpë zhdikisë tu unë shkëmbë, ju nu ara bëgat içvërr. 
LUK.23.54	Ara vinër, sh apëra sëmbëta. 
LUK.23.55	Mujerrë ci avja vinitë di Galilei ku Hristollu, o-shtërrarë dinëpoj Jozef. Eli u vëxurë grôpa, vëxurë sh kum ara bëgat trupu a Hristollu. 
LUK.23.56	Dapoja s'i turrarë sh fecërë etëmë untulemu ku njurizmë bunë sh ku mirë.
LUK.24.1	Sëmbëtë nu llukrarë pi dupi skirëturëli a Moisiu. Dumënëkë di dimjaca, mujerrë vinërë lla mirëmint ku untulemu ku njurizmë bunë ci avja faptë etëmë. 
LUK.24.2	Eli o'fllarë shkëmba a mirëmintu zhdikisë, 
LUK.24.3	s'hjipsërë nunt, ma nu o-fllarë trupu a Hristollu. 
LUK.24.4	Eli ara çudusiti di aistë gjëji sh di-unôrë s'i funusirë dininti a llor doj burbac mvëskuc ku stranji skëpërôsi. 
LUK.24.5	Mujerrë l'i akëcë frika, sh gëxurë përdinc, ma burbacjë xësërë: “Ti ci u këftac jiu namësa di morc? Ell nu esti aô. Esti injjat. 
LUK.24.6	Aduqicvë ci v'i xësi kënd ara tu Galilei, 
LUK.24.7	kë Hjiju a Omu us'i vindja lla amartiosjë, us'i kurrfusja, sh dupi tre xëli us injja” 
LUK.24.8	Eli l'aduqirë zbôrrëli a lluj, 
LUK.24.9	sh kënd s'turrarë di lla mirëmint, ll'u spusërë a unspërxacëllu sh allëntor ti tuti ci avja vëxutë. 
LUK.24.10	Ara Maria Magdalena, Joana, Maria, mësa a Jakob, shi allanti mujer, ci stëtja ku nësi. Eli i'j l'i spusërë aisti gjëji a apostullor, 
LUK.24.11	ma ej nu l'i pistusirë kë ll'o-spëra çudii aisti zbôrri. 
LUK.24.12	Sh ku-tutë-aca Pjetru s'i skullë sh nesi ntrôrë lla mirëmint. S'i apunë sh vëxu nunt. Ell vëxu gôllë stranjli shi s'turrë akasë mullt hërësit ti aca ci ara faptë.
LUK.24.13	Aca xuë doj di nësh ma fuxja tu unë hôrë ku numa Emaus, ci esti aprôpja unspërxaci di kilometri aprôpja di Jerusalem. 
LUK.24.14	Ej ma zburra un-ku-allant ti tuti llukërrë ci ara fapti. 
LUK.24.15	Kënd zburra un-ku-allant, Jezus s'i apurqë shi imnë dadun ku nësh, 
LUK.24.16	ma ej, kë ci i'j qëdëka tas u kunushtja. 
LUK.24.17	Ell ll'u xësi: “Ti ci ma zburrac un-ku-allant?” Ej qindurirë murzuic. 
LUK.24.18	Astumsëna un di nësh, ci s'akjëma Kleopa, i'j xësi: “Gôllë tini esht un singur tu Jerusalem, ci nu u shti ci esti faptë ako aisti xëli?” 
LUK.24.19	Ell tërbë: “Ci esti faptë?” Ej i'j spusërë: “Jezus di Nazaret, ara un profet mari ku llukëri sh ku zbôrri dininti a Dumëxë sh dininti a tuc ômënjllu, 
LUK.24.20	sh ma mërjë a prefcëllor shi a shtëlluj biloku, u dunuirë shi u kurrfusirë. 
LUK.24.21	Noj pistusjam kë Ell us skëpa Izrael, ma s'i fecërë tre xëli ci sënt fapti aisti llukëri. 
LUK.24.22	Ndau mujer di parea a nôstë n'i ar çudusitë. Eli ara azë dëmjaca lla mirëmint 
LUK.24.23	sh nu o-fllarë trupu a lluj ako. Eli vinërë sh n'i xësërë, kë ll'u sënt funusitë ëngjëj, ci ll'or xësë kë Ell esti jiu. 
LUK.24.24	Ndoj di acej ci ara ku noj, nesërë lla mirëmint shi o-fllarë ashë kum ll'o-vja xësë mujerrë, ma Ell nu u vixurë.” 
LUK.24.25	Astumsëna ell ll'u xësi: “Ômënj fërë minti sh fërë pistuseri, ci v'i ar xësë tuc profecjë! 
LUK.24.26	A nu lipsja ci Hristollu s'i sturnjupsja, s'l'i stërrxja aisti ci s'fecërë, sh dapoja s'intra tu tinjia a lluj.” 
LUK.24.27	Dapoja ell ll'u spusi ti tuti sëmtëli Skirëturi, ci xëcja ti nës, ahurhji di Moisiu pën lla tuc profecjë. 
LUK.24.28	Kënd s'apurqarë tu hôra ci ma nëxja, Hristollu tërku dininti, kanda vra tas fuxja, 
LUK.24.29	ma ej i'j fecërë rixhai sh i'j xësërë: “Stë ku noj, kë ma jini sjara, sh xua ma bitiseshti.” Astumsëna Ell nesi shi stëtu ku nësh. 
LUK.24.30	Kënd ara tu trapezë ku nësh, llo pëna, feci duvaja a ruçënjëllu, u frrëmsi sh ll'u dedi a llor. 
LUK.24.31	Tu aist qëro, allor ll'u s'i zhdikisërë oqjë, sh u kënëskurë, ma Ell s'i dëpërtë di nësh. 
LUK.24.32	Ej xësërë un-di-allant: “A nu n'i ardja inëma kënd n'i zburra kala sh kënd n'i spunia ti sëmtuli Skërëturi?” 
LUK.24.33	Di-unôrë s'i skullarë sh fuxirë tu Jerusalem, ju afllarë unspërxacëjë sh allanc, ci ma stëtja ku nësh dadun. 
LUK.24.34	Ej xëcja: “Hristollu esti injjat darihënja sh i'j esti spus a Simon.” 
LUK.24.35	Astumsëna doj dishepujë ll'u spusërë ci avja unxitë kala, shi kum ara fapt kënëskut kënd frrëmsi pëna.
