MAT.1.1	耶穌基督——
LUK.20.25	耶穌對他們說：
LUK.20.26	他們在民眾面前抓不到耶穌的話柄，又對他的答覆感到驚奇，就啞口無言了。
LUK.20.27	人來到耶穌那裡，他們一向說沒有復活的事。他們問耶穌，
LUK.20.28	說：「老師，
LUK.20.29	曾經有兄弟七人，第一個娶了妻子，沒有孩子就死了。
LUK.20.30	第二個、
LUK.20.31	第三個也娶了她；七個人都是這樣，沒有留下兒女就死了。
LUK.20.32	後來這婦人也死了。
LUK.20.33	既然這七個人都娶過她為妻，那麼，在復活的時候，這婦人是誰的妻子呢？」
LUK.20.34	耶穌對他們說：
LUK.20.39	有一些經文士應聲說：「老師，你說得好。」
LUK.20.40	從此他們再也不敢質問他什麼了。
LUK.20.41	耶穌對他們說：
LUK.20.45	全體民眾正在聽的時候，耶穌對他的門徒說：
LUK.21.1	耶穌抬頭觀看，見富有的人把他們的奉獻投入奉獻箱裡，
LUK.21.2	又見一個窮寡婦投進兩個小錢
LUK.21.3	於是他說：
LUK.21.5	有些人談論到聖殿，說它是用精美的石頭和供奉的禮物裝飾的。耶穌就說：
LUK.21.7	他們就問耶穌，說：「老師，那麼，這些事什麼時候會發生呢？這些事將要發生的時候，會有什麼預兆呢？」
LUK.21.8	耶穌說：
LUK.21.10	耶穌接著對他們說：
LUK.21.29	耶穌又給他們講了一個比喻：
LUK.21.37	耶穌白天在聖殿裡教導人，夜間出去到那叫做「橄欖園」的山裡過夜。
LUK.21.38	全體民眾清早起來上聖殿，到耶穌那裡聽他講說。
LUK.22.1	除酵節——又叫逾越節——快到了。
LUK.22.2	祭司長們和經文士們在圖謀怎樣能殺掉耶穌，因為他們怕民眾。
LUK.22.3	那時，
LUK.22.4	他去跟祭司長們和守衛長們
LUK.22.5	他們就歡喜，並且說好要給他銀錢。
LUK.22.6	同意了，就開始找機會，要趁眾人不在的時候，把耶穌交給他們。
LUK.22.7	除酵節的第一日到了，在這一天必須宰殺逾越節的羔羊。
LUK.22.8	耶穌差派
LUK.22.9	他們問耶穌：「你要我們在哪裡預備呢？」
LUK.22.10	耶穌對他們說：
LUK.22.13	他們去了，看到的正如耶穌對他們所說的。他們就預備了逾越節的晚餐。
LUK.22.14	時候一到，耶穌就坐席，十二
LUK.22.15	耶穌對他們說：
LUK.22.17	耶穌拿起杯來，祝謝了，說：
LUK.22.19	他又拿起餅來，祝謝了，掰開遞給他們，說：
LUK.22.20	晚餐後，他也照樣拿起杯來，說：
LUK.22.23	於是他們開始彼此議論，他們當中究竟是誰會做這事。
LUK.22.24	門徒之間也起了爭論：他們當中誰算是更大的。
LUK.22.25	耶穌對他們說：
LUK.22.33	可是
LUK.22.34	耶穌卻說：
LUK.22.35	接著耶穌問他們：
LUK.22.35	他們說：「沒有。」
LUK.22.36	耶穌卻對他們說：
LUK.22.38	他們說：「主啊，你看，這裡有兩把刀。」
LUK.22.38	耶穌說：
LUK.22.39	耶穌出來，照他的習慣往
LUK.22.40	到了那地方，耶穌對他們說：
LUK.22.41	然後他抽出身，離他們約有扔一塊石頭的距離，跪下禱告，
LUK.22.42	說：
LUK.22.43	有一位天使從天上向他顯現，加添他的力量。
LUK.22.44	耶穌在極大的痛苦中，禱告更加懇切；他的汗珠變得像大血滴，落在地上。
LUK.22.45	禱告完了，他起身到門徒那裡，看見他們因為憂傷都睡著了，
LUK.22.46	就對他們說：
LUK.22.47	耶穌還在說話的時候，忽然來了一群人。十二使徒中的一個，就是那稱為
LUK.22.48	耶穌對他說：
LUK.22.49	耶穌周圍的人看到要發生的事，就說：「主啊，我們要用刀砍嗎？」
LUK.22.50	其中一個人向大祭司的奴僕砍去，削掉了他的右耳。
LUK.22.51	耶穌應聲說：
LUK.22.52	耶穌對前來對付他的祭司長們、聖殿守衛長們和長老們說：
LUK.22.54	他們抓住耶穌，把他帶走，押到大祭司的家裡。
LUK.22.55	他們在院子當中生了火，一起坐著。
LUK.22.56	有一個女僕看見
LUK.22.57	卻否認說：「你這個女人哪，我不認識他！」
LUK.22.58	過了一會兒，另一個人看見他，就說：「你也是與他們一夥的！」
LUK.22.58	說：「你這個人哪，我不是！」
LUK.22.59	大約過了一個小時，又有一個人肯定地說：「這個人真的也是與他一夥的，因為他也是
LUK.22.60	說：「你這個人哪，我不知道你在說什麼！」他正說著的時候，雞立時就叫了。
LUK.22.61	主轉過身來注視
LUK.22.62	他就到外面去，痛哭起來。
LUK.22.63	看守耶穌
LUK.22.64	又蒙住他的眼睛問他，
LUK.22.65	他們還說了很多別的話辱罵他。
LUK.22.66	一到天亮，民間的長老議會，包括祭司長們和經文士們，就聚集在一起。他們把耶穌帶到議會裡，
LUK.22.67	說：「你如果是基督，就告訴我們吧。」
LUK.22.67	耶穌對他們說：
LUK.22.70	他們都說：「那麼，你是神的兒子嗎？」
LUK.22.70	耶穌對他們說：
LUK.22.71	他們說：「難道我們還需要什麼證據嗎？他親口說的話，我們都親耳聽見了
LUK.23.1	於是他們全體民眾就起來，把耶穌帶到
LUK.23.2	開始控告耶穌，說：「我們發現這個人在敗壞我們的同胞，阻止納稅給凱撒，還自稱是基督、是王。」
LUK.23.3	問耶穌：「你是
LUK.23.3	耶穌回答說：
LUK.23.4	對祭司長們和眾人說：「我查不出這個人有什麼罪。」
LUK.23.5	他們卻更加堅持說：「他在
LUK.23.6	聽了
LUK.23.7	當他了解耶穌屬於
LUK.23.8	見到耶穌就極其歡喜，因為他聽說過耶穌的事，早就想要見他，一直希望看他行個神蹟。
LUK.23.9	於是他問了耶穌許多話，但是耶穌什麼都不回答。
LUK.23.10	祭司長們和經文士們都站在那裡，極力控告他。
LUK.23.11	和他的軍兵就藐視耶穌，戲弄他，給他披上華麗的衣服，然後把他送回
LUK.23.12	在這一天，
LUK.23.13	召集了祭司長們、首領們和民眾，
LUK.23.14	對他們說：「你們把這個人帶到我這裡來，說他是誤導民眾造反的。看，我已經當著你們的面審問了他，在他身上卻一點也查不出你們所控告的罪。
LUK.23.15	其實
LUK.23.16	因此，懲罰了以後，我要釋放他。」
LUK.23.17	每逢這節日，總督必須給他們釋放一個囚犯。
LUK.23.18	他們卻一齊喊叫說：「除掉這個人！給我們釋放
LUK.23.19	這
LUK.23.20	想要釋放耶穌，就再次向他們呼籲。
LUK.23.21	但他們卻一直喊叫說：「釘上十字架！把他釘上十字架！」
LUK.23.22	第三次對他們說：「這個人到底做了什麼惡事呢？我查不出他有什麼該死的罪。所以，懲罰了以後，我要釋放他！」
LUK.23.23	他們催逼
LUK.23.24	於是，
LUK.23.25	釋放了他們所要的那個因暴亂和殺人被投進監獄的人，卻隨他們的意思，把耶穌交出去。
LUK.23.26	他們把耶穌帶走的時候，抓了一個從鄉下來的
LUK.23.27	有一大群人跟著耶穌，其中有些婦女為他捶胸哀哭。
LUK.23.28	耶穌轉過身來，對她們說：
LUK.23.32	另有兩個囚犯也和耶穌一起被帶去處死。
LUK.23.33	當他們來到一個地方，叫做「骷髏」，就在那裡把耶穌釘上十字架，又釘了那兩個囚犯，一個在右邊，一個在左邊。
LUK.23.34	那時，耶穌說：
LUK.23.35	民眾站著觀看。首領們也譏笑，說：「他救了別人！如果這個人是神的基督，是蒙揀選的那一位，讓他救自己吧！」
LUK.23.36	士兵們也上前來戲弄他，給他獻上酸酒，
LUK.23.37	說：「你如果是
LUK.23.38	在耶穌的上方有一個牌子
LUK.23.39	被懸掛的兩個囚犯中，有一個辱罵他說：「你不是基督嗎？救救你自己，也救救我們吧！」
LUK.23.40	另一個就應聲斥責他，說：「你既然同樣受懲罰，還不怕神嗎？
LUK.23.41	我們受刑
LUK.23.42	他接著說：「耶穌啊，
LUK.23.43	耶穌
LUK.23.44	那時大約是中午十二點
LUK.23.45	太陽失去了光
LUK.23.46	耶穌大聲呼喚：
LUK.23.47	百夫長看見所發生的事，就不住地榮耀神，說：「這個人的確是義人。」
LUK.23.48	所有聚集見這場面的眾人，看到所發生的事，都捶著胸回去了。
LUK.23.49	所有熟悉耶穌的人，包括那些從
LUK.23.50	當時，有一個名叫
LUK.23.51	這個人並沒有贊同他們的計劃和行為；他是
LUK.23.52	他來到
LUK.23.53	他把遺體取下來，用細麻布裹好，安放在一座岩石鑿成的墓穴裡，那裡從來沒有安放過人。
LUK.23.54	那天是預備日，安息日快要到了
LUK.23.55	那些從
LUK.23.56	就回去預備香料和香液。不過在安息日，她們還是按照誡命休息了。
LUK.24.1	在一週的頭一天
LUK.24.2	發現那石頭已經從墓穴被滾開了。
LUK.24.3	她們就進去，卻找不到主耶穌的遺體。
LUK.24.4	她們正為這件事心裡困惑的時候，忽然有兩個人，身穿閃閃發光的衣服，站在她們旁邊。
LUK.24.5	婦女們嚇得把臉伏在地上。
LUK.24.5	那兩個人對她們說：「你們為什麼在死人中尋找活人呢？
LUK.24.6	他不在這裡，已經復活
LUK.24.7	說
LUK.24.8	她們就想起耶穌的話來。
LUK.24.9	於是從墓穴回去，把這一切都告訴了那十一個使徒和所有其他的人。
LUK.24.10	告訴使徒們這些事的，是
LUK.24.11	可是這些話在使徒們看來似乎是胡說，他們就不相信婦女們。
LUK.24.12	但
LUK.24.13	正好在同一天，門徒中有兩個人往一個村子去；這村子名叫
LUK.24.14	他們彼此談論著所發生的這一切事。
LUK.24.15	在他們交談討論的時候，耶穌親自走近他們，與他們同行，
LUK.24.16	但是他們的眼睛被遮蔽了，認不出他來。
LUK.24.17	耶穌問他們：
LUK.24.18	其中一個名叫
LUK.24.19	耶穌問他們：
LUK.24.19	他們對他說：「就是有關
LUK.24.20	我們的祭司長們和首領們竟把他交出去，判了死罪，釘上十字架。
LUK.24.21	不過我們一直希望他就是要救贖
LUK.24.22	還有，我們中間有些婦女也使我們驚訝：她們清早到了墓穴，
LUK.24.23	卻找不到他的遺體，回來還說她們看到了天使的異象，而天使說耶穌還活著。
LUK.24.24	後來，與我們在一起的一些人，到墓穴那裡去，發現一切就像婦女們所說的那樣。只是他們沒有看見耶穌。」
LUK.24.25	耶穌對他們說：
LUK.24.27	於是耶穌從
LUK.24.28	他們快到要去的村子了，耶穌好像還要往前走。
LUK.24.29	他們就極力挽留他，說：「時候晚了，太陽已經平西了，請與我們一起住下吧！」耶穌就進去，與他們一起住下。
LUK.24.30	當耶穌與他們一同坐席的時候，他拿起餅來，祝福了，然後掰開遞給他們。
LUK.24.31	那時他們的眼睛就開了，這才認出他來，而耶穌從他們眼前消失了。
LUK.24.32	他們彼此說：「在路上他對我們說話，為我們講解經文的時候，我們心裡不是在燃燒嗎？」
LUK.24.33	他們就立刻起身，回
LUK.24.34	大家都在說：「主真的復活了，並且已經向
LUK.24.35	兩個人就把在路上所發生的，以及耶穌掰餅的時候怎樣被他們認出來的事，都述說了一遍。
LUK.24.36	在他們說這些話的時候，耶穌
LUK.24.37	他們就驚慌，感到害怕，以為看到了幽靈。
LUK.24.38	耶穌對他們說：
LUK.24.40	說了這話，他就把手和腳給他們看。
LUK.24.41	他們又驚又喜，還不敢相信的時候，耶穌對他們說：
LUK.24.42	他們遞給他一片烤魚
LUK.24.43	他拿過來，當著他們的面吃了。
LUK.24.44	耶穌對他們說：
LUK.24.45	於是耶穌開啟他們的理性，使他們能領悟經上的話，
LUK.24.46	又對他們說：
LUK.24.50	耶穌領他們出去，到了
LUK.24.51	他在祝福的時候離開他們，被接到天上去了
LUK.24.52	他們就敬拜他
LUK.24.53	常常在聖殿裡頌讚
JHN.1.1	太初有道，
JHN.1.1	道與神同在，
JHN.1.1	道就是神。
JHN.1.2	這道太初與神同在。
JHN.1.3	萬有是藉著他而成的；
JHN.1.3	凡所成的，
JHN.1.3	沒有一樣不是藉著他而成的。
JHN.1.4	生命在他裡面，
JHN.1.4	這生命就是人的光。
JHN.1.5	這光在黑暗中照耀，
JHN.1.5	黑暗卻沒有勝過
JHN.1.6	有一個人受神的差派而來，
JHN.1.6	他名叫
JHN.1.7	他為見證而來，
JHN.1.7	是要為這光做見證，
JHN.1.7	好讓人都藉著他相信。
JHN.1.8	他不是這光，
JHN.1.8	而是要為這光做見證。
JHN.1.9	這光是真光，
JHN.1.9	來到這世界照亮每個人。
JHN.1.10	他在這世界，
JHN.1.10	世界也是藉著他而成的，
JHN.1.10	世界卻不認識他。
JHN.1.11	他來到自己的地方，
JHN.1.11	自己的人卻不接受他。
JHN.1.12	但是所有接受他的，
JHN.1.12	就是信他名的人，
JHN.1.12	他就賜給他們權柄成為神的兒女。
JHN.1.13	他們不是由血緣、
JHN.1.13	或肉體的意願、
JHN.1.13	或人的意志所生的，
JHN.1.13	而是由神所生的。
JHN.1.14	道成了肉身，
JHN.1.14	居住在我們中間。
JHN.1.14	我們看到了他的榮耀，
JHN.1.14	正是從父而來的獨生子的榮耀，
JHN.1.14	充滿了恩典和真理。
JHN.1.15	為他做見證，呼喊說：
JHN.1.15	「這一位就是我曾說過的，
JHN.1.15	『那在我之後來的，已成為在我前面的，
JHN.1.15	因為他在我之前就已經存在。』」
JHN.1.16	原來從他的豐盛完美中，
JHN.1.16	我們都領受了恩典，而且恩上加恩。
JHN.1.17	因為律法是藉著
JHN.1.17	恩典和真理是藉著耶穌基督而來的。
JHN.1.18	從來沒有人看見神，
JHN.1.18	只有在父懷裡的那位獨生子——神，
JHN.1.18	他將神表明了出來。
JHN.1.19	以下是
JHN.1.20	他就承認，並毫不否認地告白：「我不是基督。」
JHN.1.21	他們又問：「那麼你是誰呢？是
JHN.1.21	他說：「我不是。」
JHN.1.21	「是那位先知
JHN.1.21	他回答：「不是。」
JHN.1.22	於是他們問：「你到底是誰？好讓我們給那些派我們來的人一個答覆。你自己說，你是什麼人？」
JHN.1.23	說：「正如先知
JHN.1.24	那些被派來的人屬於
JHN.1.25	他們又問
JHN.1.26	回答說：「我用水
JHN.1.27	他是那在我之後來的，
JHN.1.28	這些事發生在
JHN.1.29	第二天，
JHN.1.30	這一位就是我所說的『那在我之後來的人，已成為在我前面的，因為在我之前他就存在了。』
JHN.1.31	我以前也不認識他，但為了讓他向
JHN.1.32	又見證說：「我看到聖靈好像鴿子從天上降臨，停留在他身上。
JHN.1.33	我以前也不認識他，可是那派我用水施洗的對我說：『如果你看見聖靈降臨在誰身上，又停留在誰身上，誰就是用聖靈施洗的那一位。』
JHN.1.34	我看到了，就見證：這一位就是神的兒子
JHN.1.35	過了一天，
JHN.1.36	看著耶穌走過，就說：「看哪，神的羔羊！」
JHN.1.37	那兩個門徒聽他說話，就跟從了耶穌。
JHN.1.38	耶穌轉過身來，看到他們跟著走，就問：
JHN.1.38	他們對耶穌說：「拉比，你住在哪裡呢？」——「拉比」翻譯出來意思是「老師」。
JHN.1.39	耶穌說：
JHN.1.40	聽見了
JHN.1.41	先去找自己的哥哥
JHN.1.42	他就帶
JHN.1.42	耶穌注視著他，說：
JHN.1.43	又過了一天，耶穌決定前往
JHN.1.44	來自
JHN.1.45	找到
JHN.1.46	對他說：「
JHN.1.46	說：「你來看吧！」
JHN.1.47	耶穌看見
JHN.1.48	對耶穌說：「你怎麼知道我呢？」
JHN.1.48	耶穌回答說：
JHN.1.49	說：「拉比，你是神的兒子，你是
JHN.1.50	耶穌對他說：
JHN.1.51	耶穌又對他說：
JHN.2.1	第三天，在
JHN.2.2	耶穌和他的門徒們也被邀請赴宴。
JHN.2.3	酒用盡了，耶穌的母親對他說：「他們沒有酒了。」
JHN.2.4	耶穌對她說：
JHN.2.5	他的母親對僕人們說：「他吩咐你們什麼，你們就做什麼。」
JHN.2.6	照
JHN.2.7	耶穌對僕人們說：
JHN.2.8	耶穌又對他們說：
JHN.2.9	當管宴席的嘗了那水變的酒，並不知道這是從哪裡來的，只有舀水的那些僕人知道。管宴席的就叫來新郎，
