GEN.1.1	Atankih ching Thrünpuhnü thüningbo tüsho alomi thrün. 
1SA.20.22	Tüshe inü azübuh ki thabah, ‘ Kheahang, hühzobo nü hobah lah,’ judüki yüang; tümüde 
1SA.20.23	Nü tüsho inü athakhi dünkheak, lünnü nü tüsho ike dükeak 
1SA.20.24	Jumonü Davidnü thulu ching jikabah. Küyimki khinu aso thünio arükhea, yimtsühpü thsüde kiulongthsüpuhnü bin. 
1SA.20.25	Püpüki nangde kiulongthsüpuhnü rhü yean lakhi api binkiu kheak bin. Abner ju Saul rheang ki binchoki Jonathan a wusu; tüshe David binpung akeangkeang lakheah.
1SA.20.26	Saulnü ju nimung tümü she mütha; tümüde apinü lüm, “ Api kheak tümükhüh dünjia lah; api mümüsüh, tsükjide api mümüsüh.” 
1SA.20.27	Khinu aso mahne nipü, David binpung akeangkeang lakheah. Tüsho Saulnü atsührü Jonathan ki tha, “ Tümü thsükhi Jesse tsührü yini le khihni thünio ching marü le?” 
1SA.20.28	Jonathannü Saul ki alo, “Davidnü api Bethlehem lim yüpü I ki mushude kheangdo; 
1SA.20.29	apinü tha, ‘I yüshang; tümüde isa yamkhünnü kiuto ching laksah-a kingaünpü lah, tüsho ju ching beshihpü I khiungnü I ki thiyukhüm jihkheah. Jumonü kheakü, nü miki I muzhoa lasho, I yüanü, tüsho I khiungmungrübo shoruanü.’ Hamonü api kiulongthsüpuh dükhüm kheak marü.”
1SA.20.30	Judüki Saulnü Jonathan kheak bukakhiukkhi alü kam. Apinü anihbuh ki tha, “Nü akin mülakhi, azhihde awusurü aliberü tsührü! Nü tüsho nü be achih ngüpü thsüde nünü Jesse tsührü mokhitdo de inü mümükheah de? 
1SA.20.31	Tümüde alomi kheak Jesse tsührü rhangdung lakhi khiungde nü yungsho nü kiulongthsü mülakhuk. Kheakü yüshang tüsho api I ki bede arang, tümüde api tsükjide ashebah.” 
1SA.20.32	Judüki Jonathannü abuh Saul ki alo, “ Tümü thsükhi api asheshihpü? Apinü tümü rhimoa la?” 
1SA.20.33	Tüshe Saulnü Jonathan kheanpü thsüh jipa yüshih; jumonü abuhnü David laksahpü mulongkhitdo de Jonathannü mükheah. 
1SA.20.34	Jonathannü abukakhiukde dükhüm kheaknü asürü tüsho ju khinu, mahne nipü apinü müyimtsüh, tümütüsho api ju David dünkheak tüzhode alakheah, tüsho abuhnü api achih kipde rhimodo.
1SA.20.35	Yapsu Jonathannü David shorupü thulu ching yü tüsho api lung azürü anini bekheah. 
1SA.20.36	Apinü azübuh ki tha, “ Alihde yüang tüsho inü akipkhi hühzobo yimang.” Anihbuh alihde ayüchoki apinü api hode hühzo kipa yüshih. 
1SA.20.37	Küyimki Jonathannü hühzo kipa ayokhishihpung azübuh yükhea, Jonathannü azübuh jibahle tha, “ Hühzo nü hode yüdo yung de?” 
1SA.20.38	Jonathannü azübuh ki ji, “Nahdang, niokheamang, dütuklo.” Jumonü azübuhnü hühzobo momukhung tüsho nihbuh atungrü ki arü. 
1SA.20.39	Tüshe azübuhnü tümü mümükheah; Jonathan tüsho David anenü lang ju mükheahlah. 
1SA.20.40	Jonathannü api thsühnukbo azübuh ki jihbah tha, “ Jurübo kiuto ching hanbah yüang.” 
1SA.20.41	Azübuh tsoabahshu, Davidnü lung-mutrung khüpnü asürü tüsho amiro alo lim mükhümbah Jonathan ki mahsam ki khukning. Anenü müthsüpachih, tüsho tripachih; Davidnü alübe trip. 
1SA.20.42	Judüki Jonathannü David ki tha, “ Mungtsü chingnü yüang, tümüde ike chidonü 
1SA.21.1	Davidnü Nob ching amükeambuh Ahimelek kilim arü. Ahimeleknü ajande David shorupü arü, tüsho api ki tha, “ Tümü thsükhi nü lung she mübede nü zangrü a le?” 
1SA.21.2	Davidnü amükeambuh Ahimelek ki tha, “ Kiulongthsüpuhnü tümükhüh dünkheak I thiyi tüsho I ki tha, ‘Inü nü yüshihkhi tüsho thiyikhi dünkheak shenü she dümükheahshih.’ Hadürü tüsho ha dangpung thsungkheak inü athrününgtsüng shorupü tsüngdo. 
1SA.21.3	Dale kheakü, nü khah ching tümü shuhla? I kilim yikhap phüngü yungsho tümüpürü ha ching lanü jihang.” 
1SA.21.4	Amükeambuhnü David ki alo, “I khah ching yancho yikhap müla, amüsüh yikhap– athrününgtsüngrü aliberü mütsangrü amüsüh yikhap lang lah.” 
1SA.21.5	Davidnü amükeambuh ki alo, “Dükde I hantsahchoki lünnü aliberübonü isa kheaknü chamkhide alakheah; boto hantsahchoki she athrününgtsüngbo müsühlah; khihni a küdükhüh she amüsüh laba?” 
1SA.21.6	Jumonü amükeambuhnü api kilim amüsüh yikhap jih; tümüde ju ching yikhap mülakheah, tüshe alam yikhapnü amüthripü thsüde ju nimung 
1SA.21.7	Kheakü Saul yamlarü khürü ju nimung 
1SA.21.8	Davidnü Ahimelek ki tha, “Nü lung ha ching thsüh yungsho nukshang müla de? Inü nukshang yungsho thsühnuk hanbah marü, tümütüsho kiulongthsüpuh rhimo ching I niokheamdo.” 
1SA.21.9	Amükeambuhnü tha, “Nünü Ela jindükhün chingnü alaksahbuh Filistiarü Goliath nukshang, ha ching amükeamrü khim dunglim khim ching düma zolah; nünü lusho, ju luang, tümüde ju khüh yungsho ha ching tümü müla.” Davidnü tha, “ Ju ruk püpü müla; ju I kilim jihang.”
1SA.21.10	Davidnü asürübah ju nimung Saul kheaknü tsoabah; api Gath kiulongthsüpuh Akish kilim yü. 
1SA.21.11	Akish yamlarübonü api ki tha, “ Ha alomi kiulongthsüpuh David yung de? Arünü khülangnü khülang khün thsüde atsünkhi yung de, ‘Saulnü chithürübo laksah tüsho Davidnü chithürü thürübo laksah?’” 
1SA.21.12	Davidnü harü yubo mulong ching lu tüsho Gath kiulongthsüpuh Akish khide tre. 
1SA.21.13	Jumonü apinü ayakli arü miki müthriabah; apinü arü miki abünrü ruk thsüa huh. Apinü ripit khimdopübo kheak zamareak, tüsho amükeke amükhühnam kheak zhikhishih. 
1SA.21.14	Akishnü ayamlarübo ki tha, “ Mihtsürü ju kheahang! Api abünrü ah! Nüsanü küde thsah api I kilim bede arükhea? 
1SA.21.15	I abünrü shahjungkhinü nüsanü hadürü abünrü I miki ahorishihpü bede arükhea de? Ha buh I yam ching arübea de?”
1SA.22.1	Davidnü ju chingnü akhinde Adullam lungkhün ching tsokhide yü; akhiung pürü tüsho buhtsührübonü ju sobah api shorupü ju ching yüki. 
1SA.22.2	Lümthsünürü, shozüng larü, tüsho reangmükeamrü alala api ki mukhung; tüsho arü kurungkheak api wühkenorü kam. Api lung larübo 400 bande alakheah.
1SA.22.3	Davidnü ju chingnü Moab lomi Mizpa ching yü. Apinü Moab kiulongthsüpuh ki tha, “ Thrünpuhnü I thsungkheak tümü rhimobanü inü mümükheahyi khiungde, muzhobah I buh le I be nü kilim arüshang.” 
1SA.22.4	Apinü arübo Moab kiulongthsüpuh ki zojih, tüsho David lungkhün ching lakhi amuyung arübo api lung lakheah. 
1SA.22.5	Judüki wukihrü Gadnü David ki tha, “Lungkhün ching dübin; tsoang, tüsho Juda lomi ching yüang.” Jumonü Davidnü bahbah Hereth murung ching yü.
1SA.22.6	David tüsho api lung larübo ngüdo de Saulnü so. Saul a akhah ching thsüh shuhbah Gibea ching tamarisk sang khüp awung kheak bin, tüsho ayamlarü alalanü api sündoa zhip. 
1SA.22.7	Saulnü api sündoa zhiprübo ayamlarübo ki tha, “ Kheakü aniang, nüsa Benjaminrübo; Jesse tsührünü nüsa abande thulubo le kurungasolubo jihba de, apinü nüsa alala chithürübo tüsho chibo kurung wühkenorü kamshihba de? 
1SA.22.8	Jumonü nüsa alalanü rük yimde I azhihcho de? I tsührünü Jesse tsührü kheak arihakokhi shenü she I ki thaa muhuh, nüsa shenü she I thsungkheak are de mülüm yungsho I tsührünü I yamlarü thurumusua I azhihde khihni ha nangde I laksahpü jimkhi thaa muhuh.” 
1SA.22.9	Edomrü Doeg, Saul yamlarü atobuhnü alo, “Inü Jesse tsührü ju Ahitub tsührü Ahimelek kilim Nob ching arükhi ngüdo; 
1SA.22.10	apinü David thsungkheak 
1SA.22.11	Kiulongthsüpuhnü Ahitub tsührü Ahimelek tüsho api buhtsührü alala, Nob ching larü amükeamrübo jipü yüshih; tüsho arü alala kiulongthsüpuh ki arü. 
1SA.22.12	Saulnü tha, “ Ahitub tsührü, kheakü aniang.” Apinü alo, “I tungpuh, I ha kheak lah.” 
1SA.22.13	Saulnü api ki tha, “ Tümü thsükhi Jesse tsührü kilim yikhap le nukshang jihde nükenü I mulomülapde tüsho api thsungkheak Thrünpuh ki keokhide khihni ha ruk apinü I laksahpü jimshihkhea?”
1SA.22.14	Judüki Ahimeleknü kiulongthsüpuh ki alo, “Nü yamlarü bolung shepü David nangde thiyuro la? Api kiulongthsüpuh tsühmeakrü ah tüsho nü aheangpü ching athrilah, tüsho nü yam ching alalanü wüntre jihchoh. 
1SA.22.15	Inü api thsungkheak Thrünpuh ki keokhikhi khihni akhuhbea de? Küdüküdü she yung! Kiulongthsüpuhnü ayamlarü yungsho I buhtsührü shepü kheak she dümudo; tümüde nü yamlarünü ha alala, hihde yungsho nükde tümü mümükheah.” 
1SA.22.16	Kiulongthsüpuhnü tha, “Nü tsükjide ashebah, Ahimelek, nü tüsho nü buhtsührü alala.” 
1SA.22.17	Kiulongthsüpuhnü api mükamde azhiprü aheangrü ki tha, “Rholoang tüsho 
1SA.22.18	Judüki kiulongthsüpuhnü Doeg ki tha, “Nü, Doeg, rholoang tüsho amükeamrübo laksahang.” Edomrü Doegnü rholobah amükeamrübo laksah; ju nimung apinü amükeamrü khim phuyurü 85 laksah. 
1SA.22.19	Saulnü amükeamrü kiuto Nob she nukshang yüzahshih; athrürü tüsho aliberü, azürü tüsho khungarü, moshipung, donki, tüsho namfimihnu, apinü nukshangnü laksah.
1SA.22.20	Tüshe Ahitub tsührü Ahimelek tsührü bolung khülang, amung Abiathar tsokhita David dunglim tsode yü. 
1SA.22.21	Saulnü 
1SA.22.22	Davidnü Abiathar ki tha, “Edomrü Doeg, ju ching lachoki, apinü tsükjide Saul ki thabah de inü ju nimung mükheah. Nü buhtsührü alala rhangdung thsungkheak I hahmülang thsübah. 
1SA.22.23	I lung laang, tüsho dütre, tümüde shepünü I rhangdung yimchonü nü rhangdung yimchoh; nü I lung khümkhitbah.”
1SA.23.1	Kheakü arünü David ki tha, “Filistiarünü Keilah bede keochihchoh, tüsho rhimopung ching yo hi ahühchoh.” 
1SA.23.2	Davidnü 
1SA.23.3	Tüshe David mihtsürübonü api ki tha, “ Kheahang, isa Juda ching trede lah; isa Filistia bonungrü azhihde Keilah ching yüsho küdükhüh she alaba?” 
1SA.23.4	Kheaküshe Davidnü 
1SA.23.5	Jumonü David le api mihtsürübo Keilah ching yübah Filistiarü bebah keochih tüsho akam-shiwühbo lubah arü, tüsho arü khitode laksah. Hanangde Davidnü Keilah ching larü khümkhit.
1SA.23.6	Küyimki Ahimelek tsührü Abiatharnü Keilah ching David kilim yükhea, api khah ching amükeamrü khim shuhbah aki. 
1SA.23.7	Kheakü David ju Keilah ching arüa lah de Saulnü so. Tüsho Saulnü tha, “ Thrünpuhnü api I khah ching jihdo; tümüde api zangrünü ripit tüsho akhrihbe lakhi kiuto ching azhakbah rihdodo.” 
1SA.23.8	Saulnü Keilah lim yükibah David tüsho api mihtsürübo mükamdode ayanpü mihtsürübo thirimukhung. 
1SA.23.9	Küyimki Saulnü api azhihde rük amütsü rhimokhi Davidnü amükheahkhea, apinü amükeambuh Abiathar ki tha, “ Ha ching amükeamrü khim lubah arang.” 
1SA.23.10	Davidnü tha, “O 
1SA.23.11	Tüsho kheakü, nü yamlarünü asokhi nangde Saul akiba de? O 
1SA.23.12	Judüki Davidnü tha, “ Keilah mihtsürünü I kilim arüabah tüsho I mihtsürünü Saul khah ching yüzahabahba de?” 
1SA.23.13	Judüki David tüsho amihtsürübo 600 bande Keilah bahbah tsahmusu; arünü ayükhukpü lakhibo ching yü. Küyimki David Keilah chingnü akhindo de Saulnü asokhea, apinü alümkhi tukloabah.
1SA.23.14	Davidnü awung lomi Ziph sunglo lungkhün ching bin. Saulnü animokhün api yim, tüshe 
1SA.23.15	Saulnü api rhangdung yimde arüa lah de sobah Davidnü Horesh ching Ziph sunglo ching la. 
1SA.23.16	Saul tsührü Jonathannü tsahmusubah David kilim Horesh ching arü; 
1SA.23.17	Apinü anihbuh ki tha, “Dütre; tümüde I buh Saul khah nü kheak müjipkih; nü Israel kurungkheak kiulongthsürü thsübah, tüsho I ju nü khinbuh labah; ha I buh Saulnü she mükheahlah.” 
1SA.23.18	Judüki anenü 
1SA.23.19	Judüki Ziphrü khürü Gibea ching Saul kilim wutu tüsho tha, “ Jeshimon düjinglim, Hakila wung kheak Horesh lungkhün ching isa lung David jiklah yung de? 
1SA.23.20	Kheakü, O kiulongthsüpuh, küyimki nü akipü lümlanü akiang; tüsho isanü arhimopü jua api kiulongthsüpuh khah ching yukjihbah.” 
1SA.23.21	Saulnü tha, “Nüsanü I ki mihmuzho huhkhi thsungkheak 
1SA.23.22	Yüang tüsho khülang ki adüngakhi thsang; api küching la tüsho shepünü api ju ching ngükheanü dükde yimkhitang; tümütüsho I ki thakhia api ju khide rük lah düchoh. 
1SA.23.23	Mühide kheahang tüsho api küching jiklanü ajikpung dangpung alala mükheahang, tüsho thiyusheak mütsanmükhi lubah I kilim arüloang. Jushu I nüsa lung yübah; tüsho api lomi ching lasho, inü Judarü guk alala bolungnü api yimkhitbah.” 
1SA.23.24	Jumonü arübo tsahmusubah Saul müngühnü Ziph lim yü.
1SA.23.24	David le api mihtsürübo Jeshimon düjinglim Araba ching, Maon sunglo ching lakheah. 
1SA.23.25	Saul tüsho api mihtsürübo api yimde yü. Küyimki Davidnü asokheanü, api lungto lim yükibah Moan sunglo ching la. Küyimki Saulnü ju sokhea, apinü Moan sunglo lim David müshamde yü. 
1SA.23.26	Saulnü awung thripkhüh yü, tüsho David le amihtsürübo awung khülim peang yü. Küyimki Saul tüsho amihtsürübonü David tüsho amihtsürübo tholopü thüninde arükheanü David ju Saul kheaknü atsopü niokheam. 
1SA.23.27	Judüki yunithsürü khülang arübah Saul ki tha, “Nahdang tüsho arang; tümüde Filistiarünü lomi ching azahpü thsüchoh.” 
1SA.23.28	Jumonü Saul ju David müshamkhi chingnü tuklo, tüsho Filistiarü keochihpü yü; jumonü ju dangpung ki Atsokhitpung Lungto de ajikheah. 
1SA.23.29	Jushu ju chingnü David wutubah Engedi lungkhün ching la.
1SA.24.1	Küyimki Filistiarü müshamkhi chingnü Saul alode alungkhea, api ki tha, “David Engedi sunglo ching lah.” 
1SA.24.2	Judüki Saulnü Israelrü alala bolungnü amokhitkhi mihtsürü 3000 bea lu, tüsho David le amihtsürü yimpü Mütüm Mihnu Lungtobo limpeang yü. 
1SA.24.3	Apinü lungkhün lapung namfimihnu yam lakhi limro yean arü; tüsho Saul ju sühakhima lupü yü. Kheakü David le amihtsürübo lungkhün alunglim peang binde alakheah. 
1SA.24.4	Mihtsürübonü api ki tha, “ Ha 
1SA.24.5	Ju dunglim David mulong ching qiu tümütüsho apinü Saul shulünkhim münkheam nipkhia lu. 
1SA.24.6	Apinü amihtsürübo ki tha, “
1SA.24.7	Jumonü Davidnü amihtsürübo khitode müdan tüsho Saul laksahpü arü ki mümülü. Judüki Saul asürübah lungkhün chingnü tso, tüsho api limro ching yü.
1SA.24.8	Ju dunglim David she asürübah lungkhün chingnü wukhiuk tüsho Saul ki ji, “I tungpuh kiulongthsüpuh!” Küyimki Saulnü adunglim rholoa kheahkhea, Davidnü amiro alo lim mükhümbah khukning tüsho akin jihde huh, 
1SA.24.9	Davidnü Saul ki tha, “ Tümü thsükhi Davidnü nü thsümünimpü yimchoh de atharü yu anicho? 
1SA.24.10	Künangde 
1SA.24.11	Abuh, nü yo shulünkhim münkheam I khah ching ha kheahang; tümüde atsütsü inü nü yo shulünkhim münkheam nipkhia lu, tüsho nü mülaksah, ha hode I kilim amülim yungsho azhihkhi müla de nünü amükheahbah. Nünü I rhangdung lupü jima lalashe, inü nü azhihde neak müyihbeak. 
1SA.24.12	 I le nü dükeak mahkhapshang! 
1SA.24.13	Awün müchitmudukhinü thachoh, ‘ Mihbukmuyuk rhimorü chingnü mihbukmuyuk rhimo akhiukchoh’; tüshe I khahnü a nü mazhih. 
1SA.24.14	Shepü azhihde Israel kiulongthsüpuh akhiukkhea? Nü shepü müshamcho? Ashekhi yihnu khülang a shi? Thüle khülang a shi? 
1SA.24.15	Jumonü 
1SA.24.16	Küyimki Davidnü harü yubo Saul ki thakhamkhea, Saulnü tha, “I tsührü David, ju nü düsheak a de?” Saulnü adüsheak achangnü trip. 
1SA.24.17	Apinü David ki tha, “Nü a I kheaknü khide thiyuro ah; tümüde inü nü ki amütsü rhimo she nünü a I ki atsü rhimodo. 
1SA.24.18	 I nü khah ching yukjihbah nünü I mülaksahde I ki atsü rhimokhi khihni nünü huhdo. 
1SA.24.19	Tümüde shepünü nihbuh riri ngübah khümkhita tsoshihdü le? Jumonü khihni nünü I ki atsü rhimokhi dünkheak 
1SA.24.20	Kheakü tsükjide nü kiulongthsürü thsübah de inü mükheahlah, tüsho Israel kiulongthsü nü khah ching labah. 
1SA.24.21	Jumonü I dunglim nünü I tsühsoniuso müdükheakshih yungsho I buh yamkhün chingnü I mung nandoa mübah de 
1SA.24.22	Jumonü Davidnü ha Saul ki thiyuchihchim. Jushu Saul thüyam lim yü; tüshe David le amihtsürübo a arü jikpung lim wutu.
1SA.25.1	Kheakü Samuel sheabah; tüsho Israel alala mukhungbah api mi trip. Arünü api Rama ching lakhi anihbuh yam ching kiuyukabah.
1SA.25.1	Judüki Davidnü asürübah Paran sunglo lim yüki.
1SA.25.2	Ju ching nihbuh lakhit-kukruk Karmel ching larü mihtsürü khülang Maon ching lakheah. Mihtsürü ju khide alarü lakheah; api namfimihnu 3000 tüsho mihnu 1000 lakheah. Api Karmel ching mihnu nam nipde alakheah. 
1SA.25.3	Kheakü mihtsürü mung ju Nabal, tüsho aniube Abigail lakheah. Alibe ju rükri larü tüsho akheahakham lakheah, tüshe aniubuh a bukmükerü tüsho khükhürararü Kalebrü lakheah. 
1SA.25.4	Nabal a api namfimihnu nam nipchoh de Davidnü sunglo chingnü so. 
1SA.25.5	Jumonü Davidnü athrününgtsüng 10 yüshih; tüsho Davidnü athrününgtsüngbo ki tha, “ Karmel lim wutuang, tüsho Nabal kilim yübah I mung chingnü salüm jihang. 
1SA.25.6	Nüsanü api ki ha ruk akin jihang: ‘Nü mungtsü laang, tüsho nü yamkhün ching mungtsü laang, tüsho nü lakhi alala ching mungtsü laang. 
1SA.25.7	Nü mihnu nam niprü lah de inü sodo; kheakü nü yo namfimihnubo isa lung lakheah, tüsho isanü arü kheak amütsü mürhimo, tüsho arü tümü she müdükheak, kim alala ching arübo Karmel ching lakheah. 
1SA.25.8	Nü yo athrününgtsüngrü ki keokhiang, tüsho arünü nü ki thabah. Jumonü nü yo athrününgtsüngbo nü mük ki amuzho ngüshang; tümüde isa thünio nimung khülang ching arükheah. Muzhobah nü khah ching tümüpürü lanü nü yamlarübo tüsho nü tsührü David kilim jihang.’ ”
1SA.25.9	Küyimki David yo athrününgtsüngbo arükheanü, arünü Nabal ki ha alala David mung chingnü tha; tüsho arünü aleang. 
1SA.25.10	Tüshe Nabalnü David yamlarübo ki alo, “David ju shepü a? Jesse tsührü ju she a? Khihni nihbuh putungrü kheaknü chamkhide atsokhi yamlarübo ahihdo lah. 
1SA.25.11	Inü yikhap le ke tüsho I mihnu nam niprü thsungkheak laksahkhi shih inü mümükheahkhi chingnü arürü mihtsürü kilim jihba shi?” 
1SA.25.12	Jumonü David yo athrününgtsüngbonü rholo tüsho alodarübah ha alala api ki tha. 
1SA.25.13	Davidnü amihtsürübo ki tha, “ Mihtsürü abannü nihbuh nukshang noang!” Tüsho mihbüm abannü nukshang noa lu; David she api nukshang noa lu; tüsho mihtsürü 400 ngüm David dunglim yü, tüsho 200 hah ki bin.
1SA.25.14	Tüshe athrününgtsüng khülangnü Nabal niube, Abigail ki tha, “Isa putungpuh salüm jihshihpü Davidnü yunithsürübo sunglo chingnü arüshihdo; tüsho apinü arü kheak mükhemürangde zhi. 
1SA.25.15	Tüshe mihtsürübonü isa kheak khide tsüde la, tüsho isa küpkhuk müjih, tüsho isa thulu ching arü lung lachoki khiungde tümü she müdükheak; 
1SA.25.16	isa arü lung namfimihnu neakchoki azhing tüsho animung chido arübo isa chipi lakheah. 
1SA.25.17	Jumonü kheakü ha mükheahang tüsho nünü tümü rhimobeanü lümakheahang; tümüde isa putungpuh tüsho api yamkhün alala kheak amütsü rhimo lümkihabahdo; api ju shenü masukachihkhukpü thsüde mihbukmuyuk ah.”
1SA.25.18	Judüki Abigailnü niokheamde yübah yikhap 200, yukhu zahkhi shihküp qiuqiu 2, amüthreangkhi namfimihnu 5, angukhi hi khahngak 17, amukuhkhi kurungaso düchi 100, tüsho khubaso yikhap 200 de lu. Anihbenü donkibo kheak mühah, 
1SA.25.19	tüsho anihbe athrününgtsüngbo ki tha, “I müngühnü yüang; I nüsa dunglim arüchoh.” Tüshe alibenü aniubuh Nabal ki mütha. 
