GEN.1.1	Mebineŋ tububihila Bepaŋdi kunum eŋ kwet yehitubumintaguk. 
PSA.94.19	Tiŋa undugoŋ, nu welemulap nadiŋa nemenemekdok nadinadi fee tilat, kaŋ dagoŋ welene tubukulemaaŋ nadifo tubuminta-namulaŋ.
PSA.94.20	Du adi talitimeŋ kadakahi dut mu kwanainelaŋ. Meheki woŋ adi yodoko mede indiŋ kameiŋ, metam adi kadakaniŋ kedem titiŋdok.
PSA.94.21	Adi yadi me momooŋ tubukadakadok bopneeŋ yofolok tiiŋ, tiŋa undugoŋ, me yom nemu tiiŋ iŋgoŋ widihikumuŋ titiŋdok nadiŋa mede gineŋ hogok yapmefit tiiŋ.
PSA.94.22	Iŋgoŋ Yahwedi fafaŋe hinek tiŋa nehitubu-lodalak. Bepaŋnedi momooŋ hinek nabudokolak.
PSA.94.23	Adi titiŋ kadakahi fee hinek tigiŋ, unduŋ doktiŋa kibibo yomhidok toboniŋ tubu-udaneyembek. Adi kadakaniŋhik u nadisuŋa widihi-kumuŋ tibek. Yahwe Bepaŋnikdi yehitubu-kadakadapmaŋ tibek.
PSA.95.1	Hidi but! buune kap toŋa Yahwe wou nintilonim. Indi Bepaŋ saŋiniŋŋiŋ loloŋnitdi yahehewe tinimiŋa kotigoŋ ninigitak, wendoktiŋa kap toŋa nadifo tinim.
PSA.95.2	Indi yamaiŋgoŋ wotubudulaaŋ niutumba timinim, tiŋa nadifooŋ nintiloloŋdok kap heki neeŋ tominim.
PSA.95.3	Maŋgande, Yahwe adi Bepaŋ Saŋiniŋnit, tiŋa undugoŋ adi yadi Mapme Saŋiniŋnit eŋ bepaŋ yalayalaŋ hogohogok yalakapmedapmaŋ tiŋa looŋ hatak.
PSA.95.4	Kawade mage ginaŋ fogefoge daŋgoŋ dapmalakneŋ, eŋ kweboboedi logeloge daŋgoŋ dapmalakneŋ, kwet hogohogok u Bepaŋdi yabudokodapmalak.
PSA.95.5	Kwet gut imeŋgwaŋ u negoŋ yehitubu-mintaguk, unduŋ doktiŋa negoŋ yabudokolak.
PSA.95.6	Hidi but! buune duwokineeŋ niutumbanim. Yahwe negoŋ nihitutumbaguk. Unduŋ doktiŋa wooŋ mulelem timinim.
PSA.95.7	Adi negoŋ Bepaŋnik. Adi negoŋ metamŋiye dompa nabugoŋ nibudokolak, tiŋa nanaŋe nimtei tilak. Unduŋ doktiŋa kamiŋ hidi adi’walaŋ maŋiŋ mede nadiŋa takalineŋ.
PSA.95.8	Wapumdi indiŋ yolak, “Hidi koom mamahi-papahiyedi Meliba tiŋa Masa
PSA.95.9	“Adi kudi saŋiniŋnit tugut u kakabeleŋila kwet fiileŋ uŋoŋ hali nalamut tigiŋ.
PSA.95.10	“Nu gulet 40 wendok tuwot metam bop u yabuŋa nadiwene madimadikeŋgoŋ tuguk. Wendogoŋ tiŋa indiŋ yogut, ‘Welehikdi nu mu nehikeleiŋ. Helemahelemaŋ adi nu talik yenindidimelat u mu takaliiŋ.’
PSA.95.11	“Unduŋ doktiŋa kisaŋ hinek nadikadakayemiŋa mede yofafaŋe indiŋ tugut, ‘Biyagoŋ hinek, nu hatikule kwet hamdok yofafaŋegutneŋ uŋoŋ tuwot mu usuwaneeŋ hinek.’”
PSA.96.1	Hidi Yahwedok kap kobuli tomineŋ. Metam hogohogok kwetfoloŋ hatiiŋ hidi Yahwedok kap tomineŋ.
PSA.96.2	Yahwedi kotigoŋ ninigikuk. Unduŋ doktiŋa kap toŋa wou nintiloneŋ! Indi melenai tuwot indigoŋ wendok nadiŋa metam yenihautayaneem.
PSA.96.3	Hidi metam hogohogok wougigitŋiŋ yenihautaneŋ. Kwanai wapuhi momohi tuguk u metam hogohogok yenimbihitneŋ.
PSA.96.4	Yahwe adi wougigitnit. Unduŋ doktiŋa wou niŋatilone foloniŋgoŋ halek. Indi aditok hogok gikiŋgoŋ timiyaneem. Eŋ bepaŋ yalayalaŋ hekidok adi gikiŋgoŋ mu tiyemdok.
PSA.96.5	Bepaŋ yalayalaŋ metam noli’walaŋ woŋ adi bepaŋ biyagoŋ mooŋ. Yahwe ne kunum tiŋa nemenemek uŋoŋ hakiiŋ u yehitubu-mintaguk.
PSA.96.6	Yahwe adi wougigitnit tiŋa Mapme loloŋnit itak. Tiŋa adi yoli uŋgoniŋ hinek gineŋ uŋoŋ nemenemek hakiiŋdi adi’walaŋ saŋiniŋŋiŋ eŋ tinahukutŋiŋ beweniŋgoŋ u wendi yobihikiiŋ.
PSA.96.7	Metam kwetkwet hatiiŋ, hidi hogohogok saŋiniŋŋiŋ eŋ wougigitŋiŋ nintiloneŋ.
PSA.96.8	Hidi Yahwe wougigitŋiŋ nintiloneŋ. Tiŋa siloŋ timindok nemek neeŋ moŋgola Siloŋyotneŋ foneŋ.
PSA.96.9	Metam hogohogok kwetkwet hatiiŋ, hidi Yahwedok heheleeŋ Wapum Uŋgoniŋ, hauta holiholiŋenit hatilak, niutumbayaneeŋ.
PSA.96.10	Hidi metam hogohogok indiŋ yenineŋ, “Yahwe adi Mapme loloŋnit! Adigoŋ kwet tubufafaŋeune waliwali mu tiŋa hatak. Adi kougoŋ titiŋ didimeniŋ tiŋa metam hogohogok medehik nadiŋa yodapmawaak.”
PSA.96.11	Kunum kwet, hidi nadifo tidemek. Imeŋgwaŋ wapum tiŋa nemenemek imeŋgwaŋ maaneŋ hakiiŋ, hidi ime giyondaaŋ muhilaŋa mede tobune baham toneŋ.
PSA.96.12+PSA.96.13	Dinina tiŋa nemenemek dinina gineŋ uŋoŋ hakiiŋ hogohogok hidi nadifo tineŋ. Yahwe adi buŋa kwet wapum i kadokowaak doktiŋa bem heki behepneŋ yakiiŋ adi nadifo tiŋa kap toneeŋ. Yahwe adi metam hogohogok titiŋ didimeniŋ tiŋa yabudokowaak. Eŋ mede biyagoŋ hogok yoŋa mede nadinadi kwanai tibaak.
PSA.97.1	Yahwe adi Mapme itak! Wendoktiŋa kwet du nadifo tibeŋ! Eŋ kwet kambaŋgit imeŋgwaŋ lekiŋgoŋ haliwiiŋ hidi maaŋ welemomooŋ nadineŋ.
PSA.97.2	Adi yadi mulukwaŋ gut mambipdi tumulune haliŋa titiŋ didimeniŋ tiŋa metam yehitubu-didimeeŋ ha yabudokolak.
PSA.97.3	Kudupdi talitimeŋ timiŋa memikŋiye yehidalak.
PSA.97.4	Wapum’walaŋ hautadi filimpit tiŋa kwetkwet tubuhautaune kwetdi u kaŋ hehele tilak.
PSA.97.5	Yahwe adi kwet hogohogok diniŋ Wapum. Unduŋ doktiŋa adi buune kweboboe heki adi bitakaaŋ fooŋ dagidagik tiiŋ.
PSA.97.6	Eŋ kunumdi adi’walaŋ titiŋŋiŋ didimeniŋ u yobihitak. Kaŋ metam hogohogokdi Wapum loloŋnit’walaŋ hautaŋiŋ filimpipitnit u kaiŋ.
PSA.97.7	Metam bepaŋ yalayalaŋ yeniutumbaaŋ wohiye yenimbeloiŋ adi yadi yehitubu-meka tilak. Kaŋ bepaŋ yalayalaŋ heki adi Yahwedok mulelem timiiŋ.
PSA.97.8	Saiyonhi metam hogohogok eŋ Juda yokwet wapuhi, adi Yahwe du mede nadinadi kwanai tilaŋdok nadifo tiiŋ.
PSA.97.9	Yahwe, du Bepaŋ Saŋiniŋ Molom. Du kubugoŋdi kwetkwet kadokolaŋ. Du wohogegigitnit, tiŋa undugoŋ bepaŋ yalayalaŋ heki yalakapmedapmaŋ tilaŋ.
PSA.97.10	Yahwe adi weleŋdi hinek metam nediyeŋ kadakaniŋ yabukwihita tiiŋ u yabukahile tilak. Adi yadi metamŋiye didimehi momooŋ hinek yabudokooŋ me hogohi’walaŋ kohohik gineniŋ kotigoŋ yanagitak.
PSA.97.11	Bepaŋ adi metam didimehidok hauta yemilak. Kaŋ welehik maaneŋ nadifo mintalak.
PSA.97.12	Metam didimehi, hidi Yahwedi nemenemek tuguk wendok nadiŋa nadifo tineŋ. Bepaŋ adi momooŋ hinek eŋ titiŋ didimeniŋ hogok tilak. Unduŋ doktiŋa wondok welemomooŋ nadimiŋa niutumbaneŋ.
PSA.98.1	Yahwe adi nemenemek momohi tuguk. Unduŋ doktiŋa indi kap kobuli tominim. Adi saŋiniŋŋiŋ eŋ titiŋŋiŋ uŋgoniŋ wendoogoŋ tiŋa mik gineŋ fafaŋeeguk.
PSA.98.2	Yahwe adi mik gineŋ fafaŋeeguk wendok agaŋ yohautaguk. Ala Isilaehi metam yahaŋegukneŋ nai uŋaniŋ saŋiniŋŋiŋ tubumintaune metambop nolidi kagiŋ.
PSA.98.3	Adi mede yofolok tuguk wendoktiŋa helemahelemaŋ Isilaehi yabukahileeŋ bulaniŋgoŋ nadiyemiŋa mu biyabuguk. Kwetkwet metam hogohogok Bepaŋnikdi mikgineŋ fafaŋeeŋ kotigoŋ ninigikuk u agaŋ kaŋ nadidapmaiŋ.
PSA.98.4	Unduŋ doktiŋa metam hogohogok hidi kap tonadifo Yahwedok timineŋ. Welenadifo kap toŋa Yahwe wou nintiloneŋ.
PSA.98.5	Gita ulaŋa kap toŋa Yahwe wou nintiloneŋ. Gita ulune medeŋiŋ momooŋ hinek tobek.
PSA.98.6	Yahwe adi Mapme, doktiŋa bai eŋ manaŋ fedila nadifooŋ baham toneŋ.
PSA.98.7	Eŋ imeŋgwaŋ tiŋa nemenemek imeŋgwaŋ gineŋ hatiiŋ, hidi gibitaŋ kakalineŋ. Kaŋ kwet tiŋa metam eŋ nemenemek hogohogok kwetfoloŋ hatiiŋ, hidi kap toneŋ.
PSA.98.8	Ime wapum, ime miiŋ, hidi kohopapa utneŋ. Kaŋ kweboboe heki, hidi Yahwe namanda foloŋ kap toŋa nadifo tineŋ.
PSA.98.9	Maŋgande, adi buŋa kwetkwet kadoko-dapmawaak. Tiŋa Mapme loloŋnit ila titiŋ didimeniŋ helemahelemaŋ tiŋa metam hogohogok yabudokoluwaak.
PSA.99.1	Yahwe adi Mapme itak, doktiŋa metambop noli adi hehele tiiŋ. Adi yadi mapme kumopopŋiŋ foloŋ aŋelo heki yalakapmeeŋ looŋ itak, kaŋ kwet wapum i tibitim tilak.
PSA.99.2	Yahwe adi Saiyon uŋoŋ saŋiniŋnit hatilak, tiŋa mebop hogohogok wanakaŋ yabudokolak.
PSA.99.3	Metam hogohogokdi nadimimbune adi kubugoŋdi mapme loloŋnit tiŋa wougigitnit tilak. Kaŋ wougigitŋiŋ u nintiloneŋ. Adi yadi uŋgoniŋ.
PSA.99.4	Mapme fafaŋeniŋ, du adi titiŋ didimeniŋdok hogok nadilaŋ. Du Isilaehi metam inditok titiŋ didimeniŋ tiŋa momooŋ nimguŋ kaŋ takaliyam. Tiŋa undugoŋ da nemenemek yofafaŋeguŋ u takaliŋa titiŋ didimeniŋ hogok tiŋa nibiulidokolaŋ.
PSA.99.5	Hidi Yahwe Bepaŋnik, adi’walaŋ wou hogok nintiloneŋ. Hidi yamaiŋgoŋ wooŋ niutumbaneŋ. Adi yadi titiŋ momooŋ tiŋa didimeniŋ diniŋ Bepaŋ. Adi yadi uŋgoniŋ.
PSA.99.6	Moses dut Alon adi Yahwe’walaŋ Siloŋyot diniŋ talitimeŋ hatigumuk. Eŋ Samuel adi maaŋ mebop Bepaŋ ninadiyagiŋ’walaŋ nohik. Kaŋ adi ninadihik wanaŋ nadiyemdapmaaŋ yehitubu-lodaluguk.
PSA.99.7	Adi mulukwaŋ wapum gineŋ haliŋa mede yeniŋguk. Kaŋ adi Yodoko Mede Bepaŋdi yemguk u takaligiŋ.
PSA.99.8	O Yahwe Bepaŋnik, du yonadihik nadiŋa kibibo yeniŋguŋ. Du yom bibiŋ Bepaŋ hatilaŋ, iŋgoŋ oŋ kadakaniŋhikdok kibikoŋ yeniŋguŋ.
PSA.99.9	Yahwe Bepaŋnik wou nintilonim, tiŋa kweboboeŋiŋ uŋgoniŋ foloŋ uŋoŋ hali niutumbanim. Yahwe Bepaŋnik adi uŋgoniŋ.
PSA.100.1	Metam hogohogok kwetkwet hatiiŋ, hidi Yahwedok nadifo tiŋa kap toneŋ.
PSA.100.2	Hidi Yahwe welemomooŋ nadimiŋa niutumbaneŋ. Eŋ yamaiŋgoŋ wo-tubudulaaŋ nadifo kap tomineŋ.
PSA.100.3	Hidi indiŋ yohautaneŋ. Yahwe kubugoŋdi Bepaŋ hinek. Adigoŋ nihitubu-mintaguk, unduŋ doktiŋa indi adi netok gigit hatiyam. Memetamŋiye indi adi dompaŋiye dabugoŋ.
PSA.100.4	Indi adi’walaŋ Siloŋyotneŋ fofoŋdok niutumba tiŋa fonim. Eŋ yoli maaneŋ fooŋ wou nintilonim. Unduŋ tiŋa niutumbaaŋ wougigitŋiŋ nintilo tinim.
PSA.100.5	Maŋgande, Yahwe adi titiŋ momooŋ hogok tilak. Tiŋa helemahelemaŋ weleŋdi hinek nibukahilelak. Adi yadi helemahelemaŋ medeŋiŋ yofafaŋeguk u baigoŋ didimeniŋgoŋ hinek takalilak.
PSA.101.1	Yahwe, du siloŋ tobogoŋ tinimilaŋ tiŋa titiŋ didimeniŋ hogok keleeŋ mede yodapmalaŋ wendok kap tobit.
PSA.101.2	Nu adi titiŋ didimeniŋ hogok takaliwit. Kaŋ Wapum, du deniŋ hinek buŋa nehitubu-lodawaaŋ?
PSA.101.2	Nu adi yotneneŋ titiŋ didimeniŋ hogok tiluwaat. 
PSA.101.3	Nu titiŋ kadakahi be nemenemek madimadikehi adi mu yabudok nadilat. Nu adi me Bepaŋ sigilulum timiiŋ heki’walaŋ titiŋhikdok adi nadiwene tuwot moŋ hinek tilak. Nu adi adigut tuwot mu yauluwaat. 
PSA.101.4	Nu adi yalaŋ talik mu takaliluwaat, unduŋ tiŋa titiŋ kadakahidok adi mu nadiluwaat.
PSA.101.5	Nu adi me nediyeŋ meeniŋ nolidok kabup yeniwoliwolike tiyemilak u tubukadaka hinek tiluwaat. Unduŋ tiŋa me gifoko heki adi tuwot mu biyabene hatiyaneeŋ.
PSA.101.6	Nu adi me Bepaŋ hogok baigoŋ takaliiŋ yabukahilewene adi hogokdi nu yotneneŋ nakat hatiyaneem. Tiŋa me titiŋ didimeniŋ hogok tiiŋ heki adi hogokdi nu’walaŋ kwanai taneeŋ.
PSA.101.7	Me yalaŋ mede yoiŋ heki adi yadi nu yotne wapumneŋ uŋoŋ mu hatiyaneeŋ. Tiŋa undugoŋ, me yalaŋ talik foloŋ yokamehebi tiiŋ heki adi yadi nukut tuwot mu hatidok. Mokoŋ hinek.
PSA.101.8	Helemahelemaŋ me kadakahi indi’walaŋ kwetnineŋ iŋoŋ adi yehitubu-kadaka hogok tiluwaat. Nu adi me titiŋ kadakaniŋ tiiŋ heki u yehikelekulene adi Yahwe’walaŋ yokwetŋiŋ wapumneŋ iŋoŋ mu hatineeŋ.
PSA.102.1	Yahwe, yonadine nadinambeŋ. Nehitubu-lodaweŋdok kutibulabulayene du’walaŋ kamewe ulak, doktiŋa fiit nadinambeŋ. 
PSA.102.2	Malabumuŋdi mintanambune kaaŋ, du nai uŋaniŋ kibidaaŋ binabu mu tuluwaaŋ. Fit yonadine nadinamuluwaaŋ. Kutibulabulayene kamewe du’walaŋkade uune kaŋ pilap hinek nehitubu-lodaluwaaŋ.
PSA.102.3	Hatihatine adi kudigedi muniniŋ looŋ liwe tilak wondok tuwolit. Eŋ foloone adi kudut hinek, kudupdi daaŋ nibune nadiyam wondok tuwolit. 
PSA.102.4	Welene adi kilihikit fidokone sigeneŋ kumiiŋ wondok tuwolit. nehinalitifolak. Wendoktiŋa nanaŋe nanaŋdok mu nadilat. 
PSA.102.5	Nu folofigita nadiŋa gibitaŋ yonelat. Kaŋ foloone adi agaŋ kigita hinek tilak.
PSA.102.6	Nu adi kalaŋkatak niŋdi kwet fiileŋ hatilak wondok tuwolit na hogok hatat. Eŋ yokwet niŋ tubukadakaiŋ kaŋ kwetbelebele hogok halune bagi muŋgoŋdi ila diwelak wondok tuwolit hatat. 
PSA.102.7	Be gulupne foloŋ hatat, iŋgoŋ damo deikuli mu tiŋa hogok hadiwelat. Nu na hogok bagi niŋdi yot ki foloŋ ila diwelak nabugoŋ bulaniŋgoŋ hatat. 
PSA.102.8	Kaŋ hadapmo be timiŋ adi memikneye adi naniŋkadaka tiiŋ. Tiŋa nanimpekit tiŋa yeiŋ adi wotnene yoŋa haki tinamiiŋ.
PSA.102.9+PSA.102.10	Du nutok kwihita wapumgoŋ hinek tinamulaŋ, kaŋ nu kudufuluŋdi nanaŋene tilak.
PSA.102.11	Hatihatine adi tebele daune meledi saŋiniŋnit mokit gweheyeŋ diweeŋ fohebilak wondok tuwolit. Tiŋa undugoŋ nu adi kilihikit kumuŋ sigene tiiŋ undiniŋ.
PSA.102.12	Iŋgoŋ Yahwe, du adi Mapme dapmandapmaŋnit mokit hatilaŋ. Unduŋ doktiŋa metam hogohogok mindaŋ tomboyoula mintati uneeŋ adi yadi du nadidapma-gamuneeŋ. 
PSA.102.13	I agaŋ du’walaŋ nai tilak, doktiŋa Saiyon yokwetdok welege goloune siloŋ tobogoŋ tiŋa tubulodaweŋ. Welebulaniŋgoŋ nadimiŋa tubulodadok nai agaŋ iŋakoŋ mintalak. 
PSA.102.14	Saiyon yokwet u agaŋ tubukadakagiŋ, iŋgoŋ kwanai-megeye adi yadi welehikdi hinek kahileiŋ. Tiŋa undugoŋ, yokwet u tubukadakaaŋ wiyapupuhene-hinaka tigiŋ, iŋgoŋ adi yadi welehikdi aditok golohinakalak.
PSA.102.15	Metam hogohogok adi Yahwedok munta tiŋa adi’walaŋ hebeŋ foloŋ hadapmaneeŋ. Kaŋ kwetfoloŋ me mapme hogohogok adi’walaŋ saŋiniŋŋiŋ doktiŋa munta tineeŋ. 
PSA.102.16	Kougoŋ Yahwedi Saiyon yokwet kotigoŋ tubupilalaak, nai uŋaniŋ saŋiniŋŋiŋ tubumintaune kaneeŋ. 
PSA.102.17	Tiŋa metamŋiye koom sigilulum tiyemguk adi’walaŋ yonadihik nadiyembaak. Tiŋa yonadihik tineeŋ u kotigoŋ sigilulum mu tiyembaak.
PSA.102.18	Ale indi nemenemek hogohogok Yahwedi tuguk u pepa foloŋ youdapmane halaak, ala kougoŋ yalakiniyedi kahat u kedem nadiŋa wou nintiloneeŋ. 
PSA.102.19	Indi kudiye indiŋ youtnim,
PSA.102.19	“Yahwe adi yoli-kweli uŋgoniŋ gineŋ hali kwediwe tubune foguk. Adi kunum gineŋ hali kwediwe tubune kwetfoloŋ foguk. 
PSA.102.20	Kaŋ me yot fafaŋeniŋneŋ yapmefit tubune hali malabumuŋhikdok kutibulabulaye tigiŋ u nadiguk. Eŋ me kumuŋdok yenindapmagiŋ heki u yehitubu-lodaaŋ yanagikuk.”
PSA.102.21	Unduŋ doktiŋa Jelusalem uŋoŋ metamdi Yahwe wou yohautaaŋ Saiyon kweboboe foloŋ niutumba tineeŋ. 
PSA.102.22	Kwanai woŋ adi metam hogohogok tiŋa me mapmehiye wanakaŋ buŋa bopneeŋ Yahwe niutumbaneeŋneŋ uŋoŋ tineeŋ.
PSA.102.23	Nu hatihatine diniŋ nai kougoŋ hatilune Yahwedi saŋiniŋne ulatifooŋ nehitubu-gweheyeguk. Unduŋ tinamguk doktiŋa nu nai kweheyeniŋ tuwot mu hatibaat. 
PSA.102.24	Unduŋ nadiŋa Bepaŋ indiŋ ninadigut, “Bepaŋne, du hatiguŋdi hatilaŋ. Eŋ nu adi gawada mu tugut, nu adi mekuya kougoŋ hatilat. Unduŋ doktiŋa hatihatine pilap mu nolomtibeŋ.
PSA.102.25	“Du koomkwaha kwet i tubumintaguŋ kaŋ hakukdi hatak. Tiŋa kohogedi kunum tiŋa nemenemek uŋoŋ ikiiŋ u yehitutumbaguŋ. 
PSA.102.26	Kwet gut kunum adi liwedemeek, iŋgoŋ da yadi hatibaaŋ. Adi yadi hauledi buba tiŋa kadakaiŋ unduŋ tidemeek. Tubune du beyakulune liwe tidemeek.
PSA.102.27	“Iŋgoŋ du yadi heleŋde undiniŋbo undiniŋbo mu yagitaŋ. Du yadi dibek hatiguŋ undiniŋgoŋ hinek hatilaŋ. Eŋ du’walaŋ hatihatigedi dapmandapmaŋnit mokit. 
PSA.102.28	Wendoktiŋa du wapmihiniye yabudokoune kedem hatineeŋ. Eŋ tomboyoula yalakihiye kougoŋ mintaneeŋ u maaŋ yabudokoune helemahelemaŋ dakat wanakaŋ hinek hatiyaneeŋ.”
PSA.103.1	Welenedi Yahwe niutumbawit. Foloone hogohogokdi Yahwe wou uŋgoniŋ u nintilowit.
PSA.103.2	Welenedi Yahwe wou nintiloit, tiŋa nemenemek momooŋ tinamguk u kaule mu tibit.
PSA.103.3	Adi kadakaniŋne hogohogok tumolokutnamuŋa yagit folofigitane hogohogok liliwenekutnamulak.
PSA.103.4	Kumuŋdok tilat gineniŋ Wapumdi kotigoŋ nanagitak. Tiŋa weleŋ wapumdi nutok kameeŋ siloŋ tobogoŋ tinamulak.
PSA.103.5	Kwetfoloŋ hatilat indigoŋ tuwot Wapumdi nemenemek momohi tuwot hinek namtoko tilak. Unduŋ tubune nu kotigoŋ mekuya yageleeŋ kalaŋkatakdok tuwolit tiŋa saŋiniŋnit hatilat.
PSA.103.6	Metam gweheyehi nadiyembune fofoŋnit tubune malabumuŋ yemfit tiiŋ adi Yahwedi kwanai didimeniŋ tiŋa yehitubu-lodalak. Tiŋa kotigoŋ yehitubu-kaikaune kedem hatiiŋ.
PSA.103.7	Adi nemenemek titiŋdok hogohogok u timeŋ Moses nimbune nadiguk. Kaŋ mindaŋ Isilaehidi kwanai saŋiniŋnit tuguk u kagiŋ.
PSA.103.8	Yahwe adi inditok bulaniŋgoŋ kisaŋ hinek nadiŋa helemahelemaŋ siloŋ tobogoŋ tinimilak. Adi yadi kwihita pilap mu tilak, adi yadi toboniŋ weleŋdi nibukahile tilak. 
PSA.103.9	Adi nibukwihitafit mu tilak. Eŋ kwihita siyogigi mu tilak.
PSA.103.10	Indi adi kadakaniŋnik diniŋ tuwaŋiŋ nimdok molomolom hinek iŋgoŋ oŋ, mu nimilak. Tiŋa undugoŋ indi kadakaniŋ fee tugumun kaŋ kibikoŋ malabumuŋ wapum tubu-udanenimdok iŋgoŋ oŋ, adi unduŋ mu tilak.
PSA.103.11	Metam nediyeŋ aditok gikiŋgoŋ timiiŋ, adi yadi kunumdi kwet bikabuŋa foloniŋ hinek gwaŋ hatak wondok tuwot weleŋdi yabukahile hinek tilak.
PSA.103.12	Kwet mele labulabu tilak be kwet mele fohebi tilak, adi yamaiŋgoŋ kikakika mu ti hakamuk. Mokoŋ. Adi kweetniŋ, molomolom hakamuk. Wondok tuwot hinek Bepaŋdi kadakaniŋnik tumolokulune kweetniŋ hinek gwaŋ wooŋ hatak.
PSA.103.13	Me niŋdi wapmihiŋiŋdok momooŋ timilak, undugoŋ hinek Yahwedi metam nediyeŋ aditok gikiŋgoŋ timiiŋdok undugoŋ momooŋ tiyemilak. 
PSA.103.14	Adi kwetdi moŋgola nihitutumbaguk doktiŋa agaŋ nadinimilak indi adi kwam hogok.
PSA.103.15	Metam indi’walaŋ hatihatinik adi, kilihikit nabugoŋ. Doktiŋa wowoŋgimiŋ hekidi sigeneeŋ golopmaiŋ wondok tuwot indi maaŋ nai muniniŋ-kabe hatiŋa pilap kumuyam. 
PSA.103.16	Sububadi wowoŋgimiŋ fedilune waliwali tiŋa makwaneiŋ kaŋ meeniŋdi kotigoŋ mu yabiiŋ.
PSA.103.17	Iŋgoŋ oŋ, Yahwe adi metam nediyeŋ aditok gikiŋgoŋ timiiŋ, adi hekidok helemahelemaŋ siloŋ tobogoŋ tiyemilak. Tiŋa yalakihiye mindaŋ mintaiŋ adi maaŋ momooŋ tiyemilak. 
PSA.103.18	Eŋ nediyeŋdi Wapum’walaŋ yofolok eŋ Yodoko Medeŋiŋ tagimneeŋ keleiŋ adi yadi siloŋ tobogoŋ tiyemilak, dapmandapmaŋnit mokit.
PSA.103.19	Yahwe adi kunum gineŋ mapme iit kwetŋiŋ foloŋ itak. Eŋ ne kubugoŋdi nemenemek hogohogok diniŋ mapme tilak.
PSA.103.20	Yahwe’walaŋ aŋelo hogohogok saŋiniŋhik loloŋnit hinek, hidi adi medeŋiŋdok magi kametnadi tiiŋ, tiŋa maŋiŋ mede takaliiŋ. Unduŋ doktiŋa hidi Wapum wou nintiloneŋ.
PSA.103.21	Yahwe’walaŋ kwanai-meŋiye, hidi kunum gineŋ haliŋa adi’walaŋ nadinadiŋiŋ takaliiŋ, hidi Yahwe wou nintiloneŋ.
PSA.103.22	Nemenemek hogohogok Yahwedi hehitubu-mintaguk kwetkwet haliwiiŋ kaŋ negoŋ hidi’walaŋ mapme itak, hidi Yahwe wou nintiloneŋ. Kaŋ nu welenedi undugoŋ niutumbawit.
PSA.104.1	Welenedi Yahwe niutumbawit! Yahwe, du Bepaŋne, du adi loloŋnit hinek. Tiŋa du adi Mapme loloŋnit hinek eŋ wohogigitnit.
PSA.104.2	Du adi hautadi folooge mukufuladapmaaŋ hataŋ. Tiŋa kunum adi haule yehitubu-bateyeyam nabugoŋ tububateyeune hatak.
PSA.104.3	Tiŋa yoke adi mulukwaŋ yalakapmeeŋ foloniŋ gimiŋgimiŋ hinek gwaŋ maguŋ. Eŋ mulukwaŋdi kalisge kali wilihinit wosidi yehimaneiŋ undiniŋ nabugoŋ tilak. Kaŋ sububadi ganagila yaulak.
PSA.104.4	Du sububa niŋkulune medege tiŋa yaulak. Kaŋ filimpit tiŋa hauta tilak woŋ adi kwanai-mege.
PSA.104.5	Du kwet i kwelineŋ dibek kameguŋ undugoŋ fafaŋeŋ hatak, adi kweli bikabu-kabe nemu tilak. Mokoŋ hinek.
PSA.104.6	Du imeŋgwaŋ wapum kameune kwet kufulaguk, kaŋ imedi kweboboe yehikufulaguk.
PSA.104.7	Iŋgoŋ mindaŋ ime nintobune naŋgali foguk. Tiŋa undugoŋ gibitaŋ kutifiyeune imeŋgwaŋdi nadihakene momoŋ uguk.
PSA.104.8	Imeŋgwaŋ wapum adi kweboboe bikabuŋa kwet gutuneŋ foguk. Da imeŋgwaŋdi daŋ halaak nadiguŋ wondok tuwot undugoŋ hatak.
PSA.104.9	Da fek kamemiŋguŋ. Kaŋ imeŋgwaŋ wapum u fek mu lahutak. Wendoktiŋa imeŋgwaŋdi kwet i kotigoŋ mu kufulalak.
PSA.104.10	Dagoŋ nadilaŋ kaŋ kweboboe yaliwiiŋ lekiŋgoŋhik foloŋ kubali gineŋ ime sikiiŋ, sila labuŋa wodiŋa wooŋ kwet gutuneŋ wiiŋ.
PSA.104.11	Kale moihi adi ime uŋakoŋ naiŋ, eŋ doŋki heki adi maaŋ ime uŋakoŋ naiŋ, kaŋ mahik kotigoŋ mu galilak.
PSA.104.12	Eŋ bagi hekidi maaŋ yohik bem ime gagayeŋ yakiiŋ wendok foloŋgoŋ maiŋ, tiŋa bem taŋeniŋ foloŋ ila medehik toiŋ.
PSA.104.13	Du kunum gineŋ hali gwi kameune fooŋ kweboboe foloŋ malak, kaŋ du’walaŋ kahaŋgedi kwet wapum i tokidapmalak.
PSA.104.14	Dagoŋ nadilaŋ kaŋ kilihikit labiiŋ kaŋ makau hekidi naiŋ, eŋ nemenemek metam indi diniyetiyam u maaŋ nadilaŋ kaŋ looŋ folooŋ mintaiŋ kaŋ behenaŋ tiyam. 
PSA.104.15	Eŋ wain tutumbaaŋ naaŋ nadifo tiyam, tiŋa bem olif meniŋŋiŋ galikit u namandatnik foloŋ hafiyeeŋ waliniŋ diweyaam. Eŋ nanaŋe nakilitiŋa saŋiniŋhinit tiyam.
