MAT.1.1	Ecitabo co bwiburwa bwa Yesu Kristo, Omwana wa Daudi, Omwana wa Iburaimu.
MRK.1.33	No musi gwone nigwikofyanyisya ku muryango. 
MRK.1.34	Nabaosya ba:fu banu bariga barwae jindwara jindi na jindi, nairisya emisambwa myafu. Najiingirira okwaika okuba jariga jimumenyere.
MRK.1.35	Namweja katondo curicuri, nagenda mwibara, nasabirwa eyo. 
MRK.1.36	Simoni na be:ja:bo nibamuru:ba. 
MRK.1.37	Nibamubona nibamubwira ati, Bo:ne abakuyenja. 
MRK.1.38	Nababwira ati, Cigende na andi mu misi jinu jiri yei, korereki nisimure eyo one, okuba eco nico cande:tere. 
MRK.1.39	Nasimura mu mekofyanyisyo gebwe mu Galilaya yo:ne, nairisya emisambwa.
MRK.1.40	Omugenge namu:jako, namuremberesya namufukamira, na:ika ati, Ukenda, outura okumosya. 
MRK.1.41	Yesu namufwira ecigongo, nagorora okuboko kwae, namukuniako, namubwira ati, Enenda. Uore. 
MRK.1.42	Aonao ebigenge nibimuso:kako, naora. 
MRK.1.43	Yesu namukomeresya muno, aonao namuku:ra, 
MRK.1.44	namubwira ati, Wikenge utabwirako mu:nu, nawe genda wiyeresye ku mugabisi, ugwate ebyo kwerera kwao, binu Musa aragiriye, rube rusingiro ku bene. 
MRK.1.45	Nawe nauruka, namba okusimura no kukumusya omusango ogwo, ndijei Yesu natamibwa okusuba okwingira mu musi ogwo abweru, nawe ariga:ri emwira mwibara. Nibamutako kuso:kerera mbara jo:ne.
MRK.2.1	Mbe jisiku wejire jaturao, Yesu nasuba okwingira mu Kaperinaumu. Nibongwa ati, nguyo ari mu nyumba. 
MRK.2.2	Nibe:kofyanya ba:fu, nibe:jura na ku muryango. Nabasimurira omusango. 
MRK.2.3	Nibaja ba:nu nibamure:tera omurwae akomborikire, aangirwe ba:nu bana. 
MRK.2.4	Nawe wejire batamibwa okumwingisya kurwo bwafu bwa ba:nu, nibafumura orusara rwa inyumba anu ariga:ri. Wejire baurundura nibe:sisya omukomborike ku buriri bunu ariga ama:mireko. 
MRK.2.5	Yesu ejire arora okwikirisya kwebwe, nabwira omukomborike ati, Mwana wani, we:swaririrwa ebibi:bi byao. 
MRK.2.6	Nawe abandiki abandi bariga benyanjire omwo, nibe:ganirisya mu mitima jebwe ati, 
MRK.2.7	?Unu niki cinu ecikora nicimwaikya kutyo? Kafuma Nyamuanga. ?Niga unu katura okwiswaririra ebibi:bi tari umwi era niwe Nyamuanga? 
MRK.2.8	Yesu namenya mu mwoyo gwae ati, nikwo kutyo abe:ganirisya munda jebwe, aonao nababu:sya ati, ?Niki cinu ecikora nimwiganirisya kutyo mu mitima jemwe? 
MRK.2.9	?Ecangu ni ci:ya? ?Okubwira omukomborike ati, We:swaririrwa ebibi:bi byao, tere okwaika ati, Imuka witwike oburiri bwao, uribate? 
MRK.2.10	Nawe mumenye ati, Omwana wo mu:nu ari no buinga mu ca:ro okwiswaririra ebibi:bi. Namubwira omukomborike ati, 
MRK.2.11	Enikubwira ati, Imuka witwike ebima:miro byao ugende ika ewao. 
MRK.2.12	Ne:muka, ne:twika ebima:miro byae aonao, nauruka imbere ya bo:ne, ndijei nibarugu:ra bo:ne, nibakuya Nyamuanga, niba:ika ati, Cicariga kurora ce:ja:bo cinu.
MRK.2.13	Nauruka rindi nagenda ku nabarama ya inyanja. Ebise byone nibaja anu ariga:ri, nabe:igisya. 
MRK.2.14	Anu ariga acaitiŋana, narora Lawi Omwana wa Alifayo enyanjire mu nyumba ya rigoti, namubwira ati, Ndu:ba. Ne:muka namuru:ba. 
MRK.2.15	Yesu nenyanja mu nyumba ya Lawi narya. Mbe abaosya ba:fu na be bibi:bi nibenyanja aamwi na Yesu na be:igisibwa bae, okuba bariga ba:fu banu bamuru:bire. 
MRK.2.16	Abandiki na Bafarisayo wejire bamurora narya aamwi na be bibi:bi na baosya, nibabu:sya abe:igisibwa bae ati, ?Kubaki karya no kunywa aamwi na baosya na be bibi:bi? 
MRK.2.17	Mise Yesu ejire ongwa, nababwira ati, Abaanga batakenere mufumu, tari abarwae. Nite:jire kubirikira abarengeresi nawe abe bibi:bi.
MRK.2.18	Mbe abe:igisibwa ba Yoana na Bafarisayo basa-ra:riraga. Niba:ja nibamubu:sya ati, ?Kubaki abe:igisibwa ba Yoana na be:igisibwa ba Bafarisayo abasara:rira, ke:nu abe:igisibwa bao batakusara:rira? 
MRK.2.19	Yesu nababwira ati, ?Aba:na bo bwenga abasara:rira kutiki, ke:nu omutwasi wo mwenga acari nabo? Anu bacari no mutwasi wo mwenga, batakutura kusara:rira. 
MRK.2.20	Nawe jisiku jiri:ja, ariba baso:sibwako omutwasi wo mwenga, mbe niwo barisara:rira mu siku ijo.
MRK.2.21	Atario mu:nu unu kabari:ra ecisa:to eciya:ya ku ngubo iŋokoro, akefura nabari:ra, ciriya eciya:ya ecinyamura ingubo iŋokoro, no butemuke nibwiyongesya. 
MRK.2.22	Ka atario mu:nu unu katu:ra amanji ge mijabibu amaya:ya mu nsagwa ja jinjai jiŋokoro, ake:fura natamo, amanji ge mijabibu amaya:ya agatemura jinsagwa, amanji ge mijabibu nige:tika, na jinsagwa nijinyamuka. Nawe abatu:ra amanji ge mijabibu amaya:ya mu nsagwa inya:ya.
MRK.2.23	Anu ariga acaitiŋana mu masambu ku rusiku rwa isabato, abe:igisibwa bae nibaribata nibamba okufuna obweke. 
MRK.2.24	Abafarisayo nibamubu:sya ati, ?Mbe kubaki abakora cinu cisisisye okukora ku rusiku rwa isabato? 
MRK.2.25	Nababu:sya ati, ?Si mucariga kusoma cinu Daudi akorere anu ariga akenere, narumwa omweko na banu bariga nage? 
MRK.2.26	Mbe nengira mu nyumba ya Nyamuanga, anu Abiatari ariga:ri mugabisi mukuru, narya emikate jo kweresya, jinu jasisyaga okuri:bwako, tari bagabisi benyere:ra, nabayanako banu ariga nabo. 
MRK.2.27	Nababwira ati, Isabato yateyweo kubwo mu:nu, tari ati omu:nu ateyweo kurwa isabato. 
MRK.2.28	Mbe Omwana wo mu:nu niwe Omukuru wa isabato.
MRK.3.1	Nengira rindi mu rikofyanyisyo. Mbe ariga:rimo omu:nu unu ariga:ri no kuboko kufu:ye. 
MRK.3.2	Nibamurore:rera kutyo aramuosisya ku rusiku rwa isabato, korereki bamubu:re. 
MRK.3.3	Nabwira unu ariga no kukobo kufu:ye ati, Imereguru agati ao. 
MRK.3.4	Mbe nababu:sya ati, ?Kwikirisibwe okukora ebyo bwana ku sabato, tere amwi kukora kubi:bi? ?Kwikirisibwe okuonya obuanga tere amwi kwita? nibajibira. 
MRK.3.5	Nabarore:rera ei nei abiiywe, asurumbae kurwo bukomee bwe mitima jebwe, namubwira omu:nu ati, Gorora okuboko kwao. Nakugorora okuboko kwae, nikuora. 
MRK.3.6	Aonao Abafarisayo nibaso:kamo nibarwaja aamwi na Baerodiani kutyo baramusimagisya.
MRK.3.7	Mbe Yesu naso:ka aamwi na be:igisibwa bae nibaja ku mwaro. Ebise binene nibimuru:ba nibiso:ka Galilaya, na Buyaudi, 
MRK.3.8	na Yerusalemi, na Idumiya, na ku ngego yenderya ya Yorodani, na ku ca:ro ca Turo na Sidoni. Niciba cise cinene, nibamu:jako okuba bonguywe binu akorere. 
MRK.3.9	Nababwira abe:igisibwa bae ati, obwato bubeo okumurinda, korereki ecise cisige kumwiganya. 
MRK.3.10	Okuba ariga aonyisye ba:fu, na ba:fu banu bariga na jinya:ko, nibamugwako korereki bamukunieko. 
MRK.3.11	Emisambwa emijabi wejire jamurora, nijigwa imbere yae nijikunga nija:ika ati, Awe nawe Omwana wa Nyamuanga. 
MRK.3.12	Najikomeresya muno jisige kumura:sya.
MRK.3.13	Narinya ku ci:ma, nabirikira banu endaga, Nibamugendako. 
MRK.3.14	Nasora ekumi na babiri korereki babega aamwi nage, abatumega kusimura, 
MRK.3.15	babega na managa go kuirisya emisambwa. 
MRK.3.16	Nibaba banu, Simoni unu atogaga Petero, 
MRK.3.17	Na Yakobo wa Jebedayo na Yoana omumura wabo Yakobo. Abo nabatoga Boanerige, kwo kwaika ati, Ba:na ba ribaruka. 
MRK.3.18	Na Anderea, na Filipo, na Batolomayo, na Matayo, na Tomaso, na Yakobo Omwana wa Alifayo, na Tadayo, na Simoni Omukananayo, 
MRK.3.19	Na Yuda Isikariote unu amuso:kere mu ciwi.
MRK.3.20	Nibengira mu nyumba. Ebise nibisuba okwikofyanya, ndijei nibatamibwa okurya ebiryo. 
MRK.3.21	Aba:bo wejire bongwa ejo, nibaja okumugwata, okuba ba:ikire ati, asarire. 
MRK.3.22	Mbe abandiki banu batebee okuso:ka Yerusalemi niba:ika ati, Oyo ari na Belijebuli. Kairisya emisambwa ku managa go mukuru we misambwa. 
MRK.3.23	Nababirikira nababwira mu bijekekanyo ati, ?Syetani katura okuirisya Syetani kutiki? 
MRK.3.24	Obukama bukatasyanya obwene era, butakutura kwimereguru. 
MRK.3.25	Na inyumba ika:ukana eyene:ra, inyumba eyo itakutura kwimereguru. 
MRK.3.26	Ka mbe Syetani ake:rwana omwene:ra, na:ukanamo, atakutura kwimereguru, nawe kawao. 
MRK.3.27	Nawe atario mu:nu unu katura okwingira mu nyumba yo mu:nu wa managa asa:kure ebi:nu byae, tari atangatire okuboya owa managa niwe asa:kure inyumba yae. 
MRK.3.28	Ni cimari enibabwira ati, Aba:na ba ba:nu bari:swaririrwa ebibi:bi byone, no bufumi bwebwe bwone bunu abafuma. 
MRK.3.29	Nawe unu wo:ne arafumaga Omwoyo Mweru atari:swaririrwa kajanende, nawe ana iŋanga ye cibi:bi ca kajanende. 
MRK.3.30	Na:ika kutyo okuba ba:ikire ati, Ari no musambwa mujabi.
MRK.3.31	Mbe nyiramwene na ba:na ba:bo niba:ja. Nibe:mereguru anja, nibatuma omu:nu okumubirikira. 
MRK.3.32	Ecise cariga cinyanjire cimusingiye, nibamubwira ati, Rora, nyokomwana na ba:na ba:nyu bari anja abakuyenja. 
MRK.3.33	Nabaindura na:ika ati, ?Mai na ba:na ba:su ni baga? 
MRK.3.34	Narore:rera banu bariga benyanjire bamusingiye mbara jo:ne, na:ika ati, Rora, mai na ba:na ba:su nibo banu. 
MRK.3.35	Okuba mu:nu wo:ne unu arakoraga jinu Nyamuanga kenda, oyo niwe omumura wa:su no muyara wa:su na mai.
MRK.4.1	Namba rindi okwiigisya ku mbarama ya inyanja. Ecise cinene muno nicimwikofyanisyako, ndijei nasyabara mu bwato, nenyanjamo ku nyanja. Ecise co:ne niciba ku ca:ro ku njekekera ya inyanja. 
MRK.4.2	Nabe:igisya byafu mu bijekekanyo, nababwira mu kwiigisya kwae ati, 
MRK.4.3	Nimungwe, omubibi aurukire okubiba. 
MRK.4.4	Mbe anu ariga acabiba, ejindi nijigwa ku njira, jinyonyi nji:ja njijirya. 
MRK.4.5	Ejindi nijigwa ku rutare anu maaru gatariga ma:fu. Aonao njimera okuba amaaru gariga gatariko ma:fu. 
MRK.4.6	Risu:ba ryejire ryaka, nijiotoka kwo kuba jitariga na misi, niju:ma. 
MRK.4.7	Ejindi nijigwa mu mawa. Amawa nigakura nigajisoritya nijirema okutwasya amatwasyo. 
MRK.4.8	Ejindi nijigwa mu maaru go bwana, nijitwasya amatwasyo, nijikura niji:ongesya, nijitwasya amatwasyo, eindi nitwasya makumi gasatu, eindi makumi gata:nu na rimwi, eindi egana. 
MRK.4.9	Na:ika ati, Unu ari na matwi go kungwa, nongwe. 
MRK.4.10	Mbe anu ariga:ri enyere, banu bariga bamusingiye na bariya ekumi na babiri nibamubu:sya ecijekekanyo. 
MRK.4.11	Nababwira ati, Emwe mwayabirwe okumenya obumbise bwo bukama bwa Nyamuanga. Nawe ku bariya abe mwira byone ebyaikwa mu bijekekanyo, 
MRK.4.12	korereki bakarora barore, bareme okwite:ge:resya. Bakongwa bongwe, bareme okusombo:kerwa, bate:fura nibainduka, nibe:swaririrwa. 
MRK.4.13	Nababu:sya ati, ?Mutakumenya ecijekekanyo eco? ?Mbe ka murisombo:kerwa atiki ebijekekanyo byone? 
MRK.4.14	Omubibi kabiba omusango. 
MRK.4.15	Aba ku njira anu omusango gwabibwa nibo banu. Wora bongwa omusango, aonao Syetani na:ja naso:syamo omusango gunu gwabibirwe mu myoyo jebwe. 
MRK.4.16	Nikwo kutyo na banu babibirwe ku rutare, banu wora bongwa omusango, nibe:kirisya aonao no kukonderwa. 
MRK.4.17	Batana misi nawe ababao mwanya muto:to. Inya:ko amwi kunya:sibwa kukabao kurwo musango, aonao nibe:ku:jura. 
MRK.4.18	Mbe banu babibirwe mu mawa nibo banu. Abo abongwa omusango, 
MRK.4.19	mbe, emifurubendo je ca:ro, no kubebeywa obuni:bi, no kurigira kwe bi:nu ebindi nibingira nibisoritya omusango, nigurema okutwasya. 
MRK.4.20	Mbe banu babibirwe mu maaru go bwana nibo banu abongwa omusango nibagwemera, nibatwasya amatwasyo, oundi natwasya makumi gasatu, oundi makumi gata:nu na rimwi, oundi egana.
MRK.4.21	Nababu:sya ati, ?Itara eire:twa korereki ifundikirwe ecitukuru, amwi abaitu:ra mwifu:fu ryo buriri, tari inguru ku cikango? 
MRK.4.22	Okuba citario ci:nu cinu cibisire cinu citarimenywa. Amwi citario eco bumbise cinu citariswerurwa. 
MRK.4.23	Omu:nu wo:ne akaba na matwi go kungwa, nongwe. 
MRK.4.24	Nababwira ati, Mukabukire jinu omungwa. Mu ndengo inu omurengeramo, nimwo emwe one murirengerwa, na ka muryongesibwako. 
MRK.4.25	Okuba omu:nu unu ari ne ci:nu, ariyabwa. Na unu atana ci:nu, aritesibwa na cinu ari naco.
MRK.4.26	Na:ika ati, Obukama bwa Nyamuanga buri rwo mu:nu unu kabiba imbibo ku:si. 
MRK.4.27	Nama:maga mu ngeta, ne:mukaga mu mwisi, omwene atakumenya kutyo imbibo eimera ni:kura. 
MRK.4.28	Okuba i:si eitwasya eyene:ra. Okwamba omutenga, kumara ecangara, okumara eryeke ekome:e ku cangara. 
MRK.4.29	Wora ryoma, aonao nibatako orugera, okuba rugeso rweire.
MRK.4.30	Nababu:sya ati, ?Mbe obukama bwa Nyamuanga cibususanye na ki? ?Tere amwi cibujekekanye na ki? 
MRK.4.31	Obususana rwa inje ya karadari, inu ikeere kukira mbibo jo:ne jinu jiri mu ca:ro, anu eibibwa, 
MRK.4.32	Nawe wora yakura, ni:ba nene kukira emikubi jo:ne, nigatya amatabi manene, ndijei jinyonyi ja mu rutumba nijitura okusumbira mu mbeo yayo. 
MRK.4.33	Nabasimurira omusango mu bijekekanyo byafu byejabo ebyo, rwa kutyo baturaga okungwa. 
MRK.4.34	Ata:ikaga nabo tari mu bijekekanyo, nawe nabe:resya abe:igisibwa bae byone bwitebe.
MRK.4.35	Ku rusiku urwo, wejire kwaba kegoro, nababwira abe:igisibwa bae ati, Ciunguke cije ku ngego yenderya. 
MRK.4.36	Nibasiga ecise, nibamugegera mu bwato kutyo ariga:ri. Na ma:to agandi gariga aamwi nage. 
MRK.4.37	Omuyaga mwafu gwe ciure nigugonoka, amatuma nigabuma obwato nibwamba okwijura amanji. 
MRK.4.38	Yesu ariga aongee ku seji ku ci:saguro. Nibamurafya nibamubu:sya ati, Mwiigisya, ?awe utakuciku:kwa eswe cikafwa? 
MRK.4.39	Narafya nagonya omuyaga, nabwira inyanja ati, Core:ra ute:kane. Omuyaga nigufwa, ndiba etore. 
MRK.4.40	Nababu:sya ati, ?Niki cinu omu:baya? ?Mutari na kwikirisya kutiki? 
MRK.4.41	Nibo:baya bu:ba bwafu, nibabu:syanya ati, ?Ka unu niga, ka omuyaga ogumungwa na inyanja one?
MRK.5.1	Nibakinga ku ngego yenderya ya inyanja, ku ca:ro ca Bageresene. 
MRK.5.2	Wejire asyoka mu bwato, aonao nabonana no mu:nu unu ariga:ri no musambwa omujabi unu aso:kereraga mu bitu:ro. 
MRK.5.3	Oyo ama:maga mu bitu:ro, ariga atario mu:nu unu aturire okumuboya, nakabee ari ku runyoro. 
MRK.5.4	Okuba kwiya ka:fu bamuboyaga ku masega na mu nyoro. Natemyaga jinyoro, na masega nabuturabutura, na ka ariga atario mu:nu wa managa ga kumuiga. 
MRK.5.5	Nawe mu mwisi na mu ngeta akungiraga mu bitu:ro na ku bi:ma kusiku, ne:temaga na mabui. 
MRK.5.6	Wejire arora Yesu acari kura, namubirimira namuramya. 
MRK.5.7	Narira na buraka bunene na:ika ati, ?Ni na:we ki, Yesu awe, Omwana wa Nyamuanga unu ari inguru? Enikuremberesya, unyifumire ku Nyamuanga wasiga ku:nya:sya. 
MRK.5.8	Kwo kuba ariga amubwiriye ati, So:ka ku mu:nu unu, awe omusambwa omujabi. 
MRK.5.9	Namubu:sya ati, Risi:na ryao nawega? Namubwira ati, Risi:na ryani ni Regioni, okuba ciri ba:fu. 
MRK.5.10	Namuremberesya muno atabairisya mu ca:ro eco. 
MRK.5.11	Mbe ryariga ririo eijo enene rya jingurube jariga nijire:ba ku ci:ma ao. 
MRK.5.12	Emisambwa jo:ne nijimuremberesya ati, Ciku:rire mu ngurube cijo:jingiramo. 
MRK.5.13	Naji:kirisisya. Emisambwa emijabi nijimuso:kamo nijingira mu ngurube. Riijo niriurutuka njiteberera ku bugema njigwirira mu nyanja. Jariga uti bisira bibiri nijifwira mu nyanja.
MRK.5.14	Mbe banu bajire:baga nibabirima, nibabwira aba mu musi na ba mu masambu. Nibaja okurora binu byagwao kutyo biri. 
MRK.5.15	Nibakinga anu Yesu ariga:ri, mbarora unu ariga aungirwe emisambwa, enyanjire, afwae, abee no bwenge bwae, unu ariga:ri na Regioni. Nibo:baya. 
MRK.5.16	Banu barorere nibabasombo:rera binu byabeeo ku unu ariga aungirwe emisambwa, ne bya jingurube. 
MRK.5.17	Nibamba okumuremberesya Yesu aso:ke mu mbibi jebwe. 
MRK.5.18	Mbe anu ariga acasyabara mu bwato, unu ariga aungirwe namuremberesya abega nage. 
MRK.5.19	Yesu narema okumwikirisisya, nawe namubwira ati, Genda ika ku banyu, ubabwire jo:ne jinu Ratabugenyi akukorera, na rwa kutyo akufwiriye ecigongo. 
MRK.5.20	Nagenda namba okukumusya mu Decapoli, nasimura jo:ne jinu Yesu amukoree. Aba:nu bo:ne nibarugu:ra.
MRK.5.21	Mbe Yesu wejire aunguka mu bwato nakinga rindi ku ngego yenderya. Ebise byafu nibikofyanya anu Yesu ariga:ri. Omwene ariga:ri ku mwaro. 
MRK.5.22	Mbe naja oumwi wa ku bakuru be rikofyanyisyo, risi:na ryae Yairo. Wejire amurora ne:nama mu maguru gae, 
MRK.5.23	namuremberesya muno, na:ika ati, Akaasya kani kendo:kufwa. Enikuremberesya, u:je umuteko amaboko gao, aore abe muanga. 
MRK.5.24	Nagenda nage. Ecise cinene nicimuru:ba nicimuiganya-iganya.
MRK.5.25	Mbe omugasi unu ariga arwae obure:gu myaka ekumi ne:biri, 
MRK.5.26	unu anya:kire muno ku bafumu ba:fu, nagwataga binu ariga nabyo byone, ne:seranya era, nawe neyongesya:ra okurwara. 
MRK.5.27	Wejire ongwa orukuma rwa Yesu, naja inyuma yae mu cise, nakuniako ku cifwaro cae. 
MRK.5.28	Okuba a:ikire ati, Nikakuniako era ku cifwaro cae eniora. 
MRK.5.29	Aonao okuurura kwa manyinga gae nikutemekera. Namenya mu mubiri gwae ati, naosibwa inya:ko yani. 
MRK.5.30	Aonao Yesu namenya munda yae ati, amanaga gamuso:keremo, nacu:ka mu cise na:ika ati, ?Niga unu ankuniako ku cifwaro cani? 
MRK.5.31	Abe:igi-sibwa bae nibamubu:sya ati, Ourora ecise kutyo abakuku:ra-ku:ra, ?ka owaika ati, Niga unu ankuniako? 
MRK.5.32	Namagamaga okurora oyo akora kutyo. 
MRK.5.33	Nawe omugasi uyo no:baya nayarara, amenyere cinu cariga cimubwene. Na:ja nafukama imbere yae, namubwira ebye cimari byone. 
MRK.5.34	Namubwira ati, Muyara, okwikirisya kwao kwakuosya. Nuwigendere no murembe, uore kata inya:ko yao.
MRK.5.35	Mbe anu ariga aca:ika, niba:ja banu baso:kere ku mukuru we rikofyanyisyo, niba:ika ati, Omuyasya wao afu:ye. ?Awe ka ounya:sisya ki Omwiigisya? 
MRK.5.36	Nawe Yesu naremo:bara omusango gwebwe, nabwira Omukuru we rikofyanyisyo ati, Uto:baya, Ikirisya:ra. 
MRK.5.37	Ate:kiri-sisye mu:nu wo:ne okugenda nage, tari Petero na Yakobo na Yoana omumura wabo Yakobo. 
MRK.5.38	Nibakinga ku nyumba yo mukuru we rikofyanyisyo, narora injogere na banu abarira, nibarira jimamu nyafu. 
MRK.5.39	Mbe ejire engira, nababu:sya ati, ?Niki cinu ecikora nimuyogana no kurira? Omwana atafu:ye, nawe aongee era. 
MRK.5.40	Nibamuseka muno. Nawe ejire aurusya bo:ne, nagega esemwene mwana na nyiramwene na banu bariga nage, nengira omwo mwana ariga:ri. 
MRK.5.41	Nagwata Omwana okuboko, namubwira ati, Tarisa Kumi, obugajuro bwagwo ati, Muyara, enikubwira ati, Imuka. 
MRK.5.42	Aonao Omwana ne:muka naribata. Okuba ariga ana myaka ekumi ne:biri. Nibarugu:ra nibataŋaŋara muno. 
MRK.5.43	Nabakomeresya muno, mu:nu wo:ne atamenya eco. Nababwira bamuyane ebiryo.
MRK.6.1	Naso:ke:yo, nagenda mu ca:ro ca:bo. Abe:igisibwa bae nibagenda nage. 
MRK.6.2	Mbe isabato wejire ye:ya namba okwiigisya mu rikofyanyisyo. Ba:fu nibongwa nibataŋaŋara, niba:bu:sya ati, ?Unu ebyo abiso:sisye a:ki? Ka ni bwenge ki bunu ayabirwe unu? ?Kakora ebya managa na maboko gae kutiki? 
MRK.6.3	?Tari unu niwe omubuya, Omwana wa Maryamu, no mumura wabo Yakobo, na Yose, na Yuda, na Simoni? ?Na bayara babo citari nabo anu eweswe? Nabasinirira. 
MRK.6.4	Yesu nababwira ati, Omuragi atakuburwa cibaro, tari mu:si ya:bo na mu ruganda rwabo na mu nyumba ya:bo. 
MRK.6.5	Mbe ataturire kukorerayo eca managa co:ne, tari ateeko amaboko gae ku barwae bato:to, nabaosya. 
MRK.6.6	Narugu:ra kurwo bute:kirisya bwebwe. Ne:singa mu misi ne:igisya.
MRK.6.7	Nabirikira abo ekumi na babiri, namba okubatuma babiri-ibiri, nabayana amanaga okuiga emisambwa emijabi. 
MRK.6.8	Nabaragirira basige kugega ci:nu co:ne ca mu njira, tari simbo era, nakabee iri tanda, nakabee iri nsagwa, nakabee jiri mpirya mu nsagwa jebwe. 
MRK.6.9	Nawe bafware bikwirya, ka basige kufwara kanju ibiri, 
MRK.6.10	Nababwira ati, Nyumba yo:ne inu murengiragamo, jemubega omwo kukinga anu muriso:kerayo. 
MRK.6.11	Anu wo:ne barirema okubakuma, amwi kubongwa, wora mwaso:kayo, mwekununa oruteri runu ruri mu bigere byemwe, rube rusingiro ku bene. 
MRK.6.12	Nibagenda nibasimurira ba:nu ati, mute. 
MRK.6.13	Nibakusya emisambwa myafu, nibabambaga barwae ba:fu amafuta nibabaosya.
MRK.6.14	Mbe omukama Erode nongwa, okuba risi:na ryae ryakumukire. Na:ika ati, Yoana Omubatija a:ma:su:ka mu bafu:ye. Nikwo kutyo amanaga ganu agakora mu mwene. 
MRK.6.15	Nawe abandi niba:ika ati, Ni Eliya. Abandi niba:ika ati, Unu ni muragi, rwo umwi ku baragi ba kara. 
MRK.6.16	Nawe Erode ejire ongwa na:ika ati, Yoana unu natemereko omutwe niwe amasu:ka. 
MRK.6.17	Okuba Erode omwene ariga atumire aba:nu nagwata Yoana, namuboya namuta mwiboyero kurwa Erodia, omugasi wa Filipo omumura wa:bo Erode, okuba ariga amutwae. 
MRK.6.18	Okuba Yoana ariga abwiriye Erode ati, Ni musiro awe okuba no mugasi wo wa:nyu. 
MRK.6.19	Kwakorere Erodia namunyigaarira nenda okumwita, natamibwa, 
MRK.6.20	okuba Erode o:bayaga Yoana, okuba ariga amumenyere ati, ni murengeresi na mweru, namurinda. Wora amungwa nawa Omwoyo muno, nawe namungwa nakonderwa.
MRK.6.21	Mbe orusiku rwo mwanya gwae niru:ja. Erode nakora amarya ku rusiku rwo kwiburwa kwae, nabate:kera abe cibaro, na bakuru ba basirikare na bakuru be ca:ro ca Galilaya. 
MRK.6.22	Mbe omuyasya wa Erodia omwene naja nabina, nakondisya Erode na banu bariga benyanjire nage nibarya. Mbe omukama nabwira omuyara ati, Nu:sabwe ci:nu co:ne eco owenda, eni-kuyana. 
MRK.6.23	Namwiraisisya ati, Mbe co:ne co:ne cinu urasabwa enikuyana, nakabee riri eba:ra ryo bukama bwani. 
MRK.6.24	Mbe nauruka, nabu:sya nyiramwene ati, ?Nje nisabwe ki? Na:ika ati, Omutwe gwa Yoana Omubatija. 
MRK.6.25	Aonao nengira bwangu ku mukama, nasabwa na:ika ati, Enenda unane omutwe gwa Yoana Omubatija woryanu ku rutuba. 
MRK.6.26	Omukama nasurumbara muno, nawe atendere kumwima, kurwe biraisyo byae na banu bariga nibarya nage. 
MRK.6.27	Aonao omukama natuma omusirikare, naragirira okure:ta omutwe gwae. Mbe nagenda namutemako omutwe mwiboyero, 
MRK.6.28	Nare:tera omutwe gwae ku rutuba, naguyana omuyara. Omuyara naguyana nyiramwene. 
MRK.6.29	Mbe abe:igisibwa bae wejire bongwa, nibaja nibagega ecitundu cae, nibacisi:ka mu:fwa.
MRK.6.30	Jintumwa nijikofyanyisya ku Yesu. Nibamubwira emisango jo:ne jinu bakorere na jinu be:igisisye. 
MRK.6.31	Nababwira ati, Mu:je emwe abene:ra mwibara bwitebe, mwisye Omwoyo kuto:to. Okuba barigao ba:fu banu ba:jaga na banu bagendaga, ndijei omwanya gwo kurya one nigubura.
MRK.6.32	Nibagendera mu bwato mwibara bwitebe. 
MRK.6.33	Aba:nu nibabarora nibagenda. Ba:fu nibamumenya, nibabirimira aamwi okuso:ka mu misi jo:ne, nibaribata maguru, nibabatangira. 
MRK.6.34	Wejire asyoka mu bwato, narora ebise byafu, nabafwira ecigongo, okuba bariga rwa jina:ma jinu jitana mure:fi. Namba okube:igisya misango myafu. 
MRK.6.35	Mbe risu:ba ryariga ryagendere, abe:igisibwa bae nibamu:jako nibamubwira ati, Anu ni ibara na woryanu risu:ba ryagendere. 
MRK.6.36	Nubaku:re, bagende mu nguyo na mu misi jinu jisijene be:gurire ebiryo. 
MRK.6.37	Omwene naindura nababwira ati, Mubayane ebiryo emwe. Nibamubu:sya ati, ?Cigende cigure mikate ja siringi magana gabiri cibayane barye? 
MRK.6.38	Mwene nababu:sya ati, ?Murina mikate eringa? Mugende mujirore. Wejire bamenya niba:ika ati, Ni:ta:nu na swi ibiri. 
MRK.6.39	Nabaragirira benyanje bo:ne ku nenda ku nenda, ku bunya:si obubisi. 
MRK.6.40	Nibenyanja ku nenda ku nenda, ja egana:gana na ja makumi gata:nuta:nu. 
